N	2gram	Nazirov_Tv_2	Analitik
104	жизненной позиции	1	3
105	никогда не	11	3
106	казалось бы	3	3
107	со своим	1	3
108	сводится к	2	3
109	тем что	3	3
110	как будто	1	3
111	что на	2	3
112	ни о	1	3
113	той или	1	3
114	как мы	1	3
115	приводит к	2	3
116	можно было	1	3
117	в результате	1	3
118	если бы	4	3
119	одного из	1	3
120	того или	1	3
121	что и	1	3
122	крайней мере	2	3
123	одной из	3	3
124	с ними	2	3
125	так что	2	3
126	из них	2	3
127	при всей	1	3
128	со стороны	1	3
129	или иной	1	3
130	именно в	6	3
131	было бы	1	3
132	в речи	1	3
133	в рамках	1	3
134	и за	1	3
135	или иного	1	3
136	в первой	2	3
137	этого слова	1	3
138	сюжета и	2	3
139	и одновременно	1	3
140	романа в	1	3
141	прежде всего	8	3
142	а в	4	3
143	не знает	1	3
144	по поводу	1	3
145	речь идет	1	2
146	я его	1	2
147	таком случае	2	2
148	художественного произведения	1	2
149	эту жизнь	1	2
150	перед лицом	1	2
151	и до	1	2
152	из его	1	2
153	той же	1	2
154	в реплике	1	2
155	из своих	1	2
156	и он	2	2
157	собой в	1	2
158	еще не	5	2
159	он был	1	2
160	иного рода	1	2
161	на основе	1	2
162	конечном счете	1	2
163	отличие от	2	2
164	и я	1	2
165	оказывается не	1	2
166	о жизни	3	2
167	и м	2	2
168	себе не	1	2
169	в противоположность	1	2
170	с их	1	2
171	на то	1	2
172	в случае	1	2
173	он не	3	2
174	от которого	1	2
175	в диалоге	1	2
176	как пишет	1	2
177	переходит от	1	2
178	что она	4	2
179	таким образом	10	2
180	а затем	3	2
181	что все	1	2
182	же не	2	2
183	текста как	1	2
184	литературоведческого анализа	1	2
185	в споре	1	2
186	по себе	1	2
187	он же	2	2
188	соответствии с	4	2
189	жизни но	1	2
190	еще в	1	2
191	в этих	1	2
192	в своей	6	2
193	в котором	3	2
194	в отличие	2	2
195	но эта	2	2
196	в устах	2	2
197	даже в	1	2
198	в таких	1	2
199	она не	1	2
200	что с	1	2
201	в обоих	1	2
202	в то	10	2
203	некоторого рода	1	2
204	л и	1	2
205	не имеет	1	2
206	текста и	1	2
207	на него	2	2
208	же время	7	2
209	так например	3	2
210	к читателю	1	2
211	мы узнаем	2	2
212	ли не	2	2
213	роль в	2	2
214	для читателя	1	2
215	нас к	1	2
216	с ним	3	2
217	жизненная позиция	1	2
218	что в	7	2
219	произведения как	1	2
220	о своей	1	2
221	за пределами	1	2
222	его в	3	2
223	между тем	3	2
224	в его	10	2
225	не знаю	1	2
226	один из	3	2
227	поле зрения	1	2
228	времени как	1	2
229	себя в	2	2
230	от автора	1	2
231	в поэзии	1	2
232	не есть	1	2
233	по выражению	1	2
234	и их	1	2
235	или даже	2	2
236	художественное восприятие	1	2
237	в одном	2	2
238	вовсе не	2	2
239	не о	1	2
240	представляют собой	1	2
241	этого персонажа	1	2
242	в соответствии	4	2
243	превращается в	3	2
244	на этот	2	2
245	одну из	1	2
246	была бы	1	2
247	должна была	1	2
248	вместе с	3	2
249	так же	5	2
250	такого рода	1	2
251	здравого смысла	2	2
252	и для	1	2
253	объекта и	1	2
254	в повествовании	1	2
255	еще более	1	2
256	от своего	1	2
257	сказать что	1	2
258	другой стороны	2	2
259	частности в	1	2
260	об этих	1	2
261	к этому	3	2
262	в таком	3	2
263	а между	1	1
264	как известно	2	1
265	неотделима от	2	1
266	и т	13	1
267	с с	1	1
268	это рефлексия	1	1
269	совершенно новый	1	1
270	самом деле	2	1
271	но автор	1	1
272	переход от	1	1
273	перед читателем	1	1
274	в первом	1	1
275	действительности и	1	1
276	соотнесенности с	1	1
277	творческом процессе	4	1
278	мы уже	1	1
279	со всех	1	1
280	бы уже	1	1
281	на место	1	1
282	почему мы	1	1
283	не вполне	1	1
284	я не	2	1
285	событий и	1	1
286	самой своей	3	1
287	в сцене	1	1
288	всех сторон	1	1
289	быть в	1	1
290	нам представляется	1	1
291	в чем	4	1
292	в сюжете	1	1
293	то он	1	1
294	о смерти	1	1
295	и всякий	1	1
296	в противовес	1	1
297	почти до	1	1
298	не все	1	1
299	после удара	1	1
300	и диалога	1	1
301	тут же	2	1
302	диалоге с	1	1
303	этой стороны	1	1
304	однако не	1	1
305	третий раз	1	1
306	применении к	1	1
307	когда он	4	1
308	и наконец	2	1
309	его к	1	1
310	такое воззрение	1	1
311	имеет в	2	1
312	в которой	2	1
313	разве я	1	1
314	в литературном	2	1
315	всего романа	1	1
316	бы с	1	1
317	все эти	4	1
318	бы не	2	1
319	из этих	1	1
320	что автор	1	1
321	в известном	1	1
322	смеха в	1	1
323	но ведь	2	1
324	после чего	1	1
325	так сказать	2	1
326	наш взгляд	2	1
327	что вообще	1	1
328	сам автор	1	1
329	по словам	2	1
330	в нем	3	1
331	в статье	2	1
332	у а	1	1
333	ряда в	1	1
334	а скорее	2	1
335	в первую	1	1
336	первой части	4	1
337	идеи и	1	1
338	в принципе	4	1
339	к одному	1	1
340	не к	1	1
341	в силу	1	1
342	у читателя	2	1
343	об отношении	1	1
344	евгения онегина	3	1
345	характер в	2	1
346	на жизнь	1	1
347	несколько ниже	1	1
348	в творческом	5	1
349	на наш	2	1
350	и по	2	1
351	человека в	3	1
352	в каждом	1	1
353	об этом	4	1
354	в глубине	1	1
355	мифологии в	1	1
356	входит в	1	1
357	заключается в	1	1
358	первую очередь	1	1
359	в глазах	1	1
360	это не	7	1
361	то все	1	1
362	каждого из	1	1
363	в жизни	1	1
364	в ином	1	1
365	ни в	1	1
366	в них	1	1
367	к которым	1	1
368	но лишь	1	1
369	со своими	2	1
370	которой он	2	1
371	всегда и	1	1
372	и некоторых	2	1
373	ведет к	1	1
374	видим как	1	1
375	такой же	2	1
376	автором и	1	1
377	но если	2	1
378	таким же	1	1
379	этой связи	1	1
380	в такой	2	1
381	это делает	1	1
382	м о	1	1
383	жизнь и	1	1
384	означает в	1	1
385	что я	2	1
386	в синтаксисе	1	1
387	совпадающая с	1	1
388	вплоть до	1	1
389	особое место	2	1
390	и эти	1	1
391	христианской мифологии	1	1
392	и более	1	1
393	однако в	1	1
394	том же	2	1
395	что этот	2	1
396	зрения и	1	1
397	тому что	1	1
398	виду что	1	1
399	меня не	1	1
400	хотелось бы	1	1
401	одна из	3	1
402	в центр	1	1
403	и имеет	1	1
404	читателя здесь	1	1
405	но только	1	1
406	это еще	1	1
407	он с	1	1
408	жизни не	1	1
409	же после	1	1
410	как она	1	1
411	его судьбу	1	1
412	для автора	2	1
413	потому что	7	1
414	связи с	1	1
415	что впрочем	1	1
416	только с	2	1
417	а мы	1	1
418	и несколько	1	1
419	есть у	1	1
420	у нас	2	1
421	привести одну	1	1
422	и далее	2	1
423	личности в	2	1
424	начиная с	2	1
425	всей их	1	1
426	если он	5	1
427	случайно и	1	1
428	встречается в	1	1
429	во все	1	1
430	и такие	1	1
431	похож на	1	1
432	сама жизнь	1	1
433	отличается от	1	1
434	бахтина о	2	1
435	случае с	1	1
436	бы он	1	1
437	указывает на	1	1
438	части романа	2	1
439	он видит	1	1
440	между автором	1	1
441	отказаться от	2	1
442	говоря словами	1	1
443	если же	1	1
444	в применении	1	1
445	для себя	1	1
446	взором читателя	1	1
447	и о	1	1
448	и тогда	2	1
449	случае это	1	1
450	читателя он	1	1
451	в виду	1	1
452	свою очередь	1	1
453	но при	1	1
454	в ее	2	1
455	героя романа	2	1
456	не выступает	1	1
457	характер и	1	1
458	только то	1	1
459	см главу	1	1
460	по способу	1	1
461	он сначала	1	1
462	в образе	3	1
463	с собой	1	1
464	здесь он	1	1
465	связан с	1	1
466	к анализу	2	1
467	которого у	1	1
468	она была	1	1
469	веры в	1	1
470	с героем	1	1
471	поэтому в	1	1
472	о нем	1	1
473	и соответственно	1	1
474	и здесь	1	1
475	в другом	1	1
476	всем протяжении	1	1
477	на вопрос	1	1
478	и что	2	1
479	что его	2	1
480	может не	1	1
481	но когда	1	1
482	восходит к	2	1
483	а напротив	1	1
484	каждом из	1	1
485	в которую	2	1
486	с его	1	1
487	в драме	1	1
488	героя он	1	1
489	глав романа	1	1
490	непосредственно в	1	1
491	в художественной	1	1
492	с а	1	1
493	в литературе	2	1
494	построения текста	1	1
495	в третий	1	1
496	известном смысле	1	1
497	сразу же	1	1
498	романа то	1	1
499	мы видим	4	1
500	тот же	1	1
501	в основном	6	1
502	нуждается в	1	1
503	а тем	1	1
504	лишь одна	1	1
505	который в	1	1
506	и ее	2	1
507	не мешает	2	1
508	за которую	1	1
509	этой борьбе	1	1
510	этот вопрос	3	1
511	на всем	1	1
512	уже в	2	1
513	больше не	1	1
514	героя с	2	1
515	в начале	3	1
516	на этих	1	1
517	мышления и	1	1
518	его и	2	1
519	проникает в	2	1
520	жизнь для	1	1
521	русской речи	1	1
522	страсть к	1	1
523	весьма существенным	1	1
524	сами по	1	1
525	так как	3	1
526	может служить	2	1
527	из фигур	1	1
528	как его	1	1
529	другом в	2	1
530	не говорит	1	1
531	героя а	1	1
532	к самому	2	1
533	тенденции однако	1	1
534	даже не	1	1
535	и точно	1	1
536	с другим	2	1
537	героев с	1	1
538	как у	3	1
539	хоть и	1	1
540	в свою	1	1
541	персонажа и	1	1
542	его из	1	1
543	читателю и	1	1
544	и эстетического	1	1
545	у меня	1	1
546	а главное	1	1
547	более того	2	1
548	в рассказе	3	1
549	не означает	2	1
550	зависит от	2	1
551	идет уже	1	1
552	для анализа	2	1
553	несколько выше	1	1
554	если не	4	1
555	в связи	1	1
556	эти слова	1	1
557	и читателем	1	1
558	и потому	4	1
559	только его	1	1
560	но такое	1	1
561	с каким-то	1	1
562	это своего	1	1
563	его личной	1	1
564	целом ряде	1	1
565	однако эти	2	1
566	самого себя	1	1
567	стороны и	1	1
568	известной книге	1	1
569	можно принять	2	1
570	для реализации	1	1
571	я с	1	1
572	и мотивы	1	1
573	том смысле	1	1
574	случилось с	1	1
575	уходом из	1	1
576	что же	1	1
577	с этой	3	1
578	только для	2	1
579	перед нами	1	1
580	остается в	1	1
581	к другим	1	1
582	встрече с	1	1
583	это явление	1	1
584	с автором	1	1
585	не является	3	1
586	на улице	1	1
587	представляется что	1	1
588	как на	1	1
589	а все	1	1
590	своей собственной	1	1
591	человек и	1	1
592	но отнюдь	1	1
593	себя самого	1	1
594	для нас	1	1
595	от него	1	1
596	или нет	1	1
597	в литературной	2	1
598	от неминуемой	1	1
599	и как	1	1
600	ни к	2	1
601	будто бы	1	1
602	действительной жизни	1	1
603	но это	5	1
604	следит за	1	1
605	себя на	2	1
606	отношении к	1	1
607	в карты	1	1
608	писателя на	1	1
609	еще ничего	1	1
610	может и	1	1
611	а о	1	1
612	в романе	15	1
613	героя и	2	1
614	с ней	1	1
615	совершенно не	1	1
616	предметных деталей	2	1
617	из этого	2	1
618	у которых	1	1
619	ли он	1	1
620	на это	1	1
621	божественной комедии	1	1
622	собой лишь	1	1
623	облика и	1	1
624	мыслями и	1	1
625	значение в	1	1
626	точно так	1	1
627	из многих	1	1
628	смысле что	1	1
