N	2gram	Tiupa_Anal_1	Formalny
266	слово есть	1	2
267	времени и	6	2
268	с ним	4	2
269	и восприятия	2	2
270	в виду	1	2
271	произведения как	7	2
272	является в	1	2
273	и смыслом	2	2
274	его смысла	1	2
275	произведение искусства	9	2
276	между тем	5	2
277	мы ни	1	2
278	во всей	1	2
279	это не	6	2
280	что искусство	1	2
281	этом смысле	1	2
282	один из	2	2
283	не происходит	1	2
284	по этому	1	2
285	не будет	3	2
286	потому что	2	2
287	в качестве	31	2
288	вопроса о	3	2
289	произведения непременно	1	2
290	или даже	1	2
291	при помощи	2	2
292	языка но	1	2
293	в котором	3	2
294	сами по	2	2
295	от тех	1	2
296	образом не	2	2
297	не просто	2	2
298	смысла и	3	2
299	со стороны	2	2
300	даже не	1	2
301	а именно	3	2
302	всякое высказывание	1	2
303	значения в	1	2
304	между ними	1	2
305	что для	1	2
306	его из	1	2
307	превращается в	1	2
308	в конструктивное	1	2
309	его как	1	2
310	произведения искусства	3	2
311	все более	1	2
312	ни на	1	2
313	к его	1	2
314	как это	1	2
315	подхода к	3	2
316	установкой на	2	2
317	в той	8	2
318	из этого	1	2
319	произведения или	1	2
320	художественное произведение	5	2
321	является для	1	2
322	как предмет	4	2
323	но это	1	2
324	смысла с	1	2
325	в чем	1	2
326	к другим	1	2
327	ее и	1	2
328	значение лишь	1	2
329	в целях	1	2
330	равно как	1	2
331	ее в	1	2
332	в искусстве	2	2
333	именно здесь	1	2
334	в таком	3	2
335	литературы а	1	1
336	как известно	3	1
337	то на	1	1
338	говоря о	2	1
339	наконец четвертая	2	1
340	таком случае	3	1
341	художественном произведении	1	1
342	того же	4	1
343	к чему-то	1	1
344	противном случае	1	1
345	все те	1	1
346	собственном смысле	1	1
347	и больше	1	1
348	изолированно а	1	1
349	иметь место	2	1
350	обойтись без	1	1
351	той же	2	1
352	есть не	8	1
353	самые разнообразные	1	1
354	и была	1	1
355	не изолированно	1	1
356	мы имеем	6	1
357	на место	2	1
358	более точного	1	1
359	высказывания в	1	1
360	что иное	5	1
361	не вполне	1	1
362	из того	4	1
363	которое не	1	1
364	степени как	1	1
365	как не	1	1
366	каждое новое	1	1
367	меньшей степени	1	1
368	это существо	1	1
369	литературы как	2	1
370	литературный факт	1	1
371	такого анализа	2	1
372	понятие произведения	1	1
373	иное как	5	1
374	бы то	3	1
375	в различных	1	1
376	события в	2	1
377	художественном творчестве	1	1
378	в литературоведении	2	1
379	сознания а	1	1
380	иного рода	2	1
381	чем это	1	1
382	а тем	1	1
383	то он	2	1
384	они имеют	1	1
385	мы будем	1	1
386	только тогда	1	1
387	он полагает	1	1
388	с духом	1	1
389	произведение не	2	1
390	или иное	1	1
391	в самостоятельный	1	1
392	увидим далее	1	1
393	встречи с	2	1
394	в противном	1	1
395	целом но	1	1
396	и есть	3	1
397	образом с	1	1
398	самом объекте	1	1
399	слова еще	1	1
400	более или	1	1
401	в действительности	1	1
402	именно эта	1	1
403	двумя полюсами	1	1
404	первой из	1	1
405	тяготеет к	1	1
406	вещи но	1	1
407	знаменательно что	1	1
408	в литературном	1	1
409	смысла для	1	1
410	внутреннего смысла	2	1
411	в нашем	3	1
412	бы не	2	1
413	или во	1	1
414	которые в	2	1
415	отсутствии в	1	1
416	думать что	2	1
417	и тот	1	1
418	но он	1	1
419	имеем в	1	1
420	с художественной	1	1
421	социального взаимодействия	1	1
422	как он	3	1
423	если он	1	1
424	искусства говорит	1	1
425	выделения и	1	1
426	а вовсе	1	1
427	рассказе и	1	1
428	выделить в	1	1
429	языковой реальности	1	1
430	вера в	1	1
431	творца и	1	1
432	в принципе	8	1
433	речи в	1	1
434	язык он	1	1
435	том чтобы	7	1
436	сюжет как	1	1
437	из виду	2	1
438	свою силу	1	1
439	какой бы	2	1
440	всех своих	1	1
441	дистанции между	1	1
442	от других	1	1
443	и заключается	2	1
444	этом последнем	1	1
445	могла бы	3	1
446	взаимодействие с	1	1
447	же не	1	1
448	тем в	1	1
449	же касается	1	1
450	произведения с	2	1
451	в другом	4	1
452	не об	1	1
453	но подобная	1	1
454	области гуманитарных	1	1
455	в виде	1	1
456	самим собой	2	1
457	высказывание в	1	1
458	вещь а	1	1
459	который и	1	1
460	произведения от	1	1
461	полноте и	1	1
462	элементы не	1	1
463	литературном произведении	1	1
464	из первых	1	1
465	в них	1	1
466	как формулирует	1	1
467	случае мы	1	1
468	все равно	1	1
469	быть понят	1	1
470	творческий акт	2	1
471	этот странный	1	1
472	в данном	2	1
473	ведет к	3	1
474	остается в	1	1
475	могут становиться	1	1
476	этих факторов	1	1
477	или менее	1	1
478	под ними	1	1
479	отрыве от	2	1
480	том как	1	1
481	может лишь	1	1
482	и при	1	1
483	поэтического творчества	1	1
484	при изучении	2	1
485	и художественно	1	1
486	к истории	1	1
487	однако они	1	1
488	теории литературы	1	1
489	что говорит	1	1
490	степени научный	1	1
491	все они	1	1
492	вопрос о	2	1
493	об отсутствии	1	1
494	строго говоря	1	1
495	предмета изучения	1	1
496	есть его	1	1
497	конструктивная роль	1	1
498	творчества и	2	1
499	по крайней	1	1
500	борьбу с	1	1
501	как от	2	1
502	не должно	1	1
503	бы быть	3	1
504	как язык	2	1
505	ему как	1	1
506	если и	1	1
507	смысла как	2	1
508	рода в	1	1
509	а от	1	1
510	как будет	1	1
511	не менее	1	1
512	к этим	1	1
513	на него	1	1
514	постановки вопросов	1	1
515	бытия и	2	1
516	теоретической поэтики	1	1
517	это еще	1	1
518	нельзя не	1	1
519	широком понимании	1	1
520	два различных	2	1
521	независимым от	1	1
522	степени соответствуют	1	1
523	поэзии не	1	1
524	за которой	1	1
525	и является	2	1
526	во всем	1	1
527	далеко не	6	1
528	без определенного	1	1
529	и сами	1	1
530	только с	1	1
531	как будто	3	1
532	сведено к	2	1
533	другой вещи	1	1
534	только одна	1	1
535	фактов и	1	1
536	одним из	3	1
537	представляется нам	1	1
538	уже о	1	1
539	чтобы увидеть	1	1
540	отличается от	2	1
541	нашей проблемы	1	1
542	той или	6	1
543	должен быть	6	1
544	для себя	2	1
545	свою очередь	1	1
546	но при	1	1
547	его лингвистических	1	1
548	говоря уже	1	1
549	данном случае	2	1
550	самим собою	1	1
551	уже потому	1	1
552	в собственном	3	1
553	то или	1	1
554	роль здесь	1	1
555	уже с	1	1
556	в произведении	5	1
557	на свой	1	1
558	чище и	1	1
559	читателя в	2	1
560	и сам	2	1
561	те же	1	1
562	с самим	1	1
563	в последующих	1	1
564	целью а	1	1
565	просто с	1	1
566	и пространстве	4	1
567	можно сказать	2	1
568	образом в	1	1
569	оно становится	1	1
570	является по	2	1
571	на звуковую	1	1
572	что самая	1	1
573	о том	5	1
574	и делается	1	1
575	и та	2	1
576	более высокой	1	1
577	до сих	1	1
578	с одной	3	1
579	аналогии с	1	1
580	на что	1	1
581	литературные произведения	1	1
582	и во	1	1
583	на отдельные	1	1
584	рассматривать не	1	1
585	из литературного	1	1
586	том или	3	1
587	двумя крайними	1	1
588	как предмета	1	1
589	и каждого	1	1
590	крайней мере	1	1
591	реальность в	1	1
592	слов и	1	1
593	может иметь	2	1
594	следует однако	1	1
595	познания в	1	1
596	происходит в	1	1
597	большей или	4	1
598	в современной	1	1
599	в объекте	1	1
600	в большей	1	1
601	в отрыве	2	1
602	или меньшей	4	1
603	такая же	1	1
604	художественного восприятия	7	1
605	и дело	1	1
606	тот же	1	1
607	языка на	1	1
608	справедливо говорит	1	1
609	мы увидим	1	1
610	что даже	1	1
611	в себе	11	1
612	на смысл	1	1
613	этой совокупности	1	1
614	к смыслу	1	1
615	произведения то	1	1
616	но ее	1	1
617	произведения что	1	1
618	так что	1	1
619	для всех	1	1
620	а изображающего	1	1
621	не можем	1	1
622	нового смысла	1	1
623	к установлению	1	1
624	других он	1	1
625	не сам	2	1
626	о поэзии	1	1
627	себе в	2	1
628	для другой	1	1
629	никто не	3	1
630	произведение действительно	1	1
631	искусства к	1	1
632	ему принадлежит	1	1
633	всегда только	1	1
634	или ином	3	1
635	это по	1	1
636	высказывания или	1	1
637	с другим	4	1
638	согласно учению	1	1
639	или иначе	1	1
640	за пределы	2	1
641	но нельзя	1	1
642	не обязательно	1	1
643	здесь в	1	1
644	требования к	1	1
645	в свою	1	1
646	один и	1	1
647	имеет место	5	1
648	говорит о	1	1
649	литературное произведение	12	1
650	часть третья	2	1
651	что из	2	1
652	этот принцип	1	1
653	художественного целого	10	1
654	если не	1	1
655	по мысли	3	1
656	связь с	1	1
657	функции и	1	1
658	он уже	1	1
659	спор в	1	1
660	из возможных	2	1
661	требует от	1	1
662	к своему	1	1
663	о чем	1	1
664	без другого	2	1
665	одной стороны	3	1
666	для обозначения	1	1
667	такого рода	5	1
668	смысле этого	1	1
669	типа как	1	1
670	в литературе	4	1
671	не что	4	1
672	да и	1	1
673	к определению	1	1
674	всего может	1	1
675	этого слова	7	1
676	сюжетного развертывания	1	1
677	путем введения	1	1
678	между людьми	1	1
679	событие которое	1	1
680	той мере	2	1
681	сих пор	1	1
682	автора и	3	1
683	о его	1	1
684	как система	1	1
685	мышления в	1	1
686	при таком	1	1
687	о нем	3	1
688	как для	1	1
689	чем является	1	1
690	впервые на	1	1
691	или другой	1	1
692	сознания в	4	1
693	для нас	1	1
694	особого рода	7	1
695	не имея	1	1
696	собственно говоря	4	1
697	из себя	1	1
698	с языком	1	1
699	то о	1	1
700	мы должны	1	1
701	же оно	1	1
702	несмотря на	2	1
703	или не	2	1
704	же в	1	1
705	хотя в	1	1
706	утверждал что	1	1
707	не от	1	1
708	система в	1	1
709	вступает в	3	1
710	к самому	1	1
711	его к	2	1
712	нам не	1	1
713	не говоря	2	1
714	возможно лишь	1	1
715	отношением к	1	1
716	однако именно	1	1
717	поскольку говорит	1	1
718	можно утверждать	1	1
719	мере в	3	1
720	понимании как	1	1
721	героя в	2	1
722	фоне этой	1	1
723	в каком	1	1
724	случае если	1	1
725	в своих	1	1
726	то оно	1	1
727	и эта	1	1
728	вот этот	1	1
729	бы столь	1	1
730	и особенно	1	1
731	случае его	1	1
