N	2gram	Savitsky_E_1	Hudozhes
202	границ между	1	2
203	в европейской	2	2
204	для возникновения	1	2
205	и по	5	2
206	для понимания	2	2
207	жизни в	3	2
208	при условии	2	2
209	в аспекте	1	2
210	ни для	1	2
211	во всех	6	2
212	для такого	1	2
213	речь идет	1	2
214	мира и	3	2
215	тем более	4	2
216	с ним	1	2
217	отношении к	15	2
218	поскольку не	1	2
219	одной из	5	2
220	культуры в	4	2
221	том числе	1	2
222	также и	7	1
223	в сфере	3	1
224	же как	5	1
225	чтобы не	1	1
226	он обращен	1	1
227	же по	1	1
228	традиции как	1	1
229	то в	4	1
230	этого мира	1	1
231	от своей	1	1
232	той же	1	1
233	есть не	2	1
234	общение с	1	1
235	а для	1	1
236	в полной	4	1
237	и со	3	1
238	никогда не	3	1
239	которое в	2	1
240	в каждой	1	1
241	революции в	1	1
242	чтобы такой	1	1
243	другим в	1	1
244	на них	2	1
245	между собой	2	1
246	людей в	1	1
247	столь же	5	1
248	время в	3	1
249	бы то	4	1
250	что его	1	1
251	тем как	1	1
252	а тем	2	1
253	с совершенно	1	1
254	более как	1	1
255	и будет	1	1
256	друг от	2	1
257	ближайшего к	1	1
258	или иное	1	1
259	или к	1	1
260	на основе	2	1
261	отнюдь не	9	1
262	в истории	2	1
263	более чем	2	1
264	в центре	1	1
265	от друга	2	1
266	с некоторыми	1	1
267	что по	1	1
268	от этого	5	1
269	могли бы	1	1
270	или иную	3	1
271	бы и	3	1
272	что это	2	1
273	таковы например	1	1
274	большей части	2	1
275	что автор	1	1
276	в известном	3	1
277	всего к	2	1
278	во многих	4	1
279	на то	6	1
280	в случае	2	1
281	жизнью и	1	1
282	на его	1	1
283	исходит из	1	1
284	по средней	2	1
285	отношений между	2	1
286	бытия это	1	1
287	на земле	1	1
288	чтобы в	1	1
289	его можно	1	1
290	заключает в	3	1
291	или иных	1	1
292	мы обнаруживаем	1	1
293	многих других	1	1
294	бы они	1	1
295	то ни	4	1
296	а затем	1	1
297	что все	2	1
298	тем в	3	1
299	в совершенно	1	1
300	том случае	1	1
301	полной мере	1	1
302	в мировой	1	1
303	и иных	1	1
304	было бы	8	1
305	и где	1	1
306	войны и	2	1
307	лишь на	1	1
308	например с	2	1
309	весь мир	1	1
310	по этому	1	1
311	в жизни	1	1
312	рядом с	1	1
313	соответствии с	1	1
314	если воспринимать	1	1
315	и некоторого	1	1
316	духовной жизни	2	1
317	но само	1	1
318	перед собой	1	1
319	или точнее	2	1
320	это случается	1	1
321	лежат в	4	1
322	в такой	1	1
323	в котором	2	1
324	и процесс	1	1
325	как совокупность	4	1
326	которые лежат	1	1
327	значение для	1	1
328	друг другу	1	1
329	в прошлом	3	1
330	с такими	1	1
331	и наоборот	1	1
332	том же	1	1
333	их отношении	3	1
334	нас к	2	1
335	не имеет	4	1
336	принадлежат к	1	1
337	данной сферы	1	1
338	он мог	1	1
339	казалось бы	1	1
340	только и	1	1
341	в самой	1	1
342	иными словами	4	1
343	этих случаях	1	1
344	и теперь	2	1
345	связи с	1	1
346	ту или	3	1
347	из того	2	1
348	как будто	2	1
349	в каком	4	1
350	настоящего времени	1	1
351	реальности это	1	1
352	когда мы	1	1
353	ли не	1	1
354	прошлом и	1	1
355	говорит о	3	1
356	из всего	1	1
357	как мы	5	1
358	существенное значение	1	1
359	та или	1	1
360	то или	1	1
361	мысль о	1	1
362	то время	1	1
363	на свой	1	1
364	значение в	1	1
365	как с	1	1
366	те же	1	1
367	в сочетании	1	1
368	по признаку	3	1
369	для этого	1	1
370	культура есть	2	1
371	мире в	1	1
372	данная сфера	1	1
373	не случайна	1	1
374	означает что	1	1
375	именно потому	2	1
376	и поэтому	2	1
377	не означает	2	1
378	внимание на	1	1
379	может не	1	1
380	другой своей	1	1
381	в которую	1	1
382	или иная	1	1
383	эти два	1	1
384	такими же	1	1
385	в другой	2	1
386	вслед за	6	1
387	в бесконечно	1	1
388	перед тем	1	1
389	эти последние	2	1
390	известном смысле	3	1
391	с той	1	1
392	в формах	1	1
393	один из	1	1
394	но с	2	1
395	мы видим	2	1
396	тот же	1	1
397	дело с	1	1
398	что даже	1	1
399	в какой	2	1
400	в перспективе	4	1
401	они могут	1	1
402	никак нельзя	1	1
403	или же	1	1
404	бы ни	3	1
405	тот что	1	1
406	даже вовсе	1	1
407	с которыми	1	1
408	по большей	1	1
409	для всех	1	1
410	если мы	1	1
411	всем его	1	1
412	то и	1	1
413	не дает	3	1
414	из них	3	1
415	но от	1	1
416	себе в	3	1
417	представить себе	1	1
418	мы находим	1	1
419	так как	7	1
420	и от	3	1
421	тому же	1	1
422	к ним	3	1
423	бытия и	1	1
424	но из	1	1
425	не было	1	1
426	имеет значение	1	1
427	в последние	6	1
428	и даже	6	1
429	на уровне	2	1
430	не обязательно	1	1
431	по своим	3	1
432	что не	1	1
433	что для	1	1
434	в соответствии	1	1
435	по-разному в	1	1
436	более того	1	1
437	зависит от	1	1
438	с которым	1	1
439	которое существует	2	1
440	что из	1	1
441	стороны в	2	1
442	время для	1	1
443	то она	1	1
444	в связи	1	1
445	культуры не	2	1
446	свести к	1	1
447	только к	2	1
448	даже при	2	1
449	вместе с	2	1
450	в одной	1	1
451	к сфере	1	1
452	не могут	2	1
453	этого слова	1	1
454	будущее в	1	1
455	одновременно с	1	1
456	в состоянии	1	1
457	мыслится как	1	1
458	степени и	1	1
459	него не	1	1
460	с этой	6	1
461	и каждая	2	1
462	между прочим	7	1
463	приобщения к	1	1
464	все же	1	1
465	тех или	1	1
466	каждой из	1	1
467	в более	1	1
468	как более	1	1
469	если не	1	1
470	она может	1	1
471	в результате	3	1
472	и иного	1	1
473	о котором	1	1
474	в отдельных	1	1
475	для нас	4	1
476	это может	1	1
477	в третьем	1	1
478	бы в	2	1
479	не более	3	1
480	и существенно	2	1
481	своем значении	1	1
482	ни было	4	1
483	же в	2	1
484	но если	5	1
485	быть и	1	1
486	не есть	2	1
487	имеет в	2	1
488	возможность которого	1	1
489	не быть	1	1
490	в свое	1	1
491	который в	1	1
492	к числу	1	1
493	включает в	1	1
494	всего в	2	1
495	частности в	2	1
496	жизни и	2	1
497	ее в	3	1
498	и другие	1	1
499	случае если	1	1
500	в своих	2	1
501	можно назвать	1	1
502	все что	1	1
503	этой точки	5	1
