N	2gram	Losev_Prob_1	Russkaja
138	то это	1	3
139	что оно	3	3
140	той или	5	3
141	что все	3	3
142	данном случае	8	3
143	ни стало	1	3
144	что может	2	3
145	для этого	3	3
146	сводится к	1	3
147	и во	3	3
148	а следовательно	1	3
149	что бы	1	3
150	того что	7	3
151	в качестве	2	3
152	в виде	15	3
153	из них	3	3
154	в конце	6	3
155	друг друга	1	3
156	тем что	7	3
157	именно в	4	3
158	что для	2	3
159	не было	4	3
160	и потому	2	3
161	да и	3	3
162	этом случае	2	3
163	или в	4	3
164	о котором	1	3
165	конце концов	4	3
166	и как	6	3
167	все они	1	3
168	не есть	29	3
169	себя как	1	2
170	и есть	6	2
171	должна быть	1	2
172	из всех	1	2
173	но она	3	2
174	на себя	2	2
175	но даже	1	2
176	в таком	9	2
177	именно на	3	2
178	не просто	23	2
179	сама по	4	2
180	с этим	3	2
181	помнить что	3	2
182	но в	14	2
183	однако отнюдь	2	2
184	не можем	2	2
185	это есть	9	2
186	все эти	8	2
187	другом случае	1	2
188	во многих	2	2
189	и те	1	2
190	не к	1	2
191	чтобы в	1	2
192	факт что	1	2
193	мы уже	5	2
194	на этой	2	2
195	того или	2	2
196	на почве	1	2
197	по себе	15	2
198	и тем	13	2
199	этой борьбы	2	2
200	и тогда	1	2
201	нисколько не	3	2
202	в этих	3	2
203	во время	1	2
204	что такое	6	2
205	в котором	5	2
206	место в	1	2
207	в силу	1	2
208	друг другу	2	2
209	их в	4	2
210	том и	1	2
211	том же	1	2
212	для нее	1	2
213	тому что	4	2
214	она не	2	2
215	только для	3	2
216	в таких	2	2
217	для нас	5	2
218	следовательно и	2	2
219	больше чем	2	2
220	и является	7	2
221	как будто	3	2
222	в области	2	2
223	понять что	1	2
224	указывает на	14	2
225	если же	1	2
226	для себя	3	2
227	и о	8	2
228	мы указали	1	2
229	если они	1	2
230	ясно что	3	2
231	с самим	1	2
232	это только	2	2
233	даже не	1	2
234	и должно	2	2
235	настоящее время	3	2
236	и что	9	2
237	от него	1	2
238	к нему	3	2
239	это в	1	2
240	переносится на	1	2
241	быть и	3	2
242	этот вопрос	1	2
243	совершенно не	6	2
244	даже если	4	2
245	по этому	3	2
246	логически и	1	2
247	так что	6	2
248	уже не	3	2
249	только на	4	2
250	в начале	1	2
251	является не	2	2
252	его и	1	2
253	не так	1	2
254	ни в	7	2
255	чтобы она	1	2
256	не о	2	2
257	мы можем	4	2
258	только с	1	2
259	она будет	1	2
260	к той	1	2
261	в других	5	2
262	даже и	8	2
263	и даже	11	2
264	не существуют	1	2
265	естественно что	2	2
266	в некоторых	1	2
267	а не	15	2
268	совершенно очевидно	1	2
269	так же	9	2
270	в течение	1	2
271	или иного	2	2
272	отношения к	1	2
273	есть и	3	2
274	но это	8	2
275	от нас	3	2
276	но для	3	2
277	остается в	1	2
278	если не	4	2
279	и от	1	2
280	в результате	2	2
281	в настоящее	3	2
282	чтобы понять	3	2
283	с ним	3	2
284	бы его	1	2
285	значило бы	1	2
286	ее в	2	2
287	тем самым	4	2
288	точно так	4	2
289	не должны	3	1
290	потом и	1	1
291	должен быть	1	1
292	того же	3	1
293	но тогда	1	1
294	он может	1	1
295	которые существуют	1	1
296	на всякий	1	1
297	основан на	1	1
298	показать что	1	1
299	не признает	1	1
300	не хочет	3	1
301	ту же	1	1
302	что эти	1	1
303	от которых	1	1
304	существующая в	1	1
305	также и	11	1
306	есть не	6	1
307	от всякой	1	1
308	мы не	2	1
309	же как	2	1
310	и ничего	2	1
311	как понятие	2	1
312	в семье	1	1
313	у себя	1	1
314	существуют а	1	1
315	в сущности	2	1
316	оно есть	1	1
317	которое в	1	1
318	себе что	2	1
319	с большим	1	1
320	без всякого	2	1
321	когда речь	1	1
322	чем больше	4	1
323	он был	1	1
324	это направление	1	1
325	что его	3	1
326	именно тем	1	1
327	только вполне	1	1
328	исключительно только	1	1
329	к этому	1	1
330	но как	6	1
331	а только	5	1
332	нельзя понимать	1	1
333	только тогда	1	1
334	есть по	4	1
335	в общем	1	1
336	судить об	1	1
337	которые не	3	1
338	уверенность в	1	1
339	в истории	4	1
340	первый взгляд	1	1
341	в одной	1	1
342	чтобы мы	1	1
343	данный момент	1	1
344	то чем	1	1
345	которой они	1	1
346	что ее	1	1
347	перед нами	5	1
348	кто не	1	1
349	что по	1	1
350	с понятием	1	1
351	не являются	5	1
352	земли но	1	1
353	этой цели	1	1
354	от этого	1	1
355	есть самое	1	1
356	не быть	1	1
357	еще на	1	1
358	в которой	2	1
359	перестанет быть	2	1
360	или для	1	1
361	ни один	1	1
362	себя к	1	1
363	бы не	1	1
364	другим способом	1	1
365	выражение в	1	1
366	но ведь	3	1
367	что к	2	1
368	то и	6	1
369	им в	1	1
370	тому же	1	1
371	если он	1	1
372	но на	1	1
373	или другая	1	1
374	говоря только	1	1
375	он всегда	3	1
376	вообще не	2	1
377	на его	2	1
378	как оно	3	1
379	силу и	1	1
380	тем не	18	1
381	а скорее	1	1
382	о которой	1	1
383	и осуществить	1	1
384	чтобы они	1	1
385	эта последняя	1	1
386	есть та	2	1
387	этого вопроса	1	1
388	пор мы	2	1
389	тоже нет	2	1
390	войти в	1	1
391	его можно	1	1
392	так например	1	1
393	и заключается	2	1
394	но все	3	1
395	в одну	1	1
396	тем же	1	1
397	об этой	1	1
398	об этом	10	1
399	и никакого	1	1
400	а по	1	1
401	то есть	33	1
402	себя не	1	1
403	в данной	1	1
404	входит в	4	1
405	заключается в	1	1
406	с другими	2	1
407	чтобы он	1	1
408	это не	6	1
409	то все	1	1
410	она стала	1	1
411	в жизни	3	1
412	из нее	1	1
413	все равно	5	1
414	в общей	2	1
415	какой-то новой	1	1
416	со своими	1	1
417	для чего	2	1
418	всегда помнить	1	1
419	нет и	2	1
420	не сам	1	1
421	и того	2	1
422	одного и	2	1
423	что данный	1	1
424	на первый	2	1
425	что значит	3	1
426	и логики	1	1
427	другим и	1	1
428	нас не	2	1
429	в такой	1	1
430	и без	1	1
431	в советской	1	1
432	древних греков	1	1
433	просто в	2	1
434	оказался бы	1	1
435	прийти к	1	1
436	на свою	1	1
437	представление о	1	1
438	оказывается что	2	1
439	в которых	3	1
440	и другого	1	1
441	результате этого	1	1
442	для которых	1	1
443	ко всему	1	1
444	жизни является	1	1
445	по крайней	2	1
446	ни было	1	1
447	который мы	2	1
448	необходимо чтобы	3	1
449	вовсе не	35	1
450	даже в	1	1
451	же мы	2	1
452	и вся	1	1
453	если и	1	1
454	не менее	19	1
455	можем и	1	1
456	его целом	1	1
457	до известной	1	1
458	что эта	1	1
459	и другое	2	1
460	и всегда	2	1
461	хотелось бы	1	1
462	дело в	3	1
463	в основе	1	1
464	образом в	1	1
465	говорить что	2	1
466	чтобы стать	1	1
467	при полной	1	1
468	иметь в	4	1
469	но только	2	1
470	та или	1	1
471	это же	1	1
472	только не	3	1
473	того и	1	1
474	не всякий	4	1
475	казалось бы	4	1
476	это то	1	1
477	именно с	1	1
478	и весь	4	1
479	с одним	1	1
480	явление в	1	1
481	к ней	1	1
482	внутренней и	1	1
483	и сама	2	1
484	существуют в	1	1
485	было не	1	1
486	этом отношении	1	1
487	что на	1	1
488	или иных	2	1
489	однако это	3	1
490	вот в	2	1
491	с определенным	1	1
492	только от	1	1
493	если у	1	1
494	исходить из	1	1
495	на целый	1	1
496	упомянутой выше	1	1
497	есть только	8	1
498	могут быть	2	1
499	сказать только	2	1
500	отнюдь нельзя	1	1
501	человека в	1	1
502	для этих	2	1
503	же самое	9	1
504	должны быть	1	1
505	виде как	1	1
506	этого однако	1	1
507	всегда будет	1	1
508	и это	9	1
509	то естественно	1	1
510	как мы	7	1
511	но по	1	1
512	с ее	1	1
513	на полную	1	1
514	в ее	3	1
515	греков на	1	1
516	важно только	2	1
517	мысль о	1	1
518	и логически	1	1
519	только то	4	1
520	понятиям и	1	1
521	так и	12	1
522	его жизни	1	1
523	мог бы	1	1
524	глубоко и	1	1
525	цели мы	1	1
526	ничего подобного	2	1
527	мы в	3	1
528	из одного	1	1
529	в определенной	1	1
530	нас и	1	1
531	необходимо иметь	1	1
532	иное как	2	1
533	которых нет	1	1
534	и внутреннее	2	1
535	никак не	4	1
536	для целей	1	1
537	одного из	1	1
538	и просто	1	1
539	можно сказать	5	1
540	с другой	3	1
541	в какой-нибудь	1	1
542	этом невозможно	1	1
543	которые и	1	1
544	не хочется	1	1
545	например тот	1	1
546	переходит в	1	1
547	и хочет	1	1
548	внешним образом	1	1
549	крайней мере	2	1
550	чем и	1	1
551	ближайшем рассмотрении	1	1
552	от этих	1	1
553	представления о	1	1
554	мы хотим	3	1
555	может иметь	2	1
556	подпадает под	1	1
557	эти последние	2	1
558	он есть	4	1
559	по своей	1	1
560	один из	4	1
561	оно и	3	1
562	поэтому для	2	1
563	а если	1	1
564	особенно если	1	1
565	в разные	1	1
566	может оказаться	1	1
567	и оба	1	1
568	никак нельзя	3	1
569	тот или	1	1
570	же он	1	1
571	человека с	1	1
572	же и	3	1
573	требует такого	1	1
574	если мы	11	1
575	вопроса о	2	1
576	или не	3	1
577	и теоретическая	1	1
578	а это	2	1
579	а то	1	1
580	и других	1	1
581	за ним	1	1
582	он имеет	1	1
583	мы знаем	1	1
584	к каким	1	1
585	несомненно в	1	1
586	это обстоятельство	1	1
587	и их	1	1
588	в известной	1	1
589	могло бы	1	1
590	в прошлом	1	1
591	не для	2	1
592	ее не	1	1
593	в такое	1	1
594	это именно	1	1
595	случае не	3	1
596	и будет	1	1
597	само собой	2	1
598	бы это	1	1
599	быть для	2	1
600	это будет	1	1
601	которые как	1	1
602	перехода в	1	1
603	связан с	1	1
604	двадцать три	1	1
605	в свои	1	1
606	жизни при	1	1
607	хоть и	1	1
608	на ее	1	1
609	говорить и	1	1
610	в равновесии	1	1
611	человека а	2	1
612	собой разумеется	1	1
613	как же	3	1
614	еще и	5	1
615	к полной	1	1
616	что не	3	1
617	а главное	1	1
618	хоть сколько-нибудь	1	1
619	на этот	3	1
620	которых мы	2	1
621	а наоборот	3	1
622	не на	3	1
623	однако и	3	1
624	означало бы	1	1
625	с которым	1	1
626	в свете	1	1
627	всей той	1	1
628	решения вопроса	1	1
629	ближе к	1	1
630	в одно	4	1
631	в связи	4	1
632	себе всегда	1	1
633	именовали себя	1	1
634	конечно мы	1	1
635	в самой	3	1
636	как это	6	1
637	человека к	1	1
638	речь не	1	1
639	а самый	1	1
640	этих случаях	3	1
641	по своему	9	1
642	которые являются	2	1
643	не видят	1	1
644	понял что	1	1
645	при ближайшем	2	1
646	на ней	1	1
647	из отдельных	1	1
648	называли себя	1	1
649	с некоторым	1	1
650	с этой	1	1
651	сейчас же	3	1
652	и некоторые	1	1
653	является для	1	1
654	россия есть	1	1
655	между прочим	2	1
656	ничего кроме	1	1
657	к другим	1	1
658	самое большее	1	1
659	сознании и	4	1
660	при современном	2	1
661	с большой	1	1
662	невозможно без	1	1
663	и надо	2	1
664	тех или	3	1
665	не является	5	1
666	известной степени	2	1
667	наоборот это	1	1
668	не знаем	1	1
669	к данной	1	1
670	и представления	1	1
671	которая в	1	1
672	своей собственной	1	1
673	тот кто	2	1
674	ее и	1	1
675	но когда	2	1
676	этой действительности	2	1
677	и внешней	1	1
678	тем более	5	1
679	не будучи	1	1
680	и все	7	1
681	основанной на	1	1
682	хотя в	3	1
683	к самому	1	1
684	нами не	1	1
685	может и	3	1
686	из тех	1	1
687	понимать как	2	1
688	была бы	1	1
689	к его	2	1
690	говорили выше	2	1
691	этот последний	2	1
692	что ни	2	1
693	у которых	1	1
694	есть то	1	1
695	эти элементы	1	1
696	себе но	3	1
697	рабочих и	3	1
698	с внешней	1	1
699	ни на	4	1
700	этого и	1	1
701	и соединение	1	1
702	многие из	1	1
