N	2gram	Vinokur_St_3	Tragedij
224	в маленьких	1	1
225	всего необходимо	1	1
226	как он	1	1
227	ответом на	1	1
228	известные слова	1	1
229	человек не	1	1
230	и если	3	1
231	идей и	1	1
232	на западе	1	1
233	так сказать	2	1
234	пушкина и	6	1
235	и еще	1	1
236	чем у	1	1
237	не к	1	1
238	что нужно	2	1
239	не как	2	1
240	в россии	6	1
241	и по	2	1
242	на этом	3	1
243	таким образом	10	1
244	от нее	3	1
245	повторяет в	1	1
246	а затем	1	1
247	начинается словами	1	1
248	в другом	3	1
249	конечно в	1	1
250	самого автора	1	1
251	лишь в	4	1
252	это было	8	1
253	заключается в	2	1
254	известно что	2	1
255	быть не	2	1
256	а это	1	1
257	ты мне	1	1
258	ни разу	2	1
259	с начала	1	1
260	годунова и	3	1
261	этого нового	1	1
262	который сам	1	1
263	этом мы	1	1
264	но уже	1	1
265	в них	5	1
266	что ему	1	1
267	этого не	1	1
268	а за	1	1
269	мы располагаем	1	1
270	говорится о	1	1
271	в развитии	2	1
272	и прямо	1	1
273	к князю	2	1
274	но я	1	1
275	почти в	1	1
276	и при	1	1
277	см его	1	1
278	в своей	4	1
279	к истории	1	1
280	взгляд на	2	1
281	в такой	2	1
282	наших дней	1	1
283	где мы	1	1
284	эта тема	2	1
285	почти не	1	1
286	в котором	5	1
287	если можно	1	1
288	не столько	2	1
289	понимал что	2	1
290	в черновиках	1	1
291	сам же	1	1
292	не понимает	1	1
293	но он	3	1
294	и один	1	1
295	тем не	2	1
296	смертной казни	2	1
297	не могли	1	1
298	это чувство	1	1
299	того кто	1	1
300	по себе	1	1
301	тому что	3	1
302	не менее	2	1
303	вплоть до	1	1
304	не раз	1	1
305	xviii века	1	1
306	что эта	2	1
307	отнимает у	1	1
308	самого начала	2	1
309	считает что	2	1
310	на котором	2	1
311	того как	1	1
312	словами о	1	1
313	как его	1	1
314	значение этого	1	1
315	этой схемы	1	1
316	он с	1	1
317	только не	1	1
318	судя по	1	1
319	и всегда	2	1
320	в романтике	1	1
321	в самой	1	1
322	или как	1	1
323	к ней	4	1
324	по своей	1	1
325	к вам	1	1
326	князя и	1	1
327	для нас	1	1
328	связи с	3	1
329	смысл этой	1	1
330	в области	6	1
331	перед ним	1	1
332	в стиле	1	1
333	и далее	3	1
334	мы встречаем	1	1
335	в трагедии	6	1
336	такая точка	1	1
337	могут быть	2	1
338	его с	1	1
339	и т.д	1	1
340	утверждать что	2	1
341	в применении	1	1
342	как мы	2	1
343	вещами и	1	1
344	и о	1	1
345	того чтобы	1	1
346	стихах и	2	1
347	и образ	1	1
348	всего этого	1	1
349	с каким	1	1
350	с самого	2	1
351	поэмы пушкина	1	1
352	литературе это	1	1
353	можно было	1	1
354	на нее	2	1
355	в последующих	1	1
356	во многом	2	1
357	он подвергает	1	1
358	в эпоху	1	1
359	стремление к	1	1
360	говорил что	5	1
361	но может	1	1
362	тем чем	1	1
363	а по	2	1
364	себя а	1	1
365	и должно	1	1
366	вот почему	1	1
367	на вопрос	3	1
368	и который	1	1
369	а также	4	1
370	связь между	1	1
371	это была	1	1
372	между тем	6	1
373	отметить что	5	1
374	самозванца в	2	1
375	в форме	2	1
376	есть с	1	1
377	который до	1	1
378	все время	2	1
379	общем смысле	1	1
380	и она	1	1
381	для самого	1	1
382	х годов	2	1
383	в литературе	1	1
384	того что	5	1
385	был более	1	1
386	о рассказе	1	1
387	мы видим	4	1
388	только в	6	1
389	как нечто	1	1
390	в обществе	1	1
391	от бориса	1	1
392	с одной	2	1
393	именно на	1	1
394	вот что	3	1
395	точностью именно	1	1
396	есть в	2	1
397	которых можно	1	1
398	черты лица	1	1
399	за счет	1	1
400	в общем	4	1
401	одно из	2	1
402	и их	1	1
403	всяком случае	4	1
404	бориса годунова	34	1
405	могло бы	1	1
406	подчеркивает это	1	1
407	слова в	1	1
408	т п	6	1
409	идет в	1	1
410	характерны для	1	1
411	рядом с	1	1
412	в особенности	4	1
413	за того	1	1
414	вопрос об	1	1
415	именно в	1	1
416	близок к	2	1
417	что не	2	1
418	объясняется тем	1	1
419	может жить	1	1
420	не было	4	1
421	а не	5	1
422	с которым	3	1
423	он просит	1	1
424	именно так	1	1
425	его как	3	1
426	в и	1	1
427	были написаны	3	1
428	в связи	3	1
429	виде в	1	1
430	с помощью	1	1
431	эти слова	1	1
432	вместе с	2	1
433	в духе	2	1
434	не из	1	1
435	не знал	1	1
436	xix века	4	1
437	видит в	1	1
438	искусства но	1	1
439	в оригинале	1	1
440	наряду с	1	1
441	несколько раз	2	1
442	в той	1	1
443	смысле этого	1	1
444	применении к	1	1
445	к образу	1	1
446	такая трактовка	1	1
447	это его	1	1
448	него есть	2	1
449	была история	1	1
450	этого слова	2	1
451	с этой	3	1
452	это выражение	2	1
453	и самозванец	1	1
454	здесь есть	2	1
455	из трех	1	1
456	годов в	1	1
457	в книге	1	1
458	рука в	1	1
459	не является	3	1
460	известной степени	1	1
461	тем и	1	1
462	при таком	1	1
463	об отношении	1	1
464	причем в	1	1
465	в результате	2	1
466	это как	1	1
467	а к	1	1
468	в двух	1	1
469	такие слова	1	1
470	бы в	1	1
471	у которого	3	1
472	и темы	1	1
473	но у	1	1
474	конце концов	3	1
475	хотя бы	1	1
476	первый вариант	1	1
477	только что	2	1
478	очень хорошо	1	1
479	в стихах	2	1
480	гораздо больше	1	1
481	в период	1	1
482	при его	1	1
483	как есть	1	1
484	но этот	1	1
485	ко всему	1	1
486	т е	8	1
487	есть и	1	1
488	к этой	2	1
489	и эта	1	1
490	это в	4	1
491	к м	1	1
492	во всяком	4	1
