N	2gram	Vygotskiy__1	VeschiIm
329	просто как	1	2
330	в более	1	2
331	ни к	1	2
332	отношении к	1	2
333	к ее	1	2
334	от всех	3	2
335	таково что	1	2
336	это так	1	2
337	в своих	5	2
338	так же	16	2
339	во всяком	3	2
340	этой точки	1	2
341	и наиболее	2	1
342	эта новая	1	1
343	речь идет	2	1
344	же как	6	1
345	словом как	1	1
346	опыт говорит	1	1
347	связана с	2	1
348	другому человеку	2	1
349	идет о	2	1
350	мы имели	1	1
351	между двумя	2	1
352	чего не	1	1
353	не хочет	1	1
354	к абстрактному	1	1
355	что эти	2	1
356	не имеют	1	1
357	едва ли	2	1
358	действительности и	1	1
359	с таким	3	1
360	в зависимости	2	1
361	он ничего	1	1
362	учения об	1	1
363	что если	2	1
364	которую мы	4	1
365	в которой	3	1
366	той которую	1	1
367	к новой	1	1
368	среды и	1	1
369	именно к	1	1
370	сущности это	1	1
371	на эти	3	1
372	он как	2	1
373	основания и	1	1
374	время как	4	1
375	звук не	1	1
376	это отношение	1	1
377	и другая	1	1
378	вместо того	2	1
379	жизни как	1	1
380	и со	1	1
381	сама наука	1	1
382	что существует	1	1
383	уже в	3	1
384	и реальным	1	1
385	как самостоятельной	1	1
386	что общение	2	1
387	и говорить	1	1
388	на другом	1	1
389	это различение	1	1
390	и на	8	1
391	между собой	5	1
392	первый план	2	1
393	с его	4	1
394	видим таким	3	1
395	заключается не	1	1
396	итак мы	1	1
397	и представляющее	1	1
398	могло быть	1	1
399	как тем	1	1
400	одном и	1	1
401	только тогда	2	1
402	ответ на	3	1
403	в общем	3	1
404	в наиболее	1	1
405	отличие от	1	1
406	несколько более	2	1
407	делает таковым	1	1
408	и речи	38	1
409	один и	1	1
410	которые не	3	1
411	такой постановки	1	1
412	в истории	1	1
413	пониманию и	1	1
414	сознательно и	1	1
415	только ее	1	1
416	стороны и	1	1
417	что как	2	1
418	части в	1	1
419	этой стороны	1	1
420	перед нами	5	1
421	хотя и	2	1
422	к иному	1	1
423	и к	4	1
424	но просто	1	1
425	еще на	3	1
426	такого воззрения	1	1
427	бы с	1	1
428	все эти	4	1
429	учение о	3	1
430	но без	1	1
431	отчасти и	1	1
432	в этой	7	1
433	однако как	1	1
434	раз в	1	1
435	зависимости от	2	1
436	и кто	1	1
437	как он	3	1
438	но на	1	1
439	не могла	1	1
440	в общении	2	1
441	к общению	1	1
442	главным образом	2	1
443	при этом	4	1
444	он ни	1	1
445	все другие	2	1
446	и еще	1	1
447	свою собственную	2	1
448	он должен	2	1
449	в принципе	1	1
450	функции и	6	1
451	к одному	1	1
452	не к	2	1
453	мере как	1	1
454	самой сущности	1	1
455	том чтобы	3	1
456	быть с	2	1
457	также чтобы	1	1
458	которые только	1	1
459	какой бы	1	1
460	одной и	2	1
461	их из	1	1
462	из него	1	1
463	его от	1	1
464	всех своих	1	1
465	будем говорить	1	1
466	мышление не	2	1
467	вывести из	1	1
468	пока мы	1	1
469	есть все	2	1
470	разница между	1	1
471	этого мы	2	1
472	же принципиально	1	1
473	на каком	1	1
474	может явиться	3	1
475	на бумаге	1	1
476	которое приводит	1	1
477	и свойств	1	1
478	должен был	1	1
479	в это	1	1
480	который сам	1	1
481	что сама	1	1
482	только лишь	1	1
483	в них	2	1
484	и представить	2	1
485	всегда и	3	1
486	всегда относится	1	1
487	причине или	1	1
488	и значения	1	1
489	всякого сомнения	1	1
490	потому и	2	1
491	в научной	2	1
492	со всей	4	1
493	общение только	1	1
494	самого последнего	1	1
495	на первый	2	1
496	понимание не	1	1
497	что такая	1	1
498	потом будет	1	1
499	мы конечно	1	1
500	и без	1	1
501	представить себе	5	1
502	в котором	4	1
503	но которые	1	1
504	представление о	2	1
505	случай что	1	1
506	в отличие	1	1
507	от его	1	1
508	строго говоря	2	1
509	результате этого	1	1
510	поэтому в	2	1
511	не свойственна	1	1
512	но эта	1	1
513	совершенно иначе	1	1
514	этих моментов	1	1
515	что было	1	1
516	к нашему	1	1
517	сущности то	1	1
518	тем самым	5	1
519	не могли	2	1
520	даже в	2	1
521	заставляет его	1	1
522	этого мало	1	1
523	нас к	8	1
524	это является	1	1
525	раз и	1	1
526	сознании в	1	1
527	чистом виде	1	1
528	с необычайной	1	1
529	что эта	2	1
530	что с	2	1
531	есть прежде	2	1
532	не имеет	2	1
533	что наука	1	1
534	что принцип	2	1
535	к новым	1	1
536	словесного значения	4	1
537	эта внутренняя	1	1
538	и восприятия	1	1
539	к такому	1	1
540	представления и	1	1
541	о природе	4	1
542	и вместо	1	1
543	под этим	1	1
544	находятся в	1	1
545	учения о	6	1
546	что самое	2	1
547	что звук	2	1
548	такой случай	1	1
549	по своей	5	1
550	самому своему	1	1
551	и является	1	1
552	в сознании	1	1
553	эти три	2	1
554	которое не	2	1
555	только с	1	1
556	и делает	1	1
557	две совершенно	1	1
558	в каком	3	1
559	из-за того	1	1
560	с другом	4	1
561	всей полнотой	1	1
562	всех прочих	2	1
563	необходимо предполагает	3	1
564	и оно	1	1
565	является то	2	1
566	только от	1	1
567	что можно	1	1
568	поэтому не	1	1
569	необходимо также	1	1
570	могут быть	3	1
571	указать на	1	1
572	еще яснее	1	1
573	анализа и	1	1
574	анализа но	1	1
575	его значение	2	1
576	постановки вопроса	1	1
577	а ее	1	1
578	на проблеме	1	1
579	опыта и	2	1
580	его звуком	2	1
581	им в	1	1
582	из всего	1	1
583	в конце	2	1
584	как не	1	1
585	происходит и	1	1
586	вывод что	1	1
587	истории философии	1	1
588	на основе	1	1
589	общении в	1	1
590	и от	3	1
591	рассмотрение и	1	1
592	только не	1	1
593	прямо и	1	1
594	с самого	8	1
595	то время	5	1
596	когда речь	1	1
597	выражения и	1	1
598	до самого	1	1
599	то как	1	1
600	что у	2	1
601	в другом	7	1
602	на нее	2	1
603	стороны не	1	1
604	на которую	1	1
605	к самой	1	1
606	эти обе	1	1
607	или иной	1	1
608	говорят что	1	1
609	из основных	3	1
610	только так	1	1
611	вот почему	2	1
612	говорит об	1	1
613	таким же	1	1
614	последнего времени	1	1
615	как чисто	3	1
616	и который	3	1
617	а также	1	1
618	из ряда	1	1
619	на еще	1	1
620	происходит не	1	1
621	нас в	1	1
622	связь между	6	1
623	от них	2	1
624	нам теперь	1	1
625	вещи к	1	1
626	нуждается в	2	1
627	необходимо должна	1	1
628	на одном	1	1
629	с любым	2	1
630	вслед за	2	1
631	в теории	4	1
632	а именно	1	1
633	когда говорят	1	1
634	на отдельные	3	1
635	этом смысле	1	1
636	этот метод	2	1
637	одного из	3	1
638	содержится в	2	1
639	но с	1	1
640	в двух	2	1
641	говорили выше	2	1
642	в какой	5	1
643	из многих	1	1
644	которое мы	3	1
645	впрочем и	1	1
646	всей жизни	1	1
647	объединены между	1	1
648	сторону в	1	1
649	на несколько	1	1
650	или они	2	1
651	на элементы	6	1
652	процессов в	2	1
653	не было	1	1
654	с одной	8	1
655	образом что	3	1
656	именно на	1	1
657	где они	1	1
658	с какой	1	1
659	для всех	4	1
660	это ни	1	1
661	более частных	1	1
662	чисто словесной	1	1
663	не можем	1	1
664	и у	1	1
665	оно в	1	1
666	в виде	2	1
667	является не	1	1
668	от других	1	1
669	между обоими	1	1
670	очевидно что	1	1
671	этом в	1	1
672	себе в	1	1
673	результате такого	1	1
674	на части	1	1
675	всяком случае	3	1
676	краски и	1	1
677	слова в	1	1
678	путем ряда	1	1
679	вовсе не	3	1
680	и стремится	1	1
681	описать и	1	1
682	как его	1	1
683	у него	1	1
684	и развитии	2	1
685	что та	1	1
686	и будет	1	1
687	общения и	3	1
688	на некоторые	1	1
689	и метод	2	1
690	и вместе	1	1
691	ее на	4	1
692	в других	1	1
693	я также	1	1
694	только звук	1	1
695	до сих	4	1
696	образом чтобы	1	1
697	нельзя сказать	1	1
698	которых мы	2	1
699	больше того	2	1
700	к которым	1	1
701	это раньше	1	1
702	на действительность	5	1
703	те кто	2	1
704	к человеку	1	1
705	свое проявление	1	1
706	более к	2	1
707	одной стороны	9	1
708	та и	1	1
709	стать на	1	1
710	чистой логики	1	1
711	зависит от	1	1
712	как ни	1	1
713	же точно	9	1
714	без которых	1	1
715	говорили но	1	1
716	пр и	1	1
717	еще только	1	1
718	что окружает	1	1
719	решения вопроса	1	1
720	я хочу	1	1
721	стороны в	1	1
722	входить в	1	1
723	раньше всего	3	1
724	прибавить еще	2	1
725	нами как	1	1
726	не проявляет	1	1
727	вещи что	1	1
728	или по	1	1
729	поэтому если	1	1
730	нет еще	1	1
731	критический период	1	1
732	их к	1	1
733	из которых	3	1
734	не заслуживает	1	1
735	смысле этого	3	1
736	и основной	3	1
737	из этой	2	1
738	по существу	4	1
739	друг с	4	1
740	в состоянии	2	1
741	распадается на	1	1
742	этого учения	1	1
743	и старались	1	1
744	лежит в	2	1
745	к проблеме	2	1
746	в изучении	2	1
747	этого слова	4	1
748	что-нибудь это	1	1
749	слова и	5	1
750	как из	1	1
751	новое понимание	2	1
752	сих пор	4	1
753	этого метода	1	1
754	является как	2	1
755	стоит только	4	1
756	ничего кроме	2	1
757	содержащее в	1	1
758	но для	1	1
759	понятий и	4	1
760	никакой нужды	1	1
761	понимании и	1	1
762	не является	9	1
763	могло не	1	1
764	от той	1	1
765	или в	1	1
766	сознания и	3	1
767	о котором	2	1
768	они говорят	1	1
769	у них	1	1
770	с уже	1	1
771	себе такой	1	1
772	не будучи	1	1
773	как явление	2	1
774	конце концов	1	1
775	мы должны	5	1
776	также не	2	1
777	которое конечно	1	1
778	на одно	1	1
779	хотя в	1	1
780	только нечто	1	1
781	этих элементов	1	1
782	одной из	1	1
783	к какому	1	1
784	слово в	1	1
785	с ней	2	1
786	себя уже	1	1
787	только как	1	1
788	другой стороны	9	1
789	к его	2	1
790	это положение	4	1
791	мы увидим	1	1
792	из этого	5	1
793	сила и	1	1
794	мысли но	2	1
795	от слова	1	1
796	в действительности	1	1
797	и строит	1	1
798	но эти	1	1
799	к этой	1	1
800	она содержит	1	1
801	своей части	1	1
802	это понятие	2	1
803	я могу	1	1
804	в противоположность	2	1
805	к этому	4	1
806	можно назвать	2	1
807	в таком	1	1
808	гораздо более	1	1
809	которая не	1	1
