N	2gram	Vygotskiy__1	VerxiiNi
143	в связи	2	3
144	с этой	4	3
145	и таким	2	3
146	в результате	4	3
147	конце концов	3	3
148	и другие	4	3
149	к этому	4	3
150	в таком	3	3
151	точно так	3	3
152	связана с	1	2
153	и это	3	2
154	когда человек	1	2
155	и больше	1	2
156	его не	2	2
157	мы имеем	4	2
158	этих частей	1	2
159	грань между	1	2
160	еще не	1	2
161	и на	1	2
162	бы то	1	2
163	с его	1	2
164	во всех	1	2
165	или иное	2	2
166	относится к	1	2
167	что именно	1	2
168	и наконец	1	2
169	на то	10	2
170	из этой	1	2
171	не к	1	2
172	состоит в	3	2
173	людей и	1	2
174	заключает в	1	2
175	те же	4	2
176	к другу	1	2
177	на все	1	2
178	в них	2	2
179	к которым	3	2
180	не всегда	2	2
181	мы видели	2	2
182	но если	1	2
183	и сейчас	2	2
184	признать что	1	2
185	взгляд на	1	2
186	не в	11	2
187	иной раз	1	2
188	вплоть до	1	2
189	самого начала	1	2
190	для каждого	1	2
191	тогда когда	5	2
192	тех пор	1	2
193	без остатка	2	2
194	только не	3	2
195	в русском	2	2
196	этом отношении	2	2
197	ему в	1	2
198	ли это	2	2
199	не потому	1	2
200	и здесь	2	2
201	не могут	3	2
202	и другой	3	2
203	отличается от	2	2
204	утверждать что	5	2
205	значительной мере	1	2
206	но при	1	2
207	то или	2	2
208	приводит к	2	2
209	особенно в	1	2
210	связанных с	1	2
211	можно только	1	2
212	по тому	3	2
213	по сравнению	1	2
214	мысль о	1	2
215	в виду	4	2
216	а также	1	2
217	между тем	4	2
218	вслед за	6	2
219	наконец в	2	2
220	исторического развития	1	2
221	один из	4	2
222	тот же	2	2
223	и действительно	1	2
224	очень много	1	2
225	этот факт	1	2
226	со всеми	4	2
227	для всех	4	2
228	конечно не	1	2
229	уже в	3	2
230	нами и	1	2
231	эти черты	1	2
232	одно из	2	2
233	мы можем	4	2
234	но вместе	1	2
235	и из	1	2
236	русской интеллигенции	2	2
237	именно в	1	2
238	прежде всего	4	2
239	не было	3	2
240	и все	5	2
241	то ясно	1	2
242	всех других	2	2
243	должна была	2	2
244	виде в	1	2
245	без помощи	1	2
246	и мир	1	2
247	по своему	1	2
248	сравнению с	1	2
249	есть как	1	2
250	по существу	4	2
251	что мы	8	2
252	же самое	2	2
253	при таком	1	2
254	только что	2	2
255	ни было	1	2
256	в свою	1	2
257	в процессе	5	2
258	сказать что	7	2
259	одновременно и	1	2
260	из этого	2	2
261	жизни и	3	2
262	тенденции к	1	2
263	все что	3	2
264	этой точки	5	2
265	с новыми	1	1
266	от этой	1	1
267	речь идет	3	1
268	таком случае	2	1
269	рассматривается как	1	1
270	смысле слова	3	1
271	самом деле	9	1
272	есть самая	1	1
273	показаться что	1	1
274	или к	1	1
275	это и	3	1
276	которых этот	1	1
277	мере в	1	1
278	и есть	5	1
279	которое мы	1	1
280	тем же	3	1
281	полагают что	1	1
282	в первом	1	1
283	на самые	1	1
284	все те	1	1
285	чем именно	1	1
286	и этот	1	1
287	и могут	1	1
288	той же	3	1
289	а как	1	1
290	это совершенно	1	1
291	мы не	12	1
292	народной души	1	1
293	совершенно так	1	1
294	что самый	1	1
295	именно к	1	1
296	бы и	2	1
297	этом не	2	1
298	он как	1	1
299	учению о	2	1
300	в сущности	10	1
301	время как	5	1
302	совпадает с	4	1
303	оно есть	2	1
304	первого взгляда	1	1
305	в ней	1	1
306	связи со	2	1
307	быть в	2	1
308	в широком	1	1
309	в чем	2	1
310	а следовательно	1	1
311	друг к	1	1
312	видели что	2	1
313	и всякий	2	1
314	в сторону	1	1
315	одном и	1	1
316	с психологической	3	1
317	представители этой	1	1
318	отличие от	4	1
319	что они	2	1
320	один и	1	1
321	этих людей	1	1
322	как по	1	1
323	идет о	2	1
324	материалом для	1	1
325	в одной	3	1
326	как в	9	1
327	в постоянном	1	1
328	согласны с	1	1
329	выйти из	1	1
330	как к	2	1
331	с их	1	1
332	всей этой	1	1
333	на человека	1	1
334	могли бы	1	1
335	его к	1	1
336	себе не	3	1
337	есть ли	2	1
338	менее то	1	1
339	то в	1	1
340	к чему	2	1
341	через всю	1	1
342	та же	3	1
343	а во-вторых	1	1
344	формы в	4	1
345	то время	5	1
346	думать что	1	1
347	элементов в	1	1
348	точкой для	1	1
349	и тот	2	1
350	образом при	1	1
351	внешнее сходство	1	1
352	от природы	1	1
353	вследствие этого	1	1
354	собою для	1	1
355	как совершенно	3	1
356	широком смысле	1	1
357	на его	1	1
358	восстановить в	1	1
359	образ его	1	1
360	к искусству	1	1
361	черный цвет	1	1
362	время и	1	1
363	в нашей	1	1
364	именно то	1	1
365	он должен	1	1
366	к одному	1	1
367	нечто весьма	1	1
368	в корне	1	1
369	и более	1	1
370	новое и	1	1
371	что она	6	1
372	предполагается что	1	1
373	человека в	1	1
374	не следует	1	1
375	том же	2	1
376	в одну	1	1
377	направлены к	1	1
378	задний план	1	1
379	его в	2	1
380	в музыке	2	1
381	заключается в	7	1
382	было в	1	1
383	есть не	2	1
384	это не	1	1
385	было бы	6	1
386	на почве	2	1
387	утверждающей что	1	1
388	чаще всего	1	1
389	в жизни	2	1
390	ни в	9	1
391	она и	1	1
392	соответствии с	1	1
393	в формуле	2	1
394	в слове	3	1
395	как и	16	1
396	во внимание	2	1
397	изучения всех	1	1
398	этим и	1	1
399	чем в	1	1
400	эпохи с	2	1
401	должно быть	1	1
402	она была	1	1
403	и того	1	1
404	одного и	2	1
405	к тем	1	1
406	в своей	3	1
407	что такое	2	1
408	никто не	1	1
409	в такой	2	1
410	в их	1	1
411	прийти к	1	1
412	однако этот	1	1
413	можем знать	1	1
414	в отличие	3	1
415	жизни с	1	1
416	должны были	1	1
417	природы но	1	1
418	искусства не	5	1
419	одном из	2	1
420	труда и	1	1
421	в прямом	1	1
422	людьми а	1	1
423	только те	1	1
424	их в	2	1
425	не могли	1	1
426	однако в	1	1
427	по себе	9	1
428	даже в	2	1
429	случае мы	1	1
430	от тех	1	1
431	этой области	2	1
432	этих трех	1	1
433	над этими	1	1
434	случае в	3	1
435	чистом виде	3	1
436	что с	2	1
437	из нас	2	1
438	дело не	1	1
439	того как	1	1
440	выводы и	1	1
441	из предыдущего	1	1
442	народа к	1	1
443	отодвинут на	1	1
444	следовательно и	1	1
445	мы испытываем	1	1
446	этому что	1	1
447	казалось бы	2	1
448	ничего не	2	1
449	не принадлежат	1	1
450	видим что	2	1
451	психологического и	1	1
452	другой стороны	5	1
453	это слово	1	1
454	в сознании	2	1
455	только с	1	1
456	нет все	2	1
457	и делает	1	1
458	но даже	2	1
459	в каком	2	1
460	может показаться	2	1
461	у нас	4	1
462	которое в	1	1
463	когда мы	3	1
464	могут быть	11	1
465	лежит в	1	1
466	не знаем	2	1
467	как только	1	1
468	должны быть	3	1
469	стоят и	1	1
470	о происхождении	1	1
471	а вместе	1	1
472	не есть	3	1
473	на это	2	1
474	всегда в	1	1
475	для себя	1	1
476	особенности этого	1	1
477	одинаковы с	1	1
478	как не	1	1
479	свою очередь	1	1
480	без всякого	2	1
481	в ее	5	1
482	совершенно ясно	19	1
483	верно для	1	1
484	нет никакой	3	1
485	только то	2	1
486	в себя	2	1
487	идет речь	1	1
488	роль в	3	1
489	этой идее	1	1
490	прямом смысле	1	1
491	и совершенно	5	1
492	именно заключается	1	1
493	на совокупность	1	1
494	живет в	1	1
495	найти в	1	1
496	это мы	2	1
497	том как	1	1
498	что от	1	1
499	превратившись в	1	1
500	или что	1	1
501	между собой	1	1
502	с этого	1	1
503	с ним	2	1
504	против этого	1	1
505	камня на	1	1
506	именно потому	1	1
507	первом случае	1	1
508	в известных	2	1
509	в состав	1	1
510	скорее к	1	1
511	и других	3	1
512	то они	1	1
513	характер этого	1	1
514	настоящее время	2	1
515	в глаза	1	1
516	одного из	1	1
517	каждый образ	1	1
518	может не	1	1
519	отличные от	1	1
520	и во	2	1
521	все в	1	1
522	том или	1	1
523	тем или	2	1
524	идет к	1	1
525	этих слов	2	1
526	теперь уже	1	1
527	в ряд	1	1
528	во втором	1	1
529	к установлению	1	1
530	а потому	3	1
531	стоит и	1	1
532	что человек	1	1
533	формы совершенно	3	1
534	которые совершенно	1	1
535	во всей	1	1
536	в ту	1	1
537	и следовательно	2	1
538	и об	1	1
539	как она	2	1
540	и рассматривая	1	1
541	эта тенденция	2	1
542	и другую	2	1
543	что здесь	2	1
544	от прочих	1	1
545	людей а	1	1
546	обе эти	1	1
547	каком он	1	1
548	совсем не	3	1
549	мы видим	5	1
550	с ними	1	1
551	дело с	3	1
552	что даже	2	1
553	как нечто	1	1
554	еще и	1	1
555	в разные	2	1
556	и так	4	1
557	и ее	1	1
558	или его	3	1
559	и его	7	1
560	прямо не	1	1
561	рассматриваться как	3	1
562	значение которое	1	1
563	не можем	3	1
564	только на	3	1
565	составить себе	1	1
566	и всякая	1	1
567	только тогда	7	1
568	на этих	1	1
569	при помощи	20	1
570	но совершенно	2	1
571	тоже в	1	1
572	мы знаем	3	1
573	который как	1	1
574	не так	1	1
575	и их	2	1
576	представить себе	3	1
577	не означает	2	1
578	могло бы	4	1
579	и этими	1	1
580	иначе как	2	1
581	сами по	1	1
582	данный народ	1	1
583	случайное и	3	1
584	бытия и	1	1
585	у него	4	1
586	заметить что	1	1
587	как раз	2	1
588	тогда как	1	1
589	или ином	1	1
590	так легко	1	1
591	перейти к	1	1
592	из двух	1	1
593	со всем	1	1
594	при рассмотрении	1	1
595	к рассмотрению	1	1
596	этих новых	1	1
597	вовсе и	1	1
598	внешний вид	1	1
599	имеет свой	1	1
600	такое же	1	1
601	социальной жизни	1	1
602	и пр	1	1
603	по тем	1	1
604	и музыка	1	1
605	она является	1	1
606	целым рядом	1	1
607	и самый	1	1
608	зависит от	1	1
609	выступают в	1	1
610	была существенно	1	1
611	одну из	1	1
612	о чем	2	1
613	на эту	1	1
614	когда она	2	1
615	различие между	4	1
616	и том	1	1
617	и сильнее	1	1
618	действия в	1	1
619	так называемых	1	1
620	знаем и	2	1
621	него в	2	1
622	согласно этой	1	1
623	границы между	1	1
624	человек есть	1	1
625	с конца	1	1
626	всем что	1	1
627	знаем о	1	1
628	с этим	3	1
629	в той	1	1
630	в особый	2	1
631	смысле этого	2	1
632	это есть	5	1
633	там где	4	1
634	человека и	2	1
635	их отношение	1	1
636	ли не	1	1
637	этого слова	4	1
638	основана на	1	1
639	как из	1	1
640	такой же	2	1
641	но это	3	1
642	о его	1	1
643	всякого кто	1	1
644	в одних	1	1
645	но для	1	1
646	понятия и	1	1
647	под знаком	1	1
648	не является	5	1
649	являются не	2	1
650	совершается в	1	1
651	и состоит	2	1
652	не существует	2	1
653	на задний	1	1
654	собой совершенно	1	1
655	его с	1	1
656	разработки и	1	1
657	в настоящее	2	1
658	или иным	2	1
659	то не	1	1
660	которые требуются	1	1
661	на камне	1	1
662	бы в	2	1
663	через нее	1	1
664	этот раз	1	1
665	указывает на	4	1
666	же в	1	1
667	есть продукт	2	1
668	психологической точки	4	1
669	а можно	1	1
670	человека то	2	1
671	из общего	1	1
672	наконец что	1	1
673	только как	1	1
674	стал обозначаться	1	1
675	совершенно не	5	1
676	связь со	1	1
677	результат следствие	1	1
678	людей но	1	1
679	которым они	1	1
680	к этой	2	1
681	в своих	4	1
682	и заменить	1	1
683	с первого	1	1
684	как результат	2	1
685	и вновь	1	1
