N	2gram	Vinokur_St_3	Komedia
122	связи с	3	3
123	но там	1	3
124	и сам	1	3
125	в поле	1	3
126	то время	4	3
127	в образе	1	3
128	к нему	4	3
129	а у	2	3
130	для всех	1	3
131	ответ на	5	3
132	мы знаем	1	3
133	и их	1	3
134	друг друга	1	3
135	тем что	19	3
136	возможно что	1	3
137	или иначе	1	3
138	не было	4	3
139	о чем	1	3
140	в связи	3	3
141	из которых	4	3
142	с этой	3	3
143	все это	8	3
144	или в	2	3
145	для нас	1	3
146	а в	6	3
147	в период	1	3
148	в своей	4	3
149	жизни и	1	3
150	того времени	3	3
151	не может	7	3
152	как известно	1	2
153	и т	8	2
154	одним из	1	2
155	по отдельным	1	2
156	а из	1	2
157	перед лицом	1	2
158	в первом	1	2
159	из его	7	2
160	и за	2	2
161	мы имеем	5	2
162	мы не	2	2
163	время как	4	2
164	говорить о	3	2
165	х годов	2	2
166	то это	1	2
167	в виду	2	2
168	он был	3	2
169	в ее	1	2
170	и другие	1	2
171	если в	2	2
172	тогда бы	1	2
173	и я	1	2
174	идет о	1	2
175	в одной	2	2
176	что именно	2	2
177	современников в	1	2
178	этом же	1	2
179	целый ряд	1	2
180	что по	3	2
181	самом начале	1	2
182	от этого	1	2
183	да еще	1	2
184	нам известны	1	2
185	и если	3	2
186	что она	1	2
187	в плен	1	2
188	он не	5	2
189	и еще	1	2
190	была не	2	2
191	что ни	1	2
192	на этом	3	2
193	об этом	5	2
194	второй половины	1	2
195	это не	7	2
196	этом смысле	4	2
197	на сцене	1	2
198	в это	2	2
199	чем в	1	2
200	в развитии	2	2
201	всяком случае	4	2
202	нельзя отрицать	1	2
203	которые в	2	2
204	не в	6	2
205	в конце	6	2
206	вовсе не	2	2
207	даже в	1	2
208	на пути	1	2
209	одна из	2	2
210	о комедии	1	2
211	в одном	1	2
212	такая же	1	2
213	не является	3	2
214	и почему	1	2
215	в духе	2	2
216	всего в	4	2
217	своего отца	1	2
218	на это	2	2
219	и это	5	2
220	в театре	1	2
221	говоря уже	1	2
222	с самого	2	2
223	так в	1	2
224	и что	3	2
225	в многочисленных	1	2
226	на что	2	2
227	времени в	1	2
228	и во	2	2
229	и все	1	2
230	также в	1	2
231	все время	2	2
232	с которыми	2	2
233	по содержанию	1	2
234	же можно	1	2
235	в какой	3	2
236	одних и	1	2
237	и ее	2	2
238	в уста	2	2
239	с одной	2	2
240	и у	2	2
241	является не	1	2
242	одно из	2	2
243	т п	6	2
244	отношение к	4	2
245	от того	2	2
246	в других	1	2
247	следует признать	1	2
248	рядом с	1	2
249	нет и	2	2
250	со стороны	3	2
251	и к	4	2
252	до сих	2	2
253	с другой	5	2
254	этой комедии	2	2
255	и тех	1	2
256	одной стороны	3	2
257	этому времени	1	2
258	с которым	3	2
259	что из	2	2
260	если не	1	2
261	должна была	4	2
262	для этой	1	2
263	мы находим	2	2
264	уже о	1	2
265	в течение	4	2
266	в той	1	2
267	одновременно с	1	2
268	как бы	6	2
269	своего времени	2	2
270	пути к	1	2
271	сих пор	2	2
272	поле зрения	1	2
273	каждой из	1	2
274	бы в	1	2
275	хотя бы	1	2
276	в речах	5	2
277	не говоря	1	2
278	из этого	4	2
279	из четырех	1	2
280	с г	1	2
281	во всяком	4	2
282	в драматическом	2	1
283	отношения к	1	1
284	г во	1	1
285	александр в	1	1
286	самом деле	2	1
287	сил и	1	1
288	говорилось выше	1	1
289	в молодые	1	1
290	раб или	1	1
291	мы имели	2	1
292	отношения между	5	1
293	что эти	4	1
294	которые очень	1	1
295	намеки на	1	1
296	и этот	1	1
297	в и	1	1
298	для своего	1	1
299	известной комедии	1	1
300	этого нет	1	1
301	до него	1	1
302	темы в	1	1
303	на эти	3	1
304	в сущности	2	1
305	было вызвано	1	1
306	ему в	1	1
307	первого и	1	1
308	о роли	1	1
309	в каждой	2	1
310	г к	2	1
311	драмы в	1	1
312	думаю что	2	1
313	между собой	1	1
314	в а	1	1
315	все эти	3	1
316	не был	2	1
317	в чем	4	1
318	эта версия	1	1
319	то мы	1	1
320	нет не	2	1
321	в общем	4	1
322	не просто	2	1
323	свои силы	1	1
324	из таких	1	1
325	чем же	1	1
326	в рамках	2	1
327	как сын	1	1
328	опирается на	1	1
329	по которому	1	1
330	отказу от	1	1
331	стороны он	1	1
332	и нет	1	1
333	это был	2	1
334	однако не	1	1
335	не являются	1	1
336	тем же	1	1
337	более или	1	1
338	гораздо более	2	1
339	с нею	1	1
340	политическую обстановку	1	1
341	в чисто	2	1
342	для которого	1	1
343	из жизни	1	1
344	отношения с	1	1
345	представляет собой	1	1
346	почти одновременно	1	1
347	остановиться на	1	1
348	по форме	5	1
349	о ее	1	1
350	на его	4	1
351	к традициям	1	1
352	и легко	1	1
353	видеть в	1	1
354	до самого	1	1
355	и более	3	1
356	не могли	1	1
357	свою силу	1	1
358	его от	1	1
359	отвечает что	1	1
360	черты лица	1	1
361	от нее	3	1
362	в любых	1	1
363	к г	2	1
364	совпадают с	1	1
365	не считать	1	1
366	в другом	3	1
367	его не	2	1
368	бы быть	1	1
369	а по	2	1
370	самим собой	1	1
371	разработана в	1	1
372	г в	6	1
373	на пять	2	1
374	знает что	1	1
375	ты мне	1	1
376	уважением и	1	1
377	по себе	1	1
378	еще одно	1	1
379	в жизни	4	1
380	но уже	1	1
381	в разработке	1	1
382	человек который	1	1
383	соответствии с	1	1
384	попадает в	3	1
385	мы располагаем	1	1
386	несколько стихов	1	1
387	он и	2	1
388	мы видели	1	1
389	изображен как	1	1
390	и тогда	2	1
391	не больше	1	1
392	не мог	2	1
393	является его	1	1
394	или менее	1	1
395	в эту	4	1
396	которую он	2	1
397	и при	1	1
398	ни у	1	1
399	нас не	2	1
400	же это	1	1
401	мировой литературой	1	1
402	представляла собой	1	1
403	не столько	2	1
404	в биографии	2	1
405	они уже	1	1
406	сам же	1	1
407	г два	1	1
408	нам в	1	1
409	тем не	2	1
410	чего нельзя	1	1
411	том же	1	1
412	в устах	4	1
413	вместе со	1	1
414	и очень	1	1
415	и одной	1	1
416	дело как	1	1
417	с точки	4	1
418	стихов и	2	1
419	случае в	2	1
420	на рубеже	1	1
421	не раз	1	1
422	но они	2	1
423	что эта	2	1
424	на себе	2	1
425	как о	2	1
426	родился в	1	1
427	было у	2	1
428	иметь в	1	1
429	вытекает из	1	1
430	никогда не	2	1
431	появлялась на	1	1
432	ничего не	4	1
433	благодаря тому	1	1
434	в разных	1	1
435	трагедии в	3	1
436	с гомером	1	1
437	половина этого	1	1
438	можно усмотреть	2	1
439	более что	2	1
440	автор не	1	1
441	углом зрения	1	1
442	со своим	1	1
443	здесь же	1	1
444	к соединению	1	1
445	этот образ	2	1
446	в области	6	1
447	в каком	4	1
448	вот в	1	1
449	и некоторые	1	1
450	обстоятельство что	5	1
451	в трагедии	6	1
452	за своего	1	1
453	нет ни	1	1
454	да рядом	1	1
455	и другой	1	1
456	отличается от	4	1
457	его с	1	1
458	бы он	1	1
459	той или	1	1
460	для его	2	1
461	и г	1	1
462	темы и	2	1
463	в деятельности	1	1
464	ср с	3	1
465	должен быть	2	1
466	для себя	1	1
467	сцены из	3	1
468	находясь в	2	1
469	приходит к	1	1
470	то она	2	1
471	из трагедии	2	1
472	на основе	2	1
473	только при	1	1
474	с каким	1	1
475	в собственном	1	1
476	в пределах	1	1
477	приводит к	1	1
478	на очень	1	1
479	в рамки	1	1
480	торжество и	1	1
481	произведения и	2	1
482	нельзя сказать	3	1
483	в годы	1	1
484	чтобы дать	1	1
485	в нескольких	1	1
486	эти факты	1	1
487	времени и	2	1
488	в контексте	1	1
489	в последующих	1	1
490	что был	1	1
491	здесь нет	2	1
492	разного рода	1	1
493	но у	1	1
494	является в	1	1
495	в эпоху	1	1
496	о котором	1	1
497	с ним	1	1
498	в содержании	1	1
499	означает что	1	1
500	не дай	1	1
501	можно найти	2	1
502	в порядке	1	1
503	а также	4	1
504	пришли к	2	1
505	зрения на	1	1
506	внимание на	2	1
507	начале хх	1	1
508	его жизни	1	1
509	одного из	2	1
510	эти качества	1	1
511	все его	1	1
512	этих двух	2	1
513	с нормами	1	1
514	к гг	1	1
515	оказалась в	1	1
516	от них	2	1
517	ему было	1	1
518	говорить об	1	1
519	уже находясь	1	1
520	я думаю	2	1
521	во всей	1	1
522	что же	1	1
523	этого периода	1	1
524	и ни	2	1
525	к начальному	1	1
526	в литературе	1	1
527	к которому	3	1
528	сначала это	1	1
529	с отдельными	1	1
530	как например	8	1
531	по своей	1	1
532	где к	1	1
533	мы видим	4	1
534	i в	1	1
535	трагедии и	2	1
536	то он	2	1
537	наше время	1	1
538	тема в	1	1
539	по мнению	3	1
540	если принять	1	1
541	по этому	3	1
542	место из	1	1
543	на западе	1	1
544	тот или	1	1
545	конечно не	1	1
546	ряде случаев	2	1
547	и они	1	1
548	то и	2	1
549	ни одного	1	1
550	действующего лица	1	1
551	не все	1	1
552	целого ряда	1	1
553	от других	1	1
554	мне кажется	1	1
555	не так	3	1
556	для него	3	1
557	трагедии iv	1	1
558	в известной	1	1
559	могло бы	1	1
560	содержания и	1	1
561	нас только	1	1
562	не о	1	1
563	на четыре	2	1
564	как его	1	1
565	идет в	1	1
566	на долю	2	1
567	как раз	3	1
568	к той	1	1
569	время на	1	1
570	протяжении всего	1	1
571	о которых	3	1
572	в очень	1	1
573	где в	1	1
574	не укладывается	1	1
575	из двух	1	1
576	или иной	2	1
577	из примеров	1	1
578	и из	1	1
579	на примере	1	1
580	был способен	1	1
581	и создает	1	1
582	и образов	1	1
583	а с	2	1
584	на которые	1	1
585	что не	2	1
586	говорит о	1	1
587	как можно	2	1
588	к более	1	1
589	у нас	4	1
590	почти в	1	1
591	этого не	1	1
592	она является	1	1
593	до конца	3	1
594	не на	2	1
595	не означает	1	1
596	а не	5	1
597	однако и	1	1
598	другой стороны	5	1
599	из названных	1	1
600	там где	1	1
601	самого начала	2	1
602	лишь только	1	1
603	тогда было	2	1
604	речи и	1	1
605	свидетельствует не	1	1
606	несмотря на	3	1
607	всего этого	1	1
608	после г	1	1
609	с помощью	1	1
610	свою очередь	1	1
611	связь с	4	1
612	в творчестве	3	1
613	представляют два	1	1
614	из трех	1	1
615	монархии а	1	1
616	как человек	1	1
617	то обстоятельство	5	1
618	без труда	2	1
619	он говорит	4	1
620	ли ты	1	1
621	такого рода	5	1
622	античного театра	1	1
623	именно в	1	1
624	по существу	1	1
625	то к	1	1
626	в остальном	2	1
627	из отдельных	1	1
628	в состоянии	1	1
629	быть не	2	1
630	xix в	1	1
631	в делах	1	1
632	сплошь да	1	1
633	показывают что	1	1
634	в одних	1	1
635	а то	2	1
636	является как	2	1
637	характерные для	1	1
638	здесь есть	2	1
639	которые были	2	1
640	в наше	1	1
641	в одно	1	1
642	это уже	1	1
643	силу в	1	1
644	может служить	1	1
645	г а	3	1
646	этого рода	3	1
647	ее содержания	1	1
648	при таком	1	1
649	к будущему	1	1
650	в результате	2	1
651	это как	1	1
652	когда он	1	1
653	к отказу	1	1
654	тем более	3	1
655	что народ	1	1
656	представляли собой	1	1
657	своих героев	1	1
658	и как	1	1
659	молодые годы	1	1
660	том чтобы	2	1
661	находим в	1	1
662	впечатление которое	1	1
663	все более	2	1
664	встречается в	1	1
665	в системе	3	1
666	в стихах	2	1
667	этой области	2	1
668	на фоне	1	1
669	нет ничего	1	1
670	от первого	1	1
671	в общих	2	1
672	не знает	1	1
673	сказать что	4	1
674	была бы	4	1
675	в свою	2	1
676	при его	1	1
677	в последнем	2	1
678	или иного	1	1
679	ко всему	1	1
680	т е	8	1
681	занимает в	1	1
682	это была	1	1
683	от роду	1	1
684	того или	1	1
685	люди и	1	1
686	и эта	1	1
687	xviii в	3	1
688	думать что	1	1
689	так же	1	1
690	как на	6	1
691	все что	1	1
