N	2gram	Losev_Vesc_1	Problema
390	главным образом	1	1
391	т д	19	1
392	всех этих	1	1
393	же это	4	1
394	что еще	1	1
395	и вот	2	1
396	в понятии	4	1
397	содержит в	4	1
398	никому не	1	1
399	и по	1	1
400	от нее	2	1
401	тут не	5	1
402	думал что	2	1
403	эпохи не	1	1
404	себя и	4	1
405	то чтобы	3	1
406	они должны	1	1
407	больше как	1	1
408	времени и	1	1
409	другие орудия	1	1
410	те или	4	1
411	который уже	1	1
412	по природе	1	1
413	и тоже	1	1
414	и дает	1	1
415	должен был	1	1
416	всего прочего	5	1
417	которая была	1	1
418	с богом	1	1
419	если такой	1	1
420	жизни человека	1	1
421	в рассудочных	1	1
422	ту или	2	1
423	между собою	6	1
424	и намеренно	1	1
425	для тех	3	1
426	совсем другое	1	1
427	не поймут	1	1
428	что такое	12	1
429	о той	1	1
430	уже к	1	1
431	почти не	1	1
432	самого в	1	1
433	не столько	1	1
434	и действиях	1	1
435	что я	24	1
436	для всякого	2	1
437	в имени	15	1
438	результате этого	1	1
439	нельзя было	4	1
440	смысле а	1	1
441	тоже весьма	1	1
442	судьба которая	1	1
443	том чтобы	1	1
444	силу и	1	1
445	все это	5	1
446	сознание что	1	1
447	без всяких	1	1
448	только те	1	1
449	их в	3	1
450	и настойчиво	2	1
451	содержится в	3	1
452	же мы	1	1
453	бы имя	1	1
454	нас к	1	1
455	стороны не	1	1
456	тому что	2	1
457	если и	1	1
458	можно ли	7	1
459	тем самым	1	1
460	что эта	1	1
461	с которой	1	1
462	меня я	1	1
463	о чем	1	1
464	весь смысл	1	1
465	или другие	4	1
466	у кого	1	1
467	что вы	3	1
468	ведь не	3	1
469	чем не	2	1
470	для всего	1	1
471	он с	1	1
472	из него	1	1
473	это мы	1	1
474	вообще нет	1	1
475	и весь	1	1
476	понимании и	1	1
477	к ней	2	1
478	как она	4	1
479	во всем	1	1
480	со своим	7	1
481	то этот	1	1
482	до того	1	1
483	было не	1	1
484	ему в	1	1
485	стоит перед	1	1
486	не потому	6	1
487	это новое	1	1
488	и оно	3	1
489	ни о	1	1
490	всех представителей	1	1
491	следовательно от	1	1
492	к себе	4	1
493	когда мы	6	1
494	сочувствия и	1	1
495	как только	4	1
496	уже было	1	1
497	кого не	1	1
498	его с	1	1
499	той или	2	1
500	только одно	2	1
501	на это	4	1
502	она не	4	1
503	в наше	1	1
504	бы ни	2	1
505	этот путь	1	1
506	в абсолютном	1	1
507	и это	14	1
508	и самое	2	1
509	всем миром	1	1
510	смысле что	1	1
511	с ее	6	1
512	и образ	3	1
513	на основе	1	1
514	и всякой	1	1
515	то или	2	1
516	после всех	1	1
517	значение в	1	1
518	и когда	4	1
519	хотя о	1	1
520	мог бы	5	1
521	и каждый	1	1
522	к самой	1	1
523	том как	1	1
524	остается только	1	1
525	веры в	2	1
526	это только	1	1
527	имеется в	1	1
528	но у	1	1
529	поэтому в	1	1
530	уничтожить и	1	1
531	со стороны	5	1
532	смысле и	1	1
533	смысл у	1	1
534	только потому	1	1
535	это понимание	1	1
536	сводится к	2	1
537	всю проблему	1	1
538	кого другого	1	1
539	и здесь	4	1
540	от окружающего	1	1
541	но к	1	1
542	мере три	1	1
543	другими словами	5	1
544	почему же	1	1
545	свету и	1	1
546	духовно и	1	1
547	мы понимаем	1	1
548	нуждается в	1	1
549	и можно	1	1
550	тот момент	2	1
551	чтобы был	1	1
552	и следовательно	7	1
553	в него	1	1
554	наконец и	1	1
555	тех пор	1	1
556	как из	1	1
557	людей а	1	1
558	которое было	1	1
559	но с	2	1
560	себя с	5	1
561	в двух	1	1
562	только у	1	1
563	и кроме	1	1
564	а если	1	1
565	философии и	1	1
566	понимание этого	1	1
567	речи о	1	1
568	свет и	1	1
569	этот вопрос	1	1
570	всем известно	1	1
571	сознание в	1	1
572	даже если	1	1
573	и так	1	1
574	было и	2	1
575	и выбрали	1	1
576	в цепях	1	1
577	большим трудом	1	1
578	этого достаточно	1	1
579	нет не	1	1
580	же и	1	1
581	и хотел	1	1
582	только на	3	1
583	существования и	3	1
584	него и	1	1
585	на этих	1	1
586	но совершенно	2	1
587	у того	1	1
588	и направить	1	1
589	к своим	1	1
590	здесь мы	1	1
591	него нет	1	1
592	одно из	1	1
593	себе в	3	1
594	никто не	1	1
595	жизненный опыт	1	1
596	говорить об	1	1
597	как совместить	1	1
598	ее не	2	1
599	тому же	1	1
600	не о	1	1
601	будет только	1	1
602	бытия и	2	1
603	этом отношении	1	1
604	от того	3	1
605	момент в	6	1
606	имеет значение	1	1
607	нет и	1	1
608	нужно было	2	1
609	или иной	1	1
610	даже не	7	1
611	смерть а	1	1
612	или иначе	4	1
613	что человек	1	1
614	имени но	2	1
615	не знали	1	1
616	чем он	1	1
617	мы его	1	1
618	из недр	1	1
619	души и	1	1
620	но о	1	1
621	сделать в	1	1
622	ничего общего	1	1
623	превращается в	1	1
624	смысла и	5	1
625	не было	1	1
626	ничем не	3	1
627	не на	1	1
628	зависит от	1	1
629	однако и	1	1
630	как видно	1	1
631	а так	2	1
632	когда же	1	1
633	когда она	4	1
634	существу и	1	1
635	соответствует и	3	1
636	в одно	1	1
637	о человеческом	1	1
638	на этой	1	1
639	входить в	1	1
640	но оно	1	1
641	вижу его	1	1
642	и она	1	1
643	а есть	2	1
644	все основные	1	1
645	с идеями	1	1
646	и а	2	1
647	и потому	5	1
648	как это	2	1
649	то можно	1	1
650	из которых	1	1
651	сама же	1	1
652	который мы	1	1
653	могут быть	1	1
654	есть как	3	1
655	с тех	1	1
656	для человека	1	1
657	из этой	1	1
658	данный в	1	1
659	находим весьма	1	1
660	том смысле	1	1
661	за которым	1	1
662	что из	2	1
663	новое понимание	1	1
664	действительность в	2	1
665	но это	10	1
666	между прочим	3	1
667	ум и	1	1
668	однако не	2	1
669	имя от	3	1
670	с большой	1	1
671	и по-своему	1	1
672	в более	1	1
673	только одна	1	1
674	только я	3	1
675	не отрицает	1	1
676	и от	3	1
677	ее но	1	1
678	и самостоятельно	1	1
679	искусства и	1	1
680	что оно	8	1
681	сущности в	1	1
682	бы даже	1	1
683	собственно говоря	4	1
684	из себя	3	1
685	мы должны	2	1
686	только что	2	1
687	я в	2	1
688	ни было	4	1
689	есть уже	1	1
690	то необходимо	2	1
691	не я	2	1
692	личности и	1	1
693	от всякого	4	1
694	с ними	3	1
695	с ней	2	1
696	то понимание	1	1
697	упорно и	1	1
698	только как	1	1
699	состоит из	1	1
700	к его	1	1
701	внутренняя сущность	1	1
702	но когда	1	1
703	которая тоже	2	1
704	сводится на	1	1
705	только о	1	1
706	таким же	1	1
707	важно для	1	1
708	а я	1	1
709	того или	1	1
710	в своих	1	1
711	и этого	2	1
712	это в	1	1
713	которая не	1	1
714	этой точки	1	1
