N	2gram	Vinokur_St_2	Istorich
200	можно найти	1	2
201	что я	2	2
202	тем не	2	2
203	все это	11	2
204	по себе	3	2
205	что есть	1	2
206	не менее	3	2
207	в таких	1	2
208	можно указать	1	2
209	дело не	2	2
210	или другие	1	2
211	не по	2	2
212	не могло	3	2
213	одна из	1	2
214	что на	3	2
215	в области	2	2
216	у нас	3	2
217	не могут	1	2
218	на том	1	2
219	никогда не	3	2
220	и на	6	2
221	основана на	1	2
222	если бы	2	2
223	сходные с	1	2
224	говорит об	2	2
225	после того	4	2
226	связь между	1	2
227	от них	1	2
228	видели выше	1	2
229	и во	1	2
230	в форме	1	2
231	того что	5	2
232	с той	2	2
233	несколько примеров	1	2
234	их не	1	2
235	это же	1	2
236	так что	3	2
237	уже в	1	2
238	не дает	2	2
239	ни в	3	2
240	могло бы	1	2
241	в языке	5	2
242	у нее	1	2
243	только с	2	2
244	не случайно	1	2
245	в особенности	2	2
246	в исторической	1	2
247	возможно что	1	2
248	а когда	1	2
249	из таких	2	2
250	говорит о	2	2
251	на этот	2	2
252	ниже в	2	2
253	его как	2	2
254	точности соответствует	1	2
255	два года	2	2
256	в частности	4	2
257	он уже	1	2
258	отразилось в	1	2
259	такого рода	2	2
260	с этой	2	2
261	между прочим	12	2
262	но для	1	2
263	становится понятным	1	2
264	в связи	1	2
265	от него	1	2
266	и все	1	2
267	в лице	1	2
268	в могилу	1	2
269	этот вопрос	2	2
270	сказать что	2	2
271	но этот	1	2
272	на это	2	2
273	в северной	1	2
274	академии наук	1	1
275	внешним выражением	1	1
276	вряд ли	3	1
277	с кем	1	1
278	к другому	1	1
279	из его	2	1
280	не имеют	1	1
281	др в	1	1
282	в зависимости	1	1
283	века в	1	1
284	той же	1	1
285	их и	1	1
286	на тех	1	1
287	им самим	1	1
288	бы уже	1	1
289	мы не	1	1
290	и тут	1	1
291	ответить на	1	1
292	поле в	1	1
293	есть нечто	1	1
294	совпадает с	1	1
295	не вполне	1	1
296	отразился в	1	1
297	не совсем	1	1
298	зависимости от	1	1
299	пребывания в	2	1
300	в ней	7	1
301	он был	2	1
302	на них	1	1
303	и отец	1	1
304	он сам	1	1
305	со словами	1	1
306	в чем	1	1
307	только после	1	1
308	своей работе	1	1
309	от его	2	1
310	о смерти	1	1
311	но как	1	1
312	котором теперь	1	1
313	не говорят	1	1
314	слова на	1	1
315	себе и	1	1
316	были не	2	1
317	и я	2	1
318	как говорит	2	1
319	независимо от	1	1
320	общего с	1	1
321	что именно	2	1
322	что как	1	1
323	противоречие в	1	1
324	все как	1	1
325	целый ряд	1	1
326	был связан	1	1
327	и к	4	1
328	на своем	1	1
329	это просто	1	1
330	и хотя	1	1
331	в ответ	1	1
332	большей части	1	1
333	то и	1	1
334	им в	1	1
335	образом при	1	1
336	особое место	1	1
337	видим и	1	1
338	говорят о	1	1
339	и те	2	1
340	имеет некоторое	1	1
341	указать еще	1	1
342	очень велико	1	1
343	вообще не	3	1
344	например как	1	1
345	не следует	1	1
346	в свет	5	1
347	одному из	1	1
348	которой не	1	1
349	не как	1	1
350	прочим и	1	1
351	же порядка	1	1
352	том чтобы	1	1
353	но вместе	1	1
354	одно и	1	1
355	где нет	2	1
356	за то	3	1
357	в совершенно	1	1
358	на все	1	1
359	на этой	1	1
360	и которые	1	1
361	форму и	1	1
362	но уже	1	1
363	в них	2	1
364	о которых	2	1
365	на материале	1	1
366	и уже	1	1
367	перестает быть	1	1
368	к середине	1	1
369	и такая	1	1
370	с такой	1	1
371	в развитии	1	1
372	мы до	1	1
373	в приложении	1	1
374	такой же	1	1
375	еще одно	1	1
376	но я	1	1
377	внимания заслуживает	1	1
378	точки зрения	5	1
379	уже к	1	1
380	в котором	7	1
381	то для	1	1
382	приложении к	1	1
383	на свою	1	1
384	не будем	1	1
385	для которых	2	1
386	что было	2	1
387	и эти	1	1
388	тому что	7	1
389	и очень	1	1
390	нет никакого	2	1
391	власть в	1	1
392	вплоть до	1	1
393	в то	2	1
394	целый год	1	1
395	не своей	2	1
396	на два	1	1
397	тому кто	1	1
398	которого он	1	1
399	бы думать	1	1
400	совершенно правильно	1	1
401	а порой	1	1
402	найти в	1	1
403	впрочем в	1	1
404	очень мало	2	1
405	к ней	1	1
406	можно сказать	1	1
407	приводится очень	1	1
408	это слово	3	1
409	до того	4	1
410	доказать что	2	1
411	мы и	1	1
412	в основе	1	1
413	ему не	2	1
414	не потому	2	1
415	одним из	6	1
416	у меня	3	1
417	в момент	1	1
418	на границе	1	1
419	его служить	1	1
420	сравнительно с	1	1
421	года он	1	1
422	ему все	1	1
423	он имел	1	1
424	его за	1	1
425	должны быть	1	1
426	с полной	1	1
427	к тому	10	1
428	а что	1	1
429	служить и	1	1
430	что при	1	1
431	где он	2	1
432	ничего общего	1	1
433	и это	2	1
434	тогда я	1	1
435	как не	1	1
436	меня в	2	1
437	функция этого	1	1
438	на другой	1	1
439	только при	1	1
440	средних веков	1	1
441	если попытаться	1	1
442	идет не	1	1
443	то время	1	1
444	в пределах	1	1
445	имеет никакого	1	1
446	роль в	1	1
447	легенды о	1	1
448	на нее	3	1
449	особенно в	2	1
450	в борьбе	1	1
451	здесь нет	1	1
452	об этой	1	1
453	о связи	1	1
454	к первому	2	1
455	во второй	1	1
456	в последней	1	1
457	не за	1	1
458	в эпоху	1	1
459	его тело	1	1
460	в виду	7	1
461	а к	2	1
462	слова а	1	1
463	вот почему	1	1
464	внимание на	4	1
465	одного из	1	1
466	пр на	1	1
467	этих двух	1	1
468	эту землю	1	1
469	по наследству	1	1
470	бы в	1	1
471	но нельзя	1	1
472	в середине	1	1
473	отказался от	1	1
474	и об	1	1
475	по содержанию	1	1
476	сюда относится	1	1
477	обращаются с	1	1
478	один из	1	1
479	но с	4	1
480	с середины	1	1
481	что только	1	1
482	обстановку в	1	1
483	тот же	1	1
484	речи о	1	1
485	одной из	3	1
486	по возвращении	1	1
487	могло быть	3	1
488	очень много	1	1
489	до нас	1	1
490	по мнению	1	1
491	и жизни	1	1
492	говорит у	2	1
493	у царя	1	1
494	одни и	1	1
495	к какому	1	1
496	своего рода	5	1
497	только на	1	1
498	до появления	1	1
499	в начале	3	1
500	очевидно что	2	1
501	одно из	1	1
502	но нет	1	1
503	не для	1	1
504	среди которых	1	1
505	заметить что	1	1
506	как раз	8	1
507	не хотел	1	1
508	и вместе	1	1
509	в очень	1	1
510	имеет только	1	1
511	представление о	1	1
512	со стороны	2	1
513	как у	3	1
514	или иначе	1	1
515	именно в	4	1
516	по своим	1	1
517	что тот	1	1
518	к которому	1	1
519	уходит в	1	1
520	а с	3	1
521	по большей	1	1
522	однако что	1	1
523	прежде всего	5	1
524	связано с	1	1
525	только по	2	1
526	не было	3	1
527	которые не	3	1
528	на которых	1	1
529	ничем не	1	1
530	не верит	1	1
531	с которым	1	1
532	он и	1	1
533	для чего	1	1
534	виде в	1	1
535	на который	1	1
536	который его	1	1
537	под его	1	1
538	над ним	1	1
539	в репертуаре	2	1
540	что за	2	1
541	на тот	2	1
542	на эту	1	1
543	что же	1	1
544	к образу	1	1
545	и всей	1	1
546	года в	3	1
547	действительно ли	1	1
548	который он	1	1
549	у своего	1	1
550	как будто	1	1
551	в это	2	1
552	фольклорный материал	1	1
553	на пути	1	1
554	я от	1	1
555	силу и	1	1
556	на одной	1	1
557	по дороге	1	1
558	в более	1	1
559	которых он	1	1
560	являются не	1	1
561	не оставляют	1	1
562	не говорится	1	1
563	он по	2	1
564	в результате	2	1
565	поэтому она	1	1
566	жизни и	1	1
567	еще более	4	1
568	и смысл	1	1
569	действительно не	2	1
570	за него	2	1
571	ни к	1	1
572	будто бы	1	1
573	в наши	1	1
574	но если	1	1
575	это ничего	1	1
576	недаром и	1	1
577	их с	1	1
578	к его	1	1
579	пришел к	1	1
580	никакой связи	1	1
581	одновременно и	1	1
582	утверждать что	2	1
583	четыре раза	1	1
584	в голову	1	1
585	пути к	1	1
586	но эти	1	1
587	а я	1	1
588	в своих	1	1
589	велико что	1	1
590	по поводу	8	1
591	который не	1	1
592	доступ к	1	1
593	как на	9	1
594	том числе	1	1
595	они не	2	1
