N	2gram	Tiupa_Vved_1	Myslijsy
120	для меня	1	4
121	подобно тому	2	4
122	одна из	4	4
123	от их	1	4
124	и сами	2	4
125	так в	4	4
126	никогда не	4	4
127	и что	1	4
128	что он	1	4
129	с одной	5	4
130	указания на	1	4
131	которые могут	1	4
132	тому как	2	4
133	во время	1	4
134	в таком	1	4
135	например в	2	3
136	тем же	1	3
137	той же	1	3
138	полагает что	1	3
139	но она	1	3
140	не совсем	1	3
141	если в	2	3
142	со стороны	5	3
143	относится к	1	3
144	которые не	1	3
145	хотя и	7	3
146	что это	1	3
147	в целом	3	3
148	что без	1	3
149	что она	1	3
150	о которой	2	3
151	не как	2	3
152	в человеческой	1	3
153	так например	1	3
154	человека в	1	3
155	могла бы	3	3
156	них не	1	3
157	это не	6	3
158	и тем	2	3
159	кажется что	1	3
160	о которых	1	3
161	далеко не	4	3
162	в этих	3	3
163	себе в	1	3
164	быть не	4	3
165	того кто	1	3
166	бы быть	1	3
167	в ней	4	3
168	и притом	1	3
169	на него	2	3
170	которых мы	1	3
171	только от	1	3
172	оно не	1	3
173	если мы	1	3
174	те же	2	3
175	не с	3	3
176	мог бы	1	3
177	том как	3	3
178	от них	1	3
179	вслед за	2	3
180	которое мы	1	3
181	и у	1	3
182	не так	1	3
183	это будет	1	3
184	что на	2	3
185	что для	1	3
186	только по	1	3
187	одной стороны	5	3
188	слова и	1	3
189	но это	3	3
190	к другим	1	3
191	и для	3	3
192	и от	2	3
193	и все	4	3
194	только что	1	3
195	все что	3	3
196	в движение	1	2
197	таком случае	1	2
198	самом деле	3	2
199	на самом	4	2
200	которое может	1	2
201	оба эти	1	2
202	не все	2	2
203	по отношению	7	2
204	его на	1	2
205	мы тем	1	2
206	могли бы	1	2
207	все эти	1	2
208	в нашем	6	2
209	и тот	1	2
210	но на	2	2
211	как оно	2	2
212	выражается в	1	2
213	перестает быть	1	2
214	всех этих	1	2
215	восприятие а	1	2
216	состоит в	10	2
217	и по	3	2
218	на этом	1	2
219	например с	1	2
220	и служат	1	2
221	в жизни	4	2
222	этого не	1	2
223	что такое	18	2
224	это что	1	2
225	они служат	1	2
226	не столько	4	2
227	от себя	1	2
228	но он	1	2
229	и действия	2	2
230	их в	2	2
231	тому что	1	2
232	что есть	1	2
233	от сознания	1	2
234	и его	5	2
235	сказать что	1	2
236	но только	1	2
237	того чтобы	1	2
238	вытекает из	1	2
239	невозможно но	1	2
240	же время	3	2
241	с нами	1	2
242	слова во	1	2
243	во всем	1	2
244	мы бы	1	2
245	у нас	1	2
246	превращается в	1	2
247	пространство и	2	2
248	его с	2	2
249	как для	2	2
250	указывает на	1	2
251	для образования	1	2
252	оно может	1	2
253	что все	1	2
254	имеют для	1	2
255	что у	1	2
256	что может	1	2
257	было в	1	2
258	от понимания	1	2
259	внимание на	3	2
260	теперь уже	2	2
261	этом смысле	1	2
262	в формах	1	2
263	один из	3	2
264	мы видим	1	2
265	в какой	4	2
266	во времени	2	2
267	есть в	2	2
268	в нашей	1	2
269	других в	1	2
270	а то	2	2
271	в пространстве	1	2
272	у него	1	2
273	само по	1	2
274	связано с	3	2
275	ожидания и	1	2
276	к которому	2	2
277	а с	2	2
278	и затем	1	2
279	между ними	1	2
280	точке зрения	1	2
281	не на	1	2
282	зависит от	2	2
283	в образовании	1	2
284	в связи	1	2
285	так же	1	2
286	и потому	1	2
287	как это	1	2
288	или по	1	2
289	не сразу	1	2
290	быть только	2	2
291	для одного	1	2
292	все это	1	2
293	восприятия и	1	2
294	например мы	1	2
295	слова но	2	2
296	в его	4	2
297	или в	1	2
298	о котором	2	2
299	а к	3	2
300	бы в	3	2
301	мы должны	1	2
302	не непосредственно	1	2
303	хотя бы	1	2
304	отношении к	1	2
305	нам не	1	2
306	но если	1	2
307	другой стороны	2	2
308	имеет место	4	2
309	и б	1	2
310	но эти	1	2
311	к этому	2	2
312	можно назвать	1	2
313	я сказал	1	1
314	одним из	5	1
315	отношение к	2	1
316	он может	1	1
317	значении этого	1	1
318	тех же	1	1
319	переход от	1	1
320	бы для	1	1
321	мере в	2	1
322	а непосредственно	1	1
323	и так	1	1
324	и до	1	1
325	должна быть	2	1
326	если к	1	1
327	из всех	1	1
328	предполагаем что	1	1
329	и само	1	1
330	же следует	1	1
331	говоря и	1	1
332	принадлежит к	3	1
333	обыкновенно не	2	1
334	от друга	1	1
335	из того	1	1
336	существенное значение	1	1
337	мы и	2	1
338	и самого	1	1
339	двух или	3	1
340	столько же	1	1
341	в отличие	2	1
342	на их	1	1
343	бы она	1	1
344	что вполне	1	1
345	без которого	1	1
346	в ее	1	1
347	могло быть	1	1
348	всякий раз	1	1
349	но как	1	1
350	друг на	1	1
351	в сторону	1	1
352	ответ на	1	1
353	должны были	2	1
354	как случайное	1	1
355	отличие от	2	1
356	друг от	1	1
357	один и	1	1
358	от основного	1	1
359	сколько ее	1	1
360	в истории	1	1
361	в одной	2	1
362	если она	2	1
363	стороны и	1	1
364	как к	1	1
365	новое состояние	2	1
366	однако не	1	1
367	перед нами	6	1
368	и понимания	2	1
369	и наконец	2	1
370	имеет в	1	1
371	в противоположность	1	1
372	следует сказать	1	1
373	в этот	2	1
374	о самом	1	1
375	то в	1	1
376	открывает в	1	1
377	бы и	4	1
378	в разнообразных	1	1
379	мы при	1	1
380	он в	1	1
381	так можно	1	1
382	рассказ о	1	1
383	только на	1	1
384	что к	1	1
385	с их	1	1
386	его и	1	1
387	тому же	4	1
388	иначе и	1	1
389	не следует	3	1
390	которого в	1	1
391	он не	3	1
392	на том	1	1
393	этого нельзя	1	1
394	к одному	1	1
395	близким к	1	1
396	не к	4	1
397	которому она	1	1
398	том чтобы	2	1
399	наших глазах	1	1
400	чтобы в	1	1
401	из него	1	1
402	целом как	1	1
403	значительной степени	1	1
404	том же	1	1
405	же не	1	1
406	различие между	1	1
407	об этом	4	1
408	и с	2	1
409	лишь в	2	1
410	на каком	1	1
411	входит в	1	1
412	он есть	1	1
413	известно что	1	1
414	следует рассматривать	1	1
415	но их	1	1
416	не всегда	2	1
417	зависит не	1	1
418	мы видели	2	1
419	основывается на	2	1
420	жизни но	1	1
421	его слово	1	1
422	можно сказать	4	1
423	в ходе	2	1
424	внутренних состояний	1	1
425	или точнее	1	1
426	а как	1	1
427	это только	2	1
428	в их	1	1
429	и животным	1	1
430	различными по	1	1
431	в которых	1	1
432	что я	1	1
433	мир и	1	1
434	втором случае	1	1
435	души уже	1	1
436	и более	3	1
437	со многими	1	1
438	бы иначе	1	1
439	случае мы	1	1
440	без него	1	1
441	этом по	1	1
442	рода в	1	1
443	что происходит	1	1
444	с которой	1	1
445	и время	1	1
446	на котором	1	1
447	на себе	1	1
448	до поры	1	1
449	который при	1	1
450	в единство	1	1
451	появляется в	2	1
452	в игру	1	1
453	не имели	2	1
454	находятся в	1	1
455	обратим внимание	1	1
456	не замечать	1	1
457	всего на	1	1
458	самым стало	1	1
459	по своей	3	1
460	вне сознания	1	1
461	же было	1	1
462	согласия или	1	1
463	которая не	2	1
464	течение жизни	1	1
465	однако это	1	1
466	разумеется с	1	1
467	известной степени	1	1
468	начиная с	3	1
469	к себе	1	1
470	и сам	1	1
471	говорящего и	1	1
472	к тому	6	1
473	бы он	1	1
474	он видит	1	1
475	должен быть	1	1
476	скорее относится	1	1
477	не ограничивается	1	1
478	как мы	3	1
479	был его	1	1
480	но при	5	1
481	напротив они	1	1
482	здесь не	2	1
483	не могло	2	1
484	второго лица	1	1
485	хотя не	1	1
486	всего к	1	1
487	степени и	1	1
488	происходят в	1	1
489	здесь может	1	1
490	или нескольких	2	1
491	как с	1	1
492	разговора с	1	1
493	времени и	7	1
494	здесь как	1	1
495	так называемую	1	1
496	начала и	2	1
497	раз не	1	1
498	с человеком	2	1
499	похожим на	1	1
500	приближается к	1	1
501	взрослого человека	1	1
502	состоят в	1	1
503	то они	1	1
504	и та	1	1
505	определенным образом	1	1
506	при котором	1	1
507	никак не	2	1
508	той степени	1	1
509	его жизни	1	1
510	одного из	3	1
511	от своего	1	1
512	самому себе	1	1
513	времени в	3	1
514	сколько их	1	1
515	которой было	1	1
516	во втором	2	1
517	иначе в	1	1
518	народов и	1	1
519	как она	1	1
520	несколько иначе	1	1
521	мог найти	1	1
522	большей или	1	1
523	к нему	1	1
524	но так	1	1
525	но с	1	1
526	оно и	1	1
527	оно связано	1	1
528	дело с	2	1
529	для себя	1	1
530	к их	1	1
531	обращаться к	1	1
532	не остаются	1	1
533	между этими	1	1
534	их не	1	1
535	который в	2	1
536	но рассказ	1	1
537	всеми остальными	1	1
538	ее из	1	1
539	как более	1	1
540	и понимание	1	1
541	роль и	1	1
542	представить себе	2	1
543	узнает в	1	1
544	могло бы	3	1
545	как произойдет	1	1
546	нашем сознании	1	1
547	к человеку	1	1
548	оно так	1	1
549	к ним	2	1
550	не о	2	1
551	может служить	4	1
552	легко читается	1	1
553	только с	1	1
554	каждый из	1	1
555	при отсутствии	2	1
556	следует признать	4	1
557	на стороне	1	1
558	этом будет	1	1
559	в особенности	1	1
560	быть названа	1	1
561	в другой	1	1
562	а на	2	1
563	мы воспринимаем	1	1
564	не один	2	1
565	по своим	3	1
566	а именно	1	1
567	и прежде	1	1
568	или меньшей	1	1
569	и др	1	1
570	что будет	1	1
571	на друга	1	1
572	которое по	1	1
573	богатая и	1	1
574	оснований для	1	1
575	свидетельствует не	1	1
576	то она	1	1
577	все то	1	1
578	человека к	1	1
579	отразилось в	1	1
580	глазах с	1	1
581	например когда	1	1
582	к своему	1	1
583	в течение	1	1
584	в той	4	1
585	что же	3	1
586	о человеке	1	1
587	прошедшего времени	1	1
588	и вполне	1	1
589	в первой	1	1
590	кто такой	3	1
591	распадается на	1	1
592	к чему	1	1
593	этом случае	1	1
594	и о	1	1
595	той мере	2	1
596	этом и	2	1
597	ни для	1	1
598	между собой	2	1
599	но разумеется	1	1
600	это уже	1	1
601	не имея	1	1
602	при таком	1	1
603	имеет дело	1	1
604	человек и	1	1
605	тот кто	2	1
606	не встречается	1	1
607	собственно говоря	1	1
608	что касается	5	1
609	все они	2	1
610	бы на	1	1
611	но возможно	2	1
612	непосредственно как	1	1
613	к ее	3	1
614	связь с	1	1
615	может и	1	1
616	тем на	1	1
617	это на	1	1
618	наших представлений	1	1
619	и еще	1	1
620	который не	1	1
621	время не	1	1
622	с что	1	1
623	об этих	1	1
624	жизни и	7	1
625	взаимодействия двух	1	1
626	в своих	2	1
627	от которой	1	1
628	в процессе	1	1
