N	2gram	Medvedev_U_1	Psycholo
191	словесного искусства	1	1
192	в этот	1	1
193	верно но	1	1
194	композиция но	1	1
195	и действительно	1	1
196	случайно и	1	1
197	или просто	1	1
198	на эту	2	1
199	на первый	2	1
200	что нельзя	1	1
201	бы ни	1	1
202	независимо от	1	1
203	что такое	4	1
204	не следует	3	1
205	поэтов и	1	1
206	формы в	3	1
207	имеет свою	1	1
208	в некоторых	2	1
209	которое мы	1	1
210	ней не	1	1
211	композиции и	2	1
212	много в	1	1
213	этого и	1	1
214	только одним	1	1
215	что под	1	1
216	что только	1	1
217	который требовал	1	1
218	бы в	1	1
219	элементы из	1	1
220	художественное произведение	5	1
221	для поэзии	2	1
222	всего что	1	1
223	этом смысле	2	1
224	первый взгляд	1	1
225	превращается в	2	1
226	содержания и	1	1
227	для него	3	1
228	тем в	1	1
229	истории литературы	3	1
230	подходят к	1	1
231	между тем	2	1
232	более чем	2	1
233	и даже	1	1
234	материал как	2	1
235	ничего подобного	1	1
236	за пределы	1	1
237	и материал	1	1
238	слова а	1	1
239	задачи и	1	1
240	к созданию	1	1
241	тогда когда	1	1
242	человека и	1	1
243	поскольку он	1	1
244	конечном счете	4	1
245	мы получаем	2	1
246	то ни	3	1
247	этой же	1	1
248	находятся в	1	1
249	что никакого	1	1
250	в течение	1	1
251	закон и	1	1
252	и свое	1	1
253	ряда и	1	1
254	он называет	1	1
255	с которыми	1	1
256	так то	1	1
257	относится к	1	1
258	со своими	1	1
259	и искусства	1	1
260	не столько	2	1
261	самые слова	1	1
262	формы как	1	1
263	очевидно что	3	1
264	стилистический прием	1	1
265	исследования должно	1	1
266	в конечном	4	1
267	а о	2	1
268	и др	1	1
269	равно как	1	1
270	но даже	2	1
271	ни было	3	1
272	во мне	1	1
273	таком понимании	1	1
274	критики он	1	1
275	и обработки	1	1
276	того как	1	1
277	он вводит	1	1
278	художественного оформления	1	1
279	художественного произведения	2	1
280	на слово	1	1
281	время не	1	1
282	начала и	1	1
283	именно этот	1	1
284	в точном	1	1
285	такую операцию	1	1
286	содержание и	1	1
287	еще одно	1	1
288	но нам	1	1
289	героя не	1	1
290	прием и	2	1
291	является только	1	1
292	толстой в	1	1
293	понимании форма	1	1
294	признать что	1	1
295	гораздо больше	1	1
296	все и	1	1
297	исходить из	1	1
298	только для	1	1
299	оформления материала	1	1
300	роль не	2	1
301	но по	1	1
302	ее к	1	1
303	и вся	1	1
304	вводится в	1	1
305	и у	2	1
306	художественном произведении	2	1
307	так много	1	1
308	элементарным и	1	1
309	него не	1	1
310	формы и	2	1
311	она в	1	1
312	это верно	1	1
313	так или	1	1
314	быть в	1	1
315	что с	1	1
316	это уже	2	1
317	или иначе	1	1
318	наконец он	2	1
319	искусства в	1	1
320	но для	1	1
321	из самых	1	1
322	все в	1	1
323	у стерна	1	1
324	является в	2	1
325	но это	2	1
326	к следующему	1	1
