N	2gram	Vinokur_St_2	Dialekti
512	быть еще	1	1
513	свет в	1	1
514	на том	1	1
515	и сам	2	1
516	что у	4	1
517	в образе	3	1
518	на нее	3	1
519	ведь ни	1	1
520	времени и	4	1
521	есть также	1	1
522	что также	1	1
523	есть произведение	1	1
524	верить в	1	1
525	еще в	2	1
526	в результате	2	1
527	обвинение в	2	1
528	основана на	1	1
529	отдельных образов	1	1
530	даны в	2	1
531	выводу что	1	1
532	говорят что	2	1
533	связанное с	1	1
534	достаточное количество	1	1
535	конечно это	1	1
536	скажу что	1	1
537	этим не	1	1
538	должно было	3	1
539	заключается в	1	1
540	обоих случаях	1	1
541	между тем	5	1
542	и наглядном	1	1
543	судить о	1	1
544	хотят быть	1	1
545	целиком в	1	1
546	от этих	1	1
547	в ту	1	1
548	все время	1	1
549	отчет в	1	1
550	у которого	1	1
551	не так	1	1
552	на почве	2	1
553	наконец и	1	1
554	не прибавляют	1	1
555	мне кажется	3	1
556	и дело	2	1
557	до ее	2	1
558	в какой	2	1
559	не свойственно	1	1
560	это очень	2	1
561	или же	1	1
562	бы ни	2	1
563	в выражении	1	1
564	все они	1	1
565	существенным и	1	1
566	далеко от	2	1
567	лицо с	1	1
568	вот что	3	1
569	да еще	1	1
570	уже в	1	1
571	борьбы с	3	1
572	цвет в	1	1
573	в поэзии	1	1
574	а то	1	1
575	не дает	2	1
576	при помощи	4	1
577	но совершенно	1	1
578	роскоши и	1	1
579	совсем другое	1	1
580	себе в	1	1
581	каком смысле	1	1
582	и также	1	1
583	не для	1	1
584	относится не	1	1
585	приходится также	1	1
586	для них	1	1
587	у него	1	1
588	и вместе	1	1
589	в очень	1	1
590	имеет значение	1	1
591	не были	1	1
592	формы для	1	1
593	или иначе	1	1
594	я был	1	1
595	мысли об	1	1
596	только один	1	1
597	такое же	2	1
598	по большей	1	1
599	и др	2	1
600	связано с	1	1
601	не верит	1	1
602	а на	1	1
603	чувствую что	1	1
604	а за	1	1
605	и самый	2	1
606	его как	2	1
607	одну из	1	1
608	и я	2	1
609	там где	2	1
610	нельзя молиться	1	1
611	и уже	1	1
612	жизнь в	1	1
613	и ему	1	1
614	если не	2	1
615	два года	2	1
616	входить в	1	1
617	вместе с	7	1
618	кто именно	1	1
619	в духе	2	1
620	как реальное	1	1
621	к своему	2	1
622	чтобы можно	1	1
623	вас в	1	1
624	не дают	1	1
625	на тот	2	1
626	из этой	2	1
627	с которым	1	1
628	по существу	2	1
629	для понимания	1	1
630	ли все	1	1
631	я с	1	1
632	на свете	1	1
633	xix в	1	1
634	и тому	1	1
635	каждого данного	1	1
636	нечто совершенно	1	1
637	конечно они	1	1
638	казалось что	1	1
639	между прочим	12	1
640	этом и	1	1
641	но для	1	1
642	кроме того	4	1
643	о мире	2	1
644	является ли	1	1
645	в полном	3	1
646	ли в	1	1
647	уже на	1	1
648	другое дело	3	1
649	поэтому она	1	1
650	бы даже	1	1
651	но также	4	1
652	для нас	1	1
653	они говорят	2	1
654	пушкина и	9	1
655	эти попытки	1	1
656	но именно	1	1
657	впечатление и	1	1
658	к этой	1	1
659	не должен	2	1
660	за него	2	1
661	них и	1	1
662	а также	2	1
663	жизни в	1	1
664	формул в	1	1
665	между ними	1	1
666	от своего	1	1
667	к его	1	1
668	по одному	1	1
669	в последнем	1	1
670	я укажу	1	1
671	сам в	1	1
672	только о	2	1
673	которым они	1	1
674	а я	1	1
675	о себе	1	1
676	и другие	2	1
677	они не	2	1
678	понимать что	1	1
679	который не	1	1
680	в таком	1	1
681	все что	1	1
