N	2gram	Losev_Vesc_1	Morfolog
527	быть не	4	1
528	и самая	1	1
529	что же	8	1
530	с этой	4	1
531	для тех	3	1
532	или оно	1	1
533	сих пор	1	1
534	же самое	1	1
535	у вас	1	1
536	д то	1	1
537	с большой	1	1
538	сравнить с	1	1
539	отвечает на	1	1
540	указать на	1	1
541	но на	2	1
542	она может	4	1
543	к данной	2	1
544	наступает на	3	1
545	всего она	1	1
546	или другой	2	1
547	то не	4	1
548	для нас	2	1
549	могли бы	1	1
550	и все	5	1
551	бы в	5	1
552	и ни	1	1
553	бы на	1	1
554	мы переходим	1	1
555	и сила	1	1
556	не будет	12	1
557	между ними	3	1
558	состоит из	1	1
559	равно как	2	1
560	не что	7	1
561	содержится в	3	1
562	только о	1	1
563	таким же	1	1
564	очень редко	1	1
565	что необходимо	1	1
566	во всяком	3	1
567	самостоятельно и	1	1
