N	2gram	Propp_Russ_2	Problemy
474	связано с	2	1
475	самом же	2	1
476	смысла и	1	1
477	не на	1	1
478	на весь	1	1
479	отсюда возникает	1	1
480	человек но	1	1
481	если эти	1	1
482	нужно иметь	1	1
483	него не	1	1
484	совершенно очевидно	2	1
485	но есть	1	1
486	может иметь	1	1
487	и особенно	1	1
488	и потому	1	1
489	как это	4	1
490	относятся к	1	1
491	вдали от	1	1
492	что за	1	1
493	в тех	1	1
494	и там	3	1
495	в форме	2	1
496	смех при	3	1
497	в каком-нибудь	1	1
498	и другой	3	1
499	довольно много	1	1
500	в это	1	1
501	на другое	1	1
502	этом случае	6	1
503	силу и	2	1
504	наблюдать что	1	1
505	ее но	1	1
506	образа и	1	1
507	место для	1	1
508	в другой	1	1
509	а к	2	1
510	совершенно иной	1	1
511	к этой	1	1
512	его уже	1	1
513	только элементы	1	1
514	же деле	2	1
515	очень хорошо	1	1
516	не я	1	1
517	от первого	1	1
518	в свою	1	1
519	с ней	5	1
520	они как	1	1
521	ему но	1	1
522	но можно	2	1
523	же относится	1	1
524	одновременно и	1	1
525	можно наблюдать	1	1
526	из своей	1	1
527	более полное	1	1
528	а может	1	1
529	в своих	2	1
530	следующее когда	1	1
531	и эта	1	1
532	это в	2	1
533	к этому	5	1
534	как на	1	1
535	в таком	4	1
