N	2gram	Tiupa_Lite_2	Marksizm
257	установки на	1	1
258	в собственной	1	1
259	то он	1	1
260	не перестает	1	1
261	не все	1	1
262	как реплика	1	1
263	быстрее и	1	1
264	и я	1	1
265	как в	1	1
266	данный момент	1	1
267	в художественном	2	1
268	вперед а	1	1
269	и нет	2	1
270	как нам	1	1
271	художественным творчеством	1	1
272	ничего абсолютно	1	1
273	и где	1	1
274	когда он	1	1
275	в круг	1	1
276	и наконец	2	1
277	и ты	3	1
278	себе не	2	1
279	искусство и	1	1
280	и хотя	1	1
281	в этот	1	1
282	что слово	1	1
283	где все	1	1
284	для которого	1	1
285	словом не	1	1
286	как это	2	1
287	у каждого	1	1
288	быть живым	1	1
289	как он	2	1
290	в статье	1	1
291	жизни вообще	1	1
292	но именно	1	1
293	сами эти	1	1
294	о которой	2	1
295	перестает быть	3	1
296	всех этих	1	1
297	и читателя	2	1
298	далека от	1	1
299	слова которое	1	1
300	оно должно	1	1
301	и вот	1	1
302	можно назвать	1	1
303	быть с	1	1
304	всех своих	3	1
305	от общего	1	1
306	человека в	4	1
307	в каждом	2	1
308	этой внутренней	1	1
309	же касается	1	1
310	со всеми	1	1
311	сознания к	1	1
312	воспринимается как	1	1
313	и иных	2	1
314	ему то	1	1
315	он есть	1	1
316	это свидетельствует	1	1
317	всю свою	1	1
318	но уже	2	1
319	в них	2	1
320	нет в	2	1
321	с тем	2	1
322	которой он	1	1
323	т.д и	1	1
324	как ближайшего	1	1
325	аудитории и	1	1
326	сочетании с	1	1
327	с идеей	2	1
328	не столько	3	1
329	себе а	1	1
330	в дневнике	1	1
331	от его	1	1
332	конечном счете	5	1
333	не менее	6	1
334	особого рода	1	1
335	но он	1	1
336	вот уже	1	1
337	что было	2	1
338	тем не	2	1
339	но было	1	1
340	войти в	1	1
341	решительно и	1	1
342	и вся	1	1
343	современного человека	1	1
344	есть деятельность	1	1
345	он как	1	1
346	в русской	4	1
347	мышления и	1	1
348	а ты	1	1
349	и притом	1	1
350	сознания как	1	1
351	на того	1	1
352	для кого	2	1
353	но только	2	1
354	не могло	1	1
355	находится в	1	1
356	и всегда	1	1
357	на себя	2	1
358	такая же	1	1
359	так называемый	1	1
360	этом отношении	3	1
361	за ними	1	1
362	в действительности	1	1
363	по нашему	1	1
364	уже о	2	1
365	места для	1	1
366	искусства и	1	1
367	не могут	1	1
368	классический случай	1	1
369	ли не	4	1
370	приобщения к	1	1
371	числе и	1	1
372	как для	1	1
373	и аудитория	1	1
374	него как	1	1
375	слов но	2	1
376	капля в	1	1
377	говоря уже	2	1
378	здесь не	1	1
379	в себя	3	1
380	так в	5	1
381	слова а	1	1
382	на том	1	1
383	обращаясь к	3	1
384	и когда	1	1
385	и сам	2	1
386	здесь происходит	1	1
387	на нее	1	1
388	еще в	4	1
389	в сочетании	1	1
390	остается только	1	1
391	лице так	1	1
392	с предшествующим	1	1
393	в глубинах	1	1
394	с ним	2	1
395	мысль о	1	1
396	только и	1	1
397	приближается к	1	1
398	значимости в	1	1
399	и что	2	1
400	притом в	1	1
401	можно сказать	1	1
402	этих двух	1	1
403	должно было	1	1
404	жизни для	1	1
405	существования но	1	1
406	русской литературе	2	1
407	переходит в	1	1
408	не чувствует	1	1
409	в конечном	5	1
410	ним и	1	1
411	читателя и	1	1
412	во всей	1	1
413	и только	2	1
414	его так	1	1
415	переживаний и	1	1
416	родной речи	1	1
417	в него	2	1
418	ни к	1	1
419	но с	3	1
420	землю и	1	1
421	этом однако	1	1
422	к орудиям	1	1
423	отражения в	1	1
424	тот же	2	1
425	дело с	1	1
426	мной и	1	1
427	ключом к	1	1
428	в обществе	1	1
429	с какой	1	1
430	так что	4	1
431	есть в	1	1
432	и др	3	1
433	уже не	2	1
434	вопроса о	1	1
435	же в	2	1
436	если в	2	1
437	и других	4	1
438	из них	2	1
439	был бы	2	1
440	одно из	2	1
441	себе в	1	1
442	предшествующим и	1	1
443	могло бы	2	1
444	в одном	2	1
445	в других	1	1
446	лишь для	1	1
447	в исторической	1	1
448	другого в	3	1
449	со стороны	3	1
450	в данный	1	1
451	а именно	3	1
452	а эти	1	1
453	к которому	1	1
454	соответствии с	2	1
455	я был	1	1
456	как же	1	1
457	еще и	1	1
458	мыслится при	1	1
459	себя и	2	1
460	говорит о	1	1
461	равной степени	2	1
462	к более	1	1
463	и последующим	1	1
464	не говоря	2	1
465	в соответствии	1	1
466	литературное произведение	1	1
467	другой стороны	4	1
468	него не	2	1
469	на фоне	5	1
470	нет ничего	1	1
471	него в	1	1
472	нашем понимании	1	1
473	мы говорим	1	1
474	языка где	1	1
475	со словом	1	1
476	он говорит	1	1
477	к жизни	2	1
478	на которое	1	1
479	выход в	1	1
480	что же	1	1
481	когда же	1	1
482	и было	1	1
483	быть не	2	1
484	в это	1	1
485	этом случае	2	1
486	и другим	1	1
487	в целом	2	1
488	но это	3	1
489	силу и	1	1
490	однако не	1	1
491	своего индивидуального	1	1
492	живет и	1	1
493	этого рода	1	1
494	что ж	1	1
495	и гибкого	1	1
496	приближаются к	1	1
497	вождя в	2	1
498	на нем	1	1
499	потому что	2	1
500	существование это	1	1
501	исключительно в	1	1
502	только по	1	1
503	обстоит дело	1	1
504	в равной	3	1
505	мы в	1	1
506	к ее	1	1
507	и сила	1	1
508	жизни в	4	1
509	нам не	1	1
510	границу между	1	1
511	героя и	1	1
512	последнем случае	1	1
513	отрывается от	1	1
514	него нет	1	1
515	сознания на	2	1
516	в последнем	1	1
517	движутся в	1	1
518	это и	1	1
519	из этого	1	1
520	чтобы подтвердить	1	1
521	ее в	1	1
522	также не	1	1
523	каждое слово	1	1
524	том числе	2	1
525	гораздо более	1	1
