N	2gram	Vinokur_St_3	VLabPisa
109	показывают что	1	4
110	что он	19	4
111	в одном	1	4
112	он работал	1	4
113	как раз	3	4
114	в связи	3	4
115	в своей	4	4
116	например в	4	3
117	сил и	1	3
118	пушкин в	10	3
119	в котором	5	3
120	из его	7	3
121	всего лишь	1	3
122	его не	2	3
123	дают возможность	1	3
124	и он	1	3
125	в которых	2	3
126	но как	2	3
127	нет и	2	3
128	что они	2	3
129	с этим	7	3
130	и как	1	3
131	и к	4	3
132	и художественного	1	3
133	при создании	1	3
134	всех этих	3	3
135	и по	2	3
136	данного автора	1	3
137	его в	1	3
138	что не	2	3
139	с тем	4	3
140	мы видели	1	3
141	черновой редакции	2	3
142	во время	3	3
143	точки зрения	7	3
144	работал над	4	3
145	и ее	2	3
146	одном из	1	3
147	этой области	2	3
148	как о	2	3
149	со своим	1	3
150	своего творчества	1	3
151	у нас	4	3
152	значит и	2	3
153	значительной мере	1	3
154	том как	1	3
155	образом в	1	3
156	в виду	2	3
157	в значительной	1	3
158	что и	1	3
159	того что	5	3
160	п в	1	3
161	является не	1	3
162	и их	1	3
163	даже и	1	3
164	из приведенных	1	3
165	в конце	6	3
166	именно в	1	3
167	мы знаем	1	3
168	в творчестве	3	3
169	так же	1	3
170	по существу	1	3
171	писал в	1	3
172	или в	2	3
173	бы в	1	3
174	только что	2	3
175	жизни и	1	3
176	как на	6	3
177	ее в	2	3
178	смысле слова	1	2
179	как известно	1	2
180	ту же	1	2
181	также и	1	2
182	связана с	4	2
183	н ф	1	2
184	он может	2	2
185	начинается его	1	2
186	самого замысла	1	2
187	видеть в	1	2
188	и этот	1	2
189	уже по	1	2
190	а как	4	2
191	мы имеем	5	2
192	в которой	4	2
193	из своих	1	2
194	на эти	3	2
195	говорить о	3	2
196	то это	1	2
197	подчеркнуть что	3	2
198	в ней	4	2
199	еще не	2	2
200	например у	1	2
201	что его	2	2
202	в чем	4	2
203	бы не	1	2
204	но не	2	2
205	если в	2	2
206	в общем	4	2
207	относится к	4	2
208	что нет	1	2
209	этом же	1	2
210	но в	5	2
211	с нею	1	2
212	как он	1	2
213	некоторые авторы	1	2
214	что она	1	2
215	он не	5	2
216	том чтобы	2	2
217	у пушкина	22	2
218	что ни	1	2
219	в каждом	4	2
220	а затем	1	2
221	в другом	3	2
222	говорил что	5	2
223	заключается в	2	2
224	иного вида	1	2
225	в жизни	4	2
226	рассказывает что	1	2
227	он и	2	2
228	между собою	2	2
229	и для	4	2
230	что такое	7	2
231	всяком случае	4	2
232	не столько	2	2
233	и значит	1	2
234	эта не	1	2
235	которые в	2	2
236	по крайней	4	2
237	если бы	4	2
238	по себе	1	2
239	это особенно	2	2
240	не менее	2	2
241	тогда когда	2	2
242	к этим	2	2
243	того чтобы	1	2
244	только не	1	2
245	на язык	3	2
246	свидетельствуют о	1	2
247	отношении что	1	2
248	в области	6	2
249	том отношении	1	2
250	от того	2	2
251	нет ни	1	2
252	отличается от	4	2
253	же самое	1	2
254	в стихотворении	3	2
255	для того	2	2
256	на это	2	2
257	этому сводится	1	2
258	формы и	1	2
259	и может	2	2
260	в образе	1	2
261	из писем	1	2
262	представляют собою	3	2
263	во всяком	4	2
264	на вопрос	3	2
265	лишь в	4	2
266	может не	1	2
267	от них	2	2
268	во всей	1	2
269	крайней мере	4	2
270	вообще и	1	2
271	каждом отдельном	1	2
272	конце концов	3	2
273	о его	1	2
274	важно подчеркнуть	1	2
275	до нас	2	2
276	но то	1	2
277	с одной	2	2
278	одной из	2	2
279	целого ряда	1	2
280	у них	1	2
281	при помощи	2	2
282	работой над	2	2
283	могло бы	1	2
284	над своими	1	2
285	эти вопросы	1	2
286	вовсе не	2	2
287	при всей	2	2
288	не о	1	2
289	в особенности	4	2
290	одной стороны	3	2
291	или иной	2	2
292	до сих	2	2
293	как у	1	2
294	писателя и	3	2
295	еще и	1	2
296	и образов	1	2
297	показывает что	3	2
298	что для	3	2
299	к сожалению	2	2
300	о чем	1	2
301	что мы	3	2
302	воплощение в	1	2
303	тому как	1	2
304	начиная с	2	2
305	эти примеры	1	2
306	из которых	4	2
307	что творчество	1	2
308	в течение	4	2
309	как например	8	2
310	и некоторые	1	2
311	сих пор	2	2
312	того или	1	2
313	между прочим	3	2
314	этом и	1	2
315	но для	1	2
316	можно было	1	2
317	каждой из	1	2
318	в книге	1	2
319	этого рода	3	2
320	на время	1	2
321	ни одного	1	2
322	своих героев	1	2
323	все они	3	2
324	а в	6	2
325	в системе	3	2
326	в стихах	2	2
327	а о	1	2
328	о своем	1	2
329	понимать как	1	2
330	отметить что	5	2
331	в своих	8	2
332	этой точки	1	2
333	они не	1	2
334	которая не	1	2
335	вряд ли	1	1
336	речь идет	2	1
337	прав когда	1	1
338	стихотворение по	1	1
339	с новыми	1	1
340	начинается с	1	1
341	его основной	1	1
342	не признать	1	1
343	самом деле	2	1
344	применении к	1	1
345	она у	1	1
346	все его	1	1
347	почти не	1	1
348	и так	1	1
349	тот или	1	1
350	что эти	4	1
351	должна быть	1	1
352	интересны в	1	1
353	поэзии и	1	1
354	смотреть на	1	1
355	без труда	2	1
356	им самим	1	1
357	как мы	2	1
358	что если	2	1
359	свидетельствует и	1	1
360	вопрос о	1	1
361	нам в	1	1
362	почти все	1	1
363	на себя	1	1
364	приходит к	1	1
365	мы и	1	1
366	похожи на	1	1
367	о роли	1	1
368	сам по	1	1
369	и характере	1	1
370	проявляется в	1	1
371	свою очередь	1	1
372	и то	1	1
373	он был	3	1
374	между собой	1	1
375	быть в	1	1
376	не был	2	1
377	здесь не	1	1
378	это имеет	1	1
379	предисловии к	2	1
380	несколько неожиданно	1	1
381	было указано	1	1
382	только тогда	2	1
383	не все	1	1
384	ответ на	5	1
385	а и	1	1
386	его развития	1	1
387	которые не	1	1
388	в известном	1	1
389	в истории	1	1
390	опирается на	1	1
391	первый этап	1	1
392	пушкин все	1	1
393	что ее	1	1
394	кроме того	3	1
395	целый ряд	1	1
396	говорит что	5	1
397	что по	3	1
398	и наконец	3	1
399	не являются	1	1
400	в каком-то	1	1
401	является выражением	1	1
402	это определение	1	1
403	лишь о	1	1
404	то в	4	1
405	и невозможно	1	1
406	его работе	2	1
407	формы в	2	1
408	уже в	3	1
409	за это	1	1
410	нужно как	1	1
411	не нашли	1	1
412	элементов в	1	1
413	всего необходимо	1	1
414	имеем в	2	1
415	на то	5	1
416	но на	1	1
417	так сказать	2	1
418	характерны для	1	1
419	и если	3	1
420	на его	4	1
421	к искусству	1	1
422	идей и	1	1
423	как оно	1	1
424	как художественное	1	1
425	и еще	1	1
426	прямом смысле	1	1
427	те вопросы	1	1
428	не как	2	1
429	что еще	1	1
430	то как	1	1
431	принципиальную высоту	1	1
432	уже не	3	1
433	его от	1	1
434	на этом	3	1
435	следующих словах	1	1
436	самого автора	1	1
437	явилась у	1	1
438	этому типу	1	1
439	то есть	2	1
440	зрения на	1	1
441	творчества он	1	1
442	на протяжении	4	1
443	на почве	5	1
444	этом смысле	4	1
445	и определение	1	1
446	пушкина в	21	1
447	что один	1	1
448	и исключительной	1	1
449	чаще всего	1	1
450	отражение в	1	1
451	в ином	1	1
452	соответствии с	1	1
453	содержании и	1	1
454	эти годы	2	1
455	в наследство	1	1
456	области не	1	1
457	этого не	1	1
458	с этой	3	1
459	отражается в	1	1
460	несмотря на	3	1
461	здесь можно	1	1
462	не заметить	1	1
463	смысле что	1	1
464	или из	3	1
465	мере не	1	1
466	ином контексте	1	1
467	их на	1	1
468	в этих	11	1
469	вещи в	1	1
470	их он	1	1
471	как некую	1	1
472	взгляд на	2	1
473	он должен	1	1
474	очень разнообразен	1	1
475	если можно	1	1
476	в черновиках	1	1
477	печатном тексте	2	1
478	модель для	1	1
479	и той	1	1
480	но он	3	1
481	творчества и	1	1
482	друг другу	1	1
483	в прямом	2	1
484	и эти	1	1
485	что этот	3	1
486	в устах	4	1
487	бы быть	1	1
488	формы как	1	1
489	связь этого	1	1
490	нет никакого	3	1
491	что есть	1	1
492	вплоть до	1	1
493	о значении	1	1
494	а иногда	1	1
495	как можно	2	1
496	что эта	2	1
497	еще до	1	1
498	с теми	1	1
499	слова вот	1	1
500	дело не	2	1
501	того как	1	1
502	на себе	2	1
503	к изучению	1	1
504	время как	4	1
505	иметь в	1	1
506	не могло	1	1
507	этой схемы	1	1
508	это с	1	1
509	не имеет	2	1
510	все типичные	1	1
511	для творчества	1	1
512	судя по	1	1
513	и каково	1	1
514	казалось бы	1	1
515	отметим еще	1	1
516	поэтической деятельности	1	1
517	к ней	4	1
518	друг друга	1	1
519	года в	2	1
520	моменты в	1	1
521	е не	1	1
522	в каком	4	1
523	становится понятным	1	1
524	уже о	1	1
525	все то	1	1
526	его литературной	1	1
527	анализа и	1	1
528	бы он	1	1
529	перейти к	1	1
530	к поэту	1	1
531	в применении	1	1
532	и это	5	1
533	в театре	1	1
534	можно и	1	1
535	своего развития	1	1
536	стихах и	2	1
537	с ее	2	1
538	пушкина например	2	1
539	говоря уже	1	1
540	его авторской	1	1
541	в в	3	1
542	его пушкин	1	1
543	окончательной редакции	1	1
544	всегда были	1	1
545	то время	4	1
546	очень существенно	1	1
547	так было	1	1
548	вопрос что	1	1
549	в дальнейшем	1	1
550	причем в	1	1
551	мнение что	1	1
552	свидетельство о	2	1
553	в классической	1	1
554	и сам	1	1
555	что у	2	1
556	второй этап	1	1
557	по аналогии	1	1
558	нельзя не	3	1
559	в нескольких	1	1
560	часто в	1	1
561	по тому	2	1
562	но у	1	1
563	мы в	1	1
564	является в	1	1
565	поэтому в	1	1
566	о котором	1	1
567	для этого	2	1
568	по мере	1	1
569	с ним	1	1
570	связанная с	1	1
571	а по	2	1
572	автор не	1	1
573	или только	1	1
574	на него	1	1
575	детальное изучение	1	1
576	и что	3	1
577	для нас	1	1
578	а также	4	1
579	знает что	1	1
580	теорий в	1	1
581	или как	1	1
582	говорят о	1	1
583	или иначе	1	1
584	и во	2	1
585	примеры показывают	1	1
586	в форме	2	1
587	свое воплощение	1	1
588	сомнения в	1	1
589	и тех	1	1
590	всего этого	1	1
591	в свете	1	1
592	в русском	2	1
593	работу над	1	1
594	как правильно	1	1
595	пушкина к	11	1
596	для самого	1	1
597	сюда относится	2	1
598	указывает что	1	1
599	с отдельными	1	1
600	дело так	1	1
601	можно отметить	1	1
602	за разработку	1	1
603	стиль в	1	1
604	в какой	3	1
605	как нечто	1	1
606	таков первый	1	1
607	эти отдельные	1	1
608	который в	1	1
609	самые разнообразные	1	1
610	между этими	1	1
611	в большом	1	1
612	стороны он	1	1
613	в печатном	4	1
614	есть в	2	1
615	конечно не	1	1
616	можно установить	1	1
617	ее а	1	1
618	в следующих	2	1
619	в поэзии	2	1
620	фактов а	1	1
621	в виде	3	1
622	в начале	4	1
623	которых можно	1	1
624	не дает	1	1
625	в данной	1	1
626	и других	2	1
627	это обстоятельство	1	1
628	и из	1	1
629	ни в	5	1
630	в известной	1	1
631	со вторым	1	1
632	к более	1	1
633	из рыцарских	6	1
634	содержания и	1	1
635	в состоянии	1	1
636	отношение к	4	1
637	на четыре	2	1
638	но что	1	1
639	не случайно	1	1
640	последний этап	1	1
641	идет в	1	1
642	отношение в	1	1
643	заметить что	2	1
644	тем что	19	1
645	в рамки	1	1
646	только у	1	1
647	иной мере	1	1
648	связаны с	1	1
649	а именно	1	1
650	и создает	1	1
651	он это	1	1
652	в свою	2	1
653	пушкин придавал	3	1
654	могут иметь	1	1
655	себя и	2	1
656	свой ответ	1	1
657	в живом	1	1
658	связано с	5	1
659	них и	1	1
660	материал в	1	1
661	целым рядом	1	1
662	не означает	1	1
663	однако и	1	1
664	с м	1	1
665	самого начала	2	1
666	что из	2	1
667	если не	1	1
668	очень часто	1	1
669	судьба человека	1	1
670	нет ничего	1	1
671	рыцарских времен	6	1
672	который у	1	1
673	ответить на	1	1
674	произведение с	1	1
675	теперь к	1	1
676	в духе	2	1
677	как в	6	1
678	и самые	1	1
679	особым этапом	1	1
680	статье о	1	1
681	в данном	1	1
682	так или	1	1
683	его исторической	1	1
684	в той	1	1
685	через свое	1	1
686	и общих	1	1
687	стихотворений и	2	1
688	как основные	1	1
689	это его	1	1
690	доходят до	1	1
691	это значит	1	1
692	том смысле	2	1
693	должно быть	1	1
694	у которого	3	1
695	или другого	1	1
696	совершенно очевидно	1	1
697	так пушкин	2	1
698	но это	4	1
699	слова с	1	1
700	мы видим	4	1
701	этих формах	2	1
702	процесса в	1	1
703	и ему	1	1
704	вероятно в	1	1
705	с по	2	1
706	мой взгляд	1	1
707	по принципу	1	1
708	это как	1	1
709	а к	1	1
710	в каждой	2	1
711	внимание на	2	1
712	и все	1	1
713	собственно говоря	1	1
714	той или	1	1
715	и ни	2	1
716	вообще в	1	1
717	находится в	1	1
718	потому что	5	1
719	стихотворения и	1	1
720	находит свое	3	1
721	не говоря	1	1
722	любопытно что	2	1
723	это в	4	1
724	состоит из	1	1
725	видим у	1	1
726	в последнем	2	1
727	или иного	1	1
728	приблизительно в	1	1
729	есть и	1	1
730	которой я	3	1
731	к этой	2	1
732	при оценке	2	1
733	это было	8	1
734	и другие	1	1
735	можно назвать	4	1
736	и идей	1	1
