N	2gram	Berdyaev_V_1	Istorich
315	чтобы заставить	1	1
316	а потом	1	1
317	в мир	1	1
318	с тремя	1	1
319	который он	1	1
320	на пути	1	1
321	неба и	1	1
322	на новый	1	1
323	в государственном	1	1
324	в результате	1	1
325	самым сильным	1	1
326	которая в	1	1
327	жизни и	3	1
328	соединения с	1	1
329	у них	1	1
330	будто бы	1	1
331	о смысле	4	1
332	к ее	1	1
333	ты не	5	1
334	это все	2	1
335	это в	1	1
336	что ты	3	1
337	под этим	2	1
338	в своих	1	1
339	им и	1	1
340	о превращении	1	1
341	и вновь	1	1
342	они не	1	1
343	в желании	1	1
