N	2gram	Propp_Russ_2	Komedia
118	дома и	1	3
119	было бы	3	3
120	по всему	1	3
121	в них	4	3
122	далеко не	4	3
123	как и	11	3
124	чем в	2	3
125	и еще	2	3
126	но если	3	3
127	том как	1	3
128	себе в	1	3
129	тем не	2	3
130	их в	4	3
131	к ним	1	3
132	не имеет	3	3
133	никогда не	2	3
134	примерно в	1	3
135	ничего не	1	3
136	возможно что	1	3
137	в глаза	2	3
138	должно было	3	3
139	в двух	1	3
140	с одной	2	3
141	это обстоятельство	1	3
142	не так	1	3
143	всяком случае	1	3
144	на долю	1	3
145	в других	15	3
146	и даже	1	3
147	даже не	1	3
148	на которые	1	3
149	один из	2	3
150	не может	5	3
151	по своему	1	3
152	одной стороны	2	3
153	в течение	2	3
154	как бы	18	3
155	с этой	2	3
156	из себя	1	3
157	все что	1	3
158	в какой	1	3
159	во всяком	1	3
160	человека и	1	2
161	здесь и	1	2
162	г в	1	2
163	в и	3	2
164	мы не	6	2
165	время как	1	2
166	представление о	5	2
167	не совсем	2	2
168	и на	6	2
169	во всех	3	2
170	отличие от	3	2
171	что они	1	2
172	как в	7	2
173	стороны и	1	2
174	ней в	2	2
175	что касается	1	2
176	в сопровождении	1	2
177	только один	1	2
178	после чего	2	2
179	если он	2	2
180	и если	1	2
181	после этого	2	2
182	о которой	1	2
183	состоит в	15	2
184	возвращение к	1	2
185	от людей	1	2
186	людей и	2	2
187	исходя из	1	2
188	а затем	4	2
189	не с	2	2
190	а как	1	2
191	с другими	3	2
192	это не	5	2
193	придя в	1	2
194	еще одно	1	2
195	не ясно	2	2
196	на основании	1	2
197	в развитии	1	2
198	остается в	1	2
199	в г	2	2
200	этой связи	1	2
201	в котором	3	2
202	в их	2	2
203	сл в	1	2
204	в одном	1	2
205	что эта	1	2
206	она не	3	2
207	что с	2	2
208	дело не	2	2
209	в основе	1	2
210	и после	3	2
211	в руки	2	2
212	одним из	2	2
213	он называет	1	2
214	на улицу	2	2
215	все еще	1	2
216	и это	1	2
217	как мы	3	2
218	и о	3	2
219	в виду	2	2
220	вывод что	2	2
221	здесь не	1	2
222	без всякого	1	2
223	за пределами	2	2
224	то время	2	2
225	в образе	2	2
226	можно было	2	2
227	особый интерес	1	2
228	хотя это	1	2
229	а также	4	2
230	в другом	1	2
231	аналогии с	1	2
232	и во	1	2
233	между тем	3	2
234	все время	1	2
235	за ней	1	2
236	тот же	1	2
237	должен быть	2	2
238	и ее	2	2
239	в качестве	3	2
240	уже в	1	2
241	за ним	3	2
242	был бы	1	2
243	до того	1	2
244	себя от	1	2
245	этом отношении	1	2
246	представляют собой	7	2
247	что для	3	2
248	вином и	1	2
249	не было	2	2
250	а на	9	2
251	пока что	1	2
252	под влиянием	1	2
253	и особенно	1	2
254	из которых	2	2
255	не отличаются	1	2
256	в пределах	1	2
257	ироническое отношение	2	2
258	по существу	4	2
259	этом случае	6	2
260	человека который	2	2
261	только для	1	2
262	видно что	2	2
263	все остальные	1	2
264	при всем	1	2
265	ли в	1	2
266	и все	4	2
267	нет никаких	2	2
268	е в	10	2
269	не будет	1	2
270	на сходство	1	2
271	только как	2	2
272	другой стороны	1	2
273	совершенно не	2	2
274	из этого	2	2
275	к этой	1	2
276	в своих	2	2
277	это в	2	2
278	в таком	4	2
279	не шел	1	1
280	в силе	1	1
281	например в	1	1
282	которую они	1	1
283	и до	1	1
284	наиболее часто	1	1
285	и должен	1	1
286	для праздника	1	1
287	мы имеем	6	1
288	этому же	1	1
289	уверен что	1	1
290	и наш	1	1
291	вопрос о	4	1
292	этом не	1	1
293	это время	2	1
294	не успела	1	1
295	стороны его	1	1
296	сводились к	2	1
297	в большинстве	1	1
298	все эти	3	1
299	не был	2	1
300	тем как	1	1
301	но не	5	1
302	не входит	1	1
303	если в	1	1
304	ответ на	1	1
305	должны были	2	1
306	очевидно что	2	1
307	можно отнести	1	1
308	к сожалению	1	1
309	относится к	1	1
310	в поисках	1	1
311	тем больше	1	1
312	в одной	1	1
313	если она	2	1
314	независимо от	1	1
315	не это	1	1
316	и представляют	1	1
317	перед нами	1	1
318	на земле	5	1
319	как уже	2	1
320	и как	2	1
321	что по	4	1
322	и наконец	1	1
323	себе на	1	1
324	себе дело	1	1
325	к числу	2	1
326	более или	1	1
327	от этого	1	1
328	моментов в	2	1
329	в этот	10	1
330	следует остановиться	1	1
331	вопрос почему	1	1
332	чем больше	1	1
333	из этих	2	1
334	выражение в	1	1
335	право на	2	1
336	тем он	1	1
337	чего они	1	1
338	своим мужьям	1	1
339	е из	1	1
340	в статье	1	1
341	т д	5	1
342	несомненное сходство	1	1
343	чтобы они	2	1
344	в первую	1	1
345	образом из	1	1
346	не являются	1	1
347	не к	2	1
348	вызвать к	1	1
349	том чтобы	2	1
350	оно могло	1	1
351	мало того	1	1
352	на каждую	1	1
353	принадлежат к	2	1
354	на этом	3	1
355	в нее	1	1
356	эта же	1	1
357	именно это	1	1
358	что все	1	1
359	значение в	1	1
360	после обеда	4	1
361	известно что	1	1
362	в огонь	1	1
363	чаще всего	1	1
364	из первых	1	1
365	в это	1	1
366	для них	2	1
367	вполне рациональный	1	1
368	нет в	1	1
369	не всегда	3	1
370	или из	1	1
371	беременность и	1	1
372	в значение	1	1
373	однако можно	1	1
374	а потом	1	1
375	такой же	1	1
376	одно из	2	1
377	себя внимание	1	1
378	при изучении	1	1
379	таким же	1	1
380	как все	1	1
381	дом за	1	1
382	в город	1	1
383	бы к	1	1
384	человеком и	1	1
385	место в	1	1
386	не столько	2	1
387	особенно подробно	1	1
388	были известны	1	1
389	не от	1	1
390	в отличие	3	1
391	которые в	1	1
392	такую же	1	1
393	камень на	1	1
394	но он	3	1
395	над ними	1	1
396	это предположение	1	1
397	женского пола	1	1
398	на того	1	1
399	том же	4	1
400	отправляется в	2	1
401	и под	3	1
402	куда-нибудь в	1	1
403	некоторых случаях	1	1
404	нее можно	1	1
405	как можно	2	1
406	ее не	1	1
407	с которой	1	1
408	виду что	1	1
409	того как	2	1
410	и притом	1	1
411	найти в	1	1
412	вся его	1	1
413	и по	3	1
414	детей и	1	1
415	по своей	1	1
416	во всем	2	1
417	где-нибудь в	2	1
418	же он	1	1
419	которое не	1	1
420	интересующие нас	1	1
421	ним следует	1	1
422	что на	2	1
423	все то	2	1
424	день в	2	1
425	могут быть	2	1
426	чтобы сделать	1	1
427	как только	1	1
428	о таких	1	1
429	они становятся	1	1
430	что при	2	1
431	здесь мы	2	1
432	о них	2	1
433	подобно тому	3	1
434	нас важно	1	1
435	и сами	1	1
436	были у	1	1
437	и от	3	1
438	и совершенно	1	1
439	и когда	1	1
440	что у	1	1
441	не объясняет	3	1
442	с собой	1	1
443	живет в	3	1
444	мог бы	1	1
445	на которую	1	1
446	этим в	1	1
447	когда в	1	1
448	своему происхождению	1	1
449	это только	1	1
450	могла быть	1	1
451	в которые	1	1
452	жизнь и	2	1
453	них есть	1	1
454	отрицать что	1	1
455	для этого	5	1
456	из одного	1	1
457	в настоящее	1	1
458	рождение ребенка	1	1
459	держа в	1	1
460	сводится к	1	1
461	иногда без	1	1
462	то они	1	1
463	игр и	1	1
464	настоящее время	1	1
465	дают нам	2	1
466	после того	2	1
467	может не	1	1
468	там же	12	1
469	нас в	1	1
470	затем в	1	1
471	о близости	1	1
472	был уверен	1	1
473	как нет	1	1
474	первую очередь	1	1
475	большое количество	1	1
476	от них	1	1
477	этому поводу	2	1
478	этот момент	1	1
479	но нет	1	1
480	этом и	2	1
481	ее на	2	1
482	не надо	1	1
483	того в	2	1
484	в середине	1	1
485	в ту	1	1
486	дать в	1	1
487	и несмотря	1	1
488	что здесь	3	1
489	но так	1	1
490	на которой	1	1
491	там и	2	1
492	ли он	1	1
493	только в	1	1
494	в стороне	2	1
495	ссылкой на	1	1
496	по этому	2	1
497	а после	1	1
498	ночи и	1	1
499	в эти	1	1
500	ii на	1	1
501	человека с	1	1
502	из деревни	1	1
503	только на	1	1
504	местом для	1	1
505	как более	1	1
506	совпадают но	1	1
507	и других	3	1
508	заключить что	1	1
509	руки и	3	1
510	ты меня	1	1
511	чтобы она	1	1
512	как его	1	1
513	в некоторых	9	1
514	следует признать	1	1
515	случае с	1	1
516	из своей	1	1
517	некоторые исследователи	1	1
518	но вместе	2	1
519	в н	1	1
520	ней и	1	1
521	а именно	3	1
522	человека а	2	1
523	уходит в	1	1
524	с той	1	1
525	этому времени	1	1
526	из других	1	1
527	а с	2	1
528	показывает что	8	1
529	с презрением	1	1
530	из наиболее	2	1
531	говорит о	2	1
532	живого человека	2	1
533	близко к	1	1
534	превращается в	1	1
535	ей не	1	1
536	был в	1	1
537	на которых	1	1
538	не на	1	1
539	от их	1	1
540	в руках	2	1
541	комедии с	1	1
542	г где	1	1
543	а так	1	1
544	вдали от	1	1
545	на руки	1	1
546	и венки	1	1
547	в изучении	1	1
548	которые как	1	1
549	и вперед	1	1
550	этой же	1	1
551	эти слова	1	1
552	или на	8	1
553	о сходстве	1	1
554	как эти	1	1
555	других случаях	1	1
556	и потому	1	1
557	относятся к	1	1
558	части а	1	1
559	не удается	1	1
560	как за	1	1
561	того кого	1	1
562	к жизни	5	1
563	связывали с	1	1
564	из последних	1	1
565	тому как	3	1
566	в тех	1	1
567	и там	3	1
568	когда же	1	1
569	некоторое время	1	1
570	взад и	1	1
571	быть только	2	1
572	целый год	1	1
573	образом на	1	1
574	девушку в	1	1
575	в состоянии	1	1
576	быть не	1	1
577	что между	1	1
578	на пути	1	1
579	можно сказать	1	1
580	в основном	1	1
581	и таким	1	1
582	отдельно от	1	1
583	он должен	1	1
584	своих предшественников	1	1
585	под названием	2	1
586	всего живого	1	1
587	произойти в	1	1
588	в новой	2	1
589	или в	7	1
590	в другой	1	1
591	а к	2	1
592	шутки в	1	1
593	отличаются от	1	1
594	на первый	3	1
595	для нас	6	1
596	или менее	1	1
597	у них	2	1
598	в этих	3	1
599	за него	1	1
600	что попадется	1	1
601	были сделаны	1	1
602	жизни в	2	1
603	на поле	4	1
604	с ней	5	1
605	сказать что	1	1
606	понимать как	1	1
607	сообщает о	1	1
608	это на	1	1
609	однако нет	1	1
610	всем этом	1	1
611	быть назван	1	1
612	и эта	1	1
613	существу не	1	1
614	же на	1	1
615	как на	1	1
616	ничего общего	1	1
