N	2gram	Ircho_Kome_3	Psycholo
405	если в	1	1
406	зритель не	1	1
407	конечном счете	2	1
408	по отношению	5	1
409	очевидно что	1	1
410	или бессознательной	1	1
411	ведь мы	1	1
412	несмотря на	4	1
413	и речи	4	1
414	событий а	1	1
415	за пределы	2	1
416	то обстоятельство	2	1
417	относится к	1	1
418	которые не	1	1
419	и я	2	1
420	в истории	1	1
421	более чем	5	1
422	себя за	1	1
423	независимо от	1	1
424	общего с	1	1
425	опасность и	1	1
426	стороны и	2	1
427	как к	1	1
428	такого рода	1	1
429	узнает что	1	1
430	ничего более	1	1
431	и хотя	2	1
432	в этот	1	1
433	роль играет	1	1
434	точку зрения	1	1
435	отца но	1	1
436	из жизни	1	1
437	так или	2	1
438	из той	1	1
439	в нашем	1	1
440	на поле	1	1
441	открывает ему	1	1
442	только один	2	1
443	говорят о	1	1
444	и те	1	1
445	к развязке	1	1
446	так с	1	1
447	не могла	3	1
448	эту мысль	1	1
449	на его	2	1
450	образом для	1	1
451	который они	1	1
452	он должен	1	1
453	ставит нас	1	1
454	над ней	3	1
455	и сам	5	1
456	отцов и	1	1
457	чем она	1	1
458	бы ожидать	1	1
459	его от	2	1
460	подобно тому	1	1
461	теперь с	1	1
462	то ни	3	1
463	другой раз	1	1
464	есть все	1	1
465	что произошло	2	1
466	и дальше	1	1
467	в другом	2	1
468	них не	1	1
469	все их	1	1
470	ней совершенно	1	1
471	подходит к	1	1
472	ко второму	1	1
473	лицо в	1	1
474	не имеющего	1	1
475	еще одно	2	1
476	действий и	1	1
477	за ним	2	1
478	со своими	1	1
479	без надежды	1	1
480	можно считать	1	1
481	это нечто	1	1
482	перед собой	1	1
483	вел себя	1	1
484	и еще	3	1
485	на первый	1	1
486	в этих	1	1
487	этой связи	2	1
488	против его	1	1
489	мы конечно	1	1
490	и без	2	1
491	человека который	2	1
492	его современников	1	1
493	не столько	1	1
494	не от	1	1
495	для всякого	1	1
496	между истинным	1	1
497	одном из	1	1
498	образом и	1	1
499	которые в	1	1
500	начнем с	1	1
501	наконец как	1	1
502	его воли	1	1
503	всякий другой	1	1
504	что после	1	1
505	том и	1	1
506	с такими	1	1
507	и вся	1	1
508	своим героям	1	1
509	она стремится	1	1
510	в отношении	4	1
511	как звуки	1	1
512	что с	2	1
513	на глазах	1	1
514	ее отца	1	1
515	того как	1	1
516	к этим	1	1
517	как его	1	1
518	с выводами	1	1
519	он еще	1	1
520	же его	1	1
521	этому что	1	1
522	смысл его	1	1
523	так много	1	1
524	найти в	1	1
525	отца ее	1	1
526	очень плохо	1	1
527	эти доводы	1	1
528	находятся в	1	1
529	всего на	1	1
530	к концу	2	1
531	к ней	8	1
532	своей природе	1	1
533	он хочет	1	1
534	и мысли	3	1
535	вот что	1	1
536	и глаза	1	1
537	в сознании	1	1
538	из того	3	1
539	был ее	1	1
540	что речь	1	1
541	до того	2	1
542	понять почему	1	1
543	что на	1	1
544	и два	1	1
545	и третье	1	1
546	у меня	1	1
547	обстоятельство что	2	1
548	один раз	1	1
549	он называет	2	1
550	сюжетной схеме	1	1
551	уже о	1	1
552	он бы	2	1
553	бы он	3	1
554	к прямо	2	1
555	не представлена	1	1
556	ее брат	1	1
557	на это	3	1
558	если же	2	1
559	принять за	1	1
560	должен быть	2	1
561	этот разговор	1	1
562	и открывает	1	1
563	доказательством его	1	1
564	свою очередь	6	1
565	меня в	1	1
566	она только	1	1
567	как с	1	1
568	с собой	1	1
569	меч и	2	1
570	свое мнение	1	1
571	она была	2	1
572	остается только	1	1
573	ничего подобного	1	1
574	это только	1	1
575	он сам	1	1
576	стремление к	1	1
577	является конечно	2	1
578	нечто совсем	1	1
579	то они	1	1
580	временем в	1	1
581	и ничем	1	1
582	акта в	1	1
583	а также	2	1
584	может не	1	1
585	сознательной или	1	1
586	и во	2	1
587	в конечном	2	1
588	он умер	1	1
589	к нему	5	1
590	большое количество	1	1
591	три раза	1	1
592	не дал	1	1
593	на одном	1	1
594	в другой	1	1
595	сомнения в	1	1
596	от нее	3	1
597	и подчеркивает	1	1
598	дать в	1	1
599	чтобы жизнь	1	1
600	в третий	1	1
601	казалось что	1	1
602	но так	1	1
603	как мало	1	1
604	этой точки	1	1
605	этого материала	1	1
606	одной из	3	1
607	в свой	1	1
608	могло быть	2	1
609	в согласии	1	1
610	знак в	1	1
611	в стороне	1	1
612	между тем	2	1
613	женой все	1	1
614	во времени	1	1
615	пор на	1	1
616	лишь бы	1	1
617	события и	1	1
618	обо всем	1	1
619	о прошлом	1	1
620	и у	1	1
621	только на	1	1
622	больше не	1	1
623	ни было	2	1
624	действующего лица	1	1
625	не из	1	1
626	а то	1	1
627	рассказывает о	1	1
628	в душе	1	1
629	высшей точки	1	1
630	не так	3	1
631	себе в	3	1
632	и их	1	1
633	но нет	1	1
634	она превратилась	1	1
635	моментов в	1	1
636	с этими	1	1
637	ее не	1	1
638	русский язык	1	1
639	и никогда	1	1
640	ее об	1	1
641	следует понимать	1	1
642	он сказать	1	1
643	представляют собой	2	1
644	просьбой к	1	1
645	к его	1	1
646	до начала	2	1
647	ней и	1	1
648	нас перед	1	1
649	и даже	3	1
650	о своей	1	1
651	на русский	1	1
652	или иначе	2	1
653	самое главное	1	1
654	эти две	1	1
655	действующих лиц	1	1
656	и между	1	1
657	мы еще	1	1
658	долга или	1	1
659	себя и	2	1
660	виде и	1	1
661	в некоторых	1	1
662	превращается в	1	1
663	отца в	2	1
664	прямо противоположному	1	1
665	остается еще	1	1
666	на которых	1	1
667	однако и	1	1
668	в ту	1	1
669	с которым	1	1
670	как ни	1	1
671	из противоречия	1	1
672	на многие	1	1
673	разговор с	1	1
674	ребенка и	1	1
675	и ты	2	1
676	на которые	3	1
677	ближе к	2	1
678	действия в	1	1
679	этой же	1	1
680	я говорю	2	1
681	ошибемся если	1	1
682	шесть лет	1	1
683	перемена в	1	1
684	так мы	1	1
685	мы опять	1	1
686	в течение	3	1
687	появляется только	1	1
688	две линии	1	1
689	отношению к	3	1
690	только чтобы	1	1
691	хотя он	1	1
692	винит себя	1	1
693	изображает как	1	1
694	сам не	1	1
695	персонажей и	1	1
696	понимать как	1	1
697	перед ее	1	1
698	только для	2	1
699	о его	2	1
700	и таким	1	1
701	эпизодов с	1	1
702	в чем	1	1
703	им в	1	1
704	в смысле	1	1
705	ход событий	1	1
706	это как	1	1
707	себя с	1	1
708	является ли	2	1
709	ли в	2	1
710	именно это	1	1
711	один вопрос	1	1
712	в связи	4	1
713	формы и	1	1
714	была названа	1	1
715	не объясняет	1	1
716	или в	1	1
717	третий раз	1	1
718	чтобы понять	1	1
719	человек и	1	1
720	но об	1	1
721	из себя	3	1
722	бы в	4	1
723	не должен	1	1
724	второго акта	3	1
725	поскольку он	1	1
726	с ужасом	1	1
727	по самой	1	1
728	все остальные	2	1
729	по традиции	1	1
730	сходятся в	1	1
731	человека не	2	1
732	сделать вывод	1	1
733	что слова	1	1
734	жизни в	1	1
735	нет ничего	2	1
736	а о	2	1
737	в свою	7	1
738	с ней	1	1
739	прямо противоположное	1	1
740	это на	1	1
741	равно как	2	1
742	в глаза	3	1
743	своего отца	1	1
744	самой своей	1	1
745	все различие	1	1
746	можем заключить	1	1
747	всем этом	1	1
748	но еще	1	1
749	указывают на	1	1
750	во сне	1	1
751	ничего общего	1	1
