N	2gram	Voloshinov_1	Istorich
132	связанные с	2	2
133	из него	1	2
134	особенности в	1	2
135	этого мы	1	2
136	и других	1	2
137	из нее	1	2
138	о которых	1	2
139	которой он	1	2
140	несмотря на	2	2
141	фигурирует в	1	2
142	такой же	1	2
143	точки зрения	7	2
144	в своей	4	2
145	ее в	2	2
146	бы мы	1	2
147	по себе	1	2
148	по мере	1	2
149	а на	1	2
150	одна из	1	2
151	или как	1	2
152	данном случае	2	2
153	так в	1	2
154	роль в	2	2
155	здесь он	1	2
156	особенно в	1	2
157	об этом	1	2
158	еще в	2	2
159	если бы	2	2
160	приближается к	1	2
161	или на	1	2
162	образом мы	1	2
163	должно было	1	2
164	в которую	2	2
165	но так	2	2
166	во всем	2	2
167	его и	1	2
168	превращаются в	1	2
169	на одном	1	2
170	вовсе не	2	2
171	мы можем	4	2
172	и вместе	1	2
173	а не	2	2
174	один из	1	2
175	что мы	1	2
176	в течение	2	2
177	как бы	6	2
178	с этой	2	2
179	но для	3	2
180	и для	3	2
181	формы и	1	2
182	сказать что	1	2
183	и при	2	2
184	отношению к	3	2
185	к этому	1	2
186	им и	1	2
187	вряд ли	3	1
188	также и	1	1
189	функции в	1	1
190	себя как	1	1
191	но тем	1	1
192	за которым	1	1
193	и есть	1	1
194	здесь и	1	1
195	не имеют	1	1
196	едва ли	1	1
197	особенно часто	1	1
198	в зависимости	2	1
199	на первом	1	1
200	теперь мы	1	1
201	на место	1	1
202	под ним	1	1
203	не вполне	1	1
204	из того	1	1
205	но даже	1	1
206	видели как	1	1
207	зависимости от	2	1
208	здесь уже	1	1
209	мысль что	1	1
210	то мы	1	1
211	на самом	1	1
212	совсем не	1	1
213	этом говорит	1	1
214	отношение к	1	1
215	отличие от	1	1
216	наблюдается у	1	1
217	что они	2	1
218	думать что	2	1
219	к сожалению	2	1
220	отнюдь не	1	1
221	не пытается	1	1
222	чем же	2	1
223	в одной	1	1
224	как к	1	1
225	что касается	1	1
226	и наконец	5	1
227	и к	2	1
228	но в	4	1
229	и отчасти	2	1
230	что едва	1	1
231	в ригведе	1	1
232	его роль	1	1
233	одном случае	1	1
234	на нем	1	1
235	только на	1	1
236	остановиться на	1	1
237	сюда относятся	1	1
238	и тот	1	1
239	в себе	3	1
240	чем его	1	1
241	если он	1	1
242	и если	1	1
243	что она	1	1
244	при этом	2	1
245	уже видели	1	1
246	и социальной	1	1
247	как совершенно	1	1
248	состоит в	1	1
249	и вот	1	1
250	работ в	1	1
251	подобно тому	1	1
252	наконец его	1	1
253	борьба с	1	1
254	античной греции	1	1
255	борьбы и	1	1
256	и характер	1	1
257	было бы	4	1
258	и находит	1	1
259	этом мы	1	1
260	она и	1	1
261	соответствии с	2	1
262	круга представлений	2	1
263	и уже	3	1
264	и тогда	1	1
265	которую он	1	1
266	одно дело	1	1
267	к тем	1	1
268	художественного творчества	1	1
269	с точки	5	1
270	в их	3	1
271	в своем	1	1
272	приведем пример	1	1
273	в отличие	1	1
274	представляется не	1	1
275	в одном	3	1
276	и более	1	1
277	в конце	1	1
278	на всю	1	1
279	же представляет	1	1
280	на три	1	1
281	что эта	2	1
282	виду что	1	1
283	почти никогда	1	1
284	и другое	1	1
285	самого начала	2	1
286	как о	1	1
287	не имеет	2	1
288	уже из	1	1
289	в науке	1	1
290	материала в	4	1
291	в самых	1	1
292	иметь в	1	1
293	найти в	1	1
294	он пытается	1	1
295	находятся в	1	1
296	же время	1	1
297	в живую	2	1
298	детей и	1	1
299	абстрактно можно	1	1
300	в сознании	4	1
301	в процессе	5	1
302	тесно связана	1	1
303	языка в	1	1
304	его за	1	1
305	должны быть	1	1
306	с проблемой	1	1
307	к тому	2	1
308	как для	1	1
309	него а	1	1
310	здесь всюду	1	1
311	и о	1	1
312	в виду	1	1
313	но вообще	1	1
314	другими словами	1	1
315	с самого	2	1
316	ясно в	1	1
317	и классификации	2	1
318	некоторых других	1	1
319	такое утверждение	1	1
320	здесь нет	1	1
321	мог бы	2	1
322	как же	1	1
323	связанных с	2	1
324	остается только	1	1
325	мы в	1	1
326	для этого	1	1
327	в тех	2	1
328	сводится к	1	1
329	а также	2	1
330	на основе	1	1
331	голосом в	1	1
332	это заставляет	1	1
333	состоит не	1	1
334	этот момент	1	1
335	во всей	2	1
336	вслед за	2	1
337	наконец в	2	1
338	в античной	1	1
339	может иметь	2	1
340	как из	1	1
341	хотя бы	5	1
342	то он	1	1
343	тот же	2	1
344	одной из	1	1
345	еще и	4	1
346	напоминает нам	1	1
347	и ее	2	1
348	эту связь	1	1
349	положение что	1	1
350	и у	1	1
351	вопроса о	4	1
352	еще одно	1	1
353	мы получим	2	1
354	в нашей	1	1
355	или даже	1	1
356	постановка вопроса	1	1
357	на две	2	1
358	одно из	1	1
359	для него	2	1
360	себе в	1	1
361	отражается еще	1	1
362	само по	1	1
363	ее на	1	1
364	само собой	1	1
365	но одно	2	1
366	мы это	1	1
367	имеет и	1	1
368	есть не	2	1
369	тем мы	1	1
370	мира это	1	1
371	не было	1	1
372	не знает	1	1
373	из наиболее	1	1
374	сдвиг в	1	1
375	в руках	2	1
376	на втором	1	1
377	и оно	1	1
378	равно как	1	1
379	нет ничего	2	1
380	нее как	1	1
381	представляет себе	2	1
382	как это	1	1
383	то можно	1	1
384	его эта	1	1
385	быть это	1	1
386	конечно не	1	1
387	животного на	1	1
388	такого рода	1	1
389	тому как	1	1
390	и там	1	1
391	сквозь нее	1	1
392	ее мы	1	1
393	к следующему	1	1
394	быть не	1	1
395	только о	1	1
396	является для	1	1
397	к другим	1	1
398	происшедший в	1	1
399	есть она	1	1
400	которых он	1	1
401	и часто	1	1
402	именно этого	1	1
403	но такой	1	1
404	нам придется	1	1
405	от него	1	1
406	в основе	1	1
407	бы в	2	1
408	только что	1	1
409	ее или	1	1
410	но если	1	1
411	в самом	2	1
412	что такое	1	1
413	в искусстве	3	1
414	в своих	2	1
415	этой точки	1	1
