N	2gram	Tiupa_Disk_2	Stilisti
461	мира как	1	1
462	русской литературе	2	1
463	двух точек	1	1
464	так что	1	1
465	же и	1	1
466	есть в	2	1
467	одном и	1	1
468	в большинстве	2	1
469	но достаточно	1	1
470	определяет и	1	1
471	его с	1	1
472	является не	2	1
473	личностью в	1	1
474	большинстве случаев	1	1
475	по отношению	4	1
476	искать в	1	1
477	ни в	7	1
478	могло бы	1	1
479	вовсе не	1	1
480	граница между	1	1
481	не о	2	1
482	друг друга	1	1
483	никакого отношения	1	1
484	жизни что	1	1
485	отдельного человека	1	1
486	т.п или	1	1
487	к той	1	1
488	превращается в	1	1
489	и строго	1	1
490	и внешним	1	1
491	в особенности	1	1
492	ориентироваться на	1	1
493	в исторической	3	1
494	со стороны	10	1
495	с другой	5	1
496	за пределы	1	1
497	здесь в	3	1
498	эти две	1	1
499	действующих лиц	1	1
500	выражения все	1	1
501	которое так	1	1
502	по большей	2	1
503	нашем языке	1	1
504	к личности	1	1
505	на этот	1	1
506	и своим	1	1
507	его как	1	1
508	влияние и	1	1
509	и принимает	1	1
510	возвращаясь к	1	1
511	из героев	1	1
512	о чем	2	1
513	жизни первобытного	1	1
514	и том	1	1
515	ближе к	1	1
516	писателя то	1	1
517	может иметь	2	1
518	именно поэтому	1	1
519	лица и	1	1
520	автора с	1	1
521	от страха	1	1
522	общения для	1	1
523	в меру	1	1
524	и одновременно	2	1
525	т.е в	1	1
526	сама история	1	1
527	тому как	2	1
528	которые по	1	1
529	для человека	1	1
530	ведь для	1	1
531	только то	1	1
532	именно в	2	1
533	понимания этого	1	1
534	виду что	1	1
535	наше понимание	1	1
536	в социальный	1	1
537	дистанция между	2	1
538	организующим центром	1	1
539	то будет	1	1
540	указать на	2	1
541	к социальному	1	1
542	на одном	1	1
543	в результате	2	1
544	мира и	4	1
545	что в	5	1
546	еще более	1	1
547	ее становления	3	1
548	на языке	2	1
549	от всего	1	1
550	будто бы	1	1
551	а слушатель	1	1
552	по самой	1	1
553	ее в	1	1
554	или не	1	1
555	к лицу	1	1
556	не обладает	1	1
557	может и	2	1
558	а о	1	1
559	слово в	1	1
560	но если	1	1
561	в романе	1	1
562	другой стороны	2	1
563	отношению к	4	1
564	это и	1	1
565	только о	1	1
566	значение не	2	1
