N	2gram	Medvedev_V_1	Psycholo
137	в своих	2	4
138	к этому	9	4
139	художественном произведении	4	3
140	смысле слова	2	3
141	речь идет	1	3
142	например в	3	3
143	это и	6	3
144	что эти	1	3
145	вопрос о	1	3
146	из которых	2	3
147	в которых	3	3
148	именно эти	1	3
149	но не	2	3
150	конечном счете	5	3
151	с этим	3	3
152	стороны и	2	3
153	в художественном	10	3
154	в своем	8	3
155	хотя и	2	3
156	что по	1	3
157	и к	3	3
158	но в	2	3
159	уже в	1	3
160	у каждого	1	3
161	в этой	4	3
162	его и	1	3
163	тому же	1	3
164	думается что	4	3
165	как совершенно	1	3
166	в силу	11	3
167	у пушкина	2	3
168	и по	3	3
169	других видов	2	3
170	в каждом	2	3
171	разница между	1	3
172	с тем	3	3
173	в слове	3	3
174	мы знаем	3	3
175	в своей	4	3
176	представить себе	2	3
177	и той	1	3
178	искусства на	2	3
179	задачи и	1	3
180	что эта	1	3
181	мысли в	1	3
182	только не	2	3
183	что на	1	3
184	все то	1	3
185	не могут	7	3
186	что оно	3	3
187	что при	2	3
188	и это	1	3
189	но только	1	3
190	что все	3	3
191	роль в	4	3
192	так и	5	3
193	что у	2	3
194	каждого из	1	3
195	но к	1	3
196	что самое	1	3
197	он не	2	3
198	в конечном	7	3
199	в частности	11	3
200	дело с	1	3
201	который в	1	3
202	только на	1	3
203	и других	1	3
204	мышления и	1	3
205	это обстоятельство	1	3
206	а потому	1	3
207	в конце	3	3
208	случайное и	1	3
209	от того	2	3
210	до сих	1	3
211	не было	7	3
212	какой мере	1	3
213	совершенно очевидно	1	3
214	из его	3	3
215	исходя из	1	3
216	в состоянии	1	3
217	сих пор	1	3
218	но это	1	3
219	должны быть	2	3
220	каждой из	2	3
221	конце концов	2	3
222	когда говорит	1	3
223	от всех	1	3
224	т е	18	3
225	жизни и	3	3
226	как на	3	3
227	в таком	1	3
228	произведения но	1	2
229	ту же	2	2
230	таком случае	1	2
231	и то	1	2
232	и без	1	2
233	мысли а	1	2
234	поэзии и	1	2
235	как мы	1	2
236	сведена к	1	2
237	на эти	2	2
238	человека и	3	2
239	почти все	1	2
240	творчества с	1	2
241	эстетики и	1	2
242	но даже	3	2
243	быть в	1	2
244	в чем	2	2
245	только то	2	2
246	на основе	5	2
247	но как	3	2
248	а только	1	2
249	отношение к	1	2
250	быть сведена	1	2
251	или иное	1	2
252	что они	3	2
253	сама по	1	2
254	как говорит	5	2
255	когда он	3	2
256	и художественного	3	2
257	более или	6	2
258	бы и	6	2
259	мы получаем	1	2
260	говоря если	1	2
261	есть для	1	2
262	в известном	1	2
263	как он	2	2
264	материал его	1	2
265	в нем	6	2
266	главным образом	7	2
267	представления об	2	2
268	понятий и	1	2
269	поскольку она	1	2
270	и характер	1	2
271	и дальше	2	2
272	него могут	1	2
273	не дает	1	2
274	его в	3	2
275	психологии в	1	2
276	на почве	1	2
277	этом смысле	1	2
278	в них	4	2
279	он же	5	2
280	далеко не	2	2
281	не всегда	1	2
282	или менее	6	2
283	что такое	2	2
284	одном из	3	2
285	которых каждая	1	2
286	их в	6	2
287	том же	6	2
288	даже в	5	2
289	этой области	3	2
290	что есть	1	2
291	можно ли	2	2
292	не менее	2	2
293	к чувственному	1	2
294	с теми	1	2
295	начинает с	1	2
296	в науке	2	2
297	в основе	1	2
298	это мы	3	2
299	казалось бы	1	2
300	показывает как	2	2
301	в русском	1	2
302	видим что	1	2
303	с достаточной	1	2
304	к работе	3	2
305	в сознании	4	2
306	этом отношении	13	2
307	фактов и	1	2
308	ли это	2	2
309	же самое	2	2
310	на это	2	2
311	если же	1	2
312	в применении	1	2
313	на вопрос	2	2
314	и поэтому	1	2
315	приходит к	1	2
316	образы и	5	2
317	связи со	1	2
318	то или	1	2
319	приводит к	5	2
320	творческих процессов	1	2
321	и ту	1	2
322	том случае	1	2
323	это только	4	2
324	силу того	1	2
325	с ним	1	2
326	зрения на	1	2
327	утверждает что	3	2
328	но и	10	2
329	и во	1	2
330	в музыке	1	2
331	теорий в	1	2
332	или как	1	2
333	восприятии и	1	2
334	области искусства	1	2
335	этому поводу	7	2
336	это имеет	1	2
337	отметить что	2	2
338	приводит и	1	2
339	наконец в	1	2
340	в него	1	2
341	как например	2	2
342	видели что	3	2
343	и потому	2	2
344	по этому	9	2
345	вид творчества	1	2
346	в качестве	11	2
347	к идее	1	2
348	вот что	9	2
349	уже не	1	2
350	в поэзии	1	2
351	в жизни	2	2
352	от других	1	2
353	из них	9	2
354	ту или	1	2
355	и их	3	2
356	в одном	4	2
357	к ним	1	2
358	но что	1	2
359	не составляет	1	2
360	как раз	3	2
361	представлений в	1	2
362	и вместе	1	2
363	в каком	1	2
364	себя и	1	2
365	что для	3	2
366	говорит о	7	2
367	и составляет	1	2
368	не означает	1	2
369	не быть	2	2
370	и психологии	1	2
371	у отдельных	1	2
372	о чем	2	2
373	в связи	3	2
374	мы видели	3	2
375	п все	1	2
376	него в	3	2
377	применении к	1	2
378	отличается от	2	2
379	в книге	2	2
380	и может	2	2
381	и от	3	2
382	его не	3	2
383	об искусстве	1	2
384	ее и	1	2
385	от него	1	2
386	бы в	3	2
387	к этой	1	2
388	и как	3	2
389	будто бы	2	2
390	только что	4	2
391	утверждал что	1	2
392	в живописи	1	2
393	всех других	3	2
394	что даже	2	2
395	только о	2	2
396	по поводу	2	2
397	это в	1	2
398	с новыми	1	1
399	говоря о	1	1
400	в движение	1	1
401	связана с	2	1
402	образом от	1	1
403	определить как	2	1
404	все те	1	1
405	и этот	2	1
406	к уничтожению	1	1
407	в несколько	1	1
408	научного и	1	1
409	чувства которые	1	1
410	что если	1	1
411	и свой	1	1
412	содержания в	1	1
413	единство и	1	1
414	является уже	1	1
415	именно к	1	1
416	еще до	1	1
417	но она	1	1
418	в деле	1	1
419	и ее	4	1
420	которое не	1	1
421	то это	2	1
422	и явлений	1	1
423	это время	1	1
424	в ней	2	1
425	свою очередь	1	1
426	на другом	1	1
427	собой в	1	1
428	еще не	2	1
429	и многие	1	1
430	в последних	1	1
431	на художественное	2	1
432	с общими	1	1
433	воображение и	2	1
434	виде не	1	1
435	служит для	1	1
436	с его	3	1
437	во всех	6	1
438	по своему	1	1
439	явлений и	3	1
440	одном и	2	1
441	ответ на	1	1
442	искусстве но	1	1
443	нет и	3	1
444	за пределы	1	1
445	полнее и	1	1
446	относится к	2	1
447	чем же	4	1
448	самое понятие	1	1
449	за эти	2	1
450	в м	1	1
451	из следующих	1	1
452	искусстве и	2	1
453	вот эта	1	1
454	в известной	1	1
455	эмоции и	1	1
456	перед нами	4	1
457	соотношение между	1	1
458	и слова	1	1
459	и наконец	2	1
460	сказал бы	1	1
461	не являются	1	1
462	художественными образами	1	1
463	конечно не	1	1
464	и свою	1	1
465	основная тенденция	1	1
466	или иную	1	1
467	то в	1	1
468	при создании	3	1
469	привести к	1	1
470	а во-вторых	1	1
471	сам толстой	1	1
472	художественному произведению	1	1
473	что автор	1	1
474	образами и	2	1
475	элементов в	1	1
476	творчество и	1	1
477	можно определить	2	1
478	художником и	1	1
479	следующие положения	1	1
480	одно и	1	1
481	на его	1	1
482	что без	2	1
483	труда и	2	1
484	по словам	8	1
485	к искусству	1	1
486	как оно	1	1
487	не следует	8	1
488	в статье	4	1
489	время и	1	1
490	эту задачу	1	1
491	момента в	1	1
492	и еще	1	1
493	и социальной	2	1
494	в понимании	1	1
495	из сферы	1	1
496	сказал что	1	1
497	поставлена во	1	1
498	проблемы не	1	1
499	образ должен	1	1
500	и субъективное	1	1
501	что ни	2	1
502	стихотворение по	1	1
503	сферу его	1	1
504	является не	4	1
505	мысль то	1	1
506	заключает в	1	1
507	человека в	2	1
508	идей и	3	1
509	удивительно что	3	1
510	а вместе	1	1
511	согласуется с	1	1
512	так называемым	1	1
513	а затем	2	1
514	и иметь	1	1
515	об этом	9	1
516	связанных с	1	1
517	говорил что	2	1
518	для своей	1	1
519	к творчеству	1	1
520	а как	2	1
521	по выражению	1	1
522	знает что	1	1
523	это не	7	1
524	свести к	1	1
525	в большей	2	1
526	на этот	1	1
527	война и	2	1
528	самые различные	1	1
529	это положение	1	1
530	в стихах	1	1
531	его частей	1	1
532	ни одной	1	1
533	эти годы	1	1
534	общественной идеологии	1	1
535	этим и	1	1
536	которой он	1	1
537	в плоть	1	1
538	значит не	1	1
539	ею и	1	1
540	представление как	1	1
541	произведение с	1	1
542	мере не	1	1
543	обратимся к	1	1
544	понятия и	1	1
545	еще раз	1	1
546	роль играют	1	1
547	для него	8	1
548	и при	5	1
549	взгляд на	1	1
550	самый механизм	1	1
551	возникают у	1	1
552	и музыке	1	1
553	представлений и	2	1
554	в черновиках	1	1
555	что говорит	3	1
556	знаем что	2	1
557	признать что	1	1
558	не удивительно	4	1
559	такое толкование	1	1
560	основании этих	1	1
561	результате этого	1	1
562	в памяти	1	1
563	мы полагаем	1	1
564	может вызвать	1	1
565	образом и	1	1
566	некоторые черты	1	1
567	в прямом	1	1
568	и наоборот	1	1
569	что этот	1	1
570	не должна	1	1
571	мере и	1	1
572	художник никогда	1	1
573	зрения и	1	1
574	это вопрос	1	1
575	с которой	1	1
576	евгения онегина	1	1
577	идеи и	6	1
578	теми или	1	1
579	живет не	2	1
580	вплоть до	2	1
581	говорит по	1	1
582	в таких	1	1
583	как можно	1	1
584	что сущность	1	1
585	виду что	1	1
586	самого начала	1	1
587	как о	2	1
588	дело не	1	1
589	фрейд и	1	1
590	ними не	1	1
591	уже из	1	1
592	творчества для	1	1
593	к изучению	1	1
594	материала в	1	1
595	и искусство	1	1
596	у различных	1	1
597	особый вид	1	1
598	в самых	2	1
599	пока еще	2	1
600	и изучение	1	1
601	каждым из	1	1
602	та или	1	1
603	однако если	1	1
604	при отсутствии	1	1
605	вот это	2	1
606	того как	1	1
607	имеем дело	1	1
608	у писемского	1	1
609	увидим ниже	1	1
610	сущность его	1	1
611	том можно	1	1
612	п в	3	1
613	дело обстоит	1	1
614	связи с	4	1
615	следует что	1	1
616	эту внутреннюю	1	1
617	так то	1	1
618	своего творчества	3	1
619	точном смысле	2	1
620	к таким	1	1
621	художественную форму	2	1
622	именно это	1	1
623	в духе	1	1
624	определяющую роль	1	1
625	и заключается	2	1
626	под воздействием	1	1
627	лежит в	1	1
628	ли не	2	1
629	числе и	2	1
630	одну и	1	1
631	анализа и	1	1
632	в стихотворении	1	1
633	произведения которое	1	1
634	для его	4	1
635	они и	1	1
636	и отчетливее	1	1
637	наконец что	1	1
638	перейти к	1	1
639	гоголь в	4	1
640	звуковая форма	1	1
641	оно может	1	1
642	можно и	1	1
643	стихи о	1	1
644	как не	1	1
645	значительной мере	3	1
646	перед необходимостью	1	1
647	верно говорит	1	1
648	чем отличается	1	1
649	же и	2	1
650	мысль о	2	1
651	от обычного	1	1
652	в пределах	5	1
653	мнение что	1	1
654	прямом смысле	1	1
655	то как	1	1
656	как каждый	1	1
657	что может	1	1
658	в нескольких	1	1
659	проблем и	1	1
660	что стихотворение	1	1
661	из писем	2	1
662	произведения не	2	1
663	и никем	1	1
664	том как	3	1
665	часто в	1	1
666	по ее	1	1
667	по сравнению	1	1
668	но у	1	1
669	музыкальное исполнение	1	1
670	понятно что	1	1
671	строго говоря	1	1
672	поэтому в	1	1
673	бессознательных процессов	1	1
674	воображения не	2	1
675	эмоцию в	1	1
676	громадное значение	1	1
677	чисто звуковые	1	1
678	искусства само	1	1
679	каждый образ	2	1
680	автор не	1	1
681	сводится к	3	1
682	о нем	1	1
683	произведения как	5	1
684	что мысль	1	1
685	вот почему	4	1
686	скорее к	1	1
687	характер этого	1	1
688	художественные произведения	1	1
689	и та	1	1
690	в глаза	1	1
691	еще дальше	1	1
692	можно сказать	4	1
693	в различных	2	1
694	а также	1	1
695	ли она	1	1
696	может не	2	1
697	как форма	1	1
698	аналогии с	1	1
699	в значительной	3	1
700	и многих	1	1
701	и познания	2	1
702	как у	2	1
703	комбинации образов	1	1
704	познавательного процесса	1	1
705	или иная	1	1
706	свести все	1	1
707	огромную роль	2	1
708	помощи которых	1	1
709	или иными	1	1
710	относя за	1	1
711	во всей	2	1
712	его произведении	1	1
713	вообще и	2	1
714	как художественное	1	1
715	исторического развития	1	1
716	довольно верно	1	1
717	в свете	1	1
718	мы хотим	1	1
719	процесс художественного	2	1
720	и мир	3	1
721	говорит в	3	1
722	указывает что	1	1
723	бросается в	1	1
724	в ту	1	1
725	но с	2	1
726	в точном	2	1
727	обе эти	1	1
728	только у	2	1
729	одной из	1	1
730	сводить к	1	1
731	том или	1	1
732	как нечто	1	1
733	должен быть	4	1
734	же оно	1	1
735	грань между	1	1
736	в стороне	1	1
737	очень много	1	1
738	философии к	1	1
739	образа с	1	1
740	простой и	1	1
741	образа в	2	1
742	и ряд	1	1
743	но то	2	1
744	же при	1	1
745	сам собой	1	1
746	процессов в	1	1
747	без этого	1	1
748	впасть в	1	1
749	лиц с	1	1
750	ее а	1	1
751	искусства образ	1	1
752	значение и	1	1
753	в нашей	4	1
754	оно в	1	1
755	которых можно	1	1
756	если в	2	1
757	этому вопросу	1	1
758	и процессов	2	1
759	этого процесса	1	1
760	в данной	1	1
761	определение поэзии	1	1
762	и значения	1	1
763	который как	1	1
764	воображения и	1	1
765	все основания	1	1
766	и главным	2	1
767	содержания и	1	1
768	сами по	1	1
769	и творчества	1	1
770	произведения и	7	1
771	может служить	1	1
772	относится скорее	1	1
773	процессов и	1	1
774	субъекта мы	1	1
775	заметить что	1	1
776	явлений в	1	1
777	между описанием	1	1
778	или ином	1	1
779	не противоречит	1	1
780	творчества во	3	1
781	в особенности	2	1
782	себе ту	1	1
783	процесса как	3	1
784	со всем	1	1
785	без всякой	1	1
786	образы фантазии	1	1
787	для художника	5	1
788	этих теорий	1	1
789	этой проблемы	3	1
790	так не	1	1
791	и из	1	1
792	имеет свой	1	1
793	простых смертных	1	1
794	связаны с	1	1
795	леонардо да	1	1
796	именно в	2	1
797	как общая	1	1
798	в свою	1	1
799	процессе творчества	1	1
800	действующих лиц	5	1
801	представляет собою	11	1
802	еще и	2	1
803	только через	1	1
804	и др	9	1
805	могут иметь	1	1
806	в воображении	2	1
807	которые вызывает	1	1
808	соответствии с	1	1
809	к более	1	1
810	полагаем что	1	1
811	близко к	1	1
812	процесс в	1	1
813	только припомнить	1	1
814	целым рядом	1	1
815	и самый	1	1
816	художественного познания	1	1
817	зависит от	2	1
818	образом это	1	1
819	да винчи	1	1
820	сцеплением мыслей	1	1
821	и том	2	1
822	что художник	3	1
823	один раз	1	1
824	если это	1	1
825	между собою	2	1
826	было в	2	1
827	в творчестве	3	1
828	эта операция	1	1
829	из форм	1	1
830	чрезвычайно важно	1	1
831	относятся к	1	1
832	мы говорим	1	1
833	образом на	1	1
834	только с	2	1
835	их к	1	1
836	если так	1	1
837	в шкловский	1	1
838	он говорит	5	1
839	сравнению с	1	1
840	в той	1	1
841	лежат в	1	1
842	литературное произведение	1	1
843	на эту	1	1
844	от природы	1	1
845	человеческой психики	1	1
846	другие в	1	1
847	должно быть	2	1
848	их отношение	1	1
849	и основной	1	1
850	л толстой	10	1
851	всем что	1	1
852	произведения или	1	1
853	психики а	1	1
854	слова и	1	1
855	материалов и	1	1
856	нам приходится	1	1
857	и повторение	1	1
858	о его	2	1
859	природу и	1	1
860	о создании	1	1
861	основании всех	1	1
862	но для	2	1
863	между собой	1	1
864	в более	1	1
865	восприятия и	2	1
866	форм и	1	1
867	лев толстой	1	1
868	или в	3	1
869	произведения без	1	1
870	а к	1	1
871	как увидим	1	1
872	и разные	1	1
873	и смысл	1	1
874	с а	1	1
875	стороны в	2	1
876	хотя бы	19	1
877	которой мы	1	1
878	же в	6	1
879	технику своего	1	1
880	но вот	1	1
881	личности и	1	1
882	всего человека	1	1
883	признается что	1	1
884	приходится признать	1	1
885	указано выше	1	1
886	о своем	2	1
887	между ними	3	1
888	необходимое условие	1	1
889	из тех	1	1
890	в системе	2	1
891	в их	5	1
892	произведения так	1	1
893	роль играет	1	1
894	с ними	4	1
895	одновременно и	1	1
896	религии и	1	1
897	бы его	1	1
898	анны карениной	2	1
899	процесса с	1	1
900	показывают как	1	1
901	видим в	1	1
902	в роли	1	1
903	случае если	1	1
904	толстой о	2	1
905	это понятие	1	1
906	тенденции к	1	1
907	том числе	2	1
