N	2gram	Tiupa_Narr_2	NovoeSre
270	не всегда	1	1
271	во взаимной	1	1
272	человеческой жизни	1	1
273	этом я	1	1
274	когда она	1	1
275	новые формы	1	1
276	что мы	1	1
277	и того	3	1
278	одного и	1	1
279	в этих	1	1
280	было ее	1	1
281	может иметь	1	1
282	во время	2	1
283	уже давно	1	1
284	и счастья	1	1
285	и сейчас	1	1
286	она сама	1	1
287	и особенно	1	1
288	истории ее	1	1
289	в такой	1	1
290	к себе	7	1
291	в котором	5	1
292	не столько	5	1
293	у нас	2	1
294	жизни с	2	1
295	в зависимости	1	1
296	в силу	4	1
297	не удалось	1	1
298	но он	2	1
299	быть только	1	1
300	в мир	1	1
301	мы должны	1	1
302	и более	2	1
303	их в	1	1
304	том смысле	1	1
305	в это	1	1
306	в той	5	1
307	будто бы	1	1
308	нет никакого	1	1
309	сих пор	1	1
310	к такой	1	1
311	мира не	2	1
312	человечества и	1	1
313	человека не	1	1
314	мире а	1	1
315	в универсуме	1	1
316	не по	1	1
317	движение времени	1	1
318	времени его	1	1
319	убеждения в	1	1
320	до сих	1	1
321	того и	1	1
322	а к	3	1
323	но также	2	1
324	а во	2	1
325	мыслей и	1	1
326	борьбы со	1	1
327	к ней	3	1
328	своей природе	2	1
329	моря и	1	1
330	и его	3	1
331	а также	6	1
332	или не	1	1
333	для другого	1	1
334	давно уже	2	1
335	вступает в	2	1
336	в области	2	1
337	в каком	1	1
338	в свою	2	1
339	и оно	1	1
340	лишь новое	1	1
341	того же	1	1
342	жизни а	1	1
343	есть только	1	1
344	выразить свое	1	1
345	во все	1	1
346	и вполне	1	1
347	ли он	1	1
348	в которой	1	1
349	жизни мы	2	1
350	во всяком	1	1
351	то они	1	1
352	оно не	2	1
353	который не	1	1
354	как на	2	1
355	и личности	1	1
356	все что	4	1
