1	т е	15	29
186	но не	3	2
187	и из	1	2
188	с другой	9	2
189	тем самым	2	2
190	а то	2	2
191	только у	2	2
192	не все	3	2
193	или в	1	2
194	такой же	5	2
195	и то	5	2
196	во всех	8	2
197	по существу	2	2
198	только с	2	2
199	таких случаях	1	2
200	и только	3	2
201	во время	3	2
202	это только	1	2
203	именно в	6	2
204	на которой	2	2
205	громким голосом	1	2
206	видит в	1	2
207	смысле этого	2	2
208	что у	4	2
209	в таких	1	2
210	той же	5	2
211	что эта	2	2
212	не было	4	2
213	он является	1	2
214	показать что	1	2
215	и когда	1	2
216	и дает	1	2
217	на самом	6	2
218	не знает	2	2
219	он имеет	1	2
220	кроме того	1	2
221	здесь в	1	2
222	также в	2	2
223	то не	2	2
224	и эти	1	2
225	будто бы	3	2
226	в виду	1	2
227	представление о	4	2
228	случаев в	1	2
229	самом деле	11	2
230	в некоторых	1	2
231	д но	4	2
232	здесь нет	1	2
233	не знают	1	2
234	в разных	1	2
235	был бы	1	2
236	тогда и	1	2
237	другом месте	2	2
238	он должен	2	2
239	и более	2	2
240	и для	3	2
241	же мы	1	2
242	при помощи	2	2
243	это явление	2	2
244	из них	8	2
245	слова в	1	2
246	тот кто	1	2
247	мы в	1	2
248	нисколько не	2	2
249	на котором	1	2
250	на вопрос	4	2
251	и говорит	1	2
252	как и	9	2
253	в глаза	1	2
254	одна из	1	2
255	хотя бы	6	2
256	другой стороны	7	2
257	еще до	1	2
258	в которых	5	2
259	оказывается что	1	2
260	ни один	2	2
261	это не	8	2
262	не просто	1	2
263	это дело	2	1
264	от этого	2	1
265	связанные с	3	1
266	а может	1	1
267	быть установлены	1	1
268	могло бы	2	1
269	вплоть до	5	1
270	можно говорить	1	1
271	чтобы я	1	1
272	к своему	1	1
273	почти не	1	1
274	кости и	1	1
275	быть не	1	1
276	в рассмотрение	1	1
277	как их	1	1
278	зависимости от	1	1
279	другом случае	1	1
280	их и	1	1
281	образом мы	1	1
282	входит в	1	1
283	в основу	4	1
284	указания на	1	1
285	что ни	2	1
286	и и	2	1
287	в подобных	1	1
288	каждый из	1	1
289	а во	3	1
290	отметить что	2	1
291	к самым	1	1
292	при его	2	1
293	там же	1	1
294	а как	2	1
295	а только	1	1
296	к этим	1	1
297	его работе	1	1
298	что не	3	1
299	на себя	1	1
300	всякий раз	2	1
301	на глаза	1	1
302	уверен в	1	1
303	бы ему	1	1
304	одних и	1	1
305	материалом который	1	1
306	почему же	1	1
307	а есть	1	1
308	в частности	4	1
309	такое заключение	1	1
310	это делает	1	1
311	в истории	3	1
312	случаях как	1	1
313	уже не	1	1
314	полагает что	1	1
315	ad hoc	1	1
316	в середине	1	1
317	а по	1	1
318	где-то в	1	1
319	здесь дело	2	1
320	чаще чем	1	1
321	с нашей	2	1
322	тот что	1	1
323	что по	1	1
324	уста и	1	1
325	за что	4	1
326	приведенных выше	1	1
327	значение как	1	1
328	к этому	1	1
329	а если	2	1
330	не зная	1	1
331	и потому	2	1
332	как можно	2	1
333	этой стороны	1	1
334	в сторону	2	1
335	достаточно для	2	1
336	и о	1	1
337	за то	3	1
338	но что	1	1
339	не имеют	1	1
340	в свои	1	1
341	еще более	4	1
342	что его	1	1
343	бы быть	1	1
344	в двух	3	1
345	тем не	2	1
346	говорит я	1	1
347	является в	1	1
348	он к	1	1
349	в прошлом	1	1
350	самое важное	1	1
351	до его	1	1
352	не могут	1	1
353	на более	1	1
354	с каким	1	1
355	еще что	1	1
356	и во	2	1
357	чтобы получить	1	1
358	едва ли	1	1
359	в науке	1	1
360	собой точное	1	1
361	если при	1	1
362	за порог	1	1
363	по его	2	1
364	этих случаев	1	1
365	можно назвать	2	1
366	так то	1	1
367	как к	3	1
368	и могут	1	1
369	что на	2	1
370	в обоих	1	1
371	этого слова	2	1
372	обоих случаях	1	1
373	имеет право	1	1
374	ли в	2	1
375	еще несколько	1	1
376	только тот	1	1
377	другое это	1	1
378	с него	1	1
379	себе представить	1	1
380	которое на	1	1
381	вовсе не	19	1
382	это положение	1	1
383	раз когда	1	1
384	даже в	3	1
385	материал для	3	1
386	которые должны	1	1
387	из другой	1	1
388	действительно так	1	1
389	в зависимости	1	1
390	настоящем смысле	1	1
391	и этот	1	1
392	мы пока	1	1
393	с его	1	1
394	характерная черта	1	1
395	для них	1	1
396	в результате	3	1
397	тот же	1	1
398	со стороны	6	1
399	этих двух	3	1
400	в какой	3	1
401	пути очень	1	1
402	том как	4	1
403	что такое	1	1
404	бы что	2	1
405	чем в	3	1
406	как мы	1	1
407	несмотря на	2	1
408	в таком	3	1
409	такое же	1	1
410	это было	1	1
411	люди которые	3	1
412	лежит на	1	1
413	xix века	1	1
414	соответствии с	1	1
415	если он	1	1
416	и после	1	1
417	без всякого	2	1
418	или иначе	2	1
419	правда в	1	1
420	то нужно	1	1
421	в это	1	1
422	образом в	1	1
423	но все-таки	1	1
424	или обучение	1	1
425	у них	1	1
426	бы на	1	1
427	там в	1	1
428	в своей	6	1
429	и ему	1	1
430	себе в	1	1
431	нужно было	2	1
432	из таких	1	1
433	им в	1	1
434	о котором	2	1
435	ни с	3	1
436	но эта	1	1
437	по себе	1	1
438	них и	1	1
439	так часто	1	1
440	но кто	1	1
441	с такими	1	1
442	а иногда	2	1
443	есть очень	1	1
444	из его	1	1
445	и очень	4	1
446	но на	2	1
447	ни одно	1	1
448	никто не	4	1
449	что значит	1	1
450	все в	2	1
451	это время	1	1
452	друг от	1	1
453	но их	1	1
454	сейчас еще	1	1
455	он еще	1	1
456	который в	1	1
457	в той	6	1
458	здесь совершенно	3	1
459	это очень	3	1
460	с которыми	2	1
461	и других	1	1
462	быть даже	1	1
463	в количестве	1	1
464	одним только	1	1
465	говорить о	2	1
466	не хочет	2	1
467	голосом и	1	1
468	но еще	1	1
469	наука и	1	1
470	что самое	1	1
471	так например	7	1
472	впечатление что	1	1
473	зато в	2	1
474	которым он	1	1
475	не знаю	2	1
476	молодой человек	2	1
477	ему и	1	1
478	свою собственную	2	1
479	что их	1	1
480	и к	1	1
481	так чтобы	1	1
482	в наше	1	1
483	этом не	1	1
484	которыми он	2	1
485	д вот	1	1
486	бы сейчас	1	1
487	должен быть	3	1
488	что же	6	1
489	установлены только	1	1
490	этот текст	1	1
491	мы встречаем	1	1
492	именно на	1	1
493	еще на	1	1
494	а на	3	1
495	в них	1	1
496	конечно совершенно	1	1
497	и можно	2	1
498	до конца	1	1
499	в самом	7	1
500	в каком	3	1
501	время в	1	1
502	не менее	5	1
503	на путь	1	1
504	но дело	1	1
505	же значение	1	1
506	если мы	1	1
507	верно только	1	1
508	надо сказать	2	1
509	нуждается в	1	1
510	что было	1	1
511	там где	5	1
512	е с	3	1
513	но помимо	1	1
514	казалось бы	1	1
515	свидетельствует о	2	1
516	мы теперь	1	1
517	случаях когда	1	1
518	быть и	2	1
519	только при	1	1
520	но я	4	1
521	в целом	5	1
522	сделать в	1	1
523	в то	9	1
524	которые мы	1	1
525	не всегда	2	1
526	при таком	2	1
527	по этому	3	1
528	как о	2	1
529	можно сделать	1	1
530	в процессе	1	1
531	нас к	1	1
532	следовало бы	2	1
533	имеет такое	1	1
534	значит что	3	1
535	встречаются чаще	1	1
536	не подлежит	1	1
537	стороны в	2	1
538	виноваты в	1	1
539	в течение	1	1
540	из которого	2	1
541	общая схема	1	1
542	ответ на	3	1
543	из этого	1	1
544	е в	2	1
545	говорит об	2	1
546	и этим	1	1
547	этого рода	1	1
548	на полу	3	1
549	которые в	2	1
550	не были	1	1
551	которая была	2	1
552	такие которые	1	1
553	с этой	3	1
554	у нас	11	1
555	от друга	1	1
556	она была	1	1
557	сам в	2	1
558	место и	1	1
559	как говорит	1	1
560	подобного рода	1	1
561	иначе в	1	1
562	с целью	1	1
563	должна была	4	1
564	за которые	1	1
565	что ей	1	1
566	и за	3	1
567	в настоящем	1	1
568	до самых	1	1
569	еще одну	1	1
570	и спрашивает	1	1
571	конечно все	1	1
572	которое я	2	1
573	на основе	1	1
574	указать на	1	1
575	задний план	3	1
576	доказывает что	1	1
577	далеко не	1	1
578	это и	4	1
579	так или	2	1
580	было а	1	1
581	относиться к	1	1
582	этого вопроса	2	1
583	это может	1	1
584	но как	1	1
585	и страх	1	1
586	к нам	1	1
587	этот вопрос	4	1
588	этому поводу	2	1
589	в одно	1	1
590	и некоторые	1	1
591	о чем	1	1
592	своего рода	3	1
593	отрицательное отношение	1	1
594	при котором	1	1
