N	2gram	Bakhtin_sl_1	Vladivir
200	данном случае	3	2
201	могло быть	1	2
202	но как	1	2
203	в сторону	1	2
204	и речи	2	2
205	в настоящем	1	2
206	которые не	1	2
207	в тонах	3	2
208	с этим	3	2
209	сам же	1	2
210	и наконец	4	2
211	и к	5	2
212	от этого	2	2
213	в которой	4	2
214	в целом	2	2
215	так или	1	2
216	что она	1	2
217	не к	1	2
218	не как	4	2
219	и по	2	2
220	всех своих	2	2
221	одно и	2	2
222	его произведения	1	2
223	же не	1	2
224	в другом	2	2
225	те или	3	2
226	в жизни	1	2
227	в это	1	2
228	но уже	1	2
229	о которых	1	2
230	в этих	2	2
231	в их	4	2
232	признаков но	1	2
233	и более	1	2
234	она не	3	2
235	но что	1	2
236	которые были	1	2
237	но только	1	2
238	в разных	3	2
239	же время	12	2
240	при всем	3	2
241	по своей	1	2
242	связи с	2	2
243	точке зрения	2	2
244	не могут	3	2
245	той или	9	2
246	он никогда	1	2
247	в в	1	2
248	роль в	2	2
249	но у	1	2
250	является в	1	2
251	которая в	1	2
252	тем чем	3	2
253	и вся	1	2
254	его в	3	2
255	или иные	3	2
256	бы в	1	2
257	быть и	4	2
258	но с	1	2
259	одной из	3	2
260	в какой	1	2
261	и так	1	2
262	то и	1	2
263	в начале	1	2
264	из них	3	2
265	друг друга	3	2
266	только с	1	2
267	для того	2	2
268	же деле	1	2
269	со стороны	1	2
270	или иначе	1	2
271	и самая	2	2
272	самом же	1	2
273	которых мы	1	2
274	не на	5	2
275	что мы	1	2
276	категорий а	1	2
277	но оно	3	2
278	нет ничего	1	2
279	к своему	6	2
280	на почве	4	2
281	стороны и	1	2
282	для понимания	2	2
283	с этой	3	2
284	на одной	1	2
285	не является	2	2
286	которых он	1	2
287	этом отношении	1	2
288	все они	7	2
289	характерна для	1	2
290	другой стороны	4	2
291	совершенно не	2	2
292	того же	6	2
293	из этого	3	2
294	с его	4	2
295	же и	2	2
296	к этому	2	2
297	а между	2	1
298	как известно	1	1
299	например в	2	1
300	смысле системы	3	1
301	самостоятельность и	1	1
302	чтобы не	1	1
303	рассматривается как	1	1
304	себя как	1	1
305	сын и	1	1
306	тех же	1	1
307	науки о	1	1
308	систему абстрактных	1	1
309	и есть	1	1
310	в чисто	2	1
311	из самых	1	1
312	из его	1	1
313	которыми он	1	1
314	из всех	1	1
315	для своего	1	1
316	с достоинством	1	1
317	та же	1	1
318	и стиль	2	1
319	но она	1	1
320	и такой	1	1
321	конечно и	2	1
322	как впрочем	1	1
323	из одной	1	1
324	свой контекст	1	1
325	в последних	1	1
326	во всех	17	1
327	пересмотру основных	1	1
328	а следовательно	1	1
329	и главное	1	1
330	определяется его	1	1
331	точка зрения	8	1
332	силы и	1	1
333	свою жизнь	1	1
334	в общем	1	1
335	в новом	1	1
336	ориентироваться в	1	1
337	можно дать	1	1
338	нет и	1	1
339	в свои	1	1
340	что они	2	1
341	один и	1	1
342	как в	8	1
343	первых двух	1	1
344	в противном	1	1
345	и где	1	1
346	сознания в	1	1
347	нового не	2	1
348	что по	1	1
349	он их	2	1
350	один ряд	1	1
351	и свою	1	1
352	автора и	4	1
353	и непосредственная	1	1
354	еще на	1	1
355	точку зрения	3	1
356	себя то	1	1
357	он в	5	1
358	без учета	1	1
359	бы не	1	1
360	которые в	3	1
361	в известном	2	1
362	часто даже	1	1
363	его но	3	1
364	так сказать	5	1
365	даже с	1	1
366	перестает быть	2	1
367	всем своем	1	1
368	зрения в	1	1
369	к одному	1	1
370	он пользуется	3	1
371	нами здесь	1	1
372	не исчерпывают	1	1
373	том и	2	1
374	в плане	6	1
375	различие между	1	1
376	от других	2	1
377	всякое живое	1	1
378	как автор	1	1
379	учением о	1	1
380	конечно в	1	1
381	его не	1	1
382	на все	2	1
383	входя в	4	1
384	лишь в	4	1
385	заключается в	1	1
386	но их	1	1
387	случае является	1	1
388	и правды	1	1
389	в свой	1	1
390	как такие	1	1
391	всю его	2	1
392	в плоскости	1	1
393	же отношении	1	1
394	ведь в	1	1
395	того существует	1	1
396	произведение как	1	1
397	в них	6	1
398	рядом с	4	1
399	смысле с	1	1
400	жизни но	2	1
401	и прямо	3	1
402	в один	1	1
403	смысл и	1	1
404	от своего	1	1
405	и их	1	1
406	как все	1	1
407	и без	1	1
408	мы говорили	1	1
409	место в	1	1
410	оговорок и	2	1
411	в которых	1	1
412	не исчерпывается	2	1
413	бы мы	1	1
414	правда эта	1	1
415	мир и	1	1
416	основной для	1	1
417	но он	2	1
418	друг другу	2	1
419	сделала бы	1	1
420	речи в	4	1
421	без всяких	2	1
422	только те	1	1
423	войти в	2	1
424	ни было	2	1
425	говорит не	1	1
426	с такими	1	1
427	том же	4	1
428	на всю	3	1
429	этой работы	1	1
430	же мы	1	1
431	сам он	1	1
432	конечно ни	1	1
433	в атмосфере	2	1
434	какие бы	1	1
435	он тоже	1	1
436	участвует в	1	1
437	с теми	1	1
438	самого начала	1	1
439	одна из	2	1
440	и вместо	1	1
441	на себе	1	1
442	и непосредственного	1	1
443	в основе	5	1
444	он еще	1	1
445	какой бы	1	1
446	во всякой	1	1
447	для всего	1	1
448	следовательно и	3	1
449	того и	1	1
450	все дело	1	1
451	в процессе	4	1
452	отталкивается от	1	1
453	самой этой	1	1
454	внутреннюю форму	1	1
455	не столь	1	1
456	ему не	2	1
457	к отдельным	1	1
458	очень часто	1	1
459	в специальном	1	1
460	исходить из	1	1
461	в направлении	1	1
462	такая точка	1	1
463	поэтом и	1	1
464	его за	1	1
465	всего в	1	1
466	и другим	2	1
467	для его	1	1
468	системы не	1	1
469	и свое	1	1
470	подход к	1	1
471	время он	1	1
472	и он	1	1
473	самостоятельно и	1	1
474	конечно для	1	1
475	с ее	4	1
476	сторону и	1	1
477	без всякого	1	1
478	в ее	2	1
479	и полемики	1	1
480	только не	1	1
481	нет никакой	1	1
482	современное состояние	1	1
483	в себя	1	1
484	с самого	1	1
485	так в	2	1
486	и сам	3	1
487	говорит на	1	1
488	те же	2	1
489	вещи и	1	1
490	притом в	1	1
491	особенно в	1	1
492	и которые	1	1
493	оно как	2	1
494	наше внимание	1	1
495	могла быть	1	1
496	даны в	1	1
497	спор и	1	1
498	произведения как	3	1
499	в самой	1	1
500	при наличии	1	1
501	язык и	10	1
502	исследования и	1	1
503	одного из	2	1
504	или на	1	1
505	можно сказать	2	1
506	может не	8	1
507	не выходит	3	1
508	на всех	1	1
509	совершенно самостоятельно	1	1
510	не могло	3	1
511	смысле не	1	1
512	категорий но	1	1
513	важны прежде	1	1
514	и во	3	1
515	такие слова	1	1
516	там и	1	1
517	творчества в	1	1
518	а потому	1	1
519	нуждается в	1	1
520	непосредственно в	1	1
521	действительности в	1	1
522	и следовательно	7	1
523	и всякое	2	1
524	может иметь	1	1
525	и она	1	1
526	моментов его	1	1
527	и последовательного	1	1
528	видим что	1	1
529	в литературе	1	1
530	этой силы	1	1
531	один из	4	1
532	мы видим	2	1
533	смысле и	1	1
534	словом и	3	1
535	бы его	2	1
536	никак нельзя	1	1
537	даже вовсе	1	1
538	в эти	1	1
539	же он	1	1
540	он считал	1	1
541	конечно не	3	1
542	системы и	2	1
543	вернуться к	1	1
544	поэтому его	1	1
545	категории и	2	1
546	не дает	1	1
547	в душе	1	1
548	и других	3	1
549	мышления и	1	1
550	эти два	1	1
551	в действительном	1	1
552	него нет	1	1
553	наталкивается на	1	1
554	здесь перед	1	1
555	далек от	1	1
556	есть его	1	1
557	на их	1	1
558	это единство	1	1
559	в последние	2	1
560	и др	14	1
561	выходит за	3	1
562	или иной	9	1
563	др не	1	1
564	до сих	2	1
565	влияние на	1	1
566	она всегда	1	1
567	по своим	6	1
568	понятий как	1	1
569	и прежде	1	1
570	себя и	1	1
571	что для	1	1
572	противном случае	1	1
573	и определяет	1	1
574	бы для	1	1
575	смысла и	3	1
576	был в	1	1
577	на этот	1	1
578	и непосредственно	5	1
579	его по	1	1
580	конечно на	1	1
581	конечно всегда	1	1
582	о чем	1	1
583	к высшему	1	1
584	с которым	2	1
585	мнение о	2	1
586	входить в	1	1
587	в частности	2	1
588	для них	2	1
589	раз на	1	1
590	сделать его	1	1
591	в иных	1	1
592	всякого живого	1	1
593	его на	1	1
594	и глубоко	1	1
595	по своему	2	1
596	в последнем	1	1
597	на эту	1	1
598	довлеет себе	1	1
599	уже об	1	1
600	которым он	1	1
601	в состоянии	1	1
602	мы сказали	4	1
603	этого слова	1	1
604	в контексте	2	1
605	слова и	13	1
606	на пути	1	1
607	этом случае	2	1
608	и нет	1	1
609	известном смысле	2	1
610	сих пор	2	1
611	каждое из	1	1
612	все это	5	1
613	ближе к	1	1
614	вне его	2	1
615	в более	1	1
616	и позволяет	1	1
617	мы найдем	3	1
618	и часто	4	1
619	историческое становление	1	1
620	тем и	2	1
621	потому не	1	1
622	ему только	1	1
623	между ними	2	1
624	наивным и	1	1
625	души в	1	1
626	у них	2	1
627	иное чем	1	1
628	находит свое	1	1
629	интерес к	2	1
630	еще более	5	1
631	отношении не	1	1
632	к раскрытию	2	1
633	полноты и	1	1
634	разной степени	2	1
635	и предметом	2	1
636	есть уже	1	1
637	отношении к	6	1
638	от всякого	2	1
639	в свою	3	1
640	с ней	2	1
641	отношением к	1	1
642	только как	1	1
643	в системе	1	1
644	состоит из	1	1
645	они были	2	1
646	него то	1	1
647	этот уже	1	1
648	будучи в	1	1
649	в действительности	1	1
650	включает в	1	1
651	жизни и	1	1
652	но эти	3	1
653	всем различии	3	1
654	и другие	1	1
655	иные моменты	4	1
656	по причине	1	1
657	который не	1	1
658	эти категории	2	1
659	все что	1	1
660	этой точки	1	1
661	они не	1	1
