N	2gram	Tiupa_Hudo_1	Komedia
447	смысл на	1	1
448	тот или	2	1
449	человека с	3	1
450	человеком который	1	1
451	расположение в	1	1
452	действующего лица	1	1
453	свидетельствует о	1	1
454	не все	2	1
455	основе его	1	1
456	речь в	1	1
457	системе образов	1	1
458	к каким	1	1
459	для него	4	1
460	в известной	1	1
461	воспоминании о	1	1
462	как раз	3	1
463	той самой	1	1
464	им по	1	1
465	соединении с	2	1
466	и даже	1	1
467	или иной	7	1
468	под определенным	1	1
469	в общественном	1	1
470	на ее	1	1
471	если говорить	1	1
472	не обязательно	2	1
473	на чем	1	1
474	из других	1	1
475	а с	2	1
476	на которые	1	1
477	что не	1	1
478	говорит о	1	1
479	к более	2	1
480	противоречие между	1	1
481	у нас	1	1
482	служить также	1	1
483	не на	3	1
484	не означает	1	1
485	а не	9	1
486	однако и	1	1
487	другой стороны	5	1
488	одну из	1	1
489	речи и	3	1
490	жизнь в	1	1
491	первых же	1	1
492	свою очередь	2	1
493	во множестве	1	1
494	текста в	3	1
495	персонажи не	1	1
496	некий общий	1	1
497	к своему	1	1
498	он говорит	1	1
499	такого рода	10	1
500	ведет к	1	1
501	именно в	2	1
502	быть не	1	1
503	друг перед	1	1
504	является как	1	1
505	характерные для	1	1
506	за ним	1	1
507	о мире	1	1
508	в более	1	1
509	в одно	2	1
510	может служить	2	1
511	случае если	1	1
512	отношений и	1	1
513	в результате	1	1
514	не с	2	1
515	тем более	1	1
516	и как	3	1
517	в искусстве	7	1
518	но всегда	1	1
519	в системе	2	1
520	на фоне	1	1
521	привычных для	1	1
522	нам не	1	1
523	сообщения о	1	1
524	между ними	4	1
525	героя и	5	1
526	из тех	2	1
527	не знает	3	1
528	сказать что	4	1
529	была бы	3	1
530	в свою	3	1
531	о себе	2	1
532	или иного	3	1
533	это была	1	1
534	точно так	1	1
535	котором по	1	1
536	того или	3	1
537	так же	2	1
538	все что	1	1
539	событий в	1	1
540	как следствие	1	1
