N	2gram	Nazirov_Vr_1	FransuaR
110	который был	3	2
111	и он	2	2
112	это время	1	2
113	литературе и	1	2
114	он был	3	2
115	на них	1	2
116	в чем	3	2
117	но не	1	2
118	полно и	1	2
119	и наконец	1	2
120	во многих	1	2
121	он не	3	2
122	конечно в	1	2
123	это было	1	2
124	в этих	1	2
125	эта была	1	2
126	их в	2	2
127	это сама	1	2
128	раз и	1	2
129	в эпизоде	1	2
130	в процессе	1	2
131	нем в	1	2
132	во всем	1	2
133	же он	1	2
134	начиная с	2	2
135	к себе	2	2
136	могут быть	1	2
137	и это	2	2
138	восходящая к	1	2
139	но при	1	2
140	роль в	1	2
141	во многом	4	2
142	во второй	1	2
143	но у	1	2
144	о том	4	2
145	второй половине	1	2
146	в свете	1	2
147	но с	1	2
148	и образы	2	2
149	ни с	1	2
150	от того	1	2
151	в особенности	1	2
152	на этот	1	2
153	до конца	1	2
154	и самый	1	2
155	более того	1	2
156	с конца	1	2
157	несмотря на	4	2
158	людьми и	1	2
159	его на	2	2
160	каковы же	1	2
161	наряду с	3	2
162	да и	1	2
163	в это	2	2
164	того что	1	2
165	еще раз	1	2
166	в основном	1	2
167	в целом	1	2
168	между прочим	1	2
169	и от	1	2
170	это можно	1	2
171	хотя и	1	2
172	же в	2	2
173	в романе	6	2
174	в свое	1	2
175	в таком	1	2
176	а между	1	1
177	от этой	1	1
178	этот характер	1	1
179	к людям	1	1
180	речь идет	3	1
181	на творчество	1	1
182	человека и	1	1
183	с исторической	1	1
184	не имел	1	1
185	это и	1	1
186	что слово	1	1
187	несколько позже	1	1
188	то же	5	1
189	их и	1	1
190	на пороге	1	1
191	в письмах	2	1
192	по объему	1	1
193	и раньше	1	1
194	именно к	1	1
195	совпадает с	1	1
196	говорить о	1	1
197	труд и	1	1
198	первый план	1	1
199	удалении от	1	1
200	и всего	1	1
201	совершенно прав	1	1
202	от них	1	1
203	есть по	1	1
204	человека с	2	1
205	они эти	1	1
206	с этим	1	1
207	как к	1	1
208	как нам	1	1
209	и как	3	1
210	в этот	3	1
211	роль играет	1	1
212	поэтому он	1	1
213	по преимуществу	1	1
214	в известном	2	1
215	раз в	3	1
216	тому же	1	1
217	как он	1	1
218	на то	3	1
219	не могла	1	1
220	он всегда	1	1
221	развиваться в	1	1
222	в свет	1	1
223	о которой	2	1
224	дать лишь	1	1
225	же это	1	1
226	и сам	1	1
227	нашего времени	2	1
228	не могли	1	1
229	из него	1	1
230	людей и	1	1
231	это конечно	1	1
232	об этом	5	1
233	самим собой	1	1
234	в будущее	1	1
235	было бы	1	1
236	эпохи он	1	1
237	самым он	1	1
238	буржуазной европы	1	1
239	его отношения	1	1
240	и уже	3	1
241	в развитии	1	1
242	на первый	2	1
243	которую он	1	1
244	место в	2	1
245	можно найти	1	1
246	человеком и	1	1
247	жизнь и	1	1
248	представление о	1	1
249	своего рода	1	1
250	он тоже	2	1
251	одном из	1	1
252	но он	3	1
253	без всяких	1	1
254	есть еще	1	1
255	возвращается к	1	1
256	на три	1	1
257	не менее	2	1
258	вплоть до	1	1
259	но они	1	1
260	тем самым	1	1
261	в то	5	1
262	даже во	1	1
263	не могло	1	1
264	следовательно и	1	1
265	без преувеличения	1	1
266	своего прежнего	1	1
267	же время	5	1
268	другой стороны	1	1
269	до того	1	1
270	никуда не	1	1
271	ему не	1	1
272	отражает и	1	1
273	конечно гораздо	1	1
274	великих писателей	2	1
275	вошли в	1	1
276	глаза в	1	1
277	человека в	3	1
278	на это	2	1
279	время он	2	1
280	у себя	1	1
281	и образ	1	1
282	что раскрывается	1	1
283	идет не	1	1
284	так в	2	1
285	было в	1	1
286	все свои	1	1
287	еще в	1	1
288	именно этот	1	1
289	печального образа	1	1
290	они как	1	1
291	вышел в	1	1
292	единства и	1	1
293	приближается к	1	1
294	на страницах	1	1
295	его жизни	1	1
296	по нашему	3	1
297	затем в	1	1
298	в знаменитых	1	1
299	нас в	1	1
300	особенно резко	1	1
301	всех в	1	1
302	рыцарь печального	1	1
303	бы в	1	1
304	именно в	1	1
305	известном смысле	1	1
306	один из	1	1
307	ли он	1	1
308	проникнуть в	1	1
309	назад в	1	1
310	всяком случае	1	1
311	и ее	2	1
312	не было	5	1
313	для всех	1	1
314	больших и	1	1
315	с нею	2	1
316	уже в	4	1
317	целого ряда	1	1
318	его и	2	1
319	между обоими	1	1
320	в комедии	1	1
321	в конце	3	1
322	к ним	2	1
323	у него	5	1
324	только по	1	1
325	резко отличают	1	1
326	тем что	3	1
327	и речи	1	1
328	к которому	1	1
329	с героями	1	1
330	говорит о	1	1
331	выше и	1	1
332	что им	1	1
333	и стал	2	1
334	был в	1	1
335	а за	1	1
336	сколько в	1	1
337	о чем	2	1
338	одна из	2	1
339	под влиянием	1	1
340	уже давно	1	1
341	роман в	1	1
342	людей было	1	1
343	этот мотив	1	1
344	из которых	1	1
345	он смотрел	1	1
346	этого типа	1	1
347	и довольно	1	1
348	что как	1	1
349	ли не	1	1
350	нашему мнению	1	1
351	еще к	1	1
352	с последним	1	1
353	отличается от	1	1
354	в начале	6	1
355	от нас	1	1
356	мире а	1	1
357	вне его	1	1
358	в мировой	1	1
359	уже на	1	1
360	в связи	3	1
361	этот процесс	1	1
362	к смерти	1	1
363	как эта	1	1
364	максимальном удалении	1	1
365	в эту	2	1
366	но зато	1	1
367	отношении к	1	1
368	а о	1	1
369	обычно не	1	1
370	к этому	3	1
371	как на	1	1
372	во всяком	1	1
373	все что	1	1
374	такой же	1	1
375	они не	1	1
