N	2gram	Vinokur_Ku_2	VerxiiNi
422	случае в	1	1
423	чтобы учить	1	1
424	дело не	2	1
425	простой человек	1	1
426	того как	2	1
427	на себе	4	1
428	из предыдущего	2	1
429	взглянуть на	2	1
430	иметь в	2	1
431	следовательно и	2	1
432	казалось бы	3	1
433	ничего не	4	1
434	под этим	2	1
435	невозможно но	1	1
436	вследствие того	1	1
437	они являются	1	1
438	ставит себе	2	1
439	языка это	1	1
440	за время	3	1
441	другой стороны	7	1
442	говорить лишь	1	1
443	это слово	4	1
444	не нужен	1	1
445	каким оно	1	1
446	только с	1	1
447	но даже	2	1
448	в каком	4	1
449	русских с	1	1
450	у нас	12	1
451	и далее	2	1
452	людям не	1	1
453	лишь частью	1	1
454	когда мы	1	1
455	могут быть	4	1
456	лежит в	1	1
457	не знаем	1	1
458	как только	1	1
459	должны быть	2	1
460	по возможности	1	1
461	всего что	2	1
462	сказать нельзя	1	1
463	мысли о	1	1
464	не есть	1	1
465	слова с	1	1
466	пор как	1	1
467	на это	3	1
468	всегда в	1	1
469	все чаще	1	1
470	особенности этого	1	1
471	выбирать между	1	1
472	борьбу против	1	1
473	с ее	1	1
474	как не	3	1
475	свою очередь	2	1
476	однако несмотря	1	1
477	здесь не	3	1
478	всего этого	1	1
479	без всякого	1	1
480	некоторые другие	1	1
481	в ее	1	1
482	данном случае	2	1
483	совершенно ясно	1	1
484	в понятие	1	1
485	приблизительно то	1	1
486	только то	1	1
487	в себя	1	1
488	нельзя в	1	1
489	оно превращается	1	1
490	на поверхность	1	1
491	это для	1	1
492	идет речь	1	1
493	роль в	2	1
494	традиции не	1	1
495	именно само	1	1
496	есть какие-то	1	1
497	нужно было	1	1
498	это мы	1	1
499	что от	1	1
500	собой и	1	1
501	против этого	1	1
502	то они	1	1
503	настоящее время	1	1
504	одного из	2	1
505	иное значение	1	1
506	не стоит	1	1
507	после того	2	1
508	бьет по	1	1
509	куда лучше	1	1
510	указаний на	1	1
511	бы часть	1	1
512	том или	1	1
513	тем или	1	1
514	этих слов	1	1
515	видели выше	1	1
516	а потому	1	1
517	не надо	3	1
518	язык в	2	1
519	от этих	1	1
520	и следовательно	2	1
521	формой и	1	1
522	что этому	1	1
523	ином виде	1	1
524	что здесь	1	1
525	известно что	1	1
526	и прежде	1	1
527	обе эти	1	1
528	с ними	2	1
529	этот вопрос	6	1
530	дело с	1	1
531	что даже	1	1
532	и соразмерность	1	1
533	усвоение и	1	1
534	еще и	2	1
535	и раньше	1	1
536	или его	1	1
537	их не	2	1
538	в уста	1	1
539	и его	3	1
540	по всей	1	1
541	рассматриваться как	1	1
542	значение которое	1	1
543	указания на	2	1
544	есть проблема	1	1
545	борьбы с	1	1
546	языка как	2	1
547	только тогда	1	1
548	бьет в	1	1
549	мы знаем	4	1
550	нашем смысле	2	1
551	не так	1	1
552	и их	1	1
553	представить себе	2	1
554	могло бы	1	1
555	иначе как	1	1
556	сами по	1	1
557	не для	1	1
558	момента как	1	1
559	у него	3	1
560	и никогда	1	1
561	заметить что	1	1
562	как раз	3	1
563	тем что	3	1
564	или ином	1	1
565	так легко	1	1
566	смысла и	2	1
567	в очень	1	1
568	постепенный переход	1	1
569	возможно что	1	1
570	а именно	2	1
571	или о	2	1
572	социальной жизни	1	1
573	в соответствии	3	1
574	и пр	8	1
575	жизнь в	1	1
576	только от	1	1
577	различие между	3	1
578	и том	1	1
579	могут рассматриваться	2	1
580	так называемых	2	1
581	с помощью	7	1
582	позволяет нам	1	1
583	нам нужно	1	1
584	нет никаких	1	1
585	все более	1	1
586	эти слова	1	1
587	ни на	2	1
588	главное отличие	1	1
589	в европе	1	1
590	с этим	3	1
591	в данном	4	1
592	лицом к	1	1
593	в той	2	1
594	смысле этого	2	1
595	да и	6	1
596	над миром	1	1
597	отношения к	2	1
598	думать о	1	1
599	там где	5	1
600	два раза	1	1
601	ли не	2	1
602	этого слова	5	1
603	основана на	1	1
604	и некоторые	1	1
605	такой же	1	1
606	но это	3	1
607	к двум	1	1
608	ничего кроме	1	1
609	помнить что	1	1
610	но для	3	1
611	понятия и	1	1
612	кроме того	1	1
613	протеста против	2	1
614	в наше	2	1
615	это отличие	1	1
616	живет и	3	1
617	решиться взглянуть	1	1
618	совершается в	1	1
619	это как	1	1
620	в настоящее	1	1
621	язык к	1	1
622	или иным	1	1
623	не представляет	1	1
624	то не	2	1
625	находит свое	1	1
626	бы в	1	1
627	тем более	1	1
628	ни к	15	1
629	но зато	2	1
630	все они	2	1
631	на более	1	1
632	указывает на	1	1
633	же в	3	1
634	в связь	1	1
635	есть продукт	2	1
636	давно уже	1	1
637	имеет никакого	1	1
638	может и	1	1
639	лишь по	1	1
640	наконец что	1	1
641	только как	2	1
642	совершенно не	3	1
643	в свое	2	1
644	они всегда	1	1
645	от слова	3	1
646	же приходится	1	1
647	к этой	3	1
648	в своих	2	1
649	с первого	2	1
650	значения каким	1	1
651	они не	1	1
