N	2gram	Losev_Dial_2	Literetu
570	как жизнь	1	1
571	из трех	1	1
572	в москве	1	1
573	уходила в	1	1
574	общего с	1	1
575	ибо в	1	1
576	и самой	1	1
577	нет ни	3	1
578	над ним	1	1
579	конечно не	6	1
580	пространство в	1	1
581	в той	3	1
582	есть только	4	1
583	как средство	1	1
584	сам не	2	1
585	это значит	8	1
586	расхождение с	1	1
587	один день	2	1
588	что здесь	2	1
589	в живописи	1	1
590	все это	4	1
591	есть выражение	3	1
592	реальность а	1	1
593	и где	3	1
594	протеста против	1	1
595	это уж	1	1
596	год и	1	1
597	это уже	2	1
598	и более	3	1
599	мыслимой как	1	1
600	личного бытия	1	1
601	я всегда	1	1
602	о котором	3	1
603	человек и	1	1
604	в другое	2	1
605	себя самого	1	1
606	или менее	2	1
607	и все	12	1
608	лишь как	1	1
609	в этих	3	1
610	не будучи	2	1
611	не должен	1	1
612	я даже	1	1
613	хотя бы	4	1
614	и земли	1	1
615	тут мы	2	1
616	все остальные	1	1
617	но вот	2	1
618	не есть	47	1
619	нисколько не	4	1
620	себе и	3	1
621	в общем	2	1
622	может и	2	1
623	нет ничего	1	1
624	которая на	1	1
625	всегда так	1	1
626	из тех	1	1
627	сказать что	10	1
628	к его	1	1
629	не что	3	1
630	из этого	1	1
631	и жизнь	2	1
632	есть и	6	1
633	вечности в	4	1
634	вещи есть	1	1
635	самое существо	1	1
636	в таком	4	1
637	что за	1	1
638	и идеи	2	1
639	небо и	1	1
640	невозможна без	1	1
641	по причине	1	1
642	который не	1	1
643	равно и	1	1
644	они не	3	1
