N	2gram	Vinokur_Vv_1	Istorich
563	прямо не	1	1
564	также часто	1	1
565	или не	1	1
566	в жизни	1	1
567	в виде	4	1
568	в начале	3	1
569	на определенной	1	1
570	не дает	1	1
571	за ним	1	1
572	ту или	1	1
573	очевидно что	1	1
574	котором можно	1	1
575	не сам	1	1
576	но что	3	1
577	задачах и	1	1
578	от того	3	1
579	мало для	1	1
580	даже и	3	1
581	для того	21	1
582	рядом с	2	1
583	из двух	2	1
584	и из	1	1
585	и тех	1	1
586	здесь в	1	1
587	для этого	3	1
588	в ряде	2	1
589	на которые	1	1
590	греки по-видимому	1	1
591	только по	3	1
592	быть названо	4	1
593	от этого	5	1
594	в картине	1	1
595	человек в	1	1
596	как видно	1	1
597	собой одно	1	1
598	а так	2	1
599	при более	1	1
600	о чем	4	1
601	сослаться на	1	1
602	именно так	1	1
603	впервые в	1	1
604	для этой	1	1
605	во франции	1	1
606	все более	3	1
607	в примечаниях	1	1
608	народов на	1	1
609	в самой	1	1
610	или по	1	1
611	все свое	1	1
612	очень древние	1	1
613	просто как	1	1
614	из которых	2	1
615	направление в	2	1
616	по своему	5	1
617	что же	3	1
618	о человеке	1	1
619	действительно ли	1	1
620	действительно не	1	1
621	здесь идет	1	1
622	примеров совершенно	1	1
623	этом случае	6	1
624	и история	3	1
625	т п	5	1
626	в достаточной	1	1
627	и собственно	1	1
628	д и	1	1
629	только одна	1	1
630	условий в	1	1
631	точный ответ	1	1
632	принять участие	1	1
633	и часто	1	1
634	их исторического	1	1
635	разнородного материала	1	1
636	это дает	1	1
637	как эта	1	1
638	в эту	1	1
639	по одной	1	1
640	было на	1	1
641	исторической действительности	1	1
642	еще более	1	1
643	основывается и	1	1
644	но зато	2	1
645	хотя бы	5	1
646	только что	4	1
647	них и	2	1
648	же в	1	1
649	в обстановке	1	1
650	бы с	1	1
651	нам не	1	1
652	может и	1	1
653	некоторое единство	1	1
654	сведения о	1	1
655	это делает	2	1
656	только как	6	1
657	относящиеся к	3	1
658	в точности	1	1
659	конфликт между	3	1
660	будет в	2	1
661	отношению к	4	1
662	начале этой	1	1
663	в свое	2	1
664	основываясь на	1	1
665	другого рода	2	1
666	все что	1	1
667	также не	1	1
668	в частности	3	1
669	это в	2	1
670	можно назвать	1	1
671	как на	11	1
