N	2gram	Bakhtin_sl_2	SlovoVZh
156	выражение в	1	2
157	уже в	2	2
158	и те	1	2
159	он не	2	2
160	в корне	1	2
161	в зависимости	4	2
162	к ним	1	2
163	мы можем	1	2
164	из него	2	2
165	и оценки	1	2
166	одно и	1	2
167	но все	5	2
168	в особенности	3	2
169	конечно в	2	2
170	на все	1	2
171	влияние на	2	2
172	с другими	4	2
173	это не	5	2
174	может стать	2	2
175	до известной	1	2
176	кругозора и	1	2
177	оно не	8	2
178	высказывание как	1	2
179	себя и	4	2
180	более того	2	2
181	одной стороны	5	2
182	можем сказать	1	2
183	зависит от	1	2
184	до конца	17	2
185	самое слово	1	2
186	другой стороны	1	2
187	его как	2	2
188	там где	6	2
189	может опираться	1	2
190	оценки и	1	2
191	автора и	2	2
192	и слово	2	2
193	смысл и	2	2
194	довлеет себе	1	2
195	разрыв между	3	2
196	вместе с	2	2
197	в отношении	4	2
198	к его	2	2
199	но не	6	2
200	место в	1	2
201	точку зрения	3	2
202	высказывания и	1	2
203	быть только	1	2
204	речи в	1	2
205	форму в	1	2
206	она не	6	2
207	еще раз	3	2
208	автором и	1	2
209	с точки	3	2
210	в условиях	1	2
211	такой же	1	2
212	в основном	4	2
213	тогда когда	2	2
214	в то	4	2
215	и притом	1	2
216	на него	2	2
217	за его	1	2
218	целостный смысл	1	2
219	известной степени	2	2
220	героев и	1	2
221	слова но	1	2
222	идеологического творчества	3	2
223	ничего не	1	2
224	и все	5	2
225	но зато	1	2
226	и поэтическое	2	2
227	все они	2	2
228	в этих	7	2
229	но это	3	2
230	стороны и	3	2
231	но этот	1	2
232	могут быть	7	2
233	выходят за	1	2
234	как только	1	2
235	что в	3	2
236	и другие	2	2
237	к этому	1	2
238	если же	1	2
239	и оценкой	1	1
240	и это	1	1
241	ту же	3	1
242	например в	5	1
243	как мы	7	1
244	и о	1	1
245	другими социальными	1	1
246	с ее	2	1
247	момент в	1	1
248	свою очередь	2	1
249	языки в	2	1
250	особенно важное	1	1
251	это и	2	1
252	характер и	1	1
253	могут выйти	1	1
254	с самого	1	1
255	зрения не	1	1
256	по преимуществу	1	1
257	проникает в	2	1
258	дано в	1	1
259	случае оно	1	1
260	в рамки	2	1
261	с таким	2	1
262	не стремится	1	1
263	процессе этого	1	1
264	становится лишь	1	1
265	и взаимоотношения	1	1
266	этом направлении	1	1
267	мы уже	2	1
268	остановимся несколько	1	1
269	на которую	1	1
270	к вопросам	1	1
271	себе как	2	1
272	та же	1	1
273	что уже	1	1
274	стиля в	1	1
275	единство и	3	1
276	разговорного языка	1	1
277	для этого	4	1
278	взаимодействие и	2	1
279	к другу	1	1
280	высказывания в	1	1
281	он как	1	1
282	и стиль	1	1
283	само слово	1	1
284	и такой	1	1
285	социальной действительности	1	1
286	то она	1	1
287	их но	1	1
288	полное и	1	1
289	не знают	1	1
290	так называемые	1	1
291	нашем случае	1	1
292	всех сторон	2	1
293	слово не	1	1
294	к общему	1	1
295	определенным образом	1	1
296	за пределами	1	1
297	не нужно	1	1
298	на них	2	1
299	на высказывание	1	1
300	в значительной	6	1
301	мы понимаем	1	1
302	во всех	12	1
303	и особенности	1	1
304	то мы	1	1
305	друг к	1	1
306	от его	1	1
307	его смысла	1	1
308	два основных	1	1
309	к которой	1	1
310	менее всего	2	1
311	отметить что	3	1
312	утратит свою	1	1
313	именно в	2	1
314	сама по	3	1
315	нем и	2	1
316	слов и	3	1
317	знания и	1	1
318	в лучшем	1	1
319	и она	1	1
320	в одной	1	1
321	этих языков	1	1
322	сказанные слова	1	1
323	самим автором	1	1
324	не входят	2	1
325	если она	3	1
326	и мир	4	1
327	не зная	1	1
328	различных моментов	1	1
329	как например	2	1
330	все остальные	1	1
331	перед нами	3	1
332	нас за	1	1
333	хотя и	2	1
334	в двух	1	1
335	в поэтическом	1	1
336	и художественного	1	1
337	мы увидим	2	1
338	более или	2	1
339	увидим что	1	1
340	пор не	2	1
341	случае она	4	1
342	не имеющих	1	1
343	не поддающегося	1	1
344	к художественному	1	1
345	в обществе	1	1
346	в целом	1	1
347	и идеологических	1	1
348	самое содержание	1	1
349	осознает себя	1	1
350	где они	2	1
351	себя в	8	1
352	определяет его	1	1
353	бы только	2	1
354	не можем	1	1
355	и политической	2	1
356	его словесные	2	1
357	так можно	1	1
358	в большинстве	6	1
359	дальше и	1	1
360	значение и	1	1
361	в виде	2	1
362	именно этим	1	1
363	не исчерпывает	3	1
364	что она	1	1
365	слова не	4	1
366	оно всегда	1	1
367	или даже	3	1
368	и обратно	1	1
369	и точек	1	1
370	его и	2	1
371	одно из	1	1
372	и их	5	1
373	как часто	1	1
374	всяком случае	2	1
375	в одном	2	1
376	в пространстве	1	1
377	для правильного	1	1
378	художественному целому	1	1
379	вовсе не	10	1
380	зрения другого	1	1
381	друг друга	1	1
382	дело и	1	1
383	у него	3	1
384	лишь косвенно	1	1
385	и рождается	1	1
386	на этом	3	1
387	она имеет	1	1
388	или иных	1	1
389	характерны для	1	1
390	значительной степени	6	1
391	вне произведения	1	1
392	даже и	4	1
393	и только	1	1
394	контекст может	1	1
395	образом к	1	1
396	сознание и	3	1
397	оно способно	1	1
398	в другом	2	1
399	сознания нет	1	1
400	которого и	1	1
401	и т.п	2	1
402	зрения на	2	1
403	должно быть	1	1
404	входит в	4	1
405	на протяжении	2	1
406	и которые	1	1
407	говорить и	1	1
408	и иных	4	1
409	но самый	1	1
410	и создает	3	1
411	речи а	1	1
412	миру и	1	1
413	уже сказано	2	1
414	и тем	1	1
415	но есть	1	1
416	говорит о	1	1
417	но уже	1	1
418	жизненное слово	1	1
419	и политического	1	1
420	не было	2	1
421	рядом с	3	1
422	не знает	2	1
423	все равно	1	1
424	далеко не	2	1
425	разобранные нами	1	1
426	и самый	1	1
427	не на	1	1
428	в слове	6	1
429	не всегда	2	1
430	и вне	2	1
431	несмотря на	1	1
432	взаимоотношения между	1	1
433	всех других	1	1
434	в истории	11	1
435	в последующем	1	1
436	остается в	5	1
437	выступает здесь	2	1
438	для этой	1	1
439	и становится	1	1
440	мы видели	2	1
441	или менее	2	1
442	окружающей социальной	1	1
443	все элементы	1	1
444	все более	1	1
445	вступает в	1	1
446	такой степени	1	1
447	заложенная в	1	1
448	в частности	1	1
449	то он	1	1
450	и художественно	2	1
451	и без	1	1
452	только его	1	1
453	то есть	26	1
454	она в	1	1
455	оценки относятся	1	1
456	высказывания самой	1	1
457	свой смысл	2	1
458	не могут	5	1
459	если оно	2	1
460	социальных сил	1	1
461	жизни другие	1	1
462	ни была	1	1
463	но эта	2	1
464	этих моментов	1	1
465	которые в	2	1
466	сами по	1	1
467	отношении он	1	1
468	все зависит	1	1
469	не поймет	1	1
470	слов в	2	1
471	произведения в	1	1
472	и общества	2	1
473	уже сказали	1	1
474	же две	1	1
475	лучшем случае	1	1
476	мы еще	1	1
477	может идти	1	1
478	речи так	1	1
479	для нее	1	1
480	зрения и	2	1
481	эпоса трагедии	1	1
482	материал для	2	1
483	и вся	1	1
484	в различные	2	1
485	конкретную и	1	1
486	степень его	1	1
487	от чисто	1	1
488	три момента	1	1
489	себе оно	1	1
490	но прежде	2	1
491	других социальных	1	1
492	только для	1	1
493	ситуацию и	1	1
494	и таким	1	1
495	в который	1	1
496	с которой	1	1
497	вне ее	1	1
498	в смысле	4	1
499	самого начала	1	1
500	как о	2	1
501	более и	1	1
502	и остается	3	1
503	тех или	1	1
504	слово здесь	3	1
505	весь этот	1	1
506	не является	1	1
507	непосредственно и	1	1
508	в основе	4	1
509	только одна	1	1
510	материала в	2	1
511	сущности как	1	1
512	здесь конечно	1	1
513	конечно эта	1	1
514	стала возможной	1	1
515	опираться на	1	1
516	того чтобы	2	1
517	чем не	2	1
518	в игру	1	1
519	для всего	1	1
520	из жизненного	1	1
521	имеет дело	2	1
522	художественного значения	1	1
523	в результате	2	1
524	человек и	14	1
525	только и	2	1
526	в качестве	1	1
527	или иным	1	1
528	речи с	1	1
529	слова как	2	1
530	же время	4	1
531	особого рода	1	1
532	моментов которые	1	1
533	от него	5	1
534	еще более	2	1
535	может конечно	3	1
536	и художественную	1	1
537	степени их	1	1
538	к внешнему	1	1
539	него свое	1	1
540	по своей	1	1
541	а лишь	2	1
542	всей жизни	1	1
543	них и	2	1
544	же он	1	1
545	связи с	3	1
546	и различные	2	1
547	обстоит дело	2	1
548	в свою	3	1
549	эти три	1	1
550	этого развития	1	1
551	входят в	2	1
552	важное значение	1	1
553	этом отношении	3	1
554	жизни в	2	1
555	нечего делать	1	1
556	в области	2	1
557	в неразрывное	1	1
558	может и	2	1
559	языка в	6	1
560	только как	1	1
561	именно такой	1	1
562	и оно	2	1
563	стиль и	1	1
564	обычно не	1	1
565	все то	1	1
566	его внутренней	1	1
567	его для	1	1
568	по самому	1	1
569	или иного	1	1
570	звуковым образом	1	1
571	героя в	3	1
572	свои слова	1	1
573	оформления и	4	1
574	живет и	1	1
575	включает в	2	1
576	частности в	1	1
577	что оно	4	1
578	пространстве и	1	1
579	суждения и	1	1
580	слова с	4	1
581	каждое слово	1	1
582	раз подчеркнуть	1	1
583	в таком	4	1
584	во всяком	3	1
585	точками зрения	1	1
586	они не	2	1
587	слова это	1	1
588	высказывания далее	1	1
589	сторон и	1	1
