N	2gram	Tiupa_Hudo_1	Psycholo
161	т д	3	3
162	эти два	1	3
163	ни в	5	3
164	и уже	1	3
165	в этих	5	3
166	вопрос о	2	3
167	но он	3	3
168	вовсе не	1	3
169	есть нечто	1	3
170	самого начала	1	3
171	одна из	2	3
172	этом отношении	3	3
173	с другом	1	3
174	не могут	1	3
175	что при	3	3
176	данном случае	1	3
177	и говорит	1	3
178	с самого	1	3
179	так в	2	3
180	что у	3	3
181	так и	13	3
182	времени и	1	3
183	остановимся на	2	3
184	и поэтому	2	3
185	и только	1	3
186	чем это	1	3
187	тот же	1	3
188	так что	2	3
189	для него	10	3
190	т п	8	3
191	у него	9	3
192	из двух	1	3
193	что на	2	3
194	со стороны	3	3
195	эти две	1	3
196	чем у	1	3
197	в данном	1	3
198	друг с	1	3
199	героя в	2	3
200	при таком	1	3
201	формы и	1	3
202	для нас	1	3
203	мы должны	1	3
204	хотя бы	1	3
205	в свою	1	3
206	в лучшем	1	3
207	в трех	1	3
208	и другие	1	3
209	это в	3	3
210	в таком	3	3
211	ли мы	1	2
212	же как	2	2
213	это и	1	2
214	что когда	2	2
215	к другому	4	2
216	отношения между	1	2
217	по преимуществу	3	2
218	и до	1	2
219	едва ли	3	2
220	с таким	1	2
221	а как	1	2
222	не кажется	1	2
223	но она	1	2
224	с но	1	2
225	событий и	1	2
226	и он	5	2
227	это действительно	1	2
228	с его	5	2
229	во всех	1	2
230	действующее лицо	1	2
231	различия между	1	2
232	на самом	2	2
233	совсем не	1	2
234	по отношению	8	2
235	с совершенно	1	2
236	себе и	2	2
237	отличие от	1	2
238	друг от	1	2
239	в центре	4	2
240	в одной	2	2
241	от друга	1	2
242	его на	1	2
243	с этим	3	2
244	перед нами	5	2
245	характеры действующих	2	2
246	нам кажется	1	2
247	и хотя	1	2
248	выражение лица	1	2
249	он в	1	2
250	все эти	3	2
251	в ответ	2	2
252	как он	2	2
253	однако эта	1	2
254	противоречие с	1	2
255	оно в	1	2
256	и вот	1	2
257	том чтобы	1	2
258	действительно так	1	2
259	в нее	1	2
260	но все	1	2
261	же не	1	2
262	и с	4	2
263	в глазах	6	2
264	из них	4	2
265	только о	1	2
266	все равно	2	2
267	к которым	1	2
268	говорится о	2	2
269	конструктивный принцип	1	2
270	должно быть	2	2
271	элемента в	1	2
272	и того	1	2
273	на первый	1	2
274	бы на	2	2
275	как все	2	2
276	это делает	1	2
277	в письме	1	2
278	с точки	3	2
279	в отличие	1	2
280	в которых	1	2
281	всякий раз	1	2
282	сами по	1	2
283	том и	1	2
284	в отношении	1	2
285	и другое	2	2
286	в то	8	2
287	дело в	1	2
288	что их	1	2
289	чем не	1	2
290	и так	2	2
291	и чувства	1	2
292	со своим	2	2
293	он видит	1	2
294	если же	1	2
295	знаем что	1	2
296	в себя	2	2
297	говорится что	1	2
298	приводит к	3	2
299	на том	2	2
300	мог бы	1	2
301	еще в	3	2
302	когда в	1	2
303	наше внимание	2	2
304	и даже	3	2
305	ничего не	8	2
306	нас и	1	2
307	находится в	1	2
308	и герой	2	2
309	и та	1	2
310	но мы	1	2
311	можно сказать	4	2
312	романа как	1	2
313	в форме	2	2
314	слов и	1	2
315	как например	1	2
316	этом смысле	1	2
317	мы вместе	1	2
318	это очень	1	2
319	их не	1	2
320	в качестве	9	2
321	связи с	4	2
322	речь в	2	2
323	не дает	1	2
324	мы знаем	2	2
325	представить себе	1	2
326	в одном	1	2
327	герой и	1	2
328	представляют собой	2	2
329	с той	2	2
330	себя и	2	2
331	и эта	1	2
332	до конца	2	2
333	в рассказе	11	2
334	или с	2	2
335	именно поэтому	1	2
336	характера и	2	2
337	как вещь	1	2
338	в положении	1	2
339	с этой	2	2
340	все это	2	2
341	что касается	1	2
342	форма является	1	2
343	лицо и	1	2
344	то о	2	2
345	находит свое	1	2
346	к внешнему	1	2
347	конце концов	1	2
348	же в	3	2
349	для читателя	1	2
350	давно уже	1	2
351	в романе	1	2
352	не знает	2	2
353	из этого	1	2
354	но еще	2	2
355	говорили о	1	1
356	смысле слова	1	1
357	речь идет	3	1
358	например в	2	1
359	в сфере	1	1
360	с с	4	1
361	характер героя	1	1
362	связана с	1	1
363	в такой	2	1
364	только потому	2	1
365	идет о	3	1
366	героев к	1	1
367	не принимая	1	1
368	существенное различие	1	1
369	на две	1	1
370	из его	1	1
371	то самое	1	1
372	и за	1	1
373	для своего	2	1
374	героя но	1	1
375	в каждый	1	1
376	но напротив	1	1
377	действующего лица	1	1
378	на другом	1	1
379	все так	1	1
380	на них	1	1
381	столь же	4	1
382	его словам	1	1
383	с письмом	1	1
384	взгляде на	1	1
385	в чем	1	1
386	этим не	1	1
387	женщиной которая	1	1
388	но как	2	1
389	а только	4	1
390	с самой	1	1
391	связано с	1	1
392	для других	2	1
393	не все	1	1
394	если в	2	1
395	т.д однако	1	1
396	и воображения	1	1
397	отношение к	1	1
398	тут же	1	1
399	судьбу в	1	1
400	один и	1	1
401	к сожалению	1	1
402	относится к	1	1
403	себя за	1	1
404	общего с	1	1
405	дает нам	1	1
406	в художественном	2	1
407	противоречие в	1	1
408	как нам	2	1
409	еще и	1	1
410	переживания и	1	1
411	хотя и	2	1
412	ему что	1	1
413	более или	1	1
414	в действительности	4	1
415	от этого	1	1
416	о самом	1	1
417	за собой	1	1
418	отступает от	1	1
419	та же	4	1
420	в литературном	2	1
421	отказывается от	1	1
422	на роман	1	1
423	еще далеко	1	1
424	ни одна	1	1
425	и тот	1	1
426	что художественное	2	1
427	не годится	1	1
428	во многих	1	1
429	их действия	1	1
430	так сказать	2	1
431	именно этим	2	1
432	из характера	1	1
433	главным образом	1	1
434	но именно	1	1
435	к герою	1	1
436	о которой	1	1
437	характер трагического	1	1
438	в восприятии	1	1
439	не являются	1	1
440	сказал что	1	1
441	характер в	2	1
442	раз говорит	1	1
443	по своему	3	1
444	на земле	1	1
445	его от	1	1
446	мысль то	1	1
447	не бывает	2	1
448	реакции на	1	1
449	и наоборот	1	1
450	поскольку она	1	1
451	от нее	1	1
452	жизнь которая	1	1
453	не из	1	1
454	бы дать	1	1
455	в героя	2	1
456	различие между	1	1
457	произведения с	2	1
458	том случае	1	1
459	единственное что	1	1
460	и второй	1	1
461	из самой	1	1
462	на этой	1	1
463	для своей	1	1
464	того или	2	1
465	первой главе	3	1
466	который так	1	1
467	о художественной	1	1
468	литературном произведении	1	1
469	уж не	1	1
470	не соответствует	1	1
471	следует отличать	1	1
472	в жизни	1	1
473	и смерти	3	1
474	бы совершенно	1	1
475	но уже	1	1
476	далеко не	1	1
477	нашего исследования	1	1
478	нас к	1	1
479	которой он	1	1
480	за ним	2	1
481	как таковой	1	1
482	не мог	1	1
483	или менее	1	1
484	между романом	1	1
485	о герое	1	1
486	в следующем	2	1
487	человеком и	1	1
488	она в	3	1
489	опять как	1	1
490	ценность в	1	1
491	прибегает к	2	1
492	от себя	2	1
493	жизни с	1	1
494	признать что	1	1
495	не менее	5	1
496	в герои	1	1
497	из области	1	1
498	главы и	2	1
499	не раз	2	1
500	точку зрения	1	1
501	где герой	1	1
502	черты характера	1	1
503	повести в	1	1
504	их в	1	1
505	тому чтобы	1	1
506	бы быть	1	1
507	даже в	3	1
508	пришла она	1	1
509	не любит	1	1
510	этой работы	1	1
511	сам он	1	1
512	вплоть до	1	1
513	но они	1	1
514	до известной	1	1
515	она не	4	1
516	иной раз	1	1
517	из нас	3	1
518	хотелось бы	1	1
519	означает что	1	1
520	на него	2	1
521	мы помним	1	1
522	в русской	4	1
523	что ей	1	1
524	взглянуть на	1	1
525	в театре	3	1
526	в самых	1	1
527	пока еще	2	1
528	это еще	1	1
529	не могло	1	1
530	она из	2	1
531	не имеет	2	1
532	того и	1	1
533	в противоречие	1	1
534	всего на	1	1
535	х годов	1	1
536	вместо того	2	1
537	ничто не	1	1
538	каждый день	1	1
539	ему не	2	1
540	перед ним	1	1
541	это могло	1	1
542	к себе	5	1
543	поэтому не	1	1
544	без конца	1	1
545	большей мере	1	1
546	и другой	1	1
547	для его	1	1
548	всегда есть	1	1
549	на это	1	1
550	на наших	1	1
551	разные стороны	1	1
552	не делает	1	1
553	убеждает нас	1	1
554	в деревне	1	1
555	с ее	2	1
556	свою очередь	1	1
557	здесь не	2	1
558	и от	4	1
559	как по	2	1
560	за пределами	1	1
561	в произведении	1	1
562	и себе	1	1
563	каждого из	2	1
564	здесь нет	1	1
565	и каждый	2	1
566	во многом	1	1
567	произведения не	2	1
568	женщины которая	1	1
569	быть может	7	1
570	о нем	3	1
571	гибели героя	1	1
572	и т.д	1	1
573	это вполне	1	1
574	говорит об	1	1
575	он стремился	1	1
576	его жизни	2	1
577	ответы на	1	1
578	в значительной	2	1
579	там же	2	1
580	мы делаем	1	1
581	в эстетической	1	1
582	в конечном	2	1
583	нас в	1	1
584	стало привычным	1	1
585	который все	1	1
586	между тем	8	1
587	русской литературе	3	1
588	переходит в	1	1
589	новый момент	1	1
590	и содержания	1	1
591	тотчас же	1	1
592	вслед за	1	1
593	может стать	1	1
594	романа в	3	1
595	и существенным	1	1
596	прямо противоположный	1	1
597	другое не	1	1
598	отчетливо в	1	1
599	но так	1	1
600	которое было	1	1
601	не о	2	1
602	трудно не	1	1
603	всякое произведение	1	1
604	речь о	1	1
605	одной из	2	1
606	которым он	1	1
607	однако в	2	1
608	в какой	1	1
609	и кажется	1	1
610	отказ от	2	1
611	то в	4	1
612	в стороне	1	1
613	верно и	1	1
614	поэтому и	2	1
615	во времени	1	1
616	монолог о	1	1
617	между этими	1	1
618	и ее	1	1
619	времени как	1	1
620	себя в	4	1
621	его жизнь	2	1
622	характер ее	2	1
623	и событий	1	1
624	на всем	1	1
625	уже не	7	1
626	в начале	2	1
627	в разладе	1	1
628	не принимает	1	1
629	него и	1	1
630	героев как	2	1
631	вступает в	1	1
632	этого процесса	1	1
633	или даже	1	1
634	по выражению	2	1
635	конечном счете	2	1
636	но совершенно	1	1
637	которое никак	1	1
638	что сама	1	1
639	его и	1	1
640	к содержанию	1	1
641	именно они	1	1
642	могло бы	1	1
643	слова в	2	1
644	уклоняется от	1	1
645	в землю	2	1
646	произведения и	1	1
647	у нее	2	1
648	отклонения от	1	1
649	каждый из	1	1
650	произведение не	1	1
651	заметить что	2	1
652	к той	1	1
653	нет и	1	1
654	его ни	1	1
655	и заключает	1	1
656	и т.п	1	1
657	и характера	1	1
658	нашей жизни	2	1
659	мы привыкли	1	1
660	как у	1	1
661	и героиня	1	1
662	сюда же	1	1
663	переживания героя	1	1
664	мы еще	1	1
665	жизнь была	2	1
666	и др	1	1
667	что не	2	1
668	что для	1	1
669	элементов и	1	1
670	противоречие между	1	1
671	превращается в	3	1
672	не было	4	1
673	представляется в	1	1
674	их друг	1	1
675	узнает что	1	1
676	ее на	1	1
677	уверенность в	1	1
678	и ему	2	1
679	в речи	2	1
680	здесь именно	1	1
681	которого она	1	1
682	между собою	1	1
683	свою судьбу	1	1
684	почти ничего	1	1
685	по необходимости	1	1
686	какая же	1	1
687	ни на	1	1
688	эта вторая	1	1
689	оказывается не	1	1
690	места где	1	1
691	его характер	2	1
692	даже до	1	1
693	к одним	1	1
694	развитие сюжета	1	1
695	бы определить	1	1
696	не замечали	1	1
697	в романах	1	1
698	что же	2	1
699	и там	1	1
700	и всей	1	1
701	да и	2	1
702	в первой	6	1
703	как к	3	1
704	согласно которому	1	1
705	который он	1	1
706	том смысле	1	1
707	иначе говоря	2	1
708	человеческих жизней	1	1
709	поэтому когда	1	1
710	повестей белкина	1	1
711	внешнего мира	1	1
712	в контексте	1	1
713	за нею	2	1
714	в любом	1	1
715	только для	2	1
716	но это	1	1
717	но для	1	1
718	в смысле	1	1
719	полноту его	1	1
720	письме к	1	1
721	ближе к	2	1
722	себя с	1	1
723	всего в	1	1
724	в следующей	3	1
725	известной степени	1	1
726	как возможность	1	1
727	лучше всего	1	1
728	в пределе	1	1
729	но когда	1	1
730	души в	1	1
731	тем более	1	1
732	с не	1	1
733	своих героев	2	1
734	правда сам	1	1
735	ни к	2	1
736	будто бы	3	1
737	по традиции	1	1
738	я в	1	1
739	романа и	1	1
740	романом и	1	1
741	к ее	1	1
742	их нового	1	1
743	может и	3	1
744	нет ничего	2	1
745	с ними	2	1
746	и прямо	1	1
747	не своим	1	1
748	отличать от	1	1
749	они все	1	1
750	это на	1	1
751	к его	1	1
752	столкновение и	1	1
753	или иного	2	1
754	отношению к	8	1
755	представлена в	1	1
756	к числу	1	1
757	кажется ему	1	1
758	героя как	1	1
759	можно назвать	1	1
760	во всяком	1	1
761	все что	1	1
762	точки с	1	1
763	этой точки	1	1
764	ничего общего	1	1
765	не имеющее	1	1
