N	2gram	Tiupa_Disk_1	Komedia
161	на все	1	2
162	было бы	1	2
163	и тем	2	2
164	в новое	1	2
165	для них	1	2
166	мы видели	1	2
167	восходят к	1	2
168	или менее	2	2
169	и без	2	2
170	всяком случае	1	2
171	тем не	1	2
172	нельзя не	2	2
173	при всем	1	2
174	по своей	11	2
175	с достаточной	1	2
176	и теперь	1	2
177	как будто	1	2
178	в области	1	2
179	уже о	2	2
180	же самое	2	2
181	указывает на	2	2
182	для себя	4	2
183	с ее	2	2
184	на нем	1	2
185	только при	1	2
186	в себя	5	2
187	времени и	3	2
188	мог бы	1	2
189	исторического лица	1	2
190	собой и	1	2
191	образом в	1	2
192	аналогии с	1	2
193	нас в	1	2
194	и во	2	2
195	в форме	2	2
196	еще не	14	2
197	по свидетельству	1	2
198	для всех	1	2
199	вернуться к	1	2
200	могли быть	1	2
201	со стороны	7	2
202	даже не	1	2
203	до сих	1	2
204	в период	1	2
205	вслед за	1	2
206	еще и	1	2
207	а сам	2	2
208	и притом	1	2
209	то и	1	2
210	до конца	1	2
211	из наиболее	2	2
212	одну из	2	2
213	не может	9	2
214	вместе с	1	2
215	но не	11	2
216	говоря уже	2	2
217	в первые	1	2
218	к нему	1	2
219	сих пор	1	2
220	но это	1	2
221	или в	2	2
222	а к	1	2
223	будто бы	2	2
224	то что	5	2
225	не говоря	2	2
226	в свою	3	2
227	в действительности	3	2
228	в своих	3	2
229	во всяком	2	2
230	широкое распространение	1	1
231	к индивидуальным	1	1
232	можно говорить	1	1
233	также и	3	1
234	обычно в	1	1
235	чтобы не	1	1
236	не дошли	1	1
237	не остается	1	1
238	сам по	1	1
239	на самом	1	1
240	всего это	1	1
241	тем же	1	1
242	между двумя	1	1
243	в основании	3	1
244	и за	1	1
245	одним из	2	1
246	той же	1	1
247	по мнению	1	1
248	для своего	2	1
249	из своих	1	1
250	совпадает с	2	1
251	местам и	1	1
252	из того	1	1
253	вв до	1	1
254	ему в	2	1
255	первого и	2	1
256	как свой	1	1
257	в мире	1	1
258	и он	2	1
259	с двумя	1	1
260	быть в	1	1
261	а только	1	1
262	служит для	2	1
263	во всех	5	1
264	сказать и	2	1
265	из сторон	1	1
266	широко известного	1	1
267	не все	1	1
268	очевидно что	1	1
269	поскольку в	2	1
270	жанра как	1	1
271	отнюдь не	8	1
272	что во	1	1
273	с этим	3	1
274	мира в	3	1
275	из уст	2	1
276	в своем	6	1
277	тех случаях	1	1
278	когда он	2	1
279	целый ряд	2	1
280	следует упускать	1	1
281	не являются	1	1
282	его к	1	1
283	и к	4	1
284	более или	2	1
285	всего лишь	1	1
286	не приходится	2	1
287	из жизни	3	1
288	отношения с	1	1
289	что это	1	1
290	героя однако	1	1
291	гг в	1	1
292	представляет собой	17	1
293	он в	1	1
294	что же	2	1
295	из этих	1	1
296	определена как	4	1
297	приводит к	2	1
298	только на	1	1
299	другом случае	1	1
300	роль в	7	1
301	и те	1	1
302	претендует на	4	1
303	комедии наиболее	1	1
304	оно в	1	1
305	состоит в	9	1
306	к одному	1	1
307	нашего времени	1	1
308	не могли	1	1
309	подобно тому	2	1
310	одному и	1	1
311	что она	1	1
312	но все	1	1
313	человека в	2	1
314	значительной степени	2	1
315	как одного	1	1
316	то чтобы	1	1
317	же касается	2	1
318	об этом	2	1
319	а его	1	1
320	то есть	20	1
321	зрения на	3	1
322	говорить не	1	1
323	это было	2	1
324	что эту	1	1
325	перед нами	3	1
326	в жизни	1	1
327	а с	5	1
328	соответствии с	2	1
329	с тем	1	1
330	которой он	1	1
331	не заметить	1	1
332	представляет себе	2	1
333	как целое	1	1
334	слова и	1	1
335	можно извлечь	1	1
336	являются наиболее	1	1
337	в на	1	1
338	в этих	1	1
339	в ходе	3	1
340	а как	1	1
341	наших дней	2	1
342	в отличие	5	1
343	в которых	4	1
344	которые в	1	1
345	и один	1	1
346	и эти	1	1
347	и более	1	1
348	и относительно	2	1
349	выступающий в	1	1
350	по себе	3	1
351	высказывания в	6	1
352	если и	1	1
353	преданий о	2	1
354	вплоть до	1	1
355	лицо к	1	1
356	но они	2	1
357	она могла	1	1
358	самого начала	1	1
359	для каждого	1	1
360	в русской	1	1
361	если в	1	1
362	не по	1	1
363	достигает своего	1	1
364	чем не	1	1
365	в науке	2	1
366	к концу	1	1
367	в тексте	2	1
368	во всем	1	1
369	на мой	2	1
370	так например	2	1
371	можно рассматривать	1	1
372	одной лишь	1	1
373	мы и	1	1
374	что на	1	1
375	этого к	1	1
376	по своим	4	1
377	в специальном	1	1
378	к себе	2	1
379	к сфере	1	1
380	не могут	1	1
381	этой причине	2	1
382	что отец	1	1
383	характеризует как	1	1
384	и другим	1	1
385	его с	1	1
386	быть отнесены	1	1
387	в каждом	2	1
388	отказаться от	1	1
389	и это	1	1
390	в театре	1	1
391	не делает	1	1
392	более поздней	1	1
393	как анекдот	1	1
394	же так	1	1
395	зрителей и	1	1
396	но при	3	1
397	данном случае	2	1
398	особенно в	1	1
399	с самого	1	1
400	говорить о	1	1
401	по аналогии	1	1
402	те же	1	1
403	своему происхождению	2	1
404	в каждой	3	1
405	одно это	1	1
406	с человеком	2	1
407	о ней	1	1
408	о нем	2	1
409	упускать из	1	1
410	и что	2	1
411	вразрез с	1	1
412	общественного сознания	1	1
413	утверждает что	1	1
414	размышляя о	2	1
415	с целью	1	1
416	в значительной	2	1
417	в греческой	2	1
418	на ее	2	1
419	случае ясно	1	1
420	состоит не	1	1
421	может и	2	1
422	отметить что	1	1
423	наконец в	1	1
424	в середине	1	1
425	различия между	3	1
426	которая как	1	1
427	места и	1	1
428	в литературе	2	1
429	того что	3	1
430	большей или	2	1
431	дело с	2	1
432	хотя бы	3	1
433	здесь ни	1	1
434	которое мы	1	1
435	наше время	2	1
436	начало в	1	1
437	образа жизни	1	1
438	на уровень	1	1
439	до наших	1	1
440	себя в	2	1
441	оказывается в	1	1
442	завершение в	1	1
443	которому он	1	1
444	в жанре	3	1
445	в большинстве	1	1
446	а напротив	1	1
447	со временем	1	1
448	это обстоятельство	1	1
449	в данной	3	1
450	является жанром	2	1
451	за ним	1	1
452	к своим	1	1
453	возможности для	1	1
454	в современном	2	1
455	может служить	1	1
456	друг друга	1	1
457	не случайно	1	1
458	заметить что	2	1
459	от того	1	1
460	на том	2	1
461	в особенности	4	1
462	и вернуться	1	1
463	из двух	2	1
464	представление о	1	1
465	в исторической	1	1
466	достаточно четко	1	1
467	его себе	1	1
468	лица в	1	1
469	далеко не	10	1
470	и прежде	1	1
471	касается литературной	1	1
472	представляет его	1	1
473	было и	1	1
474	и др	2	1
475	на которых	1	1
476	этому времени	1	1
477	его из	1	1
478	к более	1	1
479	в соответствии	2	1
480	и литературной	1	1
481	было сказано	1	1
482	его как	2	1
483	о чем	2	1
484	впрочем в	1	1
485	большинстве случаев	1	1
486	общества в	1	1
487	ближе к	1	1
488	следовало бы	1	1
489	и потому	3	1
490	из трех	1	1
491	всем что	1	1
492	к прежнему	1	1
493	в данном	5	1
494	в той	1	1
495	одновременно с	2	1
496	тому как	3	1
497	как бы	5	1
498	что сила	1	1
499	герой в	1	1
500	этого слова	1	1
501	с этой	1	1
502	и тому	1	1
503	впрочем не	1	1
504	в основном	1	1
505	о его	1	1
506	если оно	1	1
507	рассматривать как	2	1
508	годов в	1	1
509	в книге	1	1
510	за его	2	1
511	случаях когда	1	1
512	не достигает	1	1
513	мой взгляд	2	1
514	более ранних	1	1
515	это уже	1	1
516	к одной	1	1
517	у них	1	1
518	или нет	1	1
519	но зато	2	1
520	с понятием	2	1
521	или меньшей	2	1
522	хотя в	2	1
523	бы на	1	1
524	отношении к	1	1
525	и представляет	2	1
526	дошли до	1	1
527	от литературы	1	1
528	сведения о	1	1
529	с ней	1	1
530	не знает	1	1
531	сказать что	3	1
532	понимать как	1	1
533	более поздних	2	1
534	к его	2	1
535	и художественного	1	1
536	автора в	2	1
537	развития и	1	1
538	культуры в	1	1
539	всего как	1	1
540	в каком	1	1
541	человека к	1	1
542	и другие	1	1
543	именно здесь	1	1
544	это в	2	1
545	в таком	1	1
546	в роли	1	1
547	том числе	2	1
548	они не	2	1
549	случае его	1	1
550	событий в	1	1
