N	2gram	Losev_Vlad_2	Poddanst
176	был и	3	1
177	на нее	1	1
178	и ясный	1	1
179	за то	1	1
180	поэзии и	1	1
181	те же	3	1
182	не с	1	1
183	особенно в	1	1
184	еще в	2	1
185	бы что	1	1
186	развитие в	1	1
187	для этого	1	1
188	внимание к	1	1
189	в собственном	1	1
190	не вполне	2	1
191	пор пока	1	1
192	оно есть	1	1
193	выразилось в	1	1
194	с европой	1	1
195	и ее	1	1
196	мы и	1	1
197	и здесь	1	1
198	может не	1	1
199	настоящее время	2	1
200	и что	5	1
201	литературы и	1	1
202	притом в	1	1
203	еще не	1	1
204	и на	4	1
205	он был	6	1
206	и который	1	1
207	ответа на	1	1
208	огромное и	1	1
209	а м	1	1
210	с его	4	1
211	вопросу о	1	1
212	к истине	1	1
213	не все	1	1
214	что и	3	1
215	отличие от	3	1
216	современности и	1	1
217	не просто	1	1
218	с революционной	1	1
219	все существующее	4	1
220	и богословским	1	1
221	также в	1	1
222	и европа	2	1
223	тем больше	1	1
224	что во	1	1
225	судить по	4	1
226	человеческого бытия	1	1
227	насколько можно	1	1
228	в современной	1	1
229	тех пор	1	1
230	все же	9	1
231	владимира соловьева	3	1
232	хомякова и	1	1
233	в отрыве	1	1
234	вопросом о	1	1
235	более или	3	1
236	в какой	1	1
237	бы из	1	1
238	в самом	2	1
239	только то	1	1
240	но как	1	1
241	в которой	4	1
242	бы и	1	1
243	что это	4	1
244	и первой	1	1
245	в статьях	1	1
246	есть для	2	1
247	чуть ли	1	1
248	каков он	1	1
249	из этих	3	1
250	если мы	1	1
251	леонтьева и	2	1
252	в человеческих	1	1
253	в эти	7	1
254	человека с	1	1
255	история и	2	1
256	себя в	2	1
257	обстановке и	1	1
258	соловьев и	5	1
259	оказывается в	1	1
260	что его	4	1
261	уже в	3	1
262	во многих	2	1
263	только на	1	1
264	на то	2	1
265	если он	1	1
266	россия и	5	1
267	в мир	1	1
268	не могла	2	1
269	сделать то	1	1
270	к р	1	1
271	можно думать	1	1
272	т д	1	1
273	соловьева и	7	1
274	мы знаем	4	1
275	с западом	2	1
276	свои собственные	1	1
277	в существе	1	1
278	последние годы	3	1
279	что каждая	1	1
280	наиболее общих	1	1
281	к ним	1	1
282	друг друга	2	1
283	ему на	1	1
284	само по	2	1
285	и везде	1	1
286	каждый из	1	1
287	и по	2	1
288	прежде чем	1	1
289	с собой	1	1
290	от нее	1	1
291	не были	1	1
292	возможно что	2	1
293	она получила	1	1
294	ясно что	1	1
295	два разных	1	1
296	его в	4	1
297	в душе	1	1
298	совершенно ясно	1	1
299	бы эти	1	1
300	и быть	1	1
301	например с	1	1
302	было и	1	1
303	в природе	1	1
304	соловьева являются	1	1
305	что не	2	1
306	в это	4	1
307	обратиться к	1	1
308	которая и	1	1
309	с богом	3	1
310	на свои	2	1
311	к более	1	1
312	из нее	1	1
313	где он	3	1
314	у с	2	1
315	далеко не	1	1
316	в этой	4	1
317	на основании	1	1
318	как и	5	1
319	с которым	2	1
320	существующее в	2	1
321	говорится о	2	1
322	к а	2	1
323	и я	5	1
324	философской мысли	1	1
325	и многие	1	1
326	в бытии	2	1
327	соловьева пафос	1	1
328	нисколько не	2	1
329	когда в	1	1
330	вселенской церкви	3	1
331	и еще	1	1
332	или менее	3	1
333	зрения можно	1	1
334	отрыве от	1	1
335	и м	1	1
336	что если	2	1
337	и при	2	1
338	бытия как	1	1
339	для европы	1	1
340	так же	4	1
341	и особенно	3	1
342	всяком случае	6	1
343	и сколь	1	1
344	многих случаях	1	1
345	что именно	1	1
346	место в	1	1
347	в отличие	3	1
348	мысли и	2	1
349	бы мы	1	1
350	в данном	3	1
351	в церковь	1	1
352	прочим потому	1	1
353	любовь и	1	1
354	можно говорить	3	1
355	теми же	1	1
356	эти последние	4	1
357	как к	2	1
358	в прошлом	1	1
359	или что	1	1
360	богом и	1	1
361	об идее	1	1
362	и очень	2	1
363	и другим	1	1
364	в основном	5	1
365	чем то	1	1
366	с которой	2	1
367	она не	2	1
368	что с	1	1
369	иной раз	2	1
370	но для	1	1
371	и философской	1	1
372	тогда когда	2	1
373	действие которое	1	1
374	этом смысле	1	1
375	исключает всякую	1	1
376	своего существования	1	1
377	и чаяния	1	1
378	с и	2	1
379	можно судить	4	1
380	того чтобы	2	1
381	бога не	1	1
382	не имеет	2	1
383	никогда не	7	1
384	и всегда	1	1
385	в результате	5	1
386	казалось бы	2	1
387	в отношениях	1	1
388	в настоящее	2	1
389	чтобы понять	1	1
390	с двух	1	1
391	христа и	1	1
392	этих двух	1	1
393	и притом	2	1
394	и которая	1	1
395	что по	1	1
396	в г	1	1
397	знание в	1	1
398	и часть	1	1
399	в этих	4	1
400	чем оно	1	1
401	каким оно	1	1
402	до тех	1	1
403	над ним	1	1
404	нет ничего	3	1
405	в каком	1	1
406	и политики	1	1
407	бытия не	1	1
408	отношением к	1	1
409	только как	1	1
410	исходить из	2	1
411	в советском	1	1
412	по одному	1	1
413	средство к	1	1
414	относиться к	2	1
415	и никому	1	1
416	что все	1	1
417	этом не	1	1
418	есть и	2	1
419	ли не	1	1
420	ни к	1	1
421	начала в	1	1
422	в трех	2	1
423	мы все	1	1
424	более широкой	1	1
425	к этой	2	1
426	ни на	1	1
427	и другие	1	1
428	не есть	4	1
429	вместе с	8	1
430	все еще	1	1
431	именно здесь	1	1
432	это в	3	1
433	которого невозможно	1	1
434	во всяком	6	1
435	они не	1	1
436	гораздо более	2	1
