N	2gram	Bakhtin_Pr_1	VLabPisa
230	и для	3	2
231	художник как	1	2
232	восприятия и	1	2
233	что такое	1	2
234	всяком случае	3	2
235	самый факт	2	2
236	не столько	3	2
237	диалектического развития	1	2
238	по крайней	2	2
239	если бы	10	2
240	по себе	7	2
241	которые обычно	1	2
242	можно ли	1	2
243	не менее	1	2
244	тогда когда	1	2
245	к этим	1	2
246	того чтобы	4	2
247	только не	1	2
248	наблюдения и	1	2
249	а для	1	2
250	на язык	1	2
251	и весь	1	2
252	в сознании	2	2
253	даже самая	1	2
254	отношении что	1	2
255	в области	3	2
256	том отношении	1	2
257	от того	2	2
258	художественную форму	1	2
259	нет ни	2	2
260	и заключается	1	2
261	некоторых из	1	2
262	отличается от	2	2
263	же самое	1	2
264	должны быть	1	2
265	что оно	1	2
266	они и	1	2
267	для того	2	2
268	на это	1	2
269	его художественного	4	2
270	формы и	1	2
271	только то	3	2
272	роль в	2	2
273	произведения не	1	2
274	он сам	3	2
275	и даже	3	2
276	вот это	1	2
277	из основных	1	2
278	во всяком	4	2
279	на вопрос	2	2
280	говорит об	1	2
281	лишь в	3	2
282	от них	1	2
283	во всей	2	2
284	крайней мере	2	2
285	каждом отдельном	1	2
286	конце концов	4	2
287	но с	1	2
288	что даже	1	2
289	видеть мир	1	2
290	всех его	1	2
291	одной из	1	2
292	у них	1	2
293	слова не	1	2
294	при помощи	1	2
295	плана в	1	2
296	могло бы	1	2
297	вовсе не	8	2
298	при всей	1	2
299	не о	1	2
300	даже не	1	2
301	до сих	2	2
302	как у	2	2
303	что для	2	2
304	через это	1	2
305	от различных	1	2
306	идеи в	7	2
307	из многочисленных	1	2
308	показывает как	1	2
309	что мы	1	2
310	не об	3	2
311	тому как	3	2
312	от характера	3	2
313	и потому	3	2
314	из которых	2	2
315	как например	2	2
316	сих пор	2	2
317	того или	1	2
318	но для	2	2
319	можно было	3	2
320	вне его	2	2
321	в книге	3	2
322	многие из	1	2
323	образом даже	1	2
324	такое понимание	1	2
325	мира и	7	2
326	ни одного	2	2
327	своих героев	3	2
328	будто бы	1	2
329	все они	1	2
330	а в	7	2
331	а о	1	2
332	о своем	1	2
333	между ними	2	2
334	о творчестве	1	2
335	к его	1	2
336	его произведений	2	2
337	что действие	1	2
338	в своих	2	2
339	явления в	1	2
340	этой точки	1	2
341	они не	3	2
342	можно говорить	2	1
343	лежат в	1	1
344	в сфере	2	1
345	в движение	1	1
346	одного дня	1	1
347	выражения в	1	1
348	самом деле	5	1
349	и истолкования	1	1
350	все его	1	1
351	между всеми	1	1
352	же по	2	1
353	почти не	1	1
354	достоевского в	19	1
355	этого в	1	1
356	оно может	1	1
357	противном случае	1	1
358	не меньшим	1	1
359	должна быть	2	1
360	мыслит и	1	1
361	процессе этого	1	1
362	общественных отношений	1	1
363	со всех	1	1
364	бы уже	2	1
365	говорит достоевский	1	1
366	как мы	5	1
367	что если	1	1
368	этому плану	1	1
369	вопрос о	4	1
370	именно к	1	1
371	почти все	1	1
372	наличие в	1	1
373	личности самого	1	1
374	на себя	3	1
375	по замыслу	1	1
376	этом плане	1	1
377	основе этого	1	1
378	и то	1	1
379	становится в	1	1
380	не поддаются	1	1
381	здесь не	1	1
382	в последних	1	1
383	и мира	1	1
384	не отличается	1	1
385	очень многим	1	1
386	как если	1	1
387	своей работе	1	1
388	предисловии к	1	1
389	а только	1	1
390	значение и	1	1
391	его сознания	3	1
392	не все	1	1
393	ответ на	1	1
394	а и	1	1
395	себе и	3	1
396	в свои	1	1
397	которые не	1	1
398	в известном	1	1
399	в истории	2	1
400	толстого и	2	1
401	только об	1	1
402	сразу и	1	1
403	для их	1	1
404	кроме того	3	1
405	частей и	1	1
406	еще больше	1	1
407	сознания в	2	1
408	и наконец	5	1
409	не являются	1	1
410	произведения так	1	1
411	материалов и	1	1
412	основная тенденция	1	1
413	тон и	1	1
414	художественный замысел	1	1
415	то в	1	1
416	уже в	5	1
417	его содержания	1	1
418	тут и	2	1
419	опыт и	1	1
420	элементов в	1	1
421	всего необходимо	1	1
422	этого образа	1	1
423	достоевского таким	2	1
424	непосредственно как	1	1
425	но на	1	1
426	в братьях	1	1
427	так сказать	3	1
428	на его	2	1
429	и мучительно	1	1
430	прямые и	1	1
431	как художественное	1	1
432	время и	1	1
433	да и	2	1
434	планов его	1	1
435	только материал	1	1
436	может протекать	1	1
437	его писем	1	1
438	что должно	1	1
439	и еще	1	1
440	не значит	2	1
441	материал его	2	1
442	и осмысленной	1	1
443	не как	12	1
444	к каждому	1	1
445	эта способность	1	1
446	уже не	8	1
447	что может	2	1
448	художника ведь	1	1
449	одно и	1	1
450	а вместе	1	1
451	оно и	1	1
452	неизбежно приходит	1	1
453	не материал	1	1
454	чего он	1	1
455	самого автора	6	1
456	то есть	24	1
457	зрения на	8	1
458	ее нельзя	1	1
459	входит в	2	1
460	в музыке	4	1
461	тенденция его	1	1
462	определения основной	1	1
463	на почве	1	1
464	этом смысле	9	1
465	в сложном	1	1
466	всю его	1	1
467	приходит в	1	1
468	кажется что	3	1
469	материал для	1	1
470	для них	1	1
471	ни одной	2	1
472	изучения его	1	1
473	что нередко	1	1
474	с этой	1	1
475	романы достоевского	3	1
476	несмотря на	6	1
477	же самый	1	1
478	на этот	2	1
479	как целое	2	1
480	данте и	2	1
481	сознанию и	1	1
482	разрозненные наблюдения	1	1
483	себе все	1	1
484	их на	1	1
485	способностью как	1	1
486	в этих	2	1
487	их он	1	1
488	образ а	2	1
489	взгляд на	1	1
490	он должен	1	1
491	и благодаря	2	1
492	знает и	1	1
493	на свою	1	1
494	как совокупность	1	1
495	в черновиках	1	1
496	письмо к	1	1
497	признать что	1	1
498	значение для	1	1
499	является только	1	1
500	процесса и	1	1
501	единство и	1	1
502	есть его	1	1
503	образом и	1	1
504	но он	2	1
505	творчества и	2	1
506	друг другу	2	1
507	субъективного порядка	1	1
508	в устах	1	1
509	радости и	1	1
510	бы быть	1	1
511	зрения и	2	1
512	воли является	1	1
513	и синтеза	1	1
514	как можно	2	1
515	с которой	4	1
516	ему принадлежит	1	1
517	мысли в	2	1
518	и отсюда	1	1
519	на себе	2	1
520	определяет как	1	1
521	время как	1	1
522	материала в	1	1
523	и имеет	1	1
524	замысел а	1	1
525	наблюдений над	1	1
526	весь роман	1	1
527	иметь в	1	1
528	но только	1	1
529	та или	1	1
530	не могло	1	1
531	казалось бы	1	1
532	или иная	1	1
533	словесного выражения	1	1
534	к ней	1	1
535	видим что	1	1
536	друг друга	3	1
537	как не	4	1
538	достоевский в	7	1
539	следует что	1	1
540	не выражается	1	1
541	только с	2	1
542	это главное	1	1
543	так то	1	1
544	как будто	3	1
545	в основе	5	1
546	в каком	1	1
547	достоевского изучение	1	1
548	так будто	1	1
549	все то	4	1
550	случайно и	1	1
551	лежит в	1	1
552	об одном	1	1
553	содержание в	1	1
554	бы он	1	1
555	перейти к	1	1
556	романтического типа	1	1
557	в применении	1	1
558	и это	5	1
559	с ее	2	1
560	же не	1	1
561	данном случае	2	1
562	он определяет	1	1
563	от обычного	1	1
564	своих романов	1	1
565	его творческой	1	1
566	то время	2	1
567	в дальнейшем	1	1
568	художником и	2	1
569	и сам	2	1
570	что у	1	1
571	мы только	1	1
572	в нескольких	1	1
573	как обычное	1	1
574	в плоскости	4	1
575	действительности он	1	1
576	наташи ростовой	1	1
577	планы достоевского	1	1
578	остается только	1	1
579	тема произведения	1	1
580	по сравнению	1	1
581	но у	2	1
582	понятно что	1	1
583	является в	1	1
584	и социальные	1	1
585	строго говоря	1	1
586	поэтому в	2	1
587	для этого	1	1
588	с ним	6	1
589	ими самими	1	1
590	автор не	1	1
591	и художественная	1	1
592	о нем	11	1
593	на него	2	1
594	искусства и	1	1
595	его художественной	1	1
596	прав в	1	1
597	и миром	1	1
598	и что	1	1
599	для нас	3	1
600	и многих	1	1
601	знает что	1	1
602	или как	5	1
603	мере для	1	1
604	часто вопреки	1	1
605	и во	2	1
606	материалом но	1	1
607	противоречия и	2	1
608	художников слова	1	1
609	говорит он	8	1
610	в форме	6	1
611	романа в	4	1
612	в свете	3	1
613	ставил и	1	1
614	к сознанию	1	1
615	для самого	2	1
616	действительности если	1	1
617	наконец и	1	1
618	с отдельными	1	1
619	действительности не	1	1
620	быть и	1	1
621	согласиться с	1	1
622	этих черт	2	1
623	концепции но	1	1
624	в какой	1	1
625	эту задачу	1	1
626	правильно подчеркивает	1	1
627	как характеризует	1	1
628	целого и	1	1
629	образа с	1	1
630	который в	1	1
631	эти определения	2	1
632	во времени	3	1
633	но ее	1	1
634	плане и	1	1
635	творчество не	1	1
636	обычного типа	3	1
637	же и	1	1
638	есть в	3	1
639	не над	1	1
640	собою в	1	1
641	конечно не	1	1
642	при этих	2	1
643	как художественная	3	1
644	в начале	1	1
645	этому вопросу	1	1
646	не дает	3	1
647	или даже	2	1
648	и лежит	1	1
649	и других	5	1
650	его и	1	1
651	отдельные элементы	1	1
652	эти планы	1	1
653	к творчеству	1	1
654	роль и	1	1
655	себе в	1	1
656	ни в	3	1
657	к более	2	1
658	сами по	3	1
659	не для	1	1
660	в состоянии	1	1
661	отношение к	1	1
662	автора а	2	1
663	братьях карамазовых	1	1
664	дело и	1	1
665	и непосредственных	1	1
666	и никогда	1	1
667	заметить что	2	1
668	тем что	3	1
669	в рамки	2	1
670	эти идеи	1	1
671	автора как	3	1
672	в едином	4	1
673	герои не	1	1
674	к идее	1	1
675	со всем	1	1
676	только у	3	1
677	развития в	1	1
678	а именно	1	1
679	человека а	1	1
680	он это	1	1
681	как же	3	1
682	бытия в	1	1
683	себя и	2	1
684	в живом	1	1
685	не создает	1	1
686	мир а	1	1
687	с большей	1	1
688	и самый	1	1
689	действительности как	1	1
690	жизнь в	1	1
691	замысел как	1	1
692	личности в	4	1
693	художественные единства	1	1
694	наконец в	2	1
695	благодаря чему	2	1
696	и композиционно	1	1
697	самого начала	3	1
698	что из	2	1
699	мира в	6	1
700	своей индивидуальности	1	1
701	него был	1	1
702	проникновения в	1	1
703	произведений но	1	1
704	в духе	3	1
705	как в	6	1
706	идеологического романа	1	1
707	статье о	1	1
708	в данном	2	1
709	сравнению с	1	1
710	в той	6	1
711	в логике	1	1
712	типа как	1	1
713	процесс у	1	1
714	и наглядно	1	1
715	в процесс	1	1
716	должно быть	1	1
717	у которого	1	1
718	или другого	1	1
719	слова и	1	1
720	благодаря этому	2	1
721	является для	2	1
722	отдельные этапы	1	1
723	но это	5	1
724	на своем	1	1
725	романа с	2	1
726	в противном	1	1
727	конкретные художественные	1	1
728	романов достоевского	12	1
729	достоевском по	1	1
730	мы видим	3	1
731	для такого	1	1
732	единой и	1	1
733	его творчества	7	1
734	что главное	1	1
735	романа и	4	1
736	ее и	1	1
737	в каждой	2	1
738	и все	3	1
739	о достоевском	12	1
740	у достоевского	24	1
741	и художественной	1	1
742	находится в	1	1
743	потому что	12	1
744	которых он	1	1
745	хотя в	1	1
746	сходятся в	1	1
747	его значение	1	1
748	можно конечно	1	1
749	личности и	1	1
750	находит свое	1	1
751	приходится признать	1	1
752	из тех	2	1
753	это в	2	1
754	и цельной	1	1
755	от всех	1	1
756	романа по	2	1
757	совершенно не	1	1
758	сводить к	2	1
759	он я	1	1
760	или иного	1	1
761	и идеи	1	1
762	есть и	1	1
763	есть то	3	1
764	и повести	1	1
765	огромное значение	1	1
766	или точнее	1	1
767	исключительное значение	1	1
768	это было	1	1
769	и другие	2	1
770	творческой работы	1	1
771	над отдельными	2	1
772	своей работы	1	1
773	или наоборот	1	1
