N	2gram	Losev_Prob_4	Problema
584	анализа не	2	1
585	о ней	1	1
586	может в	1	1
587	то имеют	1	1
588	часто и	1	1
589	понять как	2	1
590	возможна только	1	1
591	настоящее время	1	1
592	этом произведении	1	1
593	для нас	6	1
594	а также	6	1
595	не выходит	3	1
596	произведение является	1	1
597	и своей	1	1
598	положения и	1	1
599	своему значению	1	1
600	на отдельные	1	1
601	в которую	1	1
602	тем или	1	1
603	они суть	3	1
604	вся эта	2	1
605	уже чисто	2	1
606	познание и	1	1
607	моментами и	1	1
608	психического состояния	1	1
609	человека из	1	1
610	применить и	1	1
611	здесь одно	1	1
612	вообще и	1	1
613	резко отличается	1	1
614	на действительность	1	1
615	и отдельные	1	1
616	и борьбы	1	1
617	в самый	1	1
618	что здесь	6	1
619	быть и	1	1
620	на которой	1	1
621	обе эти	1	1
622	историки литературы	1	1
623	других художественных	1	1
624	каждого явления	1	1
625	на другие	1	1
626	и быть	1	1
627	ряд то	2	1
628	не имеющих	1	1
629	они могут	2	1
630	в контексте	1	1
631	не происходит	1	1
632	здесь с	1	1
633	нас здесь	1	1
634	есть ни	2	1
635	действительность но	1	1
636	для всех	3	1
637	есть в	7	1
638	уже не	5	1
639	только на	2	1
640	своим собственным	2	1
641	об его	2	1
642	есть уже	1	1
643	ощущения представления	1	1
644	или даже	4	1
645	из них	3	1
646	потому в	1	1
647	для него	3	1
648	попросту не	1	1
649	жизни таким	1	1
650	головы он	1	1
651	сами по	2	1
652	обходится и	1	1
653	относится не	1	1
654	с этими	1	1
655	было этого	1	1
656	не о	1	1
657	друг друга	2	1
658	если оно	2	1
659	или это	1	1
660	но что	1	1
661	только с	1	1
662	на некоторые	1	1
663	поэтому на	1	1
664	бы сопротивляется	1	1
665	не просто	16	1
666	отсутствует и	1	1
667	бы тогда	1	1
668	которые как	3	1
669	и стремление	3	1
670	характерно и	1	1
671	в наличии	1	1
672	и философски	1	1
673	выходит за	2	1
674	вполне только	1	1
675	с другим	1	1
676	до сих	1	1
677	нас в	1	1
678	именно в	7	1
679	и между	1	1
680	мы еще	1	1
681	виде и	2	1
682	предмет и	1	1
683	до чисто	1	1
684	только что	2	1
685	самом же	2	1
686	нужно сказать	1	1
687	поскольку она	1	1
688	а наоборот	2	1
689	она является	2	1
690	до конца	1	1
691	человеческой жизни	5	1
692	все время	2	1
693	о чем	1	1
694	на эту	1	1
695	всех других	2	1
696	что мы	3	1
697	близка к	1	1
698	который уж	1	1
699	входить в	1	1
700	есть перестает	1	1
701	вместе с	5	1
702	так же	5	1
703	и особенно	1	1
704	происходит в	1	1
705	вещь есть	2	1
706	но этот	2	1
707	убедительно показать	1	1
708	для искусства	3	1
709	сравнению с	1	1
710	который мы	1	1
711	она есть	1	1
712	как метафоры	1	1
713	в той	8	1
714	анализу и	1	1
715	совершенно разных	1	1
716	есть как	1	1
717	образ и	2	1
718	д мы	1	1
719	мы сказали	1	1
720	в художественную	1	1
721	эти два	1	1
722	подчеркивает ее	1	1
723	есть то	1	1
724	сих пор	1	1
725	в смысловом	2	1
726	в смысле	5	1
727	но едва	1	1
728	себе все	2	1
729	на самой	1	1
730	это уже	3	1
731	сам же	1	1
732	и часто	1	1
733	для выражения	1	1
734	хотя они	2	1
735	и может	2	1
736	не существует	5	1
737	к тому	3	1
738	не подлежит	1	1
739	или только	1	1
740	в поэме	1	1
741	это можно	2	1
742	с ног	1	1
743	в результате	8	1
744	мира и	1	1
745	в настоящее	1	1
746	бы в	1	1
747	еще более	2	1
748	наконец все	1	1
749	и смысл	1	1
750	с понятием	1	1
751	же деле	2	1
752	хотя в	1	1
753	в мифе	3	1
754	но чисто	1	1
755	отношении к	1	1
756	таковое в	1	1
757	жизни в	2	1
758	отраженная в	2	1
759	художественном созерцании	1	1
760	и начинается	1	1
761	но эта	2	1
762	но если	6	1
763	не говоря	3	1
764	искусстве часто	1	1
765	равно как	1	1
766	хотя здесь	1	1
767	жизни а	1	1
768	не что	2	1
769	чем иным	2	1
770	из этого	3	1
771	ее нет	1	1
772	у толстого	1	1
773	но именно	2	1
774	значимости то	1	1
775	в которой	2	1
776	в действительности	1	1
777	жизни и	5	1
778	к этой	1	1
779	россии особенно	1	1
780	разрушило бы	1	1
781	это в	1	1
782	это понятие	1	1
783	смысле что	1	1
784	которая не	3	1
