N	2gram	Potebnia_M_3	KFilosof
200	как предмет	1	2
201	и действительным	1	2
202	в виде	2	2
203	только по	5	2
204	в жизни	1	2
205	быть не	2	2
206	в сознании	15	2
207	только это	1	2
208	будет ли	2	2
209	его и	1	2
210	что эта	2	2
211	человек не	2	2
212	та же	2	2
213	того чтобы	3	2
214	по себе	16	2
215	и мы	2	2
216	ничего общего	2	2
217	все остальное	1	2
218	которой он	1	2
219	с тем	7	2
220	что только	6	2
221	его к	2	2
222	и навсегда	1	2
223	совсем не	1	2
224	и должен	1	2
225	сводится к	1	2
226	оно не	4	2
227	и именно	1	2
228	потому что	46	2
229	конечно в	1	2
230	чтобы не	1	2
231	кажется что	1	2
232	и конечно	1	2
233	это только	1	2
234	жизнь и	1	2
235	единства и	1	2
236	я и	3	2
237	что есть	2	2
238	события и	1	2
239	один и	1	2
240	а как	2	2
241	он может	1	2
242	как в	10	2
243	себе а	4	2
244	но этот	2	2
245	человек и	1	2
246	под ним	2	2
247	тот же	1	2
248	мысль и	1	2
249	даны в	1	2
250	это и	2	2
251	и потому	4	2
252	мысль не	2	2
253	на первом	1	2
254	сам этот	1	2
255	к содержанию	3	2
256	это можно	3	2
257	тем не	3	2
258	едва ли	1	2
259	и может	3	2
260	ему в	2	2
261	если я	1	2
262	есть именно	1	2
263	для этого	1	2
264	слова в	7	2
265	этого слова	11	2
266	в этой	2	2
267	и та	2	2
268	значило бы	1	2
269	тому что	3	2
270	чего не	1	2
271	предмет и	2	2
272	то или	2	2
273	в процессе	1	2
274	и когда	1	2
275	и эта	1	2
276	себя и	4	2
277	с его	1	2
278	если не	4	2
279	не остается	1	2
280	нечто вроде	2	2
281	мы здесь	1	2
282	и чувство	1	2
283	в области	2	2
284	его жизни	2	2
285	к этому	3	2
286	все возможное	2	2
287	раз и	1	2
288	что он	6	2
289	как оно	1	2
290	в ту	1	2
291	и то	8	2
292	ни был	1	2
293	же с	6	2
294	а с	2	2
295	все остальные	3	2
296	и как	5	2
297	смысле в	2	2
298	в данном	1	2
299	как все	1	1
300	и содержания	1	1
301	точек зрения	1	1
302	что между	1	1
303	произведения не	2	1
304	в которой	3	1
305	мысли что	4	1
306	и b	1	1
307	главным образом	1	1
308	все свои	1	1
309	форму и	1	1
310	и чисто	1	1
311	мысли но	1	1
312	полагать что	1	1
313	это может	1	1
314	на закон	1	1
315	нашей мысли	4	1
316	образом и	3	1
317	когда мы	2	1
318	всех сторон	1	1
319	закон но	1	1
320	на его	2	1
321	и видит	2	1
322	есть для	5	1
323	и с	2	1
324	самого себя	3	1
325	сомнения что	1	1
326	остановимся на	1	1
327	и наконец	2	1
328	что мне	1	1
329	здесь можем	1	1
330	предмету но	1	1
331	необходимом отношении	1	1
332	во всяком	1	1
333	она остается	1	1
334	есть тот	1	1
335	небо и	1	1
336	выражен в	1	1
337	первом случае	2	1
338	можно сказать	3	1
339	вместе с	12	1
340	я а	3	1
341	но он	1	1
342	другими словами	1	1
343	должно происходить	1	1
344	в стороне	1	1
345	или в	3	1
346	того же	1	1
347	отсюда ясно	1	1
348	на том	1	1
349	или не	1	1
350	понятие о	2	1
351	для мыслящего	1	1
352	если оно	1	1
353	совершенно необходимая	1	1
354	отличается от	1	1
355	в математике	1	1
356	в один	4	1
357	только от	3	1
358	только тогда	9	1
359	из сознания	1	1
360	себя от	2	1
361	области и	1	1
362	другого как	1	1
363	не к	4	1
364	у меня	2	1
365	это слово	4	1
366	и ее	1	1
367	в живой	2	1
368	этом последнем	2	1
369	сама она	1	1
370	законов а	1	1
371	сознание с	1	1
372	жизни может	1	1
373	все наше	1	1
374	другой и	2	1
375	здесь как	3	1
376	одна и	1	1
377	а то	1	1
378	точнее говоря	1	1
379	нет это	1	1
380	и незаменимое	1	1
381	казаться что	1	1
382	я или	1	1
383	зависит от	6	1
384	на ее	1	1
385	только при	2	1
386	гораздо более	1	1
387	когда оно	1	1
388	связь с	3	1
389	всего что	1	1
390	на то	2	1
391	содержание мысли	2	1
392	другими и	1	1
393	была бы	4	1
394	человеческой жизни	3	1
395	можно в	1	1
396	тот мир	1	1
397	бесконечное множество	1	1
398	есть познание	1	1
399	в какой	2	1
400	бы ни	3	1
401	своей мысли	4	1
402	и теперь	6	1
403	но мы	2	1
404	и сама	1	1
405	это в	2	1
406	то есть	34	1
407	это будет	1	1
408	полученное этим	1	1
409	не найдем	1	1
410	содержания а	1	1
411	действие которое	1	1
412	само есть	1	1
413	не существует	3	1
414	ним то	2	1
415	случае когда	1	1
416	и некоторым	1	1
417	об этом	2	1
418	между прочим	1	1
419	это значит	1	1
420	само по	3	1
421	и было	1	1
422	и он	1	1
423	котором оно	1	1
424	именно оно	1	1
425	непосредственной близости	1	1
426	что уже	2	1
427	одно из	5	1
428	слово и	3	1
429	эти слова	2	1
430	она эта	1	1
431	же в	2	1
432	нам остается	1	1
433	находятся в	1	1
434	в эту	1	1
435	не можем	3	1
436	есть это	1	1
437	она действительно	1	1
438	когда он	1	1
439	в искусстве	3	1
440	отдельного человека	1	1
441	смысле этого	7	1
442	одной из	2	1
443	этого не	3	1
444	что тем	1	1
445	это содержание	5	1
446	что ее	1	1
447	на чем	2	1
448	а тем	2	1
449	но только	2	1
450	что первая	1	1
451	мир не	1	1
452	слово единство	1	1
453	его действительности	1	1
454	с нашей	1	1
455	превращается в	1	1
456	из жизни	1	1
457	например что	1	1
458	бытие познания	1	1
459	если это	1	1
460	между ними	1	1
461	и от	4	1
462	смерти и	1	1
463	это различие	1	1
464	а через	1	1
465	бы для	1	1
466	отношения к	1	1
467	требует именно	1	1
468	следовательно и	1	1
469	особенно в	1	1
470	центра в	1	1
471	представляется нам	1	1
472	слово может	5	1
473	образом то	1	1
474	содержания мысли	1	1
475	по всей	1	1
476	к тому	7	1
477	относиться к	1	1
478	я то	1	1
479	слова и	5	1
480	к ней	5	1
481	и даже	2	1
482	хотя и	1	1
483	только что	8	1
484	не с	1	1
485	человека но	1	1
486	как из	1	1
487	в этих	1	1
488	выражено в	1	1
489	него самого	3	1
490	к миру	1	1
491	сознание может	1	1
492	на все	2	1
493	к такой	1	1
494	ли она	4	1
495	можно только	2	1
496	этой мысли	2	1
497	целого и	1	1
498	однако по	1	1
499	противном случае	1	1
500	что язык	2	1
501	в предмете	1	1
502	со всех	1	1
503	возвращаться в	1	1
504	ее в	1	1
505	с которым	1	1
506	в душе	10	1
507	какого бы	1	1
508	только одно	1	1
509	человека и	5	1
510	но эти	1	1
511	и говорить	1	1
512	до того	4	1
513	значит что	1	1
514	нем его	1	1
515	сказать и	1	1
516	говоря о	4	1
517	своего развития	1	1
518	каждый раз	2	1
519	этого единства	2	1
520	и т.п	1	1
521	которое предполагает	1	1
522	представлением или	1	1
523	я есть	1	1
524	к любви	1	1
525	я в	1	1
526	свою очередь	3	1
527	все силы	1	1
528	в противном	1	1
529	мысль в	3	1
530	притом не	2	1
531	мы должны	4	1
532	я с	1	1
533	людьми и	1	1
534	разных людей	1	1
535	и о	2	1
536	ни о	3	1
537	вообще как	2	1
538	тем же	4	1
539	собою только	1	1
540	не за	1	1
541	а только	3	1
542	как я	1	1
543	находится в	1	1
544	его определение	1	1
545	не зависит	1	1
546	один из	4	1
547	по способу	1	1
548	бы только	1	1
549	следует из	1	1
550	в истории	1	1
551	только через	1	1
552	заключать в	1	1
553	же и	3	1
554	от своего	1	1
555	единство и	2	1
556	его я	3	1
557	в первом	3	1
558	и таким	1	1
559	перестает быть	4	1
560	в противоречие	1	1
561	том смысле	3	1
562	с чем	1	1
563	и мысли	1	1
564	нашей точки	1	1
565	нуждаются в	1	1
566	в человеке	3	1
567	в последнем	3	1
568	их и	1	1
569	действительности и	3	1
570	том случае	1	1
571	оно ни	2	1
572	все содержание	1	1
573	мы его	1	1
574	содержание но	1	1
575	это с	1	1
576	то все	1	1
577	это было	3	1
578	что все	3	1
579	него в	1	1
580	по поводу	4	1
581	действительности а	1	1
582	что эти	1	1
583	было ни	1	1
584	как одно	1	1
585	стороны нет	1	1
586	ее содержания	1	1
587	что конечно	3	1
588	но оно	6	1
589	один предмет	1	1
590	вложена в	1	1
591	только не	2	1
592	нет но	1	1
593	равно как	1	1
594	мы обозначаем	1	1
595	мы уже	2	1
596	что мир	1	1
597	некоторым образом	3	1
598	оно было	1	1
599	самого и	1	1
600	план и	1	1
601	а к	3	1
602	том же	2	1
603	что именно	4	1
604	я это	1	1
605	подлежит сомнению	1	1
606	живое слово	1	1
607	предмета и	1	1
608	возможность не	1	1
609	или нет	1	1
610	содержания в	2	1
611	в самом	8	1
612	то для	2	1
613	только для	1	1
614	стороне вопрос	1	1
615	быть из	1	1
616	мысли и	2	1
617	никто не	3	1
618	то-то то	1	1
619	мы видим	2	1
620	невозможно если	1	1
621	вне себя	2	1
622	есть еще	3	1
623	возможно и	1	1
624	что подобные	1	1
625	мы можем	3	1
626	она и	1	1
627	противоречия и	1	1
628	бы эта	1	1
629	суждения не	2	1
630	она не	2	1
631	истина и	1	1
632	более что	1	1
633	него как	1	1
634	возможное содержание	2	1
635	имеет смысла	1	1
636	должен был	1	1
637	я как	5	1
638	не прибавляет	1	1
639	в соответствующих	1	1
640	что мы	8	1
641	с этим	6	1
642	несмотря на	2	1
643	в действительности	5	1
644	их в	2	1
645	но нельзя	1	1
646	помнить что	1	1
647	его содержание	1	1
648	стороны своего	1	1
649	той же	2	1
650	себя из	1	1
651	человечества но	1	1
652	только относительно	1	1
653	друг друга	3	1
654	не дано	1	1
655	жизни не	3	1
656	от них	2	1
657	она только	1	1
658	своего содержания	1	1
659	смысле совокупности	1	1
660	бы совершенно	1	1
661	здесь же	1	1
662	нет сомнения	1	1
663	столь же	4	1
664	которую я	1	1
665	не могло	1	1
666	его только	2	1
667	ней то	1	1
668	же самое	1	1
669	но нет	1	1
670	с которой	1	1
671	к отдельному	1	1
672	понять его	1	1
673	все следующие	1	1
674	сознании и	2	1
675	жизнь человека	1	1
676	все что	4	1
677	все равно	4	1
678	его не	1	1
679	но эстетическое	1	1
680	в суждении	1	1
681	единство в	1	1
682	действие и	1	1
683	не подлежит	2	1
684	не следует	5	1
685	и до	2	1
686	в понятии	2	1
687	содержанию как	1	1
688	образом в	3	1
689	он должен	1	1
690	этих мыслей	1	1
691	что она	3	1
692	и целого	1	1
693	мы только	1	1
694	необходимое условие	1	1
695	эти стороны	1	1
696	если мы	1	1
697	может стать	2	1
698	им с	1	1
699	не будем	1	1
700	есть только	5	1
701	эта последняя	2	1
702	будем говорить	1	1
703	так как	13	1
704	не является	1	1
705	только на	3	1
706	миру и	1	1
707	именно вследствие	3	1
708	остается только	2	1
709	уже и	1	1
710	и каждый	1	1
711	он как	2	1
712	ее не	1	1
713	такая же	2	1
714	не само	1	1
715	мы забыли	1	1
716	самом своем	1	1
717	все в	2	1
718	мысль о	5	1
719	только путем	1	1
720	как о	2	1
721	связь между	2	1
722	и по	4	1
723	над всеми	3	1
724	мог бы	1	1
725	и получает	2	1
726	должен знать	1	1
727	к следующему	1	1
728	сознание но	1	1
