N	2gram	Berdyaev_V_1	Myshleni
235	в себя	2	1
236	и сам	2	1
237	который он	1	1
238	с внутренним	1	1
239	смысле нельзя	1	1
240	еще и	1	1
241	и ложь	1	1
242	находится в	1	1
243	говорят что	1	1
244	путь этот	1	1
245	пока они	1	1
246	но мы	2	1
247	после того	1	1
248	ее от	1	1
249	в форме	2	1
250	думаю что	1	1
251	с ними	1	1
252	мы увидим	1	1
253	и так	1	1
254	и ее	1	1
255	по этому	3	1
256	же и	1	1
257	это ни	1	1
258	своей целью	1	1
259	уже не	2	1
260	и они	3	1
261	нет у	4	1
262	каким образом	1	1
263	этой новой	1	1
264	но от	1	1
265	в теоретическом	1	1
266	я думаю	2	1
267	не будут	1	1
268	в конце	3	1
269	давно уже	2	1
270	те что	1	1
271	бы все	1	1
272	мы это	2	1
273	истина и	1	1
274	все равно	2	1
275	от этих	2	1
276	их от	3	1
277	что не	4	1
278	и люди	2	1
279	то и	1	1
280	на которых	1	1
281	и потому	7	1
282	с которыми	1	1
283	конечно не	2	1
284	о чем	1	1
285	если оно	1	1
286	в тот	1	1
287	в состоянии	1	1
288	из первого	3	1
289	еще к	1	1
290	на пути	1	1
291	на разных	1	1
292	но прежде	1	1
293	но это	3	1
294	все это	5	1
295	есть знак	1	1
296	иногда может	1	1
297	указать на	1	1
298	уже на	2	1
299	раз навсегда	2	1
300	не существует	1	1
301	хотя и	5	1
302	у них	1	1
303	вообще в	1	1
304	конце концов	1	1
305	с ним	2	1
306	личности и	3	1
307	человека не	1	1
308	нет ничего	3	1
309	не быть	1	1
310	это образование	1	1
311	ли они	1	1
312	ее в	2	1
313	в своих	1	1
314	в роли	1	1
