N	2gram	Bakhtin_sl_1	Vladivir
208	то время	2	2
209	не столько	1	2
210	был не	1	2
211	о котором	1	2
212	ними и	1	2
213	образом в	3	2
214	на все	2	2
215	она всегда	1	2
216	в вопросах	1	2
217	того что	3	2
218	с ними	3	2
219	всяком случае	5	2
220	никак нельзя	1	2
221	одной из	3	2
222	то и	1	2
223	и философии	1	2
224	не из	2	2
225	и других	3	2
226	из них	3	2
227	в очень	1	2
228	не были	3	2
229	же о	1	2
230	с которым	2	2
231	что мы	1	2
232	жизнь в	2	2
233	и глубоко	1	2
234	еще на	1	2
235	по существу	3	2
236	в это	1	2
237	впрочем не	1	2
238	нисколько не	2	2
239	и для	4	2
240	которых он	1	2
241	в результате	3	2
242	от него	1	2
243	тем более	1	2
244	отношением к	1	2
245	совершенно не	2	2
246	из этого	3	2
247	в самом	5	2
248	и это	1	2
249	в частности	2	2
250	как на	1	2
251	во всяком	7	2
252	все что	1	2
253	всегда в	2	1
254	как известно	1	1
255	к людям	1	1
256	что отношение	1	1
257	самостоятельность и	1	1
258	отношении к	6	1
259	которого в	1	1
260	на самом	2	1
261	своей основной	1	1
262	такого живого	1	1
263	и есть	1	1
264	было никакого	1	1
265	то в	2	1
266	чего не	1	1
267	мировоззрения и	1	1
268	не имеют	1	1
269	ведь и	1	1
270	в их	4	1
271	в обычном	1	1
272	есть не	1	1
273	что уже	1	1
274	в основных	1	1
275	время как	2	1
276	в некотором	1	1
277	серьезность в	1	1
278	в ней	4	1
279	в скобках	1	1
280	не нужно	1	1
281	столь же	2	1
282	бы то	1	1
283	в различных	1	1
284	которое он	1	1
285	во всех	17	1
286	а следовательно	1	1
287	еще от	1	1
288	слова на	1	1
289	а через	1	1
290	в настоящем	1	1
291	человек может	1	1
292	ему не	2	1
293	что как	1	1
294	в одних	1	1
295	что по	1	1
296	таковы например	1	1
297	момент его	3	1
298	так или	1	1
299	близости к	1	1
300	и те	2	1
301	не могла	2	1
302	так сказать	5	1
303	жизнью и	1	1
304	весь свой	1	1
305	в переводе	1	1
306	всем своем	1	1
307	степени но	1	1
308	сказали в	1	1
309	чем у	1	1
310	не к	1	1
311	него есть	1	1
312	одной и	1	1
313	из него	2	1
314	всех своих	2	1
315	именно это	1	1
316	одно и	2	1
317	в германии	1	1
318	том же	4	1
319	подход к	1	1
320	смысле в	3	1
321	же тему	2	1
322	поэзии и	4	1
323	те же	2	1
324	них не	1	1
325	потому как	1	1
326	заключается в	1	1
327	на протяжении	2	1
328	с другими	5	1
329	и непосредственное	2	1
330	это не	6	1
331	поэтическая и	1	1
332	на почве	4	1
333	всю его	2	1
334	и единственным	2	1
335	и тем	2	1
336	только одно	1	1
337	для них	2	1
338	но уже	1	1
339	о которых	1	1
340	ни одной	1	1
341	мы имеем	1	1
342	тому что	2	1
343	и уже	1	1
344	человек имеет	1	1
345	жизни но	2	1
346	чем в	1	1
347	мы не	2	1
348	выражение в	3	1
349	и ничего	1	1
350	его образа	1	1
351	в этих	2	1
352	а главное	1	1
353	таким же	1	1
354	и без	1	1
355	тем литературным	1	1
356	но у	1	1
357	в первый	1	1
358	бы мы	1	1
359	от его	3	1
360	сам же	1	1
361	и той	2	1
362	мир и	1	1
363	есть его	1	1
364	совершенно разные	1	1
365	но во	1	1
366	без всяких	2	1
367	ни было	2	1
368	том и	2	1
369	языков и	9	1
370	с такими	1	1
371	ним в	1	1
372	слов о	2	1
373	вместе со	2	1
374	сам он	1	1
375	и вся	1	1
376	она не	3	1
377	время был	1	1
378	приводят к	1	1
379	в атмосфере	2	1
380	xviii века	2	1
381	с теми	1	1
382	многие вообще	1	1
383	и вместо	1	1
384	одной плоскости	1	1
385	на себе	1	1
386	одних случаях	1	1
387	он еще	1	1
388	эта внутренняя	2	1
389	случае не	1	1
390	нем в	3	1
391	не могло	3	1
392	только не	1	1
393	следовательно и	3	1
394	и сразу	1	1
395	правда в	1	1
396	одна из	2	1
397	то у	1	1
398	связи с	2	1
399	только с	1	1
400	не столь	1	1
401	этом отношении	1	1
402	за ними	1	1
403	с прямым	1	1
404	в стиле	1	1
405	очень часто	1	1
406	все то	1	1
407	не могут	3	1
408	свою связь	1	1
409	есть только	1	1
410	мнения о	1	1
411	этого и	1	1
412	в каждом	4	1
413	он никогда	1	1
414	правда не	2	1
415	то ни	1	1
416	с ее	4	1
417	свою очередь	2	1
418	может только	1	1
419	на предметы	1	1
420	с самого	1	1
421	так в	2	1
422	роль в	2	1
423	и совершенно	1	1
424	что может	1	1
425	понимание и	1	1
426	почти каждый	1	1
427	не с	2	1
428	особенно в	1	1
429	и которые	1	1
430	он к	1	1
431	если бы	1	1
432	некотором отношении	1	1
433	в разных	3	1
434	связанная с	1	1
435	все дело	1	1
436	сводится к	1	1
437	произведения как	3	1
438	слова из	1	1
439	нем с	1	1
440	религиозные и	1	1
441	одного из	2	1
442	систему в	1	1
443	в значительной	1	1
444	нас в	2	1
445	предмет для	1	1
446	в обращении	1	1
447	от них	1	1
448	и во	3	1
449	интерес к	2	1
450	почти всегда	3	1
451	в другой	2	1
452	которые он	1	1
453	он только	1	1
454	которой все	1	1
455	условия для	1	1
456	и мир	5	1
457	в литературе	1	1
458	дней и	1	1
459	но с	1	1
460	и одновременно	2	1
461	не как	4	1
462	человека в	1	1
463	с каждым	1	1
464	ли он	4	1
465	между этими	2	1
466	не мешает	1	1
467	нас здесь	2	1
468	с одной	4	1
469	со всеми	1	1
470	в указанном	1	1
471	он их	2	1
472	в сторону	1	1
473	спокойного и	1	1
474	же была	1	1
475	образования в	1	1
476	вернуться к	1	1
477	же в	1	1
478	что не	1	1
479	при правильном	1	1
480	от других	2	1
481	слова не	1	1
482	менее всего	1	1
483	в полное	1	1
484	в известной	2	1
485	ту же	4	1
486	в одном	2	1
487	философского и	1	1
488	у нее	1	1
489	друг друга	3	1
490	как его	5	1
491	резко и	1	1
492	не просто	1	1
493	от того	1	1
494	всеми этими	1	1
495	в других	3	1
496	автора как	1	1
497	ближайшим образом	1	1
498	и только	1	1
499	которые как	1	1
500	в последние	2	1
501	же деле	1	1
502	влияние на	1	1
503	как у	1	1
504	или иначе	1	1
505	с известным	1	1
506	именно в	3	1
507	которых мы	1	1
508	далеко не	5	1
509	в свою	3	1
510	он считал	1	1
511	себя и	1	1
512	слово но	1	1
513	прежде всего	8	1
514	месте и	1	1
515	самом же	1	1
516	одной стороны	4	1
517	которые не	1	1
518	свою жизнь	1	1
519	до конца	12	1
520	а не	15	1
521	однако и	1	1
522	на весь	1	1
523	легко и	1	1
524	как ни	1	1
525	в руках	1	1
526	конечно на	1	1
527	анализирует в	1	1
528	о чем	1	1
529	на эту	1	1
530	систему и	1	1
531	когда она	1	1
532	плоскости с	1	1
533	в изучении	1	1
534	знает только	2	1
535	его как	2	1
536	с помощью	1	1
537	входить в	1	1
538	на который	1	1
539	так же	2	1
540	в одной	1	1
541	и иной	1	1
542	без другого	2	1
543	в данном	3	1
544	основное содержание	2	1
545	это его	1	1
546	языками но	1	1
547	в состоянии	1	1
548	и более	1	1
549	быть не	1	1
550	этого слова	1	1
551	с этой	3	1
552	на пути	1	1
553	в основном	3	1
554	не изучался	1	1
555	одно без	2	1
556	и того	1	1
557	с большой	1	1
558	в более	1	1
559	за его	1	1
560	известной степени	4	1
561	и часто	4	1
562	конечно для	1	1
563	ему только	1	1
564	или в	8	1
565	и среди	1	1
566	которая в	1	1
567	и слова	1	1
568	у них	2	1
569	бы в	1	1
570	на языке	1	1
571	эта характеристика	1	1
572	личности и	1	1
573	не есть	2	1
574	всеми его	1	1
575	и ясности	1	1
576	связь с	2	1
577	о своем	1	1
578	всякого реального	1	1
579	но если	1	1
580	между ними	2	1
581	привело к	1	1
582	с ней	2	1
583	от своего	1	1
584	как поэзия	1	1
585	дело с	1	1
586	которым он	1	1
587	одновременно и	2	1
588	для большинства	1	1
589	и другие	1	1
590	которые в	3	1
591	и эта	2	1
592	в таком	1	1
593	он часто	1	1
