N	2gram	Vinokur_St_3	Istorich
183	за это	1	2
184	то мы	1	2
185	понятно почему	1	2
186	тех же	1	2
187	вступают в	2	2
188	отношение к	4	2
189	иногда и	1	2
190	в этой	14	2
191	в истории	1	2
192	с этим	7	2
193	в своем	1	2
194	говорит что	5	2
195	конечно не	1	2
196	что это	16	2
197	в целом	4	2
198	представляет собой	1	2
199	еще один	1	2
200	он делает	2	2
201	и тот	2	2
202	другом случае	1	2
203	имеем в	2	2
204	в нем	1	2
205	от которого	1	2
206	же это	1	2
207	не к	1	2
208	его от	1	2
209	на этом	3	2
210	лишь в	4	2
211	хотя бы	1	2
212	что эту	1	2
213	было бы	7	2
214	известно что	2	2
215	из них	1	2
216	и тем	4	2
217	этого не	1	2
218	с тем	4	2
219	здесь можно	1	2
220	можно считать	1	2
221	и их	1	2
222	можно найти	2	2
223	что я	3	2
224	тем не	2	2
225	все это	8	2
226	по себе	1	2
227	что есть	1	2
228	не менее	2	2
229	чтобы иметь	1	2
230	дело не	2	2
231	к этим	2	2
232	представлением о	1	2
233	который при	1	2
234	не могло	1	2
235	так много	1	2
236	одна из	2	2
237	по своей	1	2
238	в области	6	2
239	от того	2	2
240	у нас	4	2
241	его с	1	2
242	никакого сомнения	1	2
243	формы и	1	2
244	совершенно ясно	1	2
245	и этим	1	2
246	на том	1	2
247	никогда не	2	2
248	том как	1	2
249	и на	6	2
250	основана на	1	2
251	если бы	4	2
252	случаях это	1	2
253	связь между	1	2
254	а у	2	2
255	от них	2	2
256	и во	2	2
257	в форме	2	2
258	того что	5	2
259	указывает что	1	2
260	показывают что	1	2
261	о двух	1	2
262	это же	1	2
263	так что	11	2
264	уже в	3	2
265	и они	1	2
266	в виде	3	2
267	есть в	2	2
268	не дает	1	2
269	тогда он	1	2
270	ни в	5	2
271	могло бы	1	2
272	он становится	1	2
273	в языке	8	2
274	не случайно	1	2
275	в других	1	2
276	даже и	1	2
277	в особенности	4	2
278	возможно что	1	2
279	которое однако	1	2
280	из таких	1	2
281	но есть	2	2
282	иногда это	1	2
283	говорит о	1	2
284	ниже в	1	2
285	он просит	1	2
286	очень интересно	1	2
287	его как	3	2
288	с помощью	1	2
289	в частности	1	2
290	он уже	1	2
291	он говорит	4	2
292	этого слова	2	2
293	такого рода	5	2
294	смысле этого	1	2
295	с этой	3	2
296	есть и	1	2
297	между прочим	3	2
298	же самое	1	2
299	но для	1	2
300	это уже	1	2
301	становится понятным	1	2
302	в связи	3	2
303	это он	1	2
304	и все	1	2
305	на языке	1	2
306	сказать что	4	2
307	но этот	1	2
308	на это	2	2
309	они представляют	1	1
310	вряд ли	1	1
311	он о	1	1
312	переход от	1	1
313	говорилось выше	1	1
314	показать что	1	1
315	почти не	1	1
316	его же	1	1
317	из его	7	1
318	что эти	4	1
319	был и	1	1
320	той же	2	1
321	есть не	1	1
322	им самим	1	1
323	это совершенно	1	1
324	мы не	2	1
325	при анализе	1	1
326	что если	2	1
327	ответить на	1	1
328	выходит из	2	1
329	изловить и	1	1
330	не была	2	1
331	и холм	1	1
332	так чтобы	2	1
333	время как	4	1
334	совпадает с	1	1
335	е как	1	1
336	не совсем	2	1
337	пребывания в	1	1
338	в ней	4	1
339	он был	3	1
340	по линии	1	1
341	что по	3	1
342	со словами	1	1
343	в чем	4	1
344	во всех	2	1
345	то он	2	1
346	мы будем	1	1
347	но как	2	1
348	не все	1	1
349	если в	2	1
350	культуру и	1	1
351	а и	1	1
352	его развития	1	1
353	анализ этого	1	1
354	и я	1	1
355	тебе и	1	1
356	как говорит	1	1
357	выражения как	2	1
358	независимо от	5	1
359	что именно	2	1
360	что как	1	1
361	что нет	1	1
362	однако не	1	1
363	целый ряд	1	1
364	вопросом о	1	1
365	вот тебе	2	1
366	и наконец	3	1
367	и к	4	1
368	этому месту	1	1
369	нет здесь	1	1
370	еще на	1	1
371	большей части	1	1
372	думать что	1	1
373	то и	2	1
374	им в	2	1
375	говорят о	1	1
376	но на	1	1
377	в свет	1	1
378	и почему	1	1
379	всех этих	3	1
380	и социальной	1	1
381	не как	2	1
382	прочим и	1	1
383	том чтобы	2	1
384	источник и	1	1
385	во главе	1	1
386	в нее	1	1
387	совпадают с	1	1
388	и может	2	1
389	на этой	1	1
390	знает что	1	1
391	и которые	2	1
392	случаях и	2	1
393	ты мне	1	1
394	этом мы	1	1
395	но уже	1	1
396	эти указания	1	1
397	он является	1	1
398	в них	5	1
399	о которых	3	1
400	на материале	1	1
401	и предлагает	1	1
402	в наследство	1	1
403	основная функция	1	1
404	он находит	1	1
405	в развитии	2	1
406	здесь все	1	1
407	бога и	1	1
408	такой же	2	1
409	представлением об	1	1
410	и тогда	2	1
411	если я	2	1
412	еще одно	1	1
413	но я	1	1
414	точки зрения	7	1
415	часто в	1	1
416	но сила	1	1
417	в котором	5	1
418	друг другу	1	1
419	и эти	1	1
420	того кто	1	1
421	сам он	2	1
422	тому что	3	1
423	и очень	1	1
424	действуют как	1	1
425	нет никакого	3	1
426	это его	1	1
427	фольклоре это	1	1
428	вплоть до	1	1
429	место занимает	1	1
430	о значении	1	1
431	в то	7	1
432	тогда когда	2	1
433	которого он	1	1
434	чтобы стать	1	1
435	связь этого	1	1
436	найти в	2	1
437	в общих	2	1
438	преимущественно в	1	1
439	явление в	1	1
440	в русском	2	1
441	к ней	4	1
442	с этих	1	1
443	более что	2	1
444	можно сказать	4	1
445	он хочет	2	1
446	ее с	1	1
447	это слово	3	1
448	со своим	1	1
449	своей цели	1	1
450	до того	1	1
451	него было	1	1
452	мы и	1	1
453	не потому	2	1
454	одним из	1	1
455	вот в	1	1
456	такие выражения	3	1
457	обращается к	3	1
458	очень часто	1	1
459	уже были	1	1
460	когда мы	1	1
461	и другой	1	1
462	ему все	1	1
463	в сказках	1	1
464	к тому	2	1
465	а что	1	1
466	для его	2	1
467	любопытно что	2	1
468	как новое	1	1
469	здесь еще	1	1
470	и это	5	1
471	можно и	1	1
472	с ее	2	1
473	говорит и	2	1
474	на основе	2	1
475	только при	1	1
476	если попытаться	1	1
477	то время	4	1
478	в пределах	1	1
479	приводит к	1	1
480	как с	1	1
481	чтобы дать	1	1
482	на нее	2	1
483	ясно что	1	1
484	особенно в	1	1
485	которых нельзя	1	1
486	здесь нет	2	1
487	к первому	1	1
488	показать как	1	1
489	является в	1	1
490	не за	1	1
491	между собой	1	1
492	в эпоху	1	1
493	для этого	2	1
494	он испытывал	1	1
495	по мере	1	1
496	с ним	1	1
497	но здесь	1	1
498	все его	1	1
499	в виду	2	1
500	а к	1	1
501	вот почему	1	1
502	то они	1	1
503	внимание на	2	1
504	можно сопоставить	1	1
505	одного из	2	1
506	на что	2	1
507	этих двух	2	1
508	он его	2	1
509	эту форму	1	1
510	идет к	1	1
511	за эту	1	1
512	примеры показывают	1	1
513	ним и	1	1
514	бы в	1	1
515	в древнем	1	1
516	тем более	3	1
517	отказался от	1	1
518	а она	1	1
519	это несомненно	3	1
520	по содержанию	1	1
521	сюда относится	2	1
522	но так	1	1
523	один из	2	1
524	имеем здесь	1	1
525	одной из	2	1
526	зрения эти	1	1
527	эти отдельные	1	1
528	и так	1	1
529	до нас	2	1
530	по мнению	3	1
531	он действует	1	1
532	сказки в	1	1
533	но то	1	1
534	или сам	1	1
535	говорит у	1	1
536	чаще всего	1	1
537	которые очень	1	1
538	с двумя	1	1
539	можно установить	1	1
540	не можем	1	1
541	своего рода	3	1
542	вернуться к	1	1
543	в начале	4	1
544	здесь же	1	1
545	объясняется тем	1	1
546	очевидно что	1	1
547	несомненно в	2	1
548	одно из	2	1
549	силы это	1	1
550	цели и	2	1
551	холм и	1	1
552	и один	1	1
553	только одного	1	1
554	друг друга	1	1
555	в ряде	2	1
556	заметить что	2	1
557	как раз	3	1
558	не из	1	1
559	отношении что	1	1
560	к той	1	1
561	смерти и	1	1
562	разработан в	1	1
563	перейти к	1	1
564	в очень	1	1
565	здесь находим	1	1
566	со стороны	3	1
567	его чтобы	1	1
568	материал в	1	1
569	женится на	1	1
570	как у	1	1
571	интересно в	1	1
572	или иначе	1	1
573	нельзя сказать	3	1
574	именно в	1	1
575	по своим	1	1
576	лица в	1	1
577	к которому	3	1
578	он часто	1	1
579	при всей	2	1
580	близок к	2	1
581	русском фольклоре	1	1
582	а с	2	1
583	по большей	1	1
584	что не	2	1
585	том отношении	1	1
586	прежде всего	10	1
587	изображено как	1	1
588	связано с	5	1
589	не было	4	1
590	которые не	1	1
591	понимать как	1	1
592	с которым	3	1
593	именно так	1	1
594	человек в	1	1
595	долгое время	1	1
596	эти сказки	1	1
597	сила но	1	1
598	когда она	1	1
599	он и	2	1
600	виде в	1	1
601	уже давно	1	1
602	вступает в	1	1
603	и она	1	1
604	в центре	4	1
605	теперь к	1	1
606	то можно	1	1
607	редких случаях	1	1
608	не знал	1	1
609	к жизни	1	1
610	что за	1	1
611	тому как	1	1
612	это за	2	1
613	что же	1	1
614	связь которых	1	1
615	к образу	1	1
616	а потом	1	1
617	иметь при	1	1
618	встречается сравнительно	1	1
619	года в	2	1
620	доходят до	1	1
621	него есть	2	1
622	с тремя	1	1
623	действительно как	1	1
624	или другого	1	1
625	в это	2	1
626	фольклорный материал	1	1
627	на пути	1	1
628	следует в	1	1
629	ведет его	1	1
630	много но	1	1
631	основаны на	1	1
632	на новый	1	1
633	в результате	2	1
634	жизни и	1	1
635	у них	1	1
636	или нет	1	1
637	которое можно	2	1
638	и ни	2	1
639	этой форме	1	1
640	иную форму	1	1
641	и попадает	1	1
642	указывали на	1	1
643	бы на	1	1
644	как вы	1	1
645	здесь только	2	1
646	гораздо больше	1	1
647	же функции	1	1
648	не знает	1	1
649	это в	4	1
650	их он	1	1
651	одновременно и	1	1
652	утверждать что	2	1
653	пути к	1	1
654	но эти	1	1
655	собой лишь	1	1
656	стоит человек	1	1
657	в своих	8	1
658	из головы	1	1
659	см в	1	1
660	как на	6	1
661	они не	1	1
662	в желании	1	1
