N	2gram	Losev_Dial_2	Tvorches
242	есть форма	2	1
243	бытия а	1	1
244	только потому	2	1
245	и должно	2	1
246	это и	3	1
247	перед лицом	1	1
248	мы говорим	3	1
249	действительности и	1	1
250	века в	1	1
251	быть действительно	1	1
252	мы уже	8	1
253	еще нет	1	1
254	со всех	1	1
255	и значение	1	1
256	бы уже	1	1
257	из всего	2	1
258	повседневной жизни	2	1
259	что если	3	1
260	и тут	3	1
261	что уже	2	1
262	случае это	1	1
263	не была	1	1
264	мы получаем	2	1
265	как я	2	1
266	мы и	1	1
267	то это	2	1
268	личности с	1	1
269	сказать о	1	1
270	первого взгляда	2	1
271	всех сторон	1	1
272	литературы и	1	1
273	он был	1	1
274	от идеи	2	1
275	быть в	4	1
276	не был	1	1
277	это действительно	1	1
278	во всех	2	1
279	я никогда	1	1
280	не без	1	1
281	времени как	1	1
282	но как	5	1
283	а только	3	1
284	себе он	1	1
285	к которой	1	1
286	и всякий	1	1
287	таково же	4	1
288	не все	1	1
289	если в	2	1
290	есть по	1	1
291	явления христа	1	1
292	нужно быть	1	1
293	в жизни	2	1
294	в наиболее	1	1
295	или иное	4	1
296	взятая в	1	1
297	не буду	1	1
298	сама жизнь	2	1
299	общего с	1	1
300	с этим	3	1
301	и нет	2	1
302	однако не	1	1
303	перед нами	2	1
304	и как	10	1
305	и к	7	1
306	и событий	1	1
307	с г	1	1
308	в противоположность	2	1
309	еще на	2	1
310	что это	10	1
311	за это	1	1
312	из этих	1	1
313	с их	1	1
314	и до	1	1
315	личности но	2	1
316	в жертву	1	1
317	на то	1	1
318	главным образом	1	1
319	непримиримость и	1	1
320	после этого	3	1
321	и эти	1	1
322	не значит	3	1
323	них нет	1	1
324	этого вопроса	1	1
325	не к	1	1
326	в силу	5	1
327	и вот	4	1
328	мифический образ	6	1
329	и независимо	1	1
330	к выводу	1	1
331	жить в	1	1
332	в каждом	2	1
333	что все	1	1
334	это случилось	1	1
335	этих восприятий	1	1
336	значение в	1	1
337	об этой	2	1
338	в глубине	1	1
339	мифологии в	1	1
340	того или	2	1
341	заключается в	4	1
342	его личности	2	1
343	мы на	1	1
344	было бы	3	1
345	по себе	18	1
346	мог бы	1	1
347	ни в	10	1
348	из нее	1	1
349	в них	1	1
350	родные и	1	1
351	бытие и	2	1
352	свете есть	1	1
353	но лишь	1	1
354	всю жизнь	1	1
355	несмотря на	2	1
356	мы знаем	1	1
357	видим как	1	1
358	должно быть	7	1
359	потому и	1	1
360	в один	3	1
361	остается в	1	1
362	его образ	1	1
363	в эту	1	1
364	в этих	3	1
365	во время	2	1
366	построение и	1	1
367	в недра	1	1
368	не зависит	1	1
369	еще с	1	1
370	говорил о	1	1
371	или вернее	1	1
372	знаем что	1	1
373	и о	1	1
374	смех в	1	1
375	сам же	1	1
376	образом и	1	1
377	но он	4	1
378	имеем не	1	1
379	и более	3	1
380	зрения и	1	1
381	даже в	3	1
382	нас к	1	1
383	тому что	2	1
384	отдельно от	1	1
385	содержит в	4	1
386	на подлинно	1	1
387	по мере	1	1
388	виду что	2	1
389	это чувство	1	1
390	для меня	1	1
391	она не	8	1
392	что с	2	1
393	на земле	1	1
394	причем однако	1	1
395	в обоих	1	1
396	она ни	1	1
397	д все	1	1
398	точно так	1	1
399	которые были	2	1
400	но только	3	1
401	чем не	1	1
402	это еще	2	1
403	он с	1	1
404	не имеет	1	1
405	а сама	1	1
406	у этого	1	1
407	к поэзии	2	1
408	дает нам	1	1
409	уже говорили	1	1
410	мире и	2	1
411	сама себе	1	1
412	и потом	2	1
413	как будто	7	1
414	в области	2	1
415	ли это	1	1
416	ему не	1	1
417	всегда нечто	1	1
418	у меня	3	1
419	от их	2	1
420	свое собственное	1	1
421	идею и	1	1
422	стороны и	1	1
423	не могут	4	1
424	встречается в	1	1
425	истории не	1	1
426	во все	2	1
427	похож на	1	1
428	как только	3	1
429	выросла в	1	1
430	заметил что	1	1
431	только еще	1	1
432	сходство с	1	1
433	содержанием и	2	1
434	к тому	2	1
435	что оно	4	1
436	той или	4	1
437	в поле	1	1
438	ли что	2	1
439	если же	1	1
440	ли вы	1	1
441	должен быть	1	1
442	расходится с	1	1
443	своего развития	1	1
444	как мы	3	1
445	у себя	1	1
446	но при	1	1
447	нам эту	1	1
448	то или	4	1
449	мысль о	1	1
450	только то	4	1
451	с самого	2	1
452	культуры и	2	1
453	то время	4	1
454	по способу	1	1
455	мы наблюдаем	1	1
456	в живых	1	1
457	в бесконечность	2	1
458	ясно что	4	1
459	и умирает	1	1
460	отлична от	1	1
461	еще в	1	1
462	она была	1	1
463	когда в	1	1
464	в изображении	2	1
465	том как	2	1
466	жизнь и	5	1
467	содержатся в	1	1
468	с женщиной	1	1
469	против этого	1	1
470	образом в	1	1
471	в виду	5	1
472	говорят что	4	1
473	же необходимо	1	1
474	и здесь	1	1
475	это я	2	1
476	в другом	4	1
477	в поэзии	7	1
478	ли или	1	1
479	одного из	1	1
480	с одной	2	1
481	почему же	1	1
482	у религиозных	1	1
483	может не	4	1
484	и нечто	2	1
485	мы понимаем	1	1
486	и биографии	1	1
487	а у	1	1
488	и символа	2	1
489	же о	1	1
490	а потому	2	1
491	не сводится	1	1
492	святых и	1	1
493	в художественной	1	1
494	нем и	2	1
495	увлекает нас	1	1
496	не знаю	2	1
497	роль но	1	1
498	борис годунов	1	1
499	в сферу	2	1
500	в меру	4	1
501	значит что	12	1
502	сразу же	3	1
503	и одновременно	1	1
504	мне кажется	1	1
505	нуждается в	3	1
506	самый принцип	2	1
507	ли он	1	1
508	из многих	1	1
509	как нечто	4	1
510	то в	1	1
511	дана в	1	1
512	даже если	1	1
513	и начинаем	1	1
514	еще от	1	1
515	на мир	2	1
516	души и	2	1
517	не выше	1	1
518	не то	5	1
519	без этого	4	1
520	связи с	4	1
521	этом что	1	1
522	а напротив	1	1
523	и везде	1	1
524	является не	1	1
525	на этих	1	1
526	она действительно	1	1
527	и их	3	1
528	сами по	3	1
529	при всей	1	1
530	не о	1	1
531	бытия и	1	1
532	есть его	1	1
533	как раз	5	1
534	не просто	12	1
535	мифа а	1	1
536	же это	4	1
537	в какой-то	1	1
538	что и	5	1
539	или иной	1	1
540	даже не	1	1
541	говорим о	1	1
542	его с	3	1
543	сам себя	1	1
544	и прежде	2	1
545	представляет собою	1	1
546	они отличаются	1	1
547	связано с	1	1
548	в любой	2	1
549	и гибели	1	1
550	как ни	2	1
551	человек в	1	1
552	планы и	1	1
553	и всякая	2	1
554	и я	2	1
555	ни о	2	1
556	когда же	1	1
557	самого начала	2	1
558	что угодно	1	1
559	всегда и	1	1
560	в различных	1	1
561	жизнь в	2	1
562	в связи	4	1
563	есть одно	1	1
564	через нее	1	1
565	уже давно	1	1
566	нет никаких	1	1
567	и она	2	1
568	мать ли	1	1
569	сцену с	1	1
570	с первого	2	1
571	я уже	2	1
572	как это	7	1
573	только его	1	1
574	бы меня	1	1
575	нет ни	3	1
576	если хочешь	1	1
577	одну общую	1	1
578	что за	1	1
579	искусства но	1	1
580	не дают	1	1
581	не он	1	1
582	что весь	1	1
583	не видят	1	1
584	что же	2	1
585	мы же	2	1
586	на свете	5	1
587	и такие	1	1
588	том смысле	4	1
589	а к	1	1
590	но почему	1	1
591	такова же	1	1
592	личность как	2	1
593	отличается от	1	1
594	вообще все	1	1
595	при всем	1	1
596	и человек	2	1
597	об отношении	1	1
598	мы только	2	1
599	в результате	2	1
600	а все	1	1
601	это как	3	1
602	своей собственной	1	1
603	человек и	1	1
604	об этих	1	1
605	себя самого	1	1
606	ее и	1	1
607	или нет	3	1
608	пустого и	1	1
609	и ни	1	1
610	не должен	1	1
611	будто бы	3	1
612	тот же	1	1
613	не есть	47	1
614	в целях	3	1
615	и начинается	1	1
616	может и	2	1
617	месте в	1	1
618	не знает	1	1
619	сказать что	10	1
620	только как	3	1
621	не быть	2	1
622	была бы	3	1
623	жить это	1	1
624	совершенно не	7	1
625	но этот	1	1
626	идея в	1	1
627	мире без	1	1
628	в характере	1	1
629	или иного	1	1
630	себе не	3	1
631	в голову	1	1
632	принимают за	1	1
633	как на	1	1
634	идеи если	1	1
635	любил и	1	1
636	смысле что	3	1
