N	2gram	Bakhtin_Pr_2	VrazhdaK
200	литературе и	2	1
201	одном из	1	1
202	на них	2	1
203	влияния на	1	1
204	в преступлении	2	1
205	за него	1	1
206	но не	6	1
207	в сторону	2	1
208	не все	1	1
209	и т.д	3	1
210	есть по	1	1
211	достоевский прежде	2	1
212	преступление и	2	1
213	что они	3	1
214	произведений достоевского	3	1
215	из которого	2	1
216	они эти	1	1
217	независимо от	1	1
218	как в	4	1
219	с этим	1	1
220	некоторое время	1	1
221	как к	2	1
222	в мысли	1	1
223	эти будущие	1	1
224	героев достоевского	4	1
225	и наконец	1	1
226	себе не	1	1
227	них он	1	1
228	то в	1	1
229	человеком в	1	1
230	поэтому он	1	1
231	в самом	13	1
232	к страхову	1	1
233	в целом	5	1
234	момент его	1	1
235	не был	2	1
236	что же	4	1
237	романа это	1	1
238	все кто	1	1
239	выражение в	3	1
240	встреча с	1	1
241	тому же	1	1
242	достоевского а	1	1
243	но ведь	3	1
244	как он	4	1
245	он всегда	1	1
246	как материалу	1	1
247	да и	1	1
248	одному из	1	1
249	высшей степени	1	1
250	в первой	1	1
251	всех этих	1	1
252	же это	1	1
253	ведь не	1	1
254	сердце и	1	1
255	страхову в	1	1
256	в плане	1	1
257	что ни	1	1
258	которым не	1	1
259	людей и	2	1
260	романа может	1	1
261	это конечно	1	1
262	истин в	1	1
263	конечно в	2	1
264	их и	3	1
265	самим собой	1	1
266	это было	2	1
267	заключается в	1	1
268	как пример	1	1
269	со своею	1	1
270	было бы	4	1
271	действительно были	1	1
272	на пороге	4	1
273	вопрос и	1	1
274	в жизни	3	1
275	и романа	1	1
276	в высшей	1	1
277	а за	2	1
278	всю жизнь	1	1
279	автору и	1	1
280	не всегда	1	1
281	жития великого	1	1
282	которой он	1	1
283	он и	4	1
284	с большою	1	1
285	этого достоевский	1	1
286	достоевского далеко	1	1
287	герои романа	1	1
288	в развитии	2	1
289	одного и	2	1
290	этот материал	1	1
291	которую он	3	1
292	в этих	4	1
293	и их	6	1
294	можно найти	2	1
295	достоевский с	1	1
296	важнее всего	1	1
297	представление о	2	1
298	в авторском	1	1
299	ну если	1	1
300	тем не	1	1
301	по крайней	2	1
302	не могли	1	1
303	с такими	2	1
304	вижу что	1	1
305	не должна	3	1
306	раз и	1	1
307	тем самым	2	1
308	что эта	2	1
309	отражает и	1	1
310	не имеет	3	1
311	правда в	2	1
312	русский народ	2	1
313	в процессе	2	1
314	героев и	1	1
315	нем в	1	1
316	нельзя не	1	1
317	через него	1	1
318	автора к	1	1
319	ничего не	3	1
320	того как	3	1
321	мыслей и	1	1
322	более что	1	1
323	ему и	1	1
324	потому что	8	1
325	сюжет в	1	1
326	хочет быть	1	1
327	до того	1	1
328	этом отношении	2	1
329	отношение автора	1	1
330	в каком	1	1
331	подполья но	1	1
332	такие же	1	1
333	среди них	3	1
334	органическое единство	1	1
335	в речах	1	1
336	конечно гораздо	1	1
337	могут быть	4	1
338	во все	2	1
339	вошли в	1	1
340	ли не	1	1
341	все ясно	1	1
342	отличается от	1	1
343	человеческих типов	1	1
344	не есть	2	1
345	уже на	2	1
346	ничего общего	2	1
347	правда не	1	1
348	творчества достоевского	2	1
349	он ищет	1	1
350	не совсем	2	1
351	с ее	3	1
352	в ее	3	1
353	только при	1	1
354	идет не	3	1
355	то время	1	1
356	и сам	3	1
357	считаем что	1	1
358	так и	3	1
359	на нее	1	1
360	не с	1	1
361	ясно что	1	1
362	живет в	1	1
363	достоевский нашел	1	1
364	еще в	1	1
365	именно этот	1	1
366	но у	3	1
367	жизнь и	3	1
368	с героем	2	1
369	может в	1	1
370	достоевского который	1	1
371	во всяком	1	1
372	его жизни	2	1
373	до сих	2	1
374	не стоит	1	1
375	при полном	2	1
376	затем в	1	1
377	устных беседах	1	1
378	к нему	11	1
379	о бесах	1	1
380	во всех	4	1
381	преступлении и	2	1
382	от них	2	1
383	во всей	1	1
384	в форме	2	1
385	крайней мере	2	1
386	в другой	1	1
387	новая форма	1	1
388	тотчас же	2	1
389	все в	1	1
390	достоевского это	2	1
391	романа в	5	1
392	в свете	1	1
393	человека как	2	1
394	если это	1	1
395	и самые	1	1
396	навсегда и	1	1
397	в литературе	6	1
398	я ее	1	1
399	этом смысле	5	1
400	один из	2	1
401	но с	3	1
402	что только	1	1
403	романа и	4	1
404	которым он	1	1
405	в предисловии	1	1
406	проникнуть в	1	1
407	он оставил	1	1
408	во всем	1	1
409	личные симпатии	1	1
410	он уже	2	1
411	в предшествующей	3	1
412	себя в	2	1
413	мы бы	1	1
414	быть весьма	1	1
415	а это	1	1
416	в душе	1	1
417	к своим	1	1
418	что для	2	1
419	ни с	2	1
420	с различными	1	1
421	мы находим	1	1
422	в одном	6	1
423	для правильного	2	1
424	существенно что	1	1
425	друг друга	7	1
426	каждый из	1	1
427	и никогда	1	1
428	как при	1	1
429	их всех	1	1
430	от того	2	1
431	творчеству достоевского	1	1
432	лишь один	1	1
433	в особенности	2	1
434	связан с	2	1
435	и речи	1	1
436	художником в	1	1
437	с другой	1	1
438	именно в	3	1
439	все равно	1	1
440	к роману	2	1
441	характерно для	1	1
442	быть прежде	1	1
443	воспоминания о	1	1
444	прежде всего	11	1
445	на этот	1	1
446	достоевский очень	1	1
447	до конца	7	1
448	в рассказе	3	1
449	человек в	3	1
450	великое горе	1	1
451	что из	1	1
452	не об	3	1
453	в великом	1	1
454	себя на	2	1
455	с помощью	1	1
456	в частности	1	1
457	него в	1	1
458	два человека	1	1
459	да я	1	1
460	из которых	2	1
461	истине в	1	1
462	судьбу его	1	1
463	это за	1	1
464	в ответ	1	1
465	по которой	1	1
466	того что	3	1
467	достоевский сумел	1	1
468	он ставит	1	1
469	романе достоевского	3	1
470	в свое	2	1
471	еще раз	3	1
472	и другом	1	1
473	в условиях	2	1
474	сих пор	2	1
475	в основном	1	1
476	он называл	1	1
477	время широко	1	1
478	у вас	2	1
479	но для	1	1
480	мире а	1	1
481	внутреннюю логику	1	1
482	этом романе	1	1
483	более того	5	1
484	уж конечно	1	1
485	и от	3	1
486	но на	2	1
487	и другими	2	1
488	о котором	1	1
489	это как	2	1
490	хотя и	2	1
491	и перед	1	1
492	ее и	1	1
493	бы в	5	1
494	еще более	1	1
495	конце концов	3	1
496	но зато	1	1
497	для достоевского	4	1
498	только что	2	1
499	отношении к	1	1
500	а о	3	1
501	о своем	1	1
502	другой стороны	1	1
503	автора в	3	1
504	мы считаем	2	1
505	бы его	1	1
506	героя в	5	1
507	жизни и	15	1
508	к этой	2	1
509	и наказании	2	1
510	он у	1	1
511	у людей	1	1
512	который не	1	1
513	как на	2	1
514	в таком	3	1
515	все что	3	1
516	они не	2	1
517	он часто	1	1
