N	2gram	Vinokur_Ku_2	Freidism
186	но это	3	3
187	узком смысле	2	3
188	это как	1	3
189	в голову	1	3
190	когда он	1	3
191	не знает	3	3
192	ни на	2	3
193	в искусстве	1	3
194	по поводу	2	3
195	второй период	1	2
196	отношения к	2	2
197	чтобы не	2	2
198	в такой	1	2
199	и то	5	2
200	тех же	2	2
201	это и	3	2
202	тем же	2	2
203	и до	2	2
204	объясняется и	1	2
205	что между	2	2
206	в первый	3	2
207	большую роль	1	2
208	нам в	1	2
209	как не	3	2
210	того же	3	2
211	от всей	1	2
212	не без	1	2
213	сказать и	1	2
214	в ее	1	2
215	но как	1	2
216	ответ на	2	2
217	себе и	1	2
218	отличие от	2	2
219	или иное	3	2
220	значение для	1	2
221	относится к	1	2
222	дает нам	2	2
223	что как	1	2
224	в своем	2	2
225	от этого	2	2
226	помощью которого	1	2
227	не приходится	1	2
228	что это	7	2
229	в нашем	7	2
230	выражение в	3	2
231	что она	3	2
232	моя мысль	1	2
233	их в	1	2
234	же остается	1	2
235	но все	4	2
236	в одну	2	2
237	в совершенно	1	2
238	на этой	4	2
239	это не	6	2
240	на почве	1	2
241	но их	1	2
242	чаще всего	1	2
243	отсюда и	2	2
244	только о	2	2
245	этого не	3	2
246	и уже	1	2
247	так называемый	1	2
248	и становится	1	2
249	том что	11	2
250	что значит	2	2
251	и при	1	2
252	лежат в	1	2
253	в их	2	2
254	в отличие	2	2
255	сих пор	1	2
256	как это	5	2
257	в отношении	2	2
258	случае в	1	2
259	таких случаях	2	2
260	в таких	3	2
261	но для	3	2
262	дело не	2	2
263	в процессе	3	2
264	не нуждается	1	2
265	для всего	1	2
266	тем не	6	2
267	только с	1	2
268	этом отношении	3	2
269	за ними	2	2
270	в области	11	2
271	когда мы	1	2
272	же что	1	2
273	отличается от	3	2
274	должны быть	2	2
275	что оно	3	2
276	оно не	2	2
277	то или	3	2
278	речи мы	2	2
279	в виду	3	2
280	на основе	1	2
281	роль в	2	2
282	это вовсе	1	2
283	не исчерпывается	1	2
284	и вообще	2	2
285	в другом	2	2
286	до сих	1	2
287	не меняется	1	2
288	нуждается в	2	2
289	что и	3	2
290	этого периода	1	2
291	от этих	1	2
292	всего этого	1	2
293	в него	1	2
294	быть и	1	2
295	в какой	1	2
296	словесное выражение	1	2
297	очень много	1	2
298	той сложной	1	2
299	для нее	1	2
300	с одной	2	2
301	и у	2	2
302	уже в	3	2
303	ни было	1	2
304	борьбы с	1	2
305	ряд фактов	1	2
306	в нашей	4	2
307	его и	1	2
308	а потому	1	2
309	потому и	1	2
310	в конце	4	2
311	свое выражение	1	2
312	заметить что	1	2
313	на счет	1	2
314	рядом с	2	2
315	и даже	2	2
316	с другой	8	2
317	чем он	1	2
318	социальной жизни	1	2
319	до конца	3	2
320	одной стороны	1	2
321	которых мы	2	2
322	более того	1	2
323	а не	10	2
324	что мы	6	2
325	речи и	5	2
326	так же	4	2
327	быть это	1	2
328	факты и	1	2
329	явлением в	1	2
330	действительно ли	1	2
331	только для	2	2
332	и часто	1	2
333	для нас	4	2
334	конце концов	3	2
335	все они	2	2
336	да и	6	2
337	и другие	1	2
338	в своих	2	2
339	к этому	4	2
340	как на	1	2
341	они не	1	2
342	этом совершенно	1	1
343	ту же	6	1
344	можно говорить	2	1
345	и т	39	1
346	но подобные	1	1
347	же как	2	1
348	от индивидуальных	1	1
349	показать что	1	1
350	мы имели	1	1
351	которое мы	1	1
352	собою разумеется	1	1
353	и гораздо	1	1
354	кажется что	1	1
355	ведь и	1	1
356	и политическая	1	1
357	и должен	1	1
358	а как	1	1
359	вопрос о	9	1
360	теперь как	1	1
361	нечего делать	1	1
362	оно есть	1	1
363	о возможности	2	1
364	которое не	1	1
365	но даже	2	1
366	один пример	1	1
367	мы и	1	1
368	конечно и	2	1
369	в целом	1	1
370	что можно	3	1
371	первого и	1	1
372	жизни это	1	1
373	внимание и	2	1
374	что по	1	1
375	не был	1	1
376	время в	1	1
377	без всякого	1	1
378	но конечно	1	1
379	отказ от	2	1
380	же на	1	1
381	только потому	8	1
382	в качестве	8	1
383	нет и	1	1
384	что они	2	1
385	который однако	1	1
386	к сожалению	1	1
387	с подобным	1	1
388	независимо от	1	1
389	общего с	1	1
390	вот как	1	1
391	интересует не	1	1
392	вспомним что	1	1
393	противоречие в	1	1
394	однако не	4	1
395	кто не	1	1
396	этом же	1	1
397	что когда	3	1
398	пр с	1	1
399	в круг	1	1
400	его к	2	1
401	за собой	2	1
402	политическая революция	1	1
403	бы и	4	1
404	оно превращается	1	1
405	то обстоятельство	7	1
406	одни из	1	1
407	по преимуществу	2	1
408	общеизвестно что	1	1
409	на то	4	1
410	дальше и	1	1
411	в наших	1	1
412	вообще не	1	1
413	т д	14	1
414	а скорее	1	1
415	же это	1	1
416	представляются чем-то	1	1
417	его от	1	1
418	это конечно	2	1
419	не следует	5	1
420	борьбы и	1	1
421	какое же	1	1
422	дает сам	1	1
423	из всех	1	1
424	и которые	1	1
425	этом смысле	5	1
426	должен был	1	1
427	и тем	5	1
428	во многом	1	1
429	о которых	3	1
430	далеко не	1	1
431	место и	1	1
432	не всегда	2	1
433	во внимание	1	1
434	он и	2	1
435	чем в	3	1
436	можно считать	1	1
437	и было	1	1
438	не мог	1	1
439	какие же	1	1
440	в связь	1	1
441	этом случае	2	1
442	из сферы	1	1
443	ссылки на	1	1
444	таким же	2	1
445	никаких оснований	2	1
446	к словам	1	1
447	он должен	1	1
448	и без	1	1
449	что вся	1	1
450	еще с	1	1
451	нашу работу	1	1
452	понятно что	1	1
453	в одном	1	1
454	для данного	2	1
455	которые в	1	1
456	этой же	1	1
457	творчества и	1	1
458	по крайней	6	1
459	есть именно	1	1
460	нормального развития	1	1
461	вещей и	1	1
462	однако в	1	1
463	с такими	1	1
464	таких случаев	1	1
465	культурной жизни	1	1
466	так называемого	1	1
467	же такое	1	1
468	если и	3	1
469	того момента	1	1
470	можно ли	4	1
471	так ли	1	1
472	никогда бы	1	1
473	отметить что	1	1
474	это дает	2	1
475	такова первая	1	1
476	тогда когда	1	1
477	только из	1	1
478	первая часть	1	1
479	может сыграть	1	1
480	взглянуть на	2	1
481	сводится в	2	1
482	образом в	2	1
483	же значение	1	1
484	это мы	1	1
485	очень большую	1	1
486	то главным	1	1
487	дело в	1	1
488	и приводит	2	1
489	они являются	1	1
490	явление в	1	1
491	может конечно	1	1
492	работу и	1	1
493	себе во	1	1
494	языка который	1	1
495	хочет быть	1	1
496	это один	1	1
497	научного и	1	1
498	что на	4	1
499	ли нам	1	1
500	фактов и	1	1
501	ли это	2	1
502	еще говорить	1	1
503	и далее	2	1
504	обстоятельство что	7	1
505	и здесь	5	1
506	выход из	1	1
507	еще самого	1	1
508	нет принципиальной	1	1
509	о таких	1	1
510	за что	1	1
511	в безотчетном	1	1
512	всего что	2	1
513	по сравнению	2	1
514	уже на	1	1
515	которые несомненно	1	1
516	на это	3	1
517	если же	1	1
518	о том	1	1
519	наши дни	1	1
520	для образования	1	1
521	и это	3	1
522	приходит к	1	1
523	то она	1	1
524	совершенно ясно	1	1
525	то время	1	1
526	это для	1	1
527	усматривать в	1	1
528	и когда	1	1
529	и оформленные	1	1
530	не с	1	1
531	ясно что	5	1
532	мог бы	1	1
533	на месте	1	1
534	значение имеют	1	1
535	в результате	4	1
536	к тем	1	1
537	мы в	2	1
538	основана на	1	1
539	в эпоху	1	1
540	должны признать	1	1
541	только у	1	1
542	на язык	1	1
543	ничего не	4	1
544	находится в	1	1
545	все его	1	1
546	вот это	1	1
547	из основных	1	1
548	часто и	1	1
549	на все	2	1
550	в широком	2	1
551	а также	3	1
552	это я	1	1
553	рассчитана на	1	1
554	внимание на	1	1
555	язык и	2	1
556	говорит об	1	1
557	после того	2	1
558	в сфере	3	1
559	этой почве	3	1
560	аналогии с	3	1
561	не выходит	1	1
562	от них	1	1
563	но нет	1	1
564	в форме	3	1
565	крайней мере	6	1
566	я пытаюсь	2	1
567	на те	1	1
568	слов и	2	1
569	каких бы	1	1
570	и следовательно	2	1
571	следовательно в	1	1
572	но так	2	1
573	слов или	1	1
574	к делу	1	1
575	дело с	1	1
576	что известно	1	1
577	во всем	1	1
578	каком бы	1	1
579	этого достаточно	1	1
580	и прочие	2	1
581	следил за	1	1
582	есть в	3	1
583	говорить об	1	1
584	то и	3	1
585	также и	5	1
586	в виде	1	1
587	а это	2	1
588	остается тот	1	1
589	право говорить	2	1
590	уже с	1	1
591	одно из	1	1
592	не так	1	1
593	в корне	2	1
594	слова в	6	1
595	содержания и	1	1
596	наука о	1	1
597	само собою	1	1
598	понимать под	1	1
599	может служить	2	1
600	как будто	2	1
601	в случаях	1	1
602	тем что	3	1
603	они будут	1	1
604	даже и	2	1
605	о каком	1	1
606	уже совершенно	1	1
607	и только	1	1
608	связан с	1	1
609	или иной	1	1
610	которые с	1	1
611	на примере	2	1
612	этим вопросом	1	1
613	на них	1	1
614	которые можно	1	1
615	именно в	3	1
616	в каких	1	1
617	с той	2	1
618	с большим	1	1
619	дана уже	1	1
620	и между	1	1
621	их для	1	1
622	от обычного	1	1
623	здесь действительно	1	1
624	превращается в	2	1
625	процесс в	1	1
626	одного только	1	1
627	и речь	2	1
628	а на	2	1
629	особую область	1	1
630	у других	1	1
631	однако и	2	1
632	в свете	1	1
633	человек в	1	1
634	меньше всего	1	1
635	как тонко	1	1
636	отнюдь не	4	1
637	в слове	1	1
638	там где	5	1
639	пр и	1	1
640	жизнь в	1	1
641	что существенно	1	1
642	и вовсе	2	1
643	так называемых	2	1
644	материалом для	2	1
645	нет никаких	1	1
646	ведь только	1	1
647	же приходится	1	1
648	для самого	2	1
649	мы говорим	2	1
650	теперь к	1	1
651	первые годы	1	1
652	из которых	3	1
653	так мы	2	1
654	сравнению с	1	1
655	который мы	2	1
656	такого рода	1	1
657	смысле этого	2	1
658	и там	1	1
659	и свободно	1	1
660	свое внимание	1	1
661	быть не	2	1
662	в это	1	1
663	материал для	2	1
664	этого слова	5	1
665	чтобы вообще	1	1
666	в первые	1	1
667	оставаясь на	1	1
668	это выражение	1	1
669	выражения не	1	1
670	становится ясным	1	1
671	это отличие	1	1
672	в книге	1	1
673	до чего	1	1
674	не знаем	1	1
675	указать на	1	1
676	в область	1	1
677	задачу и	1	1
678	революция в	1	1
679	чтобы понять	2	1
680	переводе на	1	1
681	и самым	1	1
682	но эти	1	1
683	целый ряд	5	1
684	у них	1	1
685	элементов нужно	1	1
686	находит свое	1	1
687	бы в	1	1
688	тем более	1	1
689	и смысл	1	1
690	основанное на	1	1
691	будто бы	2	1
692	я в	1	1
693	или не	1	1
694	же в	3	1
695	в том	19	1
696	все элементы	1	1
697	а пытается	1	1
698	нам не	2	1
699	может и	1	1
700	о своем	1	1
701	это все	1	1
702	но можно	2	1
703	же относится	1	1
704	имеет место	1	1
705	роли в	1	1
706	который не	1	1
707	продукт взаимодействия	2	1
708	и слов	1	1
709	это так	3	1
710	гораздо более	3	1
