N	2gram	Voloshinov_1	slovoVRo
199	установкой на	2	3
200	и там	1	3
201	как к	2	3
202	к проблеме	2	3
203	в контексте	8	3
204	и от	3	3
205	что в	4	3
206	хотя бы	5	3
207	сказать что	4	3
208	речи и	3	3
209	языка то	1	3
210	во всяком	5	3
211	новое время	1	2
212	одним из	2	2
213	также и	1	2
214	языка с	2	2
215	это и	3	2
216	ведь и	1	2
217	оно было	1	2
218	романе не	1	2
219	мы уже	2	2
220	на материале	8	2
221	и само	1	2
222	мы не	6	2
223	о формах	1	2
224	с ее	2	2
225	становится объектом	1	2
226	данном языке	1	2
227	всех сторон	2	2
228	на них	1	2
229	далее в	1	2
230	его так	1	2
231	одним словом	2	2
232	но как	1	2
233	точка зрения	7	2
234	что язык	2	2
235	не все	2	2
236	менее всего	2	2
237	из важнейших	2	2
238	и речи	2	2
239	за пределы	5	2
240	могущественное влияние	1	2
241	на социальную	2	2
242	с этим	4	2
243	кроме того	6	2
244	хотя и	1	2
245	бы только	1	2
246	более или	1	2
247	лежит на	1	2
248	в нашем	2	2
249	в себе	2	2
250	эпохи и	1	2
251	как он	2	2
252	с языком	1	2
253	как всякий	1	2
254	а просто	1	2
255	он не	3	2
256	и более	2	2
257	чужого высказывания	1	2
258	из него	2	2
259	в предшествующей	1	2
260	в нее	1	2
261	значение в	1	2
262	конечно в	2	2
263	зрения на	1	2
264	зрения и	2	2
265	за ней	1	2
266	далеко не	4	2
267	независимо от	2	2
268	и вне	2	2
269	мы видели	1	2
270	рождается и	1	2
271	или менее	1	2
272	и другие	1	2
273	и при	3	2
274	символами в	1	2
275	на каждом	1	2
276	мы сказали	1	2
277	которые в	1	2
278	громадное значение	2	2
279	в идеологическом	4	2
280	тогда когда	1	2
281	того как	1	2
282	того чтобы	5	2
283	в одном	1	2
284	слова как	7	2
285	вне его	4	2
286	к ней	1	2
287	точном смысле	1	2
288	в области	3	2
289	процессе идеологического	1	2
290	на границе	3	2
291	отличается от	1	2
292	и языком	1	2
293	значение как	1	2
294	должен быть	1	2
295	оно может	4	2
296	свою очередь	2	2
297	в дальнейшем	3	2
298	мы наблюдаем	1	2
299	в рамки	4	2
300	как с	2	2
301	в другом	2	2
302	те же	5	2
303	особенно в	1	2
304	языке в	1	2
305	взаимодействие и	1	2
306	в контекст	1	2
307	о нем	1	2
308	и здесь	6	2
309	на него	1	2
310	о том	2	2
311	и т.п	10	2
312	в различных	1	2
313	данного языка	3	2
314	слово может	2	2
315	нуждается в	3	2
316	в форме	1	2
317	все формы	3	2
318	ни к	2	2
319	что он	2	2
320	мы увидим	1	2
321	почти все	1	2
322	пор не	1	2
323	речи все	1	2
324	правда и	3	2
325	всяком случае	2	2
326	предшествующей главе	1	2
327	именно на	2	2
328	со всеми	1	2
329	где они	2	2
330	же и	2	2
331	уже в	1	2
332	для того	4	2
333	то что	8	2
334	не было	3	2
335	до сих	8	2
336	именно в	5	2
337	и между	4	2
338	индивидуального сознания	12	2
339	более того	3	2
340	для сознания	1	2
341	его как	1	2
342	и непосредственно	1	2
343	его именно	2	2
344	в связи	7	2
345	входить в	1	2
346	слово слово	1	2
347	и особенно	1	2
348	требует от	1	2
349	может стать	5	2
350	как вещь	2	2
351	в данном	4	2
352	если оно	1	2
353	дело идет	4	2
354	сих пор	8	2
355	в более	1	2
356	известной степени	1	2
357	говорящего и	2	2
358	она может	3	2
359	в точном	1	2
360	всем этим	1	2
361	или в	2	2
362	в результате	9	2
363	в языке	4	2
364	и ни	1	2
365	обстоит дело	1	2
366	жизни в	4	2
367	только с	1	2
368	не знает	2	2
369	лишь тогда	2	2
370	к его	2	2
371	речи как	2	2
372	например во	1	2
373	языка если	1	2
374	от этой	1	1
375	нем нет	2	1
376	этого в	1	1
377	словом как	1	1
378	наших дней	1	1
379	того же	6	1
380	не остается	2	1
381	становится в	1	1
382	проблемы в	1	1
383	он может	3	1
384	возможны и	1	1
385	науки о	4	1
386	идет о	1	1
387	математических и	1	1
388	и есть	3	1
389	между двумя	3	1
390	явления и	1	1
391	слова является	1	1
392	по преимуществу	5	1
393	мировоззрения и	1	1
394	глубокие различия	1	1
395	и до	1	1
396	нет внешнего	1	1
397	эта социальная	1	1
398	можно лишь	1	1
399	случае оно	1	1
400	слово же	1	1
401	и этот	2	1
402	мысли то	1	1
403	этом направлении	1	1
404	остановимся несколько	1	1
405	а как	3	1
406	ней нет	1	1
407	со всех	2	1
408	говорящих на	1	1
409	правильного понимания	1	1
410	говорящего коллектива	2	1
411	мир не	1	1
412	гуманитарных наук	5	1
413	место в	3	1
414	высказывания в	1	1
415	самого говорящего	1	1
416	и становление	2	1
417	для наших	1	1
418	между репликами	1	1
419	фигурировать в	1	1
420	и истолковывать	1	1
421	момент в	3	1
422	к вопросам	1	1
423	слово ему	1	1
424	между собой	2	1
425	он сам	1	1
426	первый план	2	1
427	людей в	1	1
428	ее значение	1	1
429	слово на	1	1
430	быть в	2	1
431	в широком	1	1
432	здесь этой	1	1
433	и служит	1	1
434	то мы	2	1
435	но конечно	1	1
436	а следовательно	1	1
437	различия между	1	1
438	помимо этого	1	1
439	можно истолковать	1	1
440	важная особенность	1	1
441	за норму	1	1
442	совсем не	1	1
443	которую она	1	1
444	его во	1	1
445	не просто	2	1
446	в едином	1	1
447	конечно совершенно	2	1
448	сущности первой	1	1
449	чем же	4	1
450	характер и	1	1
451	материалом для	1	1
452	в одной	2	1
453	его на	1	1
454	является основным	1	1
455	все остальные	2	1
456	они дают	1	1
457	применении к	1	1
458	сознания в	1	1
459	могли бы	1	1
460	целый ряд	3	1
461	и всецело	1	1
462	двух разных	1	1
463	и художественного	1	1
464	этой цели	1	1
465	этой идеи	1	1
466	или иную	1	1
467	что слово	4	1
468	для которого	1	1
469	в самом	10	1
470	и невозможно	1	1
471	та же	1	1
472	особая разновидность	1	1
473	в целом	1	1
474	может заместить	1	1
475	выражение в	4	1
476	и самый	1	1
477	в этой	1	1
478	однако как	1	1
479	прямой и	1	1
480	нами в	1	1
481	другом случае	1	1
482	к единству	2	1
483	от необходимости	1	1
484	и те	7	1
485	если он	2	1
486	философской и	1	1
487	дело здесь	1	1
488	этот процесс	3	1
489	вообще не	1	1
490	и житейские	1	1
491	с идеологическим	1	1
492	быть сведены	2	1
493	он ни	2	1
494	и единое	1	1
495	но именно	3	1
496	и поддается	1	1
497	и только	2	1
498	не значит	1	1
499	речи в	3	1
500	социальных сил	1	1
501	значение может	1	1
502	в корне	3	1
503	ни была	1	1
504	и важность	1	1
505	широком смысле	1	1
506	у пушкина	1	1
507	и по	1	1
508	без исключения	8	1
509	русском языке	1	1
510	может здесь	1	1
511	в каждом	7	1
512	подход к	1	1
513	погружены в	1	1
514	его границы	1	1
515	высказывания и	1	1
516	сознание не	1	1
517	а его	1	1
518	на все	1	1
519	глубокий и	2	1
520	косвенной речи	1	1
521	на этой	2	1
522	для своей	1	1
523	сказать в	1	1
524	гораздо труднее	1	1
525	свои специфические	1	1
526	сознание может	2	1
527	действительности в	2	1
528	очень существенных	1	1
529	в последующем	1	1
530	то все	1	1
531	и тем	1	1
532	не соответствует	1	1
533	языка совершенно	1	1
534	ведь если	1	1
535	здесь нет	1	1
536	особое отношение	1	1
537	мог бы	2	1
538	в социальном	1	1
539	истории языка	2	1
540	но уже	1	1
541	он является	3	1
542	и идеологии	6	1
543	все равно	1	1
544	всегда и	1	1
545	может идти	1	1
546	в один	1	1
547	над языком	3	1
548	одного и	5	1
549	стороны оно	2	1
550	и косвенной	1	1
551	в окружающей	1	1
552	на первый	2	1
553	нет для	1	1
554	в своей	3	1
555	мысль и	2	1
556	в эпохи	1	1
557	определяется и	1	1
558	сознания но	1	1
559	данной формы	2	1
560	и без	1	1
561	конечно что	1	1
562	единство языка	1	1
563	мы говорили	3	1
564	исторического становления	5	1
565	мысли и	4	1
566	от его	1	1
567	должны были	1	1
568	всего может	1	1
569	иных форм	1	1
570	не поймет	1	1
571	тем не	2	1
572	по ту	1	1
573	как от	1	1
574	возможно только	1	1
575	и единого	1	1
576	миром как	1	1
577	как проблема	1	1
578	окружающей действительности	1	1
579	и говорящий	1	1
580	освободиться от	1	1
581	и вся	1	1
582	в двух	2	1
583	окружающей социальной	1	1
584	отдельных индивидов	1	1
585	слово должно	1	1
586	его целом	1	1
587	до известной	1	1
588	xviii века	1	1
589	самого начала	4	1
590	не о	1	1
591	этими двумя	2	1
592	здесь лишь	1	1
593	и способы	1	1
594	к определенному	1	1
595	они же	1	1
596	здесь например	1	1
597	и имеет	1	1
598	и снова	1	1
599	чтобы стать	1	1
600	опираться на	5	1
601	во всякой	1	1
602	лишь одна	1	1
603	для всего	3	1
604	следовательно и	2	1
605	жизненные и	1	1
606	лишнего человека	2	1
607	о форме	1	1
608	ничего не	6	1
609	действительности но	3	1
610	в русском	1	1
611	по своей	1	1
612	лишь с	4	1
613	нам важно	1	1
614	и по-своему	1	1
615	но теперь	1	1
616	в сознании	2	1
617	на французской	1	1
618	от идеологической	1	1
619	идеологической сфере	1	1
620	слово является	2	1
621	от их	2	1
622	стиль и	1	1
623	в духе	1	1
624	языковую систему	1	1
625	в направлении	7	1
626	становления языка	4	1
627	и должно	1	1
628	во все	2	1
629	языке и	2	1
630	лежит в	1	1
631	и всех	1	1
632	если же	1	1
633	как только	1	1
634	числе и	2	1
635	в недрах	1	1
636	здесь они	1	1
637	эта внутренняя	1	1
638	идеологических систем	1	1
639	совершенно иной	1	1
640	процессе их	1	1
641	или игнорировать	1	1
642	между членами	1	1
643	почве только	1	1
644	их социальной	1	1
645	языка проблема	1	1
646	в применении	1	1
647	и это	3	1
648	следовательно не	2	1
649	как они	1	1
650	языка по	1	1
651	то она	1	1
652	в виду	2	1
653	научной работы	1	1
654	языка лишь	1	1
655	нет никакой	2	1
656	реплики диалога	1	1
657	с самого	4	1
658	культуры и	2	1
659	зрения не	2	1
660	и языкового	1	1
661	приводит к	1	1
662	и может	1	1
663	дано в	2	1
664	и иные	2	1
665	стилизация пародия	1	1
666	и ту	3	1
667	идеологической системы	1	1
668	особый мир	1	1
669	же основное	1	1
670	на которую	1	1
671	и глубины	1	1
672	еще в	1	1
673	и всюду	1	1
674	имеет первостепенное	1	1
675	отношение может	1	1
676	слова ведь	1	1
677	языковых форм	5	1
678	к языку	2	1
679	чтобы понять	1	1
680	с человеком	1	1
681	этого сознания	2	1
682	образом в	1	1
683	и личность	1	1
684	обладающее своей	1	1
685	другими словами	2	1
686	за пределами	2	1
687	и что	1	1
688	не поддается	1	1
689	направлений и	1	1
690	сознания есть	1	1
691	можно сказать	3	1
692	особенности слова	2	1
693	и изолированным	1	1
694	на данном	2	1
695	должно было	1	1
696	срастается с	1	1
697	затем в	1	1
698	во всей	1	1
699	лишь к	1	1
700	ее содержание	1	1
701	объектом не	1	1
702	в художественной	1	1
703	иногда очень	2	1
704	века и	1	1
705	в ту	1	1
706	и нельзя	1	1
707	их словесного	1	1
708	и следовательно	3	1
709	знания и	1	1
710	наук и	1	1
711	и предмет	1	1
712	в лучшем	1	1
713	условия для	1	1
714	того что	3	1
715	самые основы	1	1
716	одну и	1	1
717	нам может	1	1
718	речи о	1	1
719	одной из	3	1
720	два основных	2	1
721	в какой	3	1
722	друг друга	8	1
723	целом ряде	2	1
724	и действительно	3	1
725	сведены к	2	1
726	ему самому	1	1
727	между этими	2	1
728	и ее	3	1
729	эту действительность	1	1
730	в качестве	2	1
731	характерной для	2	1
732	сильным и	1	1
733	первостепенное значение	1	1
734	языка нужно	1	1
735	ибо все	1	1
736	говорить об	1	1
737	только на	4	1
738	понимать и	1	1
739	значение и	1	1
740	принадлежащих к	1	1
741	это значение	1	1
742	процессе его	1	1
743	рано или	1	1
744	в высказывании	1	1
745	характерно что	1	1
746	и истолкование	1	1
747	представить себе	1	1
748	мы касаемся	1	1
749	в политической	1	1
750	сами по	1	1
751	в конце	5	1
752	потому неизбежно	1	1
753	на развитие	1	1
754	ту сторону	1	1
755	может служить	1	1
756	мы можем	2	1
757	дело и	1	1
758	свое выражение	2	1
759	актов в	1	1
760	как раз	2	1
761	xvii и	1	1
762	тем что	2	1
763	все этапы	1	1
764	характерны для	1	1
765	в других	1	1
766	формы к	1	1
767	эти противоречия	1	1
768	или поздно	1	1
769	всецело определяется	1	1
770	или иначе	2	1
771	речи а	1	1
772	и самая	1	1
773	или меньшей	1	1
774	нашем случае	1	1
775	на которые	1	1
776	мы еще	1	1
777	отношениями и	1	1
778	ему принадлежит	1	1
779	что не	2	1
780	вещь и	1	1
781	себе то	1	1
782	неотделим от	1	1
783	должно быть	2	1
784	превращается в	1	1
785	зависит от	2	1
786	и осуществляется	1	1
787	самое слово	1	1
788	другой стороны	6	1
789	как ни	1	1
790	высказывание таким	1	1
791	отнюдь не	6	1
792	ведь для	1	1
793	не допускает	1	1
794	всякий иной	1	1
795	всякой опоры	1	1
796	язык для	1	1
797	все более	1	1
798	может строиться	1	1
799	в частности	2	1
800	в рамках	1	1
801	философии языка	29	1
802	философии слова	1	1
803	стать объектом	2	1
804	нет ни	2	1
805	какого бы	3	1
806	из какого	1	1
807	влияния на	1	1
808	индивидуальным сознанием	1	1
809	всех других	3	1
810	тонкий и	2	1
811	и идеологической	2	1
812	этого необходимо	1	1
813	в литературе	2	1
814	и всей	1	1
815	быть только	1	1
816	зрения так	2	1
817	для понимания	1	1
818	языка осветить	1	1
819	большей или	1	1
820	этого слова	2	1
821	не касается	2	1
822	на пути	1	1
823	в систему	3	1
824	в условиях	4	1
825	эти элементы	1	1
826	то перед	1	1
827	высказывания но	1	1
828	влечет за	1	1
829	однако не	2	1
830	здесь входить	1	1
831	более и	1	1
832	в наше	1	1
833	и углубления	1	1
834	образом к	1	1
835	не является	4	1
836	языковой системе	1	1
837	слова но	2	1
838	для выражения	1	1
839	образом с	1	1
840	отсюда следует	2	1
841	ли они	1	1
842	сознания и	3	1
843	предметного содержания	1	1
844	в силах	1	1
845	это так	2	1
846	менее чем	1	1
847	к внешнему	2	1
848	своеобразное единство	1	1
849	идет об	1	1
850	но всегда	1	1
851	в системе	1	1
852	нисколько не	1	1
853	языковые связи	1	1
854	значит конечно	1	1
855	к самому	1	1
856	новая формула	1	1
857	конечно далеко	1	1
858	разобранные нами	2	1
859	возможно лишь	1	1
860	они были	1	1
861	этой проблемы	4	1
862	также в	1	1
863	но этот	1	1
864	бы быть	1	1
865	в последнем	1	1
866	и xviii	1	1
867	выходят за	1	1
868	расширения и	1	1
869	значение не	2	1
870	или точнее	1	1
871	что такое	2	1
872	борьба и	2	1
873	в своих	2	1
874	только не	1	1
875	отвлекается от	1	1
876	снова и	1	1
877	каждое слово	1	1
878	к этому	5	1
879	том числе	2	1
880	гораздо более	1	1
881	которая не	1	1
