N	2gram	Vinokur_St_2	RusskieA
276	именно только	1	1
277	направлением в	1	1
278	которое в	1	1
279	так а	1	1
280	того же	2	1
281	и он	3	1
282	в каждой	1	1
283	в отличие	2	1
284	на них	1	1
285	при сравнении	2	1
286	не был	3	1
287	в чем	1	1
288	с его	2	1
289	истории русского	1	1
290	печатных источников	1	1
291	что означает	1	1
292	особенно если	1	1
293	ответ на	1	1
294	по отношению	1	1
295	в общем	3	1
296	очевидно что	2	1
297	себе и	1	1
298	отличие от	2	1
299	отличаются от	1	1
300	что текст	1	1
301	в истории	2	1
302	же цели	1	1
303	что во	1	1
304	общего с	1	1
305	народа в	2	1
306	это был	2	1
307	что касается	1	1
308	целый ряд	1	1
309	времени когда	1	1
310	что этим	1	1
311	тем же	2	1
312	против такого	1	1
313	он на	1	1
314	поэтому и	1	1
315	и последний	1	1
316	значения как	1	1
317	в которой	11	1
318	говорят о	1	1
319	два обстоятельства	1	1
320	не оставляет	1	1
321	была вместе	1	1
322	то и	1	1
323	в себе	2	1
324	тому же	3	1
325	на то	2	1
326	очень велико	1	1
327	не имеют	1	1
328	для народа	1	1
329	что было	2	1
330	он не	9	1
331	видел в	2	1
332	не к	2	1
333	не как	1	1
334	в начале	3	1
335	борьбе против	1	1
336	теперь еще	1	1
337	русском языке	1	1
338	а затем	2	1
339	что все	1	1
340	он просто	1	1
341	и характер	1	1
342	в совершенно	1	1
343	значение в	1	1
344	те же	1	1
345	его в	2	1
346	раньше марта	1	1
347	три дня	1	1
348	на почве	2	1
349	известно что	1	1
350	должен был	4	1
351	и тем	1	1
352	не соответствует	1	1
353	указаний на	1	1
354	ни в	3	1
355	повод для	1	1
356	нет в	1	1
357	в этой	2	1
358	жизни то	1	1
359	на основании	1	1
360	он и	1	1
361	мы видели	1	1
362	в развитии	1	1
363	можно считать	1	1
364	себя внимание	2	1
365	но если	1	1
366	полностью в	1	1
367	никак не	2	1
368	и без	1	1
369	место в	1	1
370	не столько	7	1
371	этого вопроса	1	1
372	что до	1	1
373	что я	2	1
374	одном из	3	1
375	того времени	4	1
376	такую же	1	1
377	и эти	1	1
378	не могли	2	1
379	уже указано	1	1
380	о русском	1	1
381	на первое	1	1
382	что есть	1	1
383	был уже	1	1
384	при всех	1	1
385	эта картина	1	1
386	иной раз	1	1
387	виду что	1	1
388	пытался доказать	1	1
389	в то	2	1
390	не о	1	1
391	хотелось бы	1	1
392	дело не	2	1
393	и прочие	1	1
394	дело в	4	1
395	тому кто	1	1
396	не по	2	1
397	было не	1	1
398	в основе	1	1
399	приступая к	1	1
400	но вместе	1	1
401	года он	1	1
402	иметь в	3	1
403	не полностью	1	1
404	все свои	1	1
405	и всегда	2	1
406	подробное описание	1	1
407	впрочем в	1	1
408	прежде чем	1	1
409	и его	6	1
410	и теперь	2	1
411	обращает на	3	1
412	доказать что	2	1
413	этом отношении	9	1
414	ему не	2	1
415	не потому	2	1
416	вспоминать о	1	1
417	ни о	1	1
418	в городе	1	1
419	нам что	1	1
420	в духе	2	1
421	следует еще	2	1
422	в среде	1	1
423	чтобы сделать	2	1
424	том кто	1	1
425	отсюда как	1	1
426	должны быть	1	1
427	же только	1	1
428	служить и	1	1
429	слова с	1	1
430	широкой и	1	1
431	можно судить	1	1
432	и это	2	1
433	они должны	1	1
434	так называемым	1	1
435	и о	4	1
436	у себя	1	1
437	в виду	7	1
438	совпадает почти	1	1
439	и сами	1	1
440	на другой	1	1
441	данном случае	1	1
442	только при	1	1
443	идет не	1	1
444	то время	1	1
445	слова а	1	1
446	на том	1	1
447	и сам	2	1
448	можно было	1	1
449	которые больше	1	1
450	гл iii	1	1
451	было в	1	1
452	каждого из	1	1
453	что также	1	1
454	уже на	1	1
455	представляют собою	1	1
456	связанных с	1	1
457	во второй	1	1
458	без сомнения	1	1
459	разного рода	1	1
460	основана на	1	1
461	если бы	2	1
462	и вообще	2	1
463	его через	1	1
464	что значит	1	1
465	вот почему	1	1
466	внимание на	4	1
467	второй половине	1	1
468	можно сказать	1	1
469	которых к	1	1
470	и который	2	1
471	на источники	1	1
472	не могло	3	1
473	и во	1	1
474	раньше чем	4	1
475	во втором	1	1
476	борьбе с	1	1
477	в форме	1	1
478	наконец в	3	1
479	было бы	5	1
480	не так	1	1
481	несколько примеров	1	1
482	совсем не	1	1
483	тот же	1	1
484	что он	13	1
485	астрономически точно	1	1
486	и действительно	1	1
487	очень много	1	1
488	до нас	1	1
489	он уже	1	1
490	который в	1	1
491	приводил к	1	1
492	это слово	3	1
493	бы ни	2	1
494	точка зрения	1	1
495	том чтобы	1	1
496	на первую	1	1
497	вот что	3	1
498	с которыми	1	1
499	одни и	1	1
500	уже в	1	1
501	в значении	4	1
502	и новым	1	1
503	до появления	1	1
504	же в	1	1
505	к словам	1	1
506	не дает	2	1
507	но совершенно	1	1
508	совсем другое	1	1
509	всяком случае	3	1
510	нуждается в	1	1
511	т п	3	1
512	может служить	1	1
513	случае не	2	1
514	не считались	1	1
515	и обычаев	1	1
516	заметить что	1	1
517	не могут	1	1
518	ф м	1	1
519	в очень	1	1
520	не до	2	1
521	возможно что	1	1
522	раза в	1	1
523	тем у	2	1
524	были совершенно	1	1
525	которая должна	1	1
526	как у	3	1
527	к которому	1	1
528	с той	2	1
529	еще и	3	1
530	были не	2	1
531	что для	1	1
532	говорит о	2	1
533	и пытался	1	1
534	связано с	1	1
535	церкви и	1	1
536	из быта	1	1
537	на которых	1	1
538	и самый	2	1
539	ниже в	2	1
540	сколько в	3	1
541	с которым	1	1
542	жизнь в	1	1
543	в руках	1	1
544	или с	2	1
545	здесь следует	1	1
546	если не	2	1
547	так называемых	1	1
548	и теми	1	1
549	что дало	1	1
550	лучшее средство	1	1
551	п а	1	1
552	в пределах	1	1
553	после получения	1	1
554	по своему	2	1
555	в данном	2	1
556	по поводу	8	1
557	не дают	1	1
558	в той	5	1
559	целый год	1	1
560	только себя	1	1
561	быть не	1	1
562	говорить по	1	1
563	но для	1	1
564	кроме того	4	1
565	рассматривать как	1	1
566	по дороге	1	1
567	не является	3	1
568	не оставляют	1	1
569	для такого	1	1
570	и условных	1	1
571	№ в	1	1
572	а к	2	1
573	в двух	1	1
574	в отдельных	1	1
575	от него	1	1
576	и все	1	1
577	на одной	1	1
578	только с	2	1
579	его жизнь	1	1
580	что следовательно	1	1
581	этом можно	1	1
582	но оно	1	1
583	согласиться с	1	1
584	мог служить	1	1
585	в период	2	1
586	между ними	1	1
587	сказать что	2	1
588	другой в	1	1
589	имеет ничего	1	1
590	с русской	1	1
591	является и	1	1
592	отношению к	1	1
593	оно не	3	1
594	только о	2	1
595	к числу	1	1
596	всегда была	1	1
597	жизни и	1	1
598	в таком	1	1
599	они не	2	1
600	можно назвать	1	1
601	как на	9	1
602	точно так	1	1
603	во всяком	3	1
604	все что	1	1
