N	2gram	Propp_Isto_2	Tragedij
280	что на	1	1
281	но все-таки	1	1
282	это могло	1	1
283	мы встречаем	1	1
284	на брак	1	1
285	к себе	2	1
286	мы узнаем	1	1
287	выразить свое	1	1
288	могут быть	2	1
289	его с	1	1
290	за что	1	1
291	этот сын	1	1
292	еще по	1	1
293	указывает на	1	1
294	не случайное	1	1
295	что при	5	1
296	с образом	2	1
297	как мы	1	1
298	и о	1	1
299	того чтобы	2	1
300	ночей но	1	1
301	всего этого	1	1
302	свою руку	1	1
303	с каким	1	1
304	в душу	1	1
305	с самого	2	1
306	говорили что	2	1
307	роль в	3	1
308	с собой	1	1
309	можно было	5	1
310	же говорит	1	1
311	на нее	2	1
312	когда его	1	1
313	русского но	1	1
314	в последней	1	1
315	а по	1	1
316	вот почему	1	1
317	увидел что	1	1
318	это происходит	1	1
319	была его	1	1
320	на вопрос	2	1
321	знает но	1	1
322	она всегда	3	1
323	после того	3	1
324	а также	2	1
325	это желание	1	1
326	от него	1	1
327	восходит к	1	1
328	все в	1	1
329	связь между	1	1
330	доходит до	1	1
331	которое уже	1	1
332	нуждается в	1	1
333	отметить что	1	1
334	говорит он	1	1
335	есть с	1	1
336	и она	3	1
337	нет он	2	1
338	и пусть	2	1
339	того что	3	1
340	в третий	2	1
341	снял с	1	1
342	в новой	2	1
343	он стал	2	1
344	мы видим	8	1
345	с ними	2	1
346	только в	6	1
347	во всем	1	1
348	приходит в	1	1
349	важной и	1	1
350	у ней	1	1
351	с одной	4	1
352	именно на	1	1
353	этого мотива	5	1
354	он очень	1	1
355	мы бы	1	1
356	только на	1	1
357	героя с	1	1
358	свидетельствует о	1	1
359	на столе	2	1
360	характерно что	1	1
361	одно из	2	1
362	и их	2	1
363	могло бы	1	1
364	слова в	2	1
365	они сами	1	1
366	в карты	1	1
367	и вместе	2	1
368	в особую	1	1
369	и герои	1	1
370	в особенности	2	1
371	и эту	1	1
372	вопрос об	1	1
373	именно в	2	1
374	в каких	3	1
375	что не	1	1
376	только по	1	1
377	не было	2	1
378	и стал	1	1
379	а на	1	1
380	эту массу	1	1
381	а не	5	1
382	с наступлением	3	1
383	на смерть	2	1
384	а вы	1	1
385	одну из	1	1
386	чтобы убить	1	1
387	в припадке	1	1
388	этом случае	5	1
389	в связи	5	1
390	эти слова	3	1
391	вместе с	7	1
392	ко всем	1	1
393	и потому	1	1
394	эта связь	3	1
395	деталь заставляет	1	1
396	может так	1	1
397	не знал	2	1
398	xix века	1	1
399	встречаем такие	1	1
400	видит в	2	1
401	наряду с	6	1
402	в той	1	1
403	смысле этого	2	1
404	при которой	1	1
405	матери и	1	1
406	который он	1	1
407	этого слова	1	1
408	с этой	1	1
409	на одной	1	1
410	в книге	1	1
411	из дома	4	1
412	при таком	1	1
413	третий раз	2	1
414	в результате	1	1
415	это как	1	1
416	тот кто	2	1
417	в двух	1	1
418	о нем	4	1
419	это может	1	1
420	и совершенно	1	1
421	хотя бы	2	1
422	что ты	1	1
423	превратился в	1	1
424	сказал что	2	1
425	из тех	1	1
426	вступления в	1	1
427	в точности	1	1
428	при его	1	1
429	в иной	5	1
430	т е	29	1
431	что под	2	1
432	есть и	2	1
433	время он	1	1
434	но еще	1	1
435	к этой	4	1
436	вдруг на	1	1
437	и эта	1	1
