N	2gram	Losev_Vlad_1	Komedia
249	теперь в	1	2
250	с одной	1	2
251	и у	4	2
252	одно из	1	2
253	не для	1	2
254	у нее	1	2
255	отношение к	3	2
256	от того	1	2
257	в других	1	2
258	для молодого	1	2
259	нет и	2	2
260	со стороны	2	2
261	и к	6	2
262	с другой	3	2
263	т и	2	2
264	одной стороны	1	2
265	этому времени	2	2
266	у других	1	2
267	с которым	2	2
268	если не	3	2
269	уже о	1	2
270	по своему	3	2
271	в изображении	1	2
272	в течение	9	2
273	не удалось	1	2
274	одновременно с	1	2
275	в ответ	2	2
276	кто из	1	2
277	выступает против	1	2
278	своего времени	2	2
279	его собственный	1	2
280	бы в	1	2
281	хотя бы	2	2
282	ни было	1	2
283	вести себя	1	2
284	не говоря	1	2
285	к его	3	2
286	из этого	2	2
287	с г	1	2
288	во всяком	2	2
289	которых не	1	1
290	отношения к	1	1
291	вступить с	1	1
292	с кем	1	1
293	самом деле	1	1
294	этого последнего	2	1
295	так у	1	1
296	мы имели	1	1
297	по его	2	1
298	то для	1	1
299	в и	1	1
300	на первый	2	1
301	для своего	2	1
302	в семье	3	1
303	всех без	1	1
304	хуже чем	1	1
305	в полной	2	1
306	ему в	2	1
307	i с	2	1
308	и самого	1	1
309	первый план	2	1
310	все эти	3	1
311	не был	5	1
312	возражал против	2	1
313	в различных	1	1
314	в чем	2	1
315	время он	3	1
316	не без	6	1
317	то мы	3	1
318	собственной семьи	1	1
319	почти лет	1	1
320	при жизни	2	1
321	с какими	1	1
322	из окна	2	1
323	значение и	1	1
324	свою жизнь	1	1
325	в общем	3	1
326	факты из	1	1
327	не просто	1	1
328	в свои	2	1
329	в отсутствие	1	1
330	государства и	1	1
331	как к	2	1
332	конкретным содержанием	1	1
333	если такого	1	1
334	в распоряжении	1	1
335	это был	5	1
336	и слова	1	1
337	как уже	1	1
338	было устроено	1	1
339	на нас	1	1
340	более или	3	1
341	жизни в	1	1
342	кажется в	1	1
343	для которого	1	1
344	внес в	1	1
345	не приходится	1	1
346	из жизни	1	1
347	мне не	1	1
348	представляет собой	1	1
349	же кто	1	1
350	почти одновременно	1	1
351	по этике	1	1
352	в себе	4	1
353	не могла	1	1
354	чтобы установить	1	1
355	на его	3	1
356	не имеют	1	1
357	больше всего	2	1
358	главным образом	4	1
359	у а	1	1
360	время и	2	1
361	и легко	1	1
362	красотой и	1	1
363	видеть в	1	1
364	и более	1	1
365	№ в	1	1
366	его от	1	1
367	в октябре	2	1
368	от нее	2	1
369	для характеристики	2	1
370	не нравится	2	1
371	которой оказался	1	1
372	а по	2	1
373	на все	2	1
374	не нашел	1	1
375	с целью	1	1
376	г в	1	1
377	знает что	1	1
378	и мы	2	1
379	серьезность его	1	1
380	по истории	3	1
381	уважением и	1	1
382	в жизни	3	1
383	из первых	1	1
384	поведения и	1	1
385	к философии	1	1
386	от отца	1	1
387	но уже	1	1
388	в тот	2	1
389	ни одной	1	1
390	дать более	1	1
391	со своими	3	1
392	и уже	1	1
393	которой он	5	1
394	он и	6	1
395	на две	1	1
396	ни с	4	1
397	с такой	1	1
398	выражение в	1	1
399	и тогда	1	1
400	над его	1	1
401	не мог	3	1
402	со всей	1	1
403	или менее	3	1
404	которую он	2	1
405	восходящего к	1	1
406	во второй	1	1
407	от своего	1	1
408	таким же	1	1
409	ни у	1	1
410	и без	1	1
411	не столько	2	1
412	еще с	1	1
413	от его	1	1
414	не считал	1	1
415	значение для	2	1
416	сам же	1	1
417	это произошло	1	1
418	нам в	1	1
419	тем не	2	1
420	их в	1	1
421	дом и	1	1
422	том же	1	1
423	ним в	1	1
424	здесь достаточно	1	1
425	для нее	2	1
426	вместе со	1	1
427	любовь к	1	1
428	и очень	3	1
429	любви и	1	1
430	стихов и	1	1
431	не раз	4	1
432	тем самым	2	1
433	с которой	1	1
434	как вероятно	1	1
435	правда в	1	1
436	на два	1	1
437	на себе	1	1
438	весь этот	1	1
439	как о	1	1
440	родился в	1	1
441	через год	3	1
442	дружеских отношениях	1	1
443	никогда не	9	1
444	источников в	1	1
445	ничего не	3	1
446	в разных	1	1
447	современников и	1	1
448	имеем дело	1	1
449	же после	1	1
450	более что	2	1
451	и теперь	4	1
452	со своим	5	1
453	сводится к	1	1
454	в области	1	1
455	возвращении в	1	1
456	в каком	2	1
457	в александрию	1	1
458	обстоятельство что	2	1
459	к себе	2	1
460	нет ни	1	1
461	и дал	1	1
462	мало чем	1	1
463	и вполне	1	1
464	как критика	1	1
465	для его	2	1
466	для себя	2	1
467	выйти замуж	1	1
468	лет с	1	1
469	вовсе без	1	1
470	о защите	1	1
471	родных и	1	1
472	мысль о	1	1
473	была причиной	1	1
474	вероятно и	1	1
475	в годы	2	1
476	так ведь	1	1
477	эти факты	1	1
478	было в	1	1
479	которые он	1	1
480	веры в	1	1
481	разного рода	6	1
482	но у	1	1
483	жизнь и	3	1
484	не имели	2	1
485	и первые	1	1
486	в эпоху	1	1
487	о котором	2	1
488	не будучи	1	1
489	с ним	5	1
490	не меньше	1	1
491	в порядке	1	1
492	а также	5	1
493	внимание на	1	1
494	второй половине	1	1
495	но мы	2	1
496	никак не	4	1
497	ко двору	1	1
498	его жизни	6	1
499	одного из	1	1
500	пор пока	1	1
501	там же	13	1
502	нас в	1	1
503	этих двух	1	1
504	в которую	2	1
505	от них	1	1
506	хотя у	1	1
507	ему было	3	1
508	при дворе	3	1
509	для той	1	1
510	во всей	1	1
511	что же	5	1
512	и ни	2	1
513	даже для	1	1
514	если это	1	1
515	впрочем не	2	1
516	условия для	1	1
517	оказался в	2	1
518	в литературе	1	1
519	еще несколько	1	1
520	по своей	4	1
521	обстановку в	1	1
522	всякого рода	2	1
523	речи о	1	1
524	что даже	1	1
525	с каждым	1	1
526	и весьма	2	1
527	то он	6	1
528	по мнению	1	1
529	по этому	2	1
530	человека с	1	1
531	конечно не	2	1
532	только на	3	1
533	то и	2	1
534	основанной на	1	1
535	ни одного	1	1
536	из причин	1	1
537	свидетельствует о	3	1
538	целого ряда	1	1
539	от других	1	1
540	этому вопросу	1	1
541	в большой	1	1
542	мне кажется	1	1
543	на столе	1	1
544	для него	7	1
545	в известной	1	1
546	известный своими	1	1
547	свойства человеческой	1	1
548	как его	1	1
549	на меня	1	1
550	как раз	7	1
551	той самой	1	1
552	нее не	1	1
553	в дружеских	1	1
554	ее на	1	1
555	он почти	1	1
556	о которых	1	1
557	в очень	2	1
558	которые как	1	1
559	чувствует себя	1	1
560	был избран	2	1
561	во власти	1	1
562	ни до	1	1
563	и даже	15	1
564	и из	3	1
565	его сын	1	1
566	не один	1	1
567	выступает в	1	1
568	человеческую жизнь	1	1
569	а с	5	1
570	и затем	2	1
571	сведения о	2	1
572	что не	1	1
573	говорит о	1	1
574	касается самого	1	1
575	в с	1	1
576	у нас	6	1
577	почти в	1	1
578	до конца	1	1
579	а не	1	1
580	однако и	1	1
581	другой стороны	3	1
582	произвел на	1	1
583	без которых	1	1
584	жизнь в	2	1
585	несмотря на	4	1
586	о сыне	1	1
587	всего этого	1	1
588	с помощью	1	1
589	его отец	1	1
590	свою очередь	1	1
591	связь с	1	1
592	этой же	1	1
593	него в	2	1
594	только его	1	1
595	приводит в	1	1
596	то обстоятельство	2	1
597	не одно	1	1
598	к своему	3	1
599	без труда	1	1
600	до настоящего	1	1
601	он говорит	2	1
602	однако эти	1	1
603	такого рода	4	1
604	основное содержание	1	1
605	что весь	1	1
606	именно в	1	1
607	ничего необычного	1	1
608	по существу	2	1
609	в состоянии	1	1
610	и собственного	1	1
611	быть не	1	1
612	себя их	1	1
613	л в	1	1
614	получил в	3	1
615	нам приходится	1	1
616	но даже	2	1
617	оба они	2	1
618	в одних	1	1
619	а то	1	1
620	мало кто	1	1
621	в более	1	1
622	это уже	1	1
623	было еще	1	1
624	куда ты	1	1
625	в результате	2	1
626	когда он	5	1
627	не с	1	1
628	то о	1	1
629	тем более	2	1
630	и как	4	1
631	молодые годы	1	1
632	том чтобы	2	1
633	это делал	1	1
634	мог без	1	1
635	в дом	1	1
636	хотя в	1	1
637	а н	2	1
638	этой области	2	1
639	между ними	1	1
640	из тех	1	1
641	сказать что	7	1
642	с детьми	1	1
643	№ здесь	1	1
644	в свою	1	1
645	по которой	1	1
646	ко всему	1	1
647	по сообщению	1	1
648	это была	3	1
649	от роду	1	1
650	и нравственно	1	1
651	и эта	1	1
652	так же	1	1
653	как на	2	1
654	все что	2	1
