N	2gram	Losev_Vesc_1	Problema
660	не просто	19	1
661	момент в	6	1
662	искусство но	1	1
663	тела и	1	1
664	есть момент	2	1
665	до сих	1	1
666	ли он	1	1
667	или иначе	4	1
668	нас в	3	1
669	именно в	1	1
670	оно будет	2	1
671	и самая	1	1
672	организм или	1	1
673	мы еще	2	1
674	обратиться к	1	1
675	только что	2	1
676	самом же	1	1
677	смысла и	5	1
678	нужно сказать	1	1
679	на этот	1	1
680	а наоборот	1	1
681	и предметной	1	1
682	она является	3	1
683	человеческой жизни	1	1
684	с которым	1	1
685	все время	1	1
686	о чем	1	1
687	что мы	14	1
688	никакой действительности	1	1
689	и ему	1	1
690	и вне	2	1
691	стороны в	1	1
692	входить в	1	1
693	но оно	1	1
694	субъектами и	1	1
695	вместе с	1	1
696	так же	1	1
697	смысла не	1	1
698	смысл который	1	1
699	мы говорим	5	1
700	подобное рассуждение	2	1
701	вещь есть	7	1
702	но этот	1	1
703	этот смысл	1	1
704	ибо это	1	1
705	ни от	5	1
706	для обозначения	1	1
707	сравнению с	6	1
708	который мы	1	1
709	она есть	8	1
710	образом и	1	1
711	в той	3	1
712	тому как	4	1
713	и исторической	1	1
714	есть как	3	1
715	первом случае	2	1
716	вне этой	1	1
717	образ и	3	1
718	форма в	1	1
719	быть не	4	1
720	есть и	4	1
721	или хотя	1	1
722	и формы	2	1
723	выражение моего	1	1
724	есть то	9	1
725	сих пор	1	1
726	словом в	1	1
727	которое было	1	1
728	в смысле	12	1
729	рассуждение можно	1	1
730	вообще есть	2	1
731	это уже	1	1
732	этого понимания	1	1
733	только я	3	1
734	и может	2	1
735	к тому	3	1
736	его применения	1	1
737	это можно	2	1
738	в результате	3	1
739	оформляет ее	1	1
740	которая в	1	1
741	это может	2	1
742	понята как	1	1
743	бы в	5	1
744	еще более	2	1
745	его отвлеченная	1	1
746	и смысл	1	1
747	вообще в	1	1
748	ведь есть	1	1
749	в одинаковой	1	1
750	случае со	1	1
751	я в	2	1
752	же деле	1	1
753	хотя в	1	1
754	только нечто	1	1
755	жизни в	1	1
756	из живого	1	1
757	но если	8	1
758	понимания можно	1	1
759	равно как	2	1
760	и осмысленно	1	1
761	не что	7	1
762	из этого	1	1
763	в свое	2	1
764	но именно	2	1
765	в которой	1	1
766	смыслового и	2	1
767	в действительности	7	1
768	жизни и	2	1
769	нет что	1	1
770	это в	1	1
771	это понятие	1	1
772	никаких указаний	1	1
773	смысле что	1	1
774	которая не	1	1
