N	2gram	Losev_Vesc_1	Analitik
138	на этот	1	2
139	и их	7	2
140	что меня	1	2
141	вовсе не	10	2
142	была бы	2	2
143	таким образом	8	2
144	из своих	1	2
145	т е	55	2
146	строго говоря	1	2
147	с ним	8	2
148	вообще и	4	2
149	и во	3	2
150	дело не	2	2
151	в своей	5	2
152	по себе	13	2
153	однако как	1	2
154	ли не	1	2
155	и он	1	2
156	в одном	2	2
157	его в	2	2
158	его как	1	2
159	вместе с	1	2
160	что в	9	2
161	превращается в	1	2
162	того что	8	2
163	природе своей	1	2
164	на этой	1	2
165	свидетельствует о	3	2
166	или иных	1	2
167	а затем	2	2
168	это только	1	2
169	еще более	2	2
170	в его	2	2
171	тех или	5	2
172	в этих	1	2
173	из его	2	2
174	вообще не	2	2
175	стало быть	1	2
176	с точки	3	2
177	нас к	1	2
178	с ее	6	2
179	в окно	1	2
180	отличие от	1	2
181	к его	1	2
182	момент его	1	2
183	в то	3	2
184	для нее	2	2
185	объекта и	1	2
186	это именно	3	2
187	один из	3	2
188	на основе	1	2
189	о чем	1	2
190	той же	2	2
191	не о	1	2
192	это было	1	2
193	к смыслу	1	2
194	другой стороны	2	2
195	себе не	3	2
196	внимание на	1	2
197	в котором	3	2
198	я его	1	2
199	здравого смысла	1	2
200	ни с	6	2
201	в отличие	1	2
202	она не	4	2
203	же не	1	2
204	с действительностью	1	2
205	того и	2	2
206	в общем	1	2
207	одно из	1	2
208	личности и	1	2
209	тот кто	1	2
210	ведь и	5	2
211	по существу	2	2
212	собственно говоря	4	2
213	себя в	10	2
214	и мне	1	2
215	сказать что	17	2
216	к этому	1	2
217	что она	15	2
218	и я	1	2
219	другого и	1	2
220	никак не	3	2
221	уже и	1	2
222	своего собственного	1	2
223	том или	1	2
224	все что	1	2
225	он и	1	2
226	не есть	49	2
227	все эти	3	1
228	может не	2	1
229	в которой	1	1
230	почти все	2	1
231	может и	1	1
232	не все	1	1
233	в отдельности	4	1
234	а вот	3	1
235	смысл что	1	1
236	и здесь	4	1
237	зачем же	2	1
238	то его	1	1
239	вдумаемся в	1	1
240	самого себя	1	1
241	для нас	2	1
242	в свое	2	1
243	и наконец	1	1
244	одно и	5	1
245	от природы	1	1
246	же нам	1	1
247	в другом	2	1
248	то можно	1	1
249	именно к	1	1
250	существенные и	1	1
251	бы это	1	1
252	внимание и	1	1
253	странным и	1	1
254	в разных	4	1
255	и всякий	1	1
256	даже не	7	1
257	отличается от	7	1
258	на это	4	1
259	как другие	1	1
260	для себя	5	1
261	мышления и	1	1
262	себя от	2	1
263	же в	1	1
264	всех этих	1	1
265	не к	1	1
266	у меня	3	1
267	еще и	8	1
268	для всего	1	1
269	нет я	1	1
270	и ее	18	1
271	в жизни	3	1
272	личности в	1	1
273	есть не	14	1
274	себя самого	2	1
275	и такой	1	1
276	со своими	1	1
277	определенным образом	6	1
278	зависит от	1	1
279	без меня	1	1
280	на ее	3	1
281	которое есть	1	1
282	для обозначения	1	1
283	то он	1	1
284	к ее	2	1
285	другой в	1	1
286	и больше	9	1
287	затем и	2	1
288	есть лишь	2	1
289	говорить в	1	1
290	с ней	2	1
291	и резко	1	1
292	смысле что	1	1
293	свое время	2	1
294	уже просто	1	1
295	конечно и	1	1
296	в нем	2	1
297	было в	1	1
298	это еще	1	1
299	такой смысл	1	1
300	быть только	3	1
301	но мы	1	1
302	независимо от	5	1
303	его и	2	1
304	иное как	7	1
305	это в	1	1
306	хотя бы	6	1
307	и самого	1	1
308	в понимании	1	1
309	нисколько не	4	1
310	то и	4	1
311	что я	24	1
312	друг с	1	1
313	относятся к	1	1
314	при активном	1	1
315	только то	2	1
316	об этом	3	1
317	идеи и	3	1
318	бы и	5	1
319	есть у	2	1
320	который мы	1	1
321	существования и	3	1
322	к самому	1	1
323	меня не	2	1
324	стороны и	2	1
325	с а	4	1
326	передо мною	1	1
327	и другое	4	1
328	по своей	2	1
329	но когда	1	1
330	существования это	1	1
331	нуждается в	1	1
332	этот вопрос	1	1
333	что же	8	1
334	раз в	1	1
335	а тем	1	1
336	но только	3	1
337	уже было	1	1
338	ничего нового	1	1
339	было сказано	1	1
340	и выражение	2	1
341	по законам	2	1
342	вообще но	5	1
343	в ее	7	1
344	и тогда	1	1
345	и сама	3	1
346	с этой	4	1
347	самим собою	2	1
348	реагирует на	1	1
349	с другом	1	1
350	совершенно не	5	1
351	для человека	1	1
352	потому что	16	1
353	поскольку в	1	1
354	себе как	2	1
355	и т	19	1
356	и более	1	1
357	сами по	3	1
358	было не	1	1
359	на этих	1	1
360	состоит из	1	1
361	но если	8	1
362	на меня	3	1
363	только к	2	1
364	это не	5	1
365	должны быть	4	1
366	только что	2	1
367	жизнь и	1	1
368	что иное	7	1
369	переход от	1	1
370	тут не	5	1
371	наш анализ	1	1
372	по смыслу	5	1
373	в данный	1	1
374	оно в	1	1
375	границы между	1	1
376	где в	1	1
377	сама по	3	1
378	жизни не	1	1
379	на вопрос	1	1
380	быть в	1	1
381	с данной	2	1
382	и уж	1	1
383	внимание в	1	1
384	из этих	1	1
385	из этого	1	1
386	ее в	1	1
387	тогда когда	5	1
388	имеется в	1	1
389	у нас	7	1
390	же самый	1	1
391	только одно	2	1
392	то зачем	3	1
393	он с	1	1
394	всех прочих	3	1
395	нас и	1	1
396	тот же	3	1
397	из многих	1	1
398	другое дело	1	1
399	мы должны	2	1
400	в применении	1	1
401	и вся	1	1
402	и внутреннее	1	1
403	в отношении	4	1
404	же точно	2	1
405	в чем	6	1
406	в силу	3	1
407	свою очередь	4	1
408	в анализ	1	1
409	с собой	2	1
410	с с	1	1
411	и о	3	1
412	но к	1	1
413	это воплощение	1	1
414	да и	3	1
415	ли и	1	1
416	но на	2	1
417	во все	1	1
418	как она	4	1
419	ни в	1	1
420	и потому	5	1
421	сливаются в	1	1
422	не говорит	2	1
423	моменты когда	1	1
424	переживания и	2	1
425	а и	9	1
426	моментов в	2	1
427	данный момент	1	1
428	всех но	1	1
429	в первом	2	1
430	говорится о	2	1
431	времени и	1	1
432	действительности и	5	1
433	представить себе	1	1
434	вопроса о	1	1
435	ним самим	1	1
436	тут же	2	1
437	же и	1	1
438	только и	2	1
439	очевидно что	1	1
440	это приводит	1	1
441	более или	1	1
442	смыслом но	1	1
443	между прочим	3	1
444	на улицу	1	1
445	степени что	1	1
446	в виду	2	1
447	но о	1	1
448	но оно	1	1
449	одна из	5	1
450	у того	1	1
451	слова в	2	1
452	и понимает	2	1
453	своей внутренней	1	1
454	мы уже	3	1
455	но даже	3	1
456	внутренняя форма	1	1
457	не вполне	2	1
458	мере в	1	1
459	к другому	1	1
460	будто бы	1	1
461	своей собственной	1	1
462	не мешает	4	1
463	значение в	1	1
464	о нем	1	1
465	когда он	1	1
466	тому что	2	1
467	том смысле	1	1
468	с чем	7	1
469	под собой	2	1
470	слова и	5	1
471	различения и	1	1
472	не что	7	1
473	если он	1	1
474	в полной	1	1
475	мы видим	2	1
476	и будет	1	1
477	от себя	1	1
478	никому не	1	1
479	а так	2	1
480	точно и	1	1
481	себя и	4	1
482	и что	15	1
483	однако не	2	1
484	принадлежит не	1	1
485	о них	1	1
486	также и	6	1
487	поэтому в	1	1
488	языка в	1	1
489	ведь есть	1	1
490	них в	1	1
491	далеко не	1	1
492	из того	2	1
493	обратиться к	1	1
494	теперь уже	1	1
495	ли он	1	1
496	о таком	1	1
497	в ряду	1	1
498	зрения и	2	1
499	постановки вопроса	1	1
500	я не	4	1
501	но ведь	2	1
502	этой стороны	1	1
503	к нему	1	1
504	только с	3	1
505	есть то	9	1
506	если не	3	1
507	этих двух	2	1
508	субъектами и	1	1
509	всех языках	1	1
510	однако в	1	1
511	цвет и	1	1
512	с его	1	1
513	свою собственную	1	1
514	но без	1	1
515	все равно	2	1
516	и эти	2	1
517	нам не	2	1
518	прочим и	2	1
519	самом деле	4	1
520	таким же	1	1
521	или менее	1	1
522	бы уже	1	1
523	оно и	4	1
524	раз и	1	1
525	жизни так	1	1
526	или иначе	4	1
527	со всей	2	1
528	этой точки	1	1
529	так или	4	1
530	это ни	1	1
531	еще ничего	1	1
532	заключается в	1	1
533	и сознания	1	1
534	в принципе	1	1
535	к личности	1	1
536	не является	1	1
537	сил и	1	1
538	уже в	1	1
539	основу всей	1	1
540	последнюю в	1	1
541	перед нами	2	1
542	слово в	2	1
543	себе и	1	1
544	когда говорится	2	1
545	так как	7	1
546	таких условиях	1	1
547	веры в	2	1
548	еще один	1	1
549	человека в	1	1
550	об отношении	1	1
551	и как	8	1
552	ближе к	1	1
553	же самое	1	1
554	к одному	3	1
555	она была	2	1
556	смысла не	1	1
557	и по	1	1
558	применении к	2	1
559	но это	10	1
560	в свою	4	1
561	тьмы и	1	1
