N	2gram	Vinokur_St_1	SlovoVZh
231	является в	1	1
232	для этого	2	1
233	на себя	1	1
234	и такой	1	1
235	быть ни	1	1
236	для одной	1	1
237	но то	1	1
238	не знают	1	1
239	так не	1	1
240	но при	1	1
241	на них	1	1
242	там же	1	1
243	и который	1	1
244	столь же	4	1
245	во всех	8	1
246	и во	2	1
247	образом мы	1	1
248	все в	2	1
249	то в	3	1
250	них всегда	1	1
251	отметить что	2	1
252	известна и	1	1
253	крайней мере	2	1
254	в свои	1	1
255	и можно	2	1
256	того в	1	1
257	что они	7	1
258	именно в	6	1
259	каких бы	1	1
260	в лучшем	1	1
261	в одной	1	1
262	что именно	1	1
263	так называемая	3	1
264	не зная	1	1
265	в современной	1	1
266	предполагает в	1	1
267	что здесь	2	1
268	как например	1	1
269	на которой	2	1
270	перед нами	1	1
271	но тот	1	1
272	хотя и	1	1
273	в двух	3	1
274	и понимания	1	1
275	тот же	1	1
276	стиля и	1	1
277	пор не	1	1
278	зрения как	1	1
279	как нечто	1	1
280	положение в	1	1
281	нашего времени	1	1
282	случае она	1	1
283	по мнению	3	1
284	что это	4	1
285	более широком	1	1
286	в целом	5	1
287	если мы	1	1
288	себя в	1	1
289	думать что	2	1
290	есть в	2	1
291	им в	1	1
292	бы только	1	1
293	эпохи но	1	1
294	литературы в	1	1
295	окончательном итоге	1	1
296	во многих	3	1
297	в виде	3	1
298	исходит из	1	1
299	что она	4	1
300	слова не	1	1
301	обращение к	1	1
302	при помощи	2	1
303	и обратно	1	1
304	его и	1	1
305	является следствием	1	1
306	на одну	1	1
307	одно из	2	1
308	себе в	1	1
309	и их	2	1
310	всяком случае	6	1
311	ведь это	1	1
312	не как	1	1
313	в одном	1	1
314	и вот	1	1
315	для правильного	1	1
316	вовсе не	19	1
317	ни были	2	1
318	ничего общего	3	1
319	можно с	1	1
320	хочет этого	1	1
321	дело и	1	1
322	у него	2	1
323	какой бы	1	1
324	характерны для	1	1
325	значительной степени	1	1
326	одной точки	1	1
327	само собой	1	1
328	даже и	2	1
329	том же	1	1
330	бы они	1	1
331	бы это	2	1
332	и только	3	1
333	что все	2	1
334	в другом	3	1
335	без того	1	1
336	ни одной	2	1
337	и из	1	1
338	входит в	1	1
339	на протяжении	1	1
340	них в	1	1
341	и тех	1	1
342	было бы	17	1
343	к которому	4	1
344	этом смысле	1	1
345	и соответствующие	1	1
346	она стала	1	1
347	и тем	3	1
348	или о	1	1
349	кажется что	3	1
350	что для	3	1
351	ряд важных	1	1
352	говорит о	3	1
353	для них	1	1
354	не было	4	1
355	а с	3	1
356	это прежде	2	1
357	не знает	2	1
358	далеко не	1	1
359	не на	1	1
360	в ее	4	1
361	вопросов касающихся	1	1
362	в слове	5	1
363	не всегда	2	1
364	он имеет	1	1
365	которой он	1	1
366	несмотря на	2	1
367	в руках	1	1
368	они являются	1	1
369	о чем	1	1
370	на эту	4	1
371	и было	1	1
372	него не	1	1
373	и некоторые	1	1
374	в истории	3	1
375	и тогда	2	1
376	со всей	1	1
377	для этой	1	1
378	себя на	1	1
379	поэта в	1	1
380	места в	2	1
381	но если	4	1
382	в частности	4	1
383	на который	2	1
384	нас не	1	1
385	и без	3	1
386	это делает	1	1
387	то есть	2	1
388	одним и	2	1
389	атмосферы вокруг	1	1
390	степени не	1	1
391	явление можно	1	1
392	не могут	1	1
393	чем мы	1	1
394	является еще	1	1
395	оно стало	1	1
396	что я	1	1
397	ни была	1	1
398	но эта	1	1
399	которые в	2	1
400	сами по	1	1
401	его положение	1	1
402	конечно эти	1	1
403	по крайней	2	1
404	том и	1	1
405	произведения в	2	1
406	времени очень	1	1
407	лучшем случае	1	1
408	не должно	1	1
409	ее отношении	1	1
410	на эти	7	1
411	что до	2	1
412	материал для	3	1
413	же мы	1	1
414	эти вопросы	3	1
415	в так	1	1
416	и таким	1	1
417	точно и	2	1
418	в обоих	1	1
419	как о	2	1
420	в русской	1	1
421	протяжении всей	1	1
422	к вопросу	1	1
423	в науке	1	1
424	не является	3	1
425	в основе	3	1
426	время как	2	1
427	он еще	1	1
428	свое утверждение	1	1
429	опираться на	1	1
430	при таком	2	1
431	потому не	1	1
432	того чтобы	11	1
433	чем не	1	1
434	не существует	3	1
435	всей его	1	1
436	в результате	3	1
437	которой можно	2	1
438	автора к	1	1
439	чтобы убедиться	1	1
440	только и	1	1
441	в качестве	4	1
442	или иным	3	1
443	имеем дело	2	1
444	же время	4	1
445	же степени	1	1
446	еще более	4	1
447	тем более	4	1
448	не должен	1	1
449	и общего	1	1
450	с этих	1	1
451	по своей	2	1
452	убедиться в	2	1
453	них и	1	1
454	это человек	4	1
455	бы по	1	1
456	можно только	1	1
457	не нужен	1	1
458	уже и	1	1
459	как будто	4	1
460	этом отношении	7	1
461	и делает	1	1
462	гораздо больше	2	1
463	в области	14	1
464	больше того	1	1
465	с ней	1	1
466	у нас	11	1
467	действительно является	1	1
468	именно такой	1	1
469	является то	1	1
470	и сейчас	4	1
471	может особенно	1	1
472	когда мы	1	1
473	есть только	2	1
474	или иного	4	1
475	культуры в	3	1
476	том кто	2	1
477	время не	1	1
478	должны быть	3	1
479	включает в	1	1
480	что оно	3	1
481	но эти	1	1
482	же случае	1	1
483	слова с	1	1
484	в таком	3	1
485	во всяком	6	1
486	они не	1	1
487	к тому	1	1
