N	2gram	Vygotskiy__3	SlovoVZh
406	не совпадает	2	1
407	не лишне	1	1
408	и прежде	1	1
409	она стала	2	1
410	и тем	3	1
411	один и	1	1
412	отражение в	1	1
413	кажется что	1	1
414	тем о	1	1
415	что для	1	1
416	говорит о	2	1
417	для них	1	1
418	но уже	1	1
419	люди не	1	1
420	в интонациях	1	1
421	не было	1	1
422	на второй	1	1
423	а с	2	1
424	все равно	1	1
425	далеко не	3	1
426	мы обычно	1	1
427	и самый	1	1
428	в ее	7	1
429	в слове	1	1
430	не ради	1	1
431	одна и	1	1
432	несмотря на	5	1
433	о чем	1	1
434	по другому	1	1
435	на эту	1	1
436	и было	1	1
437	форма и	1	1
438	него не	1	1
439	всех других	1	1
440	в истории	2	1
441	обратимся к	1	1
442	и тогда	1	1
443	со всей	3	1
444	для этой	1	1
445	и становится	1	1
446	мы видели	6	1
447	или менее	1	1
448	места в	2	1
449	все более	2	1
450	это на	1	1
451	вступает в	1	1
452	такой степени	3	1
453	но если	4	1
454	в частности	1	1
455	видели в	1	1
456	нас не	1	1
457	стиле и	2	1
458	это делает	1	1
459	относятся к	1	1
460	то есть	15	1
461	она в	3	1
462	степени не	2	1
463	не могут	2	1
464	и глубоко	1	1
465	с уверенностью	3	1
466	признать что	2	1
467	он будет	1	1
468	наряду с	3	1
469	однако он	1	1
470	но эта	1	1
471	и тот	1	1
472	всегда имеет	1	1
473	из этой	1	1
474	том и	2	1
475	лучшем случае	2	1
476	в словах	1	1
477	и почти	1	1
478	неодушевленные предметы	1	1
479	для нее	1	1
480	что до	1	1
481	намека на	1	1
482	случае мы	1	1
483	и вся	1	1
484	с успехом	1	1
485	по мере	1	1
486	одна сторона	1	1
487	только для	3	1
488	в высшей	1	1
489	с которой	1	1
490	дает ложное	1	1
491	она могла	2	1
492	самого начала	6	1
493	как о	1	1
494	в русской	2	1
495	это последнее	1	1
496	более и	2	1
497	здесь на	1	1
498	она должна	3	1
499	может согласиться	1	1
500	весь этот	3	1
501	не является	1	1
502	поэта как	1	1
503	в основе	3	1
504	время как	4	1
505	уже на	1	1
506	искусства как	1	1
507	при таком	2	1
508	того чтобы	9	1
509	и форму	1	1
510	это мы	1	1
511	имеет дело	1	1
512	в результате	1	1
513	человек и	1	1
514	в качестве	2	1
515	к одной	1	1
516	это часто	1	1
517	от него	1	1
518	было на	1	1
519	еще более	1	1
520	мы попытаемся	1	1
521	теряет свою	1	1
522	мы должны	1	1
523	дана в	1	1
524	направлениях и	1	1
525	итоги нашему	1	1
526	бы по	1	1
527	участие в	1	1
528	поэтической формы	1	1
529	в свою	4	1
530	эти три	1	1
531	как будто	4	1
532	этом отношении	1	1
533	гораздо больше	1	1
534	нам не	2	1
535	явно не	1	1
536	представлять себе	1	1
537	с ней	1	1
538	в стиле	1	1
539	у нас	2	1
540	можем мы	2	1
541	конечно только	1	1
542	только как	1	1
543	они как	1	1
544	и оно	1	1
545	равно как	1	1
546	все то	7	1
547	что можно	1	1
548	по самому	2	1
549	когда мы	2	1
550	же взгляда	1	1
551	есть только	2	1
552	или иного	1	1
553	поэтического стиля	2	1
554	выросла из	1	1
555	то из	1	1
556	подвести итоги	1	1
557	в окончательном	1	1
558	того о	1	1
559	что оно	2	1
560	мы могли	4	1
561	и эта	1	1
562	каждое слово	1	1
563	в таком	3	1
564	во всяком	2	1
565	они не	2	1
566	слова это	1	1
567	к тому	6	1
