N	2gram	Bakhtin_Fr_3	Marksizm
101	бы то	1	4
102	вполне понятно	1	4
103	конечно не	2	4
104	только на	4	4
105	в себе	3	4
106	это не	2	4
107	было бы	4	4
108	и тем	1	4
109	мы видели	3	4
110	этой связи	1	4
111	тому что	1	4
112	в отношении	1	4
113	ничего не	1	4
114	следует что	1	4
115	точном смысле	1	4
116	той или	2	4
117	в точном	1	4
118	того что	1	4
119	в формах	1	4
120	с ними	1	4
121	что он	2	4
122	и их	1	4
123	как раз	5	4
124	влияние на	2	4
125	связь с	6	4
126	смысле этого	1	4
127	в основном	4	4
128	то что	5	4
129	сказать что	3	4
130	в котором	2	3
131	и до	8	3
132	исходит из	1	3
133	высшей степени	1	3
134	в ней	4	3
135	еще не	3	3
136	в ее	3	3
137	менее всего	1	3
138	отличие от	3	3
139	относится к	1	3
140	в истории	4	3
141	и выражения	1	3
142	с этим	2	3
143	перед нами	1	3
144	все эти	8	3
145	в этой	3	3
146	но ведь	3	3
147	слово в	3	3
148	он не	9	3
149	не к	2	3
150	не как	1	3
151	в корне	2	3
152	какой бы	2	3
153	одно и	1	3
154	здесь мы	2	3
155	в другом	3	3
156	той же	8	3
157	с другими	1	3
158	форму и	2	3
159	по себе	1	3
160	в этих	6	3
161	в своей	6	3
162	в отличие	3	3
163	мысли и	1	3
164	тема и	1	3
165	не имеет	1	3
166	слове и	1	3
167	каждый раз	1	3
168	у нас	4	3
169	бы он	1	3
170	для его	1	3
171	и это	2	3
172	оно может	1	3
173	на основе	2	3
174	направлении к	1	3
175	громадное значение	1	3
176	о том	4	3
177	что и	3	3
178	слов и	1	3
179	одной из	2	3
180	с одной	1	3
181	в качестве	1	3
182	его из	1	3
183	характерно что	1	3
184	так как	4	3
185	в высшей	1	3
186	до сих	4	3
187	с другой	2	3
188	в живом	1	3
189	связано с	1	3
190	не было	5	3
191	именно для	1	3
192	со всею	3	3
193	да и	1	3
194	для понимания	3	3
195	должно быть	1	3
196	и от	3	3
197	сих пор	4	3
198	что оно	1	3
199	а в	3	3
200	слово и	1	3
201	во всяком	1	3
202	отношения к	1	2
203	одним из	2	2
204	совершенно справедливо	1	2
205	связана с	2	2
206	и реального	1	2
207	собственном смысле	1	2
208	правильного понимания	3	2
209	конечно и	1	2
210	и он	1	2
211	и самого	1	2
212	быть понято	1	2
213	он был	3	2
214	иное как	1	2
215	но как	2	2
216	оно является	1	2
217	из важнейших	2	2
218	основная задача	1	2
219	что они	1	2
220	в собственном	1	2
221	в одной	1	2
222	в своем	7	2
223	его к	2	2
224	от этого	1	2
225	что это	1	2
226	в нашем	4	2
227	в тех	1	2
228	данном контексте	1	2
229	силой и	1	2
230	в узком	1	2
231	понимания и	1	2
232	знает ни	1	2
233	без исключения	1	2
234	значительной степени	2	2
235	и с	8	2
236	на все	1	2
237	то есть	18	2
238	это было	1	2
239	на протяжении	3	2
240	всем этим	2	2
241	рядом с	2	2
242	далеко не	2	2
243	и потому	4	2
244	он и	7	2
245	мы не	2	2
246	восприятия и	1	2
247	нас не	1	2
248	лишь те	1	2
249	но они	1	2
250	на языке	1	2
251	как о	2	2
252	находит себе	1	2
253	должны быть	2	2
254	одним и	1	2
255	и о	4	2
256	не с	1	2
257	здесь как	1	2
258	все то	2	2
259	поэтому в	2	2
260	и даже	4	2
261	другими словами	3	2
262	все его	1	2
263	в значительной	3	2
264	ее от	1	2
265	всяком случае	1	2
266	все время	1	2
267	но не	2	2
268	мы увидим	2	2
269	иной степени	1	2
270	или же	2	2
271	эти моменты	3	2
272	и у	2	2
273	уже в	2	2
274	в виде	1	2
275	свидетельствует о	2	2
276	но для	1	2
277	мы знаем	2	2
278	не так	3	2
279	ведь это	1	2
280	но что	1	2
281	у него	8	2
282	тем что	3	2
283	на границе	1	2
284	даже и	2	2
285	в особенности	5	2
286	именно как	1	2
287	имеются существенные	1	2
288	характерен для	1	2
289	именно в	2	2
290	здесь в	4	2
291	и прежде	3	2
292	что не	1	2
293	они не	3	2
294	до конца	6	2
295	не на	1	2
296	однако и	1	2
297	о чем	2	2
298	мы встречаем	4	2
299	вместе с	3	2
300	и особенно	1	2
301	границы между	1	2
302	ко всем	3	2
303	из форм	1	2
304	xix века	4	2
305	там где	3	2
306	в начале	3	2
307	в более	3	2
308	в следующей	1	2
309	встречаем в	2	2
310	и определяют	1	2
311	или в	1	2
312	имеет дело	1	2
313	такое понимание	1	2
314	узком смысле	1	2
315	следовательно и	2	2
316	еще более	4	2
317	в системе	2	2
318	между ними	3	2
319	не знает	1	2
320	а ведь	1	2
321	к формам	1	2
322	жизни и	4	2
323	что в	12	2
324	именно здесь	1	2
325	как на	1	2
326	как известно	2	1
327	также и	4	1
328	например в	2	1
329	он также	2	1
330	xvii века	3	1
331	предполагает что	1	1
332	дело вовсе	1	1
333	прочь от	1	1
334	основе всех	1	1
335	уже указывали	1	1
336	на определенную	1	1
337	в обычном	2	1
338	на тех	1	1
339	он игнорирует	1	1
340	не делает	1	1
341	видов и	1	1
342	что уже	1	1
343	не была	1	1
344	ни единого	1	1
345	почти все	1	1
346	и стиль	2	1
347	что иное	1	1
348	этого целого	1	1
349	притом лишь	1	1
350	подчеркнуть что	1	1
351	принадлежит и	1	1
352	между собой	1	1
353	не найдем	1	1
354	всего этого	1	1
355	бы этот	1	1
356	нему и	1	1
357	а следовательно	1	1
358	часто имеет	1	1
359	из этих	2	1
360	видели что	1	1
361	очень важным	1	1
362	то он	1	1
363	не перестает	1	1
364	характер они	1	1
365	к слову	1	1
366	понято и	1	1
367	мы снова	1	1
368	и я	1	1
369	и соответствующих	1	1
370	эта связь	1	1
371	его на	1	1
372	как в	3	1
373	названная нами	1	1
374	в художественном	1	1
375	кроме того	3	1
376	и где	1	1
377	когда он	1	1
378	характер носит	1	1
379	и наконец	3	1
380	и каждое	1	1
381	не являются	1	1
382	мир и	1	1
383	себе не	1	1
384	глава вторая	1	1
385	в этот	2	1
386	где все	1	1
387	истины и	3	1
388	в которой	2	1
389	как это	1	1
390	время это	2	1
391	брани и	1	1
392	речи но	1	1
393	удельный вес	1	1
394	как он	2	1
395	не могла	1	1
396	и если	2	1
397	эпохи возрождения	3	1
398	главным образом	1	1
399	но именно	3	1
400	в нашей	2	1
401	и самый	1	1
402	всех этих	3	1
403	к одному	1	1
404	и вот	2	1
405	о языке	1	1
406	всех своих	1	1
407	так например	1	1
408	понимание и	1	1
409	верх и	2	1
410	в основу	1	1
411	но все	3	1
412	мы его	1	1
413	как они	1	1
414	связанные с	3	1
415	в совершенно	1	1
416	самого автора	1	1
417	со всеми	5	1
418	связанных с	1	1
419	заключается в	1	1
420	ко второму	1	1
421	моменты в	1	1
422	в социальной	1	1
423	к миру	1	1
424	в беседе	1	1
425	по основным	1	1
426	в них	9	1
427	котором говорил	1	1
428	в общей	2	1
429	всего несколько	1	1
430	с тем	1	1
431	несмотря на	1	1
432	не проникает	1	1
433	все это	4	1
434	остается в	1	1
435	и конец	1	1
436	места в	1	1
437	отрыве от	1	1
438	соответствующие им	1	1
439	или точнее	1	1
440	именно и	1	1
441	уже к	2	1
442	только для	3	1
443	бы к	1	1
444	самый момент	1	1
445	языке но	1	1
446	нельзя понять	2	1
447	от его	1	1
448	далеки от	2	1
449	нельзя и	1	1
450	не менее	2	1
451	определяется как	1	1
452	для изучения	1	1
453	не понимает	3	1
454	его целом	1	1
455	но он	2	1
456	друг другу	1	1
457	что было	2	1
458	не могли	1	1
459	уже сказали	1	1
460	и единого	1	1
461	это выражение	1	1
462	и вся	1	1
463	необходимо учитывать	1	1
464	вернемся к	5	1
465	т.п эта	1	1
466	определяющее влияние	1	1
467	слова мы	1	1
468	сущности почти	1	1
469	изолированным в	1	1
470	что эта	1	1
471	всего себя	1	1
472	и притом	1	1
473	во время	8	1
474	и сама	2	1
475	и часто	1	1
476	тон всей	1	1
477	было не	1	1
478	миру но	1	1
479	т.п то	1	1
480	эти формы	1	1
481	но только	1	1
482	принадлежит к	1	1
483	нам предстоит	1	1
484	этого явления	2	1
485	самой жизни	1	1
486	в разных	2	1
487	явлений как	1	1
488	и весь	1	1
489	всего на	1	1
490	такая же	1	1
491	уже говорили	3	1
492	ему и	1	1
493	и мысли	3	1
494	те особенности	1	1
495	именно этой	1	1
496	так называемый	1	1
497	сущности только	3	1
498	нами книга	1	1
499	этом отношении	2	1
500	не нуждается	1	1
501	за ними	1	1
502	не совсем	1	1
503	остаются за	1	1
504	официальной идеологии	1	1
505	представляется нам	2	1
506	как всякое	1	1
507	и борьбы	1	1
508	в духе	7	1
509	не могут	1	1
510	мы узнаем	1	1
511	и такие	2	1
512	возрождения и	1	1
513	числе и	2	1
514	более широкой	1	1
515	другом месте	1	1
516	как для	1	1
517	но также	1	1
518	среды в	1	1
519	они и	2	1
520	и свое	1	1
521	особый тип	1	1
522	него как	1	1
523	и оценивает	1	1
524	речи они	1	1
525	связи со	1	1
526	следовательно в	1	1
527	здесь не	3	1
528	они ни	1	1
529	такие как	1	1
530	в себя	1	1
531	говорили что	1	1
532	так в	4	1
533	роль в	4	1
534	и стилистическому	1	1
535	на том	1	1
536	глубже и	1	1
537	иной форме	1	1
538	и сам	2	1
539	особенно во	1	1
540	на нее	1	1
541	рождения и	1	1
542	было в	1	1
543	в плоскости	1	1
544	отсюда и	1	1
545	здесь нет	2	1
546	нет места	1	1
547	которые он	2	1
548	же принадлежит	1	1
549	еще в	3	1
550	по сравнению	2	1
551	все остальные	1	1
552	понятно что	1	1
553	раз другое	1	1
554	приводит его	2	1
555	и вообще	1	1
556	и формами	1	1
557	с ним	1	1
558	как выражение	1	1
559	до нас	7	1
560	образом в	2	1
561	лишь то	1	1
562	значимости в	1	1
563	этих условиях	1	1
564	внимание на	1	1
565	и внутреннее	1	1
566	и что	1	1
567	притом в	1	1
568	можно сказать	2	1
569	нет это	1	1
570	является здесь	1	1
571	в отрыве	1	1
572	с одним	1	1
573	усиливается еще	1	1
574	оценивает только	1	1
575	нуждается в	3	1
576	во всей	3	1
577	существенную роль	1	1
578	и только	1	1
579	в другой	1	1
580	язык в	1	1
581	нем и	1	1
582	которой в	1	1
583	негодование против	1	1
584	в него	1	1
585	ни к	1	1
586	в современной	1	1
587	всегда в	1	1
588	что здесь	1	1
589	всякого рода	1	1
590	сомнению что	2	1
591	мы видим	5	1
592	еще тем	1	1
593	на каждое	1	1
594	дело с	1	1
595	и так	2	1
596	о значении	1	1
597	характер по	1	1
598	ключом к	1	1
599	для нее	1	1
600	назовем эти	1	1
601	так что	1	1
602	же и	3	1
603	и др	7	1
604	в следующих	2	1
605	же в	1	1
606	и других	6	1
607	дает ему	1	1
608	из них	4	1
609	превращаются в	1	1
610	и небо	1	1
611	одно из	3	1
612	эти три	1	1
613	не находит	2	1
614	в одном	7	1
615	чтобы выразить	1	1
616	для правильного	1	1
617	мы утрачиваем	1	1
618	роль эта	1	1
619	ее не	2	1
620	уже приходилось	1	1
621	само по	1	1
622	и оценки	1	1
623	нее не	1	1
624	в других	3	1
625	но из	1	1
626	были бы	1	1
627	значение имеет	1	1
628	со всем	2	1
629	нам уже	1	1
630	не касается	4	1
631	и из	1	1
632	обычном смысле	1	1
633	связаны с	5	1
634	к нашему	1	1
635	и нельзя	1	1
636	а именно	1	1
637	ему не	2	1
638	с той	1	1
639	характерно для	2	1
640	как же	1	1
641	еще и	2	1
642	говорит о	1	1
643	к более	1	1
644	превращается в	1	1
645	в стиле	1	1
646	этой части	1	1
647	этого не	1	1
648	на которых	1	1
649	от правильного	2	1
650	другой стороны	1	1
651	мы все	1	1
652	дело в	2	1
653	лишь элементы	1	1
654	для историка	3	1
655	существенные различия	1	1
656	во франции	3	1
657	специфического и	1	1
658	и глубоко	1	1
659	но оно	1	1
660	уже названная	1	1
661	чрезвычайно важно	1	1
662	только его	1	1
663	к самому	1	1
664	он говорит	6	1
665	находит в	1	1
666	к жизни	2	1
667	для обозначения	1	1
668	сравнению с	2	1
669	те кто	1	1
670	в течение	2	1
671	выход в	1	1
672	конечно эти	2	1
673	у самого	2	1
674	из этой	2	1
675	слова все	1	1
676	в состоянии	2	1
677	и низ	2	1
678	в это	1	1
679	этом случае	1	1
680	несколько слов	1	1
681	в условиях	2	1
682	в целом	2	1
683	здесь конечно	1	1
684	но это	3	1
685	к двум	1	1
686	что ж	1	1
687	прежде чем	1	1
688	не подлежит	3	1
689	которого они	1	1
690	людьми и	1	1
691	о котором	1	1
692	работы мы	1	1
693	но когда	1	1
694	франции и	1	1
695	и существенно	1	1
696	потому что	2	1
697	все они	1	1
698	случае у	1	1
699	на части	1	1
700	мы в	1	1
701	и неизменное	1	1
702	конечно между	1	1
703	свободой и	1	1
704	забывать что	1	1
705	в последнем	2	1
706	существенное в	1	1
707	не что	1	1
708	это и	2	1
709	из этого	2	1
710	значение их	1	1
711	были и	1	1
712	в заключение	4	1
713	целей и	1	1
714	речи как	1	1
715	ее в	1	1
716	и другие	2	1
717	в старом	1	1
718	также не	1	1
719	для эпохи	1	1
720	том числе	3	1
721	гораздо более	1	1
