N	2gram	Ircho_Kome_2	Freidism
113	конечно не	1	4
114	в котором	3	4
115	мы находим	2	4
116	как раз	1	4
117	от того	2	4
118	на которые	1	4
119	в более	1	4
120	отца с	1	4
121	в этих	4	4
122	между ними	1	4
123	в последнем	1	4
124	и есть	2	3
125	на себя	7	3
126	он был	2	3
127	с отцом	1	3
128	конечном счете	1	3
129	в общем	1	3
130	как в	3	3
131	и как	1	3
132	сказать о	2	3
133	всего к	1	3
134	в себе	1	3
135	главным образом	1	3
136	зрения на	1	3
137	было бы	8	3
138	мы имеем	2	3
139	делает все	1	3
140	отцом и	1	3
141	можем сказать	1	3
142	тому что	4	3
143	этой области	1	3
144	самого начала	1	3
145	одна из	2	3
146	в сознании	1	3
147	ни о	1	3
148	к себе	1	3
149	бы он	1	3
150	найдем в	1	3
151	свою очередь	1	3
152	приводит к	1	3
153	если бы	9	3
154	и что	2	3
155	бы то	2	3
156	человека с	1	3
157	себя в	3	3
158	у него	4	3
159	в них	4	3
160	со стороны	2	3
161	на этот	4	3
162	о себе	1	3
163	вместе с	9	3
164	по своему	2	3
165	и от	4	3
166	не является	2	3
167	это как	1	3
168	в голову	2	3
169	когда он	1	3
170	не знает	1	3
171	от всех	2	3
172	жизни и	3	3
173	в искусстве	1	3
174	по поводу	3	3
175	отношения к	1	2
176	сильное влияние	1	2
177	сил и	1	2
178	тех же	3	2
179	тем же	1	2
180	в первом	2	2
181	для своего	1	2
182	нам в	1	2
183	благодаря тому	1	2
184	как не	2	2
185	того же	3	2
186	без труда	1	2
187	между собой	1	2
188	не без	1	2
189	в ее	2	2
190	с которыми	2	2
191	ответ на	3	2
192	отличие от	2	2
193	ничуть не	2	2
194	значение для	1	2
195	всю эту	1	2
196	чем же	1	2
197	опирается на	1	2
198	в своем	6	2
199	от этого	2	2
200	не приходится	1	2
201	что это	4	2
202	в нашем	2	2
203	сил в	1	2
204	выражение в	1	2
205	что она	2	2
206	их в	1	2
207	но все	3	2
208	это было	4	2
209	это не	2	2
210	по всему	3	2
211	этого не	1	2
212	и уже	1	2
213	которой он	1	2
214	на две	1	2
215	так называемый	1	2
216	приходит в	1	2
217	том что	9	2
218	в эту	1	2
219	но если	3	2
220	во второй	1	2
221	и при	1	2
222	в их	3	2
223	в отличие	2	2
224	сих пор	2	2
225	освободиться от	1	2
226	как это	4	2
227	случае в	1	2
228	правда в	1	2
229	тем не	1	2
230	и теперь	1	2
231	из того	1	2
232	является по	1	2
233	в области	1	2
234	же что	1	2
235	отличается от	1	2
236	они и	1	2
237	для себя	1	2
238	не делает	1	2
239	в оно	1	2
240	в виду	2	2
241	на основе	1	2
242	роль в	2	2
243	выводу что	1	2
244	в другом	1	2
245	и поэтому	3	2
246	скрыть от	1	2
247	до сих	2	2
248	той социальной	1	2
249	этих двух	1	2
250	нуждается в	1	2
251	что и	7	2
252	во всей	1	2
253	этого периода	1	2
254	которые он	1	2
255	всего этого	1	2
256	также в	2	2
257	своему содержанию	1	2
258	мир в	1	2
259	как ее	1	2
260	мы видим	1	2
261	в какой	2	2
262	даже если	1	2
263	очень много	1	2
264	для нее	1	2
265	с одной	2	2
266	для всех	3	2
267	и у	2	2
268	уже в	4	2
269	только на	1	2
270	и они	1	2
271	ни было	2	2
272	из них	7	2
273	в конце	2	2
274	содержание и	1	2
275	связи в	1	2
276	рядом с	2	2
277	и даже	1	2
278	с другой	2	2
279	человека в	3	2
280	и тех	2	2
281	здесь в	3	2
282	а с	1	2
283	до конца	1	2
284	что таким	1	2
285	одной стороны	2	2
286	а не	1	2
287	речи и	1	2
288	так же	1	2
289	не заметил	1	2
290	в развитии	2	2
291	только для	1	2
292	это уже	1	2
293	всего они	1	2
294	для нас	3	2
295	ее объектом	1	2
296	и ни	1	2
297	да и	3	2
298	из тех	1	2
299	к его	2	2
300	всех других	1	2
301	и другие	2	2
302	к этому	5	2
303	как на	1	2
304	и т	2	1
305	одним из	2	1
306	чувствовать себя	1	1
307	а из	2	1
308	за то	4	1
309	так у	1	1
310	и вслед	1	1
311	жизни мы	1	1
312	мы имели	1	1
313	отцу в	1	1
314	в мыслях	1	1
315	не имеют	1	1
316	и этот	1	1
317	обойтись без	1	1
318	человека все	1	1
319	в семье	1	1
320	вопрос о	3	1
321	память о	1	1
322	впечатление от	1	1
323	знаем теперь	1	1
324	но даже	1	1
325	ему в	1	1
326	один пример	1	1
327	то это	2	1
328	в целом	4	1
329	первого и	1	1
330	в каждой	1	1
331	и самого	1	1
332	вывод что	1	1
333	собой в	1	1
334	что по	2	1
335	они ищут	1	1
336	не был	1	1
337	время в	1	1
338	что его	3	1
339	служит для	1	1
340	там и	1	1
341	мире у	1	1
342	другой пример	1	1
343	обстояло дело	1	1
344	о смерти	1	1
345	только потому	2	1
346	же она	1	1
347	в качестве	5	1
348	каком направлении	1	1
349	воля отца	1	1
350	ведь мы	2	1
351	нет и	2	1
352	в свои	1	1
353	из таких	1	1
354	в истории	5	1
355	первый взгляд	1	1
356	независимо от	5	1
357	общего с	1	1
358	в браке	1	1
359	и нет	1	1
360	остановиться на	1	1
361	это был	1	1
362	однако не	1	1
363	этом же	2	1
364	как уже	1	1
365	и хотя	2	1
366	за собой	2	1
367	та же	1	1
368	бы и	2	1
369	жизни еще	1	1
370	образом и	1	1
371	жизни так	2	1
372	многое в	1	1
373	то обстоятельство	1	1
374	как он	3	1
375	лет тому	1	1
376	какую бы	1	1
377	от его	1	1
378	все тот	1	1
379	же это	1	1
380	отцом в	1	1
381	современной ему	2	1
382	чувства в	1	1
383	при ознакомлении	1	1
384	большого числа	1	1
385	его от	1	1
386	производит на	1	1
387	но всегда	1	1
388	к выводу	1	1
389	в основу	1	1
390	не следует	2	1
391	мы слышим	1	1
392	а затем	5	1
393	не нашел	1	1
394	входит в	1	1
395	не умеет	1	1
396	окажется что	1	1
397	каждого из	1	1
398	этом смысле	2	1
399	говоря о	1	1
400	ознакомлении с	1	1
401	поведения и	1	1
402	от отца	1	1
403	о которых	1	1
404	жизни от	1	1
405	которое производит	1	1
406	их взаимоотношения	1	1
407	образы в	1	1
408	со своими	1	1
409	не всегда	2	1
410	он и	1	1
411	примеров этого	1	1
412	прошлого с	1	1
413	учения об	1	1
414	чем в	2	1
415	в один	2	1
416	не больше	1	1
417	не мог	1	1
418	здесь она	1	1
419	на первый	1	1
420	в ходу	1	1
421	они говорят	1	1
422	наиболее полной	1	1
423	таким же	1	1
424	нас не	1	1
425	и без	1	1
426	еще с	1	1
427	организмов в	1	1
428	из области	1	1
429	в одном	2	1
430	которые в	2	1
431	этой же	1	1
432	друг другу	3	1
433	вещей и	1	1
434	однако в	2	1
435	любовь к	1	1
436	заставляет его	1	1
437	борется с	1	1
438	и необходимость	1	1
439	между людьми	1	1
440	от трагедии	1	1
441	является чем-то	1	1
442	в содержании	1	1
443	это дает	1	1
444	друг друга	3	1
445	на два	1	1
446	не по	4	1
447	мы вспоминаем	1	1
448	и внутренней	1	1
449	из других	1	1
450	вытекает из	1	1
451	не имели	1	1
452	почему так	1	1
453	трагедии в	1	1
454	характерные для	1	1
455	и является	1	1
456	внешней и	1	1
457	что на	3	1
458	похожи на	3	1
459	высказывания уже	1	1
460	обстоятельство что	1	1
461	и здесь	6	1
462	представляется нам	1	1
463	нет ни	1	1
464	его для	1	1
465	похож на	2	1
466	его с	1	1
467	той или	1	1
468	в поле	3	1
469	по сравнению	1	1
470	своего отца	2	1
471	отказаться от	1	1
472	на это	2	1
473	о том	6	1
474	и это	2	1
475	на события	1	1
476	приходит к	1	1
477	то она	1	1
478	ни одно	1	1
479	свои силы	1	1
480	в душу	1	1
481	мысль о	1	1
482	действия и	1	1
483	то время	3	1
484	этим же	1	1
485	прямо противоположных	1	1
486	до самого	1	1
487	и сам	3	1
488	в мире	2	1
489	эти факты	1	1
490	времени и	1	1
491	не с	1	1
492	ясно что	8	1
493	культуры на	1	1
494	реальной жизни	1	1
495	мог бы	1	1
496	в социальном	1	1
497	к ранним	1	1
498	с собой	2	1
499	в результате	1	1
500	как ему	1	1
501	жизнь и	1	1
502	в эпоху	1	1
503	его времени	1	1
504	остановимся на	1	1
505	ничего не	1	1
506	означает что	1	1
507	все его	1	1
508	и начало	1	1
509	на все	1	1
510	а также	1	1
511	внимание на	1	1
512	и та	1	1
513	частый в	1	1
514	чтобы с	1	1
515	после того	2	1
516	только за	1	1
517	обеих сторон	3	1
518	в пользу	2	1
519	всем том	1	1
520	там же	1	1
521	и во	2	1
522	в которую	1	1
523	а у	3	1
524	на ее	1	1
525	уже при	1	1
526	от них	1	1
527	сыном или	1	1
528	но нет	1	1
529	быть даже	1	1
530	исходя из	1	1
531	все время	2	1
532	и следовательно	1	1
533	в лице	2	1
534	не зная	1	1
535	именно ему	1	1
536	к которому	1	1
537	его материального	1	1
538	к выработке	1	1
539	слов или	1	1
540	же все	1	1
541	этого ряда	1	1
542	в двух	6	1
543	тому назад	1	1
544	дело с	3	1
545	пытаясь использовать	1	1
546	ему эти	1	1
547	пор не	1	1
548	они могут	1	1
549	судить о	1	1
550	с нею	1	1
551	впечатление которое	1	1
552	говорить об	1	1
553	и идеологические	1	1
554	то и	1	1
555	отношений к	1	1
556	за пределами	1	1
557	на характер	1	1
558	не принимает	1	1
559	от других	1	1
560	к своим	1	1
561	одно из	2	1
562	не так	1	1
563	содержания и	1	1
564	отсюда у	1	1
565	может служить	1	1
566	ни до	1	1
567	как будто	4	1
568	тем что	3	1
569	к той	1	1
570	в другой	2	1
571	представление о	2	1
572	по смыслу	1	1
573	или иной	1	1
574	даже не	3	1
575	сами эти	1	1
576	на примере	1	1
577	именно в	1	1
578	стороны он	1	1
579	с той	2	1
580	на чем	1	1
581	относящихся к	1	1
582	и моральное	1	1
583	и шире	1	1
584	к человеку	1	1
585	вот в	1	1
586	а на	2	1
587	у других	2	1
588	однако и	1	1
589	так называемой	3	1
590	меньше всего	4	1
591	деятельности человека	1	1
592	отнюдь не	2	1
593	чем на	2	1
594	своем поведении	1	1
595	там где	1	1
596	оснований для	1	1
597	жизнь в	1	1
598	себя на	1	1
599	действия в	1	1
600	если это	1	1
601	и вовсе	2	1
602	так называемых	2	1
603	является его	1	1
604	при его	1	1
605	или по	1	1
606	находим в	1	1
607	из которых	3	1
608	к своему	1	1
609	целом ряде	1	1
610	сравнению с	1	1
611	такого рода	1	1
612	что весь	1	1
613	его мать	1	1
614	и там	1	1
615	ко всему	1	1
616	у самого	1	1
617	реакции на	2	1
618	быть не	1	1
619	в это	2	1
620	материал для	1	1
621	в контексте	1	1
622	его собственный	2	1
623	конечно снова	1	1
624	является как	1	1
625	ближе к	1	1
626	мира в	4	1
627	становится ясным	1	1
628	которое следует	1	1
629	было еще	1	1
630	этого рода	1	1
631	пределах одной	1	1
632	деле здесь	1	1
633	в область	1	1
634	поэтому она	1	1
635	ее и	1	1
636	целый ряд	2	1
637	бы в	2	1
638	еще более	2	1
639	тем более	1	1
640	в динамике	1	1
641	основанное на	1	1
642	будто бы	1	1
643	в знаменитом	1	1
644	этих событий	1	1
645	же в	4	1
646	в различных	1	1
647	в том	11	1
648	утверждал что	1	1
649	сделать вывод	1	1
650	к ее	1	1
651	нам не	1	1
652	нет ничего	1	1
653	сведения о	1	1
654	находит выражение	1	1
655	ведь он	1	1
656	роль играет	1	1
657	равно как	1	1
658	по которой	1	1
659	из этого	2	1
660	а может	1	1
661	молодой человек	9	1
662	гораздо более	1	1
