N	2gram	Potebnia_M_1	Russkaja
393	тем в	1	1
394	от некоторых	1	1
395	то есть	42	1
396	или даже	3	1
397	входит в	1	1
398	заключается в	3	1
399	с другими	1	1
400	общая жизнь	1	1
401	чтобы все	1	1
402	это не	7	1
403	которая как	1	1
404	и мы	1	1
405	то все	2	1
406	части одной	1	1
407	в жизни	3	1
408	вызывать в	1	1
409	из нее	1	1
410	этого слова	1	1
411	все равно	1	1
412	ли может	1	1
413	со своими	1	1
414	не всегда	1	1
415	жизни но	1	1
416	как сказано	1	1
417	не доходят	1	1
418	в один	2	1
419	и того	2	1
420	одного и	2	1
421	выше что	1	1
422	привело к	1	1
423	от своего	1	1
424	что такая	2	1
425	другим и	1	1
426	нас не	1	1
427	в такой	1	1
428	и без	3	1
429	возможностью и	1	1
430	духу и	1	1
431	не столько	1	1
432	на свою	1	1
433	он принимает	1	1
434	в которых	1	1
435	для всякого	2	1
436	стало быть	2	1
437	только такой	1	1
438	народов а	1	1
439	с большею	1	1
440	когда эти	1	1
441	ко всему	1	1
442	по крайней	2	1
443	и эти	1	1
444	на другую	1	1
445	такое решение	1	1
446	ни было	2	1
447	возможно только	5	1
448	который мы	1	1
449	ее части	1	1
450	вовсе не	5	1
451	даже в	1	1
452	духом но	2	1
453	задачи и	1	1
454	если и	2	1
455	всех их	1	1
456	не менее	6	1
457	случае эта	1	1
458	или что	1	1
459	она могла	1	1
460	и другое	3	1
461	самого начала	3	1
462	и всегда	2	1
463	и проч	1	1
464	дело в	2	1
465	ее с	2	1
466	к новым	2	1
467	на себе	2	1
468	исторической и	1	1
469	на него	3	1
470	не по	4	1
471	сколько и	3	1
472	образом в	1	1
473	говорить что	1	1
474	отличное от	1	1
475	но только	1	1
476	себе самом	1	1
477	только не	2	1
478	существующие в	2	1
479	самого предмета	4	1
480	возможно и	1	1
481	что весьма	1	1
482	в разных	2	1
483	именно с	1	1
484	и весь	1	1
485	и народов	2	1
486	между нами	1	1
487	природы в	2	1
488	таким путем	1	1
489	этих последних	3	1
490	к ней	2	1
491	во-вторых что	1	1
492	и теперь	1	1
493	доказать что	1	1
494	этом отношении	1	1
495	что на	6	1
496	стороны и	2	1
497	в духе	1	1
498	есть только	11	1
499	могут быть	9	1
500	как только	1	1
501	слова но	2	1
502	должны быть	7	1
503	по возможности	1	1
504	себя только	2	1
505	что при	5	1
506	быть назван	1	1
507	народа точно	1	1
508	в применении	2	1
509	и это	3	1
510	из всего	1	1
511	как мы	2	1
512	вступая в	1	1
513	с ее	2	1
514	как не	1	1
515	свою очередь	4	1
516	но при	3	1
517	людей в	1	1
518	и многие	1	1
519	всего этого	1	1
520	в ее	1	1
521	только при	2	1
522	не могло	3	1
523	совершенно ясно	1	1
524	живущие в	1	1
525	внутренние противоречия	1	1
526	языка и	17	1
527	в собственном	2	1
528	мысль о	2	1
529	и логически	1	1
530	общей жизни	3	1
531	своими средствами	1	1
532	только то	2	1
533	с самого	3	1
534	роль в	1	1
535	существовать и	1	1
536	стремление достигнуть	1	1
537	что у	1	1
538	так и	13	1
539	те же	1	1
540	больше в	1	1
541	том виде	1	1
542	мог бы	2	1
543	сказано выше	1	1
544	наука и	1	1
545	остается только	4	1
546	мы в	2	1
547	быть может	1	1
548	отрицать что	1	1
549	из одного	3	1
550	деятельности в	2	1
551	которому принадлежит	1	1
552	только средствами	1	1
553	вся ее	2	1
554	может в	1	1
555	есть истины	1	1
556	иное как	2	1
557	движения и	1	1
558	может видеть	1	1
559	стороны их	1	1
560	с тою	1	1
561	язык и	5	1
562	никак не	2	1
563	одного из	2	1
564	делает возможным	1	1
565	там в	1	1
566	в различных	1	1
567	с другой	7	1
568	должно было	1	1
569	от них	1	1
570	может принести	1	1
571	переходит в	1	1
572	когда оно	1	1
573	могла стать	1	1
574	одна не	1	1
575	крайней мере	2	1
576	себя однако	1	1
577	к стремлению	1	1
578	видят не	1	1
579	свои личные	1	1
580	мы хотим	1	1
581	самостоятельно и	1	1
582	в лице	1	1
583	эти последние	1	1
584	он есть	2	1
585	по своей	1	1
586	от какого	1	1
587	один из	1	1
588	образом как	1	1
589	оно и	3	1
590	с ними	1	1
591	на другие	1	1
592	в разные	2	1
593	это стремление	1	1
594	в обществе	1	1
595	нею в	1	1
596	земного шара	1	1
597	совершиться только	1	1
598	если мы	3	1
599	вопроса о	2	1
600	нами и	1	1
601	и других	4	1
602	разума и	1	1
603	признать за	1	1
604	за ним	2	1
605	он принадлежит	1	1
606	к мысли	2	1
607	и их	3	1
608	могло бы	3	1
609	в прошлом	1	1
610	двух противоположных	2	1
611	не для	1	1
612	от тех	1	1
613	ее не	1	1
614	к ним	2	1
615	бытия и	3	1
616	деятельности для	1	1
617	случае не	1	1
618	другом в	1	1
619	превращается в	1	1
620	где есть	1	1
621	природы и	1	1
622	это будет	2	1
623	которые как	1	1
624	с общим	1	1
625	видно из	1	1
626	без того	1	1
627	насколько это	1	1
628	себе представить	7	1
629	влияние на	2	1
630	если признать	1	1
631	каждый человек	1	1
632	говорить и	1	1
633	себе внутренние	1	1
634	к которому	3	1
635	мы верим	1	1
636	как же	1	1
637	еще и	1	1
638	души и	5	1
639	движения в	1	1
640	что не	10	1
641	противоречие между	1	1
642	представляется в	1	1
643	а на	1	1
644	на этот	2	1
645	ничем не	1	1
646	не на	1	1
647	человеческой жизни	1	1
648	то по	1	1
649	понятие о	1	1
650	для человека	2	1
651	именно так	1	1
652	душевной жизни	9	1
653	в одно	2	1
654	в связи	1	1
655	к сознанию	2	1
656	следовало бы	1	1
657	различия национальных	1	1
658	связь с	2	1
659	в самой	3	1
660	как та	1	1
661	без помощи	1	1
662	многих случаях	1	1
663	чем то	1	1
664	смысле этого	1	1
665	применении к	2	1
666	когда же	1	1
667	на ней	1	1
668	в состоянии	3	1
669	как средства	1	1
670	быть не	4	1
671	время вполне	1	1
672	с этой	2	1
673	есть много	1	1
674	сил которые	1	1
675	своей жизни	1	1
676	и таким	1	1
677	между прочим	2	1
678	ничего кроме	1	1
679	нем самом	5	1
680	к другим	2	1
681	себе еще	1	1
682	невозможно без	1	1
683	на все	2	1
684	то будет	1	1
685	решить вопрос	1	1
686	при таком	4	1
687	и постоянно	1	1
688	такой взгляд	1	1
689	любви и	1	1
690	ее и	1	1
691	бы в	4	1
692	необходимых для	1	1
693	тем более	2	1
694	не будучи	1	1
695	случае и	1	1
696	условий жизни	1	1
697	было только	2	1
698	и все	3	1
699	хотя в	3	1
700	к ее	1	1
701	вместе и	9	1
702	в свою	4	1
703	в какие	2	1
704	же будет	1	1
705	была бы	2	1
706	но можно	1	1
707	всех других	1	1
708	отношению к	13	1
709	что ни	1	1
710	же может	1	1
711	с часто	1	1
712	собственной природы	1	1
713	для создания	1	1
714	они не	1	1
