N	2gram	Tiupa_Lite_1	Analitik
285	все они	2	2
286	но сам	1	2
287	для всех	1	2
288	в большинстве	1	2
289	а напротив	1	2
290	всяком случае	2	2
291	нуждается в	3	2
292	не для	1	2
293	произведения и	1	2
294	мы можем	1	2
295	тем что	2	2
296	указание на	1	2
297	одной стороны	2	2
298	русской поэзии	5	2
299	как сам	1	2
300	этом как	3	2
301	и прежде	3	2
302	в романе	1	2
303	в соответствии	1	2
304	одну из	2	2
305	на эту	1	2
306	не может	5	2
307	о себе	4	2
308	вместе с	1	2
309	в той	1	2
310	тому как	2	2
311	да и	3	2
312	как эстетической	2	2
313	лирическое я	1	2
314	художественности в	1	2
315	в культуре	3	2
316	произведении искусства	1	2
317	и от	1	2
318	и все	1	2
319	не должен	3	2
320	из существеннейших	1	2
321	же в	5	2
322	то что	10	2
323	о своем	2	2
324	сказать что	1	2
325	совершенно не	1	2
326	в иной	1	2
327	себе самому	1	2
328	а также	5	2
329	в искусстве	2	2
330	во всяком	3	2
331	гораздо более	1	2
332	ключевой для	1	1
333	жизни подобно	1	1
334	как известно	1	1
335	говоря о	1	1
336	и развитие	1	1
337	соблюдая верность	1	1
338	человека и	2	1
339	на самом	1	1
340	позиций в	1	1
341	классической прозы	1	1
342	и есть	3	1
343	перед лицом	1	1
344	человек который	1	1
345	тем же	3	1
346	я кризис	1	1
347	фольклора и	1	1
348	к другому	1	1
349	на две	1	1
350	из его	2	1
351	традиции однако	1	1
352	определенного типа	1	1
353	кто бы	1	1
354	этому пути	1	1
355	в зависимости	1	1
356	жизни здесь	1	1
357	явление культуры	1	1
358	оторванности от	1	1
359	внутренней свободы	2	1
360	событие это	1	1
361	ощущать себя	1	1
362	столь уж	1	1
363	и само	2	1
364	ставят перед	1	1
365	русской культуре	1	1
366	факторов художественного	2	1
367	с текстом	1	1
368	вопрос о	1	1
369	его мира	1	1
370	занимающего нас	1	1
371	никак не	1	1
372	в полной	1	1
373	я не	7	1
374	бы ни	1	1
375	зависимости от	1	1
376	к общему	2	1
377	во мне	2	1
378	радикально меняется	1	1
379	он был	1	1
380	он сам	1	1
381	как субъекта	1	1
382	этом и	1	1
383	тем как	1	1
384	стихотворения в	1	1
385	продуктивным в	1	1
386	отношение к	1	1
387	имя в	1	1
388	художественного впечатления	2	1
389	за пределы	2	1
390	один и	1	1
391	которые могли	1	1
392	идет о	1	1
393	в акте	1	1
394	одном из	1	1
395	внутри себя	1	1
396	значимый в	1	1
397	пишет об	1	1
398	этом контексте	1	1
399	привносит в	1	1
400	эксплицированного в	1	1
401	мир и	2	1
402	имеет в	1	1
403	что произведение	1	1
404	жизни после	1	1
405	поскольку произведение	1	1
406	или иную	2	1
407	этих граней	1	1
408	не можем	1	1
409	с творческой	1	1
410	та же	2	1
411	и у	1	1
412	как то	1	1
413	состоит как	1	1
414	так или	8	1
415	бы не	3	1
416	внутреннего я	2	1
417	тексте но	1	1
418	но без	2	1
419	во многих	2	1
420	чья смерть	1	1
421	на смену	6	1
422	на то	1	1
423	вследствие этого	1	1
424	в статье	1	1
425	во-вторых они	1	1
426	характеризуется тем	1	1
427	которой не	1	1
428	все перечисленные	1	1
429	же году	3	1
430	но само	1	1
431	свою собственную	1	1
432	художественной реальностью	1	1
433	однако он	1	1
434	в силу	4	1
435	от ролевых	1	1
436	в следующем	1	1
437	евгения онегина	2	1
438	вся в	1	1
439	какой бы	1	1
440	но дело	1	1
441	ни был	1	1
442	от других	1	1
443	человека в	1	1
444	русской классической	7	1
445	своем составе	2	1
446	лиминальную фазу	1	1
447	а затем	1	1
448	того кто	1	1
449	произведения с	2	1
450	в другом	2	1
451	авторского замысла	1	1
452	что скрыто	1	1
453	узнавание в	1	1
454	бы быть	1	1
455	сущности не	1	1
456	а по	1	1
457	это весьма	1	1
458	мыслится как	3	1
459	большинстве случаев	1	1
460	картиной мира	1	1
461	этих субъективных	1	1
462	это было	1	1
463	в художественном	4	1
464	не умеет	1	1
465	художественного письма	9	1
466	эту минуту	1	1
467	пушкина в	2	1
468	по мысли	2	1
469	чаще всего	1	1
470	одной фразы	1	1
471	только лишь	1	1
472	сам текст	1	1
473	б бурмину	1	1
474	этого персонажа	1	1
475	но лишь	1	1
476	а за	1	1
477	в.т не	1	1
478	в чистом	1	1
479	должно быть	1	1
480	потому и	1	1
481	к продолжению	1	1
482	в один	1	1
483	в шмид	2	1
484	со всей	1	1
485	как замечает	1	1
486	в эту	1	1
487	собой исторически	1	1
488	в г	1	1
489	в войне	1	1
490	бы на	2	1
491	линии поведения	1	1
492	от своего	2	1
493	в своей	4	1
494	право на	1	1
495	как все	2	1
496	наконец даже	1	1
497	это делает	1	1
498	себе никакой	1	1
499	а от	1	1
500	превратилась в	1	1
501	свободу от	1	1
502	сцену распятия	1	1
503	жизненный путь	1	1
504	от себя	2	1
505	собой и	1	1
506	мифа с	1	1
507	внутреннюю обособленность	1	1
508	белкина изданных	1	1
509	культуры это	1	1
510	пушкинского творчества	1	1
511	художественного мира	1	1
512	художественных языков	1	1
513	остается вне	1	1
514	при рассмотрении	1	1
515	внутренняя данность	1	1
516	по ту	1	1
517	в диалоге	1	1
518	на всю	1	1
519	в ударном	1	1
520	для этого	4	1
521	повествование в	1	1
522	как полагал	1	1
523	для нее	2	1
524	ни были	1	1
525	так называемого	2	1
526	автора и	1	1
527	текстом и	1	1
528	как о	1	1
529	у кого	1	1
530	житейской ситуации	1	1
531	на него	1	1
532	своего героя	2	1
533	в основе	3	1
534	к изучению	1	1
535	от жизни	1	1
536	у него	3	1
537	не могло	2	1
538	к тебе	1	1
539	казалось бы	5	1
540	как носитель	2	1
541	как внутренняя	1	1
542	есть культура	1	1
543	я во	1	1
544	более что	1	1
545	ритуально-мифологического комплекса	1	1
546	и является	2	1
547	потому что	3	1
548	голоса в	1	1
549	с новой	1	1
550	со своим	1	1
551	связи с	6	1
552	в текст	2	1
553	же слова	1	1
554	как я	1	1
555	как будто	2	1
556	не нуждается	1	1
557	ему в	1	1
558	лирический герой	4	1
559	эстетический объект	3	1
560	перед ним	1	1
561	художественную реальность	3	1
562	в стиле	1	1
563	уже о	1	1
564	к рецептивности	1	1
565	сути своей	1	1
566	этой причине	2	1
567	уже было	1	1
568	глубине своей	1	1
569	обряда инициации	1	1
570	в поле	2	1
571	является все	1	1
572	что при	1	1
573	не единственный	1	1
574	типа есть	1	1
575	для себя	5	1
576	в ситуации	1	1
577	следует отнести	1	1
578	литературного творчества	1	1
579	как мы	1	1
580	и о	1	1
581	по определению	1	1
582	любил меня	1	1
583	говоря уже	2	1
584	самим собою	2	1
585	только при	1	1
586	для читателя	2	1
587	сознания однако	1	1
588	реальной действительности	1	1
589	классического реализма	2	1
590	культуры и	1	1
591	сознания с	1	1
592	его эстетическую	1	1
593	с внешним	1	1
594	даже отчасти	1	1
595	по этой	2	1
596	из двух	1	1
597	в одну	1	1
598	жизни на	2	1
599	здесь как	2	1
600	ориентировано на	1	1
601	мог бы	1	1
602	в чужом	4	1
603	субъектом и	1	1
604	ко всему	2	1
605	ценностный центр	1	1
606	строго говоря	1	1
607	я думал	1	1
608	с этого	1	1
609	если бы	1	1
610	жизни другого	1	1
611	различного рода	2	1
612	коммуникативное событие	4	1
613	самим собой	2	1
614	б.о корман	1	1
615	искусства и	5	1
616	в состав	1	1
617	умберто эко	1	1
618	при котором	1	1
619	одного из	3	1
620	общем контексте	1	1
621	не позволяет	1	1
622	научному описанию	1	1
623	причастностью к	1	1
624	жизни но	1	1
625	от них	1	1
626	интертекстуальные связи	1	1
627	а потому	2	1
628	во всей	1	1
629	и только	2	1
630	вслед за	1	1
631	тем более	2	1
632	читателя зрителя	4	1
633	герой нашего	1	1
634	целого а	1	1
635	полной мере	1	1
636	резко отличается	1	1
637	способа присутствия	1	1
638	собственного творения	1	1
639	художественном мире	1	1
640	не тот	2	1
641	как объект	1	1
642	на почве	2	1
643	того что	6	1
644	сильвио владимира	1	1
645	герой в	1	1
646	я был	1	1
647	здесь поистине	1	1
648	тот же	1	1
649	что лирическое	1	1
650	одной из	1	1
651	одного сознания	1	1
652	субъектов дискурсии	1	1
653	сколь бы	1	1
654	которых в	1	1
655	все той	1	1
656	комплекса мотивов	1	1
657	яркая индивидуальность	1	1
658	по этому	2	1
659	литературе и	1	1
660	силу его	1	1
661	личного самоопределения	1	1
662	человеческой личности	1	1
663	сколько в	1	1
664	оказывается в	1	1
665	по убеждению	1	1
666	к снятию	1	1
667	коллизии двух	1	1
668	из первых	1	1
669	собственного текста	1	1
670	смерть и	1	1
671	как писал	1	1
672	по выражению	2	1
673	момент своего	1	1
674	их как	1	1
675	ту или	2	1
676	мы знаем	1	1
677	одно из	3	1
678	себе в	2	1
679	русской классики	1	1
680	слова в	1	1
681	в современном	1	1
682	вовсе не	1	1
683	говорит ему	1	1
684	своих собственных	1	1
685	уединения в	1	1
686	надежду на	1	1
687	при всей	3	1
688	не о	1	1
689	ту сторону	1	1
690	альтернативного ему	1	1
691	человек как	1	1
692	с действительностью	2	1
693	стороны эстетического	2	1
694	существования способа	1	1
695	автора как	1	1
696	внутреннего мира	1	1
697	бы это	1	1
698	он же	1	1
699	искусству как	1	1
700	на второй	2	1
701	до сих	1	1
702	может и	1	1
703	или иначе	9	1
704	если говорить	1	1
705	качественный скачок	1	1
706	не сводится	3	1
707	есть от	1	1
708	чем он	1	1
709	на чем	1	1
710	наконец в	1	1
711	было и	1	1
712	а с	1	1
713	мира это	1	1
714	и др	3	1
715	себя и	1	1
716	равной степени	1	1
717	по тем	1	1
718	превращается в	2	1
719	и политического	1	1
720	поэтической традиции	1	1
721	полагал что	2	1
722	не знает	1	1
723	стремится к	1	1
724	из наиболее	2	1
725	и картины	1	1
726	есть лишь	1	1
727	от креативности	1	1
728	я из	1	1
729	он становится	1	1
730	или с	1	1
731	есть бог	1	1
732	и заодно	1	1
733	внутреннюю свободу	1	1
734	оказывается не	2	1
735	но особенно	1	1
736	художественности и	1	1
737	к себе	3	1
738	перекликается с	1	1
739	всему христианству	1	1
740	из которых	1	1
741	это парадигма	1	1
742	зрителя слушателя	3	1
743	ударение на	1	1
744	искусства его	1	1
745	ведет к	4	1
746	эстетическое отношение	1	1
747	в столь	2	1
748	в литературе	1	1
749	и ритмически	1	1
750	за рамки	1	1
751	в москве	2	1
752	романе достоевского	1	1
753	из многочисленных	1	1
754	не говоря	2	1
755	текста как	2	1
756	по бахтину	1	1
757	пределах одной	1	1
758	от жанра	1	1
759	принципе может	1	1
760	с этой	5	1
761	действительности не	1	1
762	столько в	1	1
763	интерес самого	1	1
764	художественное произведение	2	1
765	сих пор	1	1
766	между прочим	1	1
767	и адресата	4	1
768	персонажей как	1	1
769	не любил	2	1
770	под названием	1	1
771	это уже	2	1
772	и позволяет	1	1
773	искусства это	2	1
774	эстетического дискурса	1	1
775	в сферу	2	1
776	текста но	1	1
777	объекта и	2	1
778	уже на	1	1
779	искусства как	2	1
780	для автора	1	1
781	в стихотворении	4	1
782	в связи	4	1
783	а все	1	1
784	в отдельных	1	1
785	обращается к	2	1
786	себя самого	1	1
787	от него	1	1
788	и однако	1	1
789	на свою	1	1
790	на границах	1	1
791	от всего	1	1
792	хотя бы	2	1
793	своей внутренней	2	1
794	места в	1	1
795	в равной	2	1
796	утверждал что	2	1
797	в стихах	1	1
798	до тех	1	1
799	не обладает	2	1
800	жизни в	1	1
801	нами не	1	1
802	в ходе	1	1
803	между ними	1	1
804	картину мира	1	1
805	только как	1	1
806	только русской	1	1
807	от всех	1	1
808	автора в	2	1
809	из этого	1	1
810	же природы	1	1
811	изданных а.п	1	1
812	в трех	1	1
813	переживание переживания	1	1
814	жизни и	3	1
815	собой лишь	1	1
816	к этой	1	1
817	в своих	4	1
818	все что	1	1
819	они не	1	1
