N	2gram	Vygotskiy__4	Tragedij
286	взгляд на	2	1
287	в такой	2	1
288	где мы	1	1
289	почти не	1	1
290	во времена	1	1
291	в котором	2	1
292	совершенно случайно	2	1
293	не столько	1	1
294	по самой	1	1
295	понятно что	3	1
296	сама собой	1	1
297	значение для	1	1
298	и вот	6	1
299	умирает и	2	1
300	не понимает	2	1
301	начнем с	1	1
302	но он	6	1
303	борьбу с	3	1
304	не могли	1	1
305	с такими	1	1
306	по себе	9	1
307	тому что	6	1
308	открывает ему	1	1
309	она стремится	1	1
310	эту сцену	1	1
311	не раз	1	1
312	сам сознает	1	1
313	что эта	6	1
314	она не	3	1
315	самого начала	5	1
316	того как	1	1
317	как его	1	1
318	виду не	1	1
319	тогда и	1	1
320	он еще	1	1
321	как много	2	1
322	но только	1	1
323	значение этого	1	1
324	только не	2	1
325	это мы	1	1
326	как во	1	1
327	этими словами	2	1
328	и всегда	1	1
329	в самой	6	1
330	или как	1	1
331	к ней	1	1
332	связь и	1	1
333	для нас	7	1
334	связи с	2	1
335	не нужен	1	1
336	является ли	1	1
337	что на	1	1
338	ли это	3	1
339	перед ним	2	1
340	в трагедии	10	1
341	один раз	1	1
342	сюжетной схеме	1	1
343	мы узнаем	4	1
344	он бы	1	1
345	глаза в	1	1
346	в окончательном	1	1
347	что оно	3	1
348	его с	1	1
349	трагедию с	1	1
350	всего что	1	1
351	указывает на	3	1
352	признается что	1	1
353	в пьесе	2	1
354	что при	2	1
355	назад то	1	1
356	как мы	4	1
357	и о	4	1
358	отца он	1	1
359	того чтобы	22	1
360	всего этого	1	1
361	с самого	5	1
362	с собой	1	1
363	можно было	4	1
364	на нее	2	1
365	начала и	1	1
366	когда его	2	1
367	ничего подобного	1	1
368	она тоже	1	1
369	в последней	2	1
370	стремление к	1	1
371	но может	2	1
372	ему нужно	2	1
373	на русский	1	1
374	но мы	2	1
375	она всегда	1	1
376	и который	1	1
377	а также	1	1
378	нас от	3	1
379	от него	1	1
380	все в	1	1
381	критики совершенно	1	1
382	романа как	1	1
383	это была	1	1
384	между тем	1	1
385	романа в	1	1
386	все время	24	1
387	и она	2	1
388	в жизнь	1	1
389	того что	4	1
390	в третий	1	1
391	о рассказе	1	1
392	казалось что	1	1
393	бы нарочно	1	1
394	мы видим	6	1
395	согласиться с	1	1
396	что даже	1	1
397	только в	4	1
398	во всем	2	1
399	природе вещей	1	1
400	в обществе	1	1
401	с одной	3	1
402	именно на	1	1
403	вот что	1	1
404	лишь бы	1	1
405	есть в	1	1
406	и глаза	1	1
407	только на	1	1
408	самую суть	1	1
409	дело с	3	1
410	чтобы он	2	1
411	отцов и	1	1
412	рассказывает о	1	1
413	но от	1	1
414	в общем	1	1
415	него нет	1	1
416	одно из	2	1
417	и их	1	1
418	всяком случае	3	1
419	всегда оказывается	1	1
420	могло бы	3	1
421	слова в	1	1
422	т п	3	1
423	не для	3	1
424	с этими	1	1
425	ее не	1	1
426	которая составляет	1	1
427	русский язык	1	1
428	не понимал	1	1
429	жизни на	1	1
430	и вместе	1	1
431	не понял	1	1
432	рядом с	1	1
433	в особенности	1	1
434	до начала	1	1
435	даже не	2	1
436	с другим	1	1
437	именно в	2	1
438	психологического исследования	1	1
439	в каких	2	1
440	против кого	1	1
441	что не	4	1
442	обратиться к	3	1
443	может жить	1	1
444	не было	3	1
445	а на	2	1
446	на этот	3	1
447	а не	6	1
448	с которым	1	1
449	не быть	1	1
450	ее последней	1	1
451	в связи	1	1
452	и психологически	2	1
453	более чем	1	1
454	бессмысленной и	1	1
455	эти слова	3	1
456	вместе с	8	1
457	до этого	2	1
458	и потому	2	1
459	совершенно в	2	1
460	она даже	1	1
461	не из	1	1
462	над ним	2	1
463	мы опять	1	1
464	видит в	3	1
465	искусства но	1	1
466	в той	3	1
467	смысле этого	3	1
468	это его	1	1
469	матери и	1	1
470	для понимания	2	1
471	который он	2	1
472	этого слова	3	1
473	с этой	4	1
474	и от	2	1
475	в условиях	1	1
476	перед смертью	1	1
477	хочет и	1	1
478	же являются	1	1
479	на одной	2	1
480	не является	2	1
481	самое главное	1	1
482	тем и	2	1
483	при таком	3	1
484	третий раз	1	1
485	в результате	2	1
486	это как	1	1
487	в двух	4	1
488	о нем	4	1
489	из себя	1	1
490	бы в	1	1
491	и которое	1	1
492	даже сам	1	1
493	и совершенно	5	1
494	все события	3	1
495	у которого	1	1
496	но у	1	1
497	конце концов	3	1
498	хотя бы	2	1
499	только что	15	1
500	он непременно	1	1
501	перед ее	1	1
502	за этим	3	1
503	к ее	1	1
504	гораздо больше	1	1
505	жизни в	1	1
506	нужно для	1	1
507	героя и	2	1
508	из тех	1	1
509	мы начинаем	1	1
510	виде и	1	1
511	совершенно не	4	1
512	самой своей	1	1
513	что под	1	1
514	но еще	1	1
515	к этой	3	1
516	вдруг с	2	1
517	а нечто	2	1
518	и эта	2	1
519	это в	4	1
520	это понятие	1	1
521	во всяком	3	1
