N	2gram	Voloshinov_1	Narrotol
248	действия и	2	1
249	что это	1	1
250	позиции автора	1	1
251	бы не	2	1
252	во многих	1	1
253	он думает	1	1
254	и тот	1	1
255	всей его	1	1
256	именно этим	1	1
257	что она	1	1
258	к герою	3	1
259	не как	1	1
260	однако он	1	1
261	в корне	2	1
262	отделилась от	1	1
263	какой бы	1	1
264	и по	3	1
265	таким образом	12	1
266	но все	2	1
267	значительной степени	1	1
268	то ни	3	1
269	нашем случае	1	1
270	его в	4	1
271	с другими	2	1
272	деле в	1	1
273	отражение в	1	1
274	но уже	1	1
275	далеко не	1	1
276	в ее	1	1
277	одна и	1	1
278	мы видели	1	1
279	и было	1	1
280	может идти	1	1
281	автора и	2	1
282	или менее	1	1
283	себе с	1	1
284	думает и	1	1
285	в котором	3	1
286	с точки	2	1
287	что я	1	1
288	от его	1	1
289	и уж	1	1
290	нельзя было	1	1
291	точку зрения	2	1
292	обращение к	1	1
293	по крайней	1	1
294	ни было	4	1
295	только внешней	1	1
296	для нее	1	1
297	бы но	1	1
298	случае мы	1	1
299	ситуации как	1	1
300	так как	9	1
301	до известной	2	1
302	произведения эта	1	1
303	своего героя	1	1
304	и уже	3	1
305	слова как	1	1
306	они являются	1	1
307	что ситуация	1	1
308	по своей	1	1
309	как не	2	1
310	так называемый	1	1
311	и делает	1	1
312	образом не	1	1
313	тем это	1	1
314	в момент	2	1
315	могут быть	2	1
316	и героев	1	1
317	содержание в	1	1
318	того о	1	1
319	подчеркнуть что	2	1
320	если же	2	1
321	в виду	5	1
322	им она	1	1
323	миром и	1	1
324	для всего	1	1
325	в организации	1	1
326	только то	1	1
327	принимают участие	1	1
328	однако эта	1	1
329	и совершенно	2	1
330	что каждый	1	1
331	в другом	1	1
332	по аналогии	1	1
333	из двух	1	1
334	ясно что	3	1
335	так называемую	1	1
336	на которую	1	1
337	имеет дело	1	1
338	с героем	3	1
339	является в	1	1
340	из одного	1	1
341	и вообще	3	1
342	взаимодействие и	1	1
343	событием и	1	1
344	и вся	1	1
345	приближается к	1	1
346	и здесь	2	1
347	и та	2	1
348	определенным образом	1	1
349	ее и	3	1
350	для нас	7	1
351	в значительной	1	1
352	художественного смысла	1	1
353	или наконец	1	1
354	к слову	2	1
355	во всех	1	1
356	русской литературе	1	1
357	нуждается в	3	1
358	что и	2	1
359	крайней мере	1	1
360	себя однако	1	1
361	все время	6	1
362	и мы	1	1
363	в формах	2	1
364	сомневается в	1	1
365	поле зрения	1	1
366	в новой	1	1
367	в двух	1	1
368	тот же	1	1
369	мы увидим	1	1
370	ли он	1	1
371	по мнению	1	1
372	с одной	2	1
373	к одному	1	1
374	которые мы	2	1
375	уже в	2	1
376	не обходится	1	1
377	героя с	1	1
378	не из	1	1
379	в душе	2	1
380	конечном счете	1	1
381	участие в	1	1
382	автор как	1	1
383	или даже	1	1
384	может претендовать	1	1
385	произведения и	3	1
386	бытия и	1	1
387	этими словами	1	1
388	момент в	1	1
389	мы воспринимаем	1	1
390	говорить и	1	1
391	и создает	1	1
392	для этого	1	1
393	а с	1	1
394	мы еще	1	1
395	смысл высказывания	1	1
396	что для	1	1
397	говорит о	1	1
398	одной стороны	2	1
399	не на	1	1
400	его как	2	1
401	в комнате	2	1
402	там где	2	1
403	которой он	1	1
404	и слово	2	1
405	с помощью	6	1
406	связь с	2	1
407	в творчестве	3	1
408	так же	3	1
409	его внутренней	1	1
410	и потому	2	1
411	всего тем	1	1
412	опирается на	1	1
413	со словом	2	1
414	наряду с	1	1
415	тем кто	1	1
416	не можем	1	1
417	не сливаются	1	1
418	ее пределы	1	1
419	на ранних	1	1
420	материал для	1	1
421	на другое	1	1
422	слова и	6	1
423	художественное произведение	3	1
424	но это	2	1
425	все это	3	1
426	известной степени	2	1
427	каким бы	1	1
428	и точек	1	1
429	при таком	1	1
430	человек и	1	1
431	еще более	1	1
432	тем более	1	1
433	все они	2	1
434	отношении к	3	1
435	слова с	1	1
436	не знает	1	1
437	была бы	2	1
438	это на	1	1
439	самой своей	1	1
440	им не	2	1
441	более или	1	1
442	частности в	1	1
443	в искусстве	1	1
444	к этому	2	1
445	они не	1	1
