N	2gram	Losev_Vlad_1	Narrotol
177	той же	2	2
178	было бы	2	2
179	в самую	1	2
180	со своими	3	2
181	несмотря на	4	2
182	бы на	1	2
183	и что	6	2
184	от его	1	2
185	но он	5	2
186	с такою	1	2
187	и более	1	2
188	что с	2	2
189	как о	1	2
190	не могло	1	2
191	только не	1	2
192	имеем дело	1	2
193	потому что	11	2
194	для нас	4	2
195	со своим	5	2
196	не вполне	1	2
197	в области	1	2
198	в детстве	2	2
199	у нас	6	2
200	личности в	1	2
201	и здесь	3	2
202	все то	1	2
203	и он	3	2
204	здесь не	3	2
205	мысль о	1	2
206	всей своей	1	2
207	что у	4	2
208	те же	1	2
209	во второй	1	2
210	и личность	2	2
211	как было	2	2
212	а во	1	2
213	или иначе	1	2
214	что и	5	2
215	казалось что	1	2
216	но зато	2	2
217	дело с	1	2
218	со всеми	1	2
219	себя в	4	2
220	ему казалось	1	2
221	в виде	3	2
222	в начале	3	2
223	о них	1	2
224	у меня	2	2
225	одно из	1	2
226	а то	1	2
227	вовсе не	5	2
228	в других	1	2
229	только на	3	2
230	именно в	1	2
231	а с	5	2
232	в настоящем	1	2
233	говорит о	1	2
234	если не	3	2
235	так же	1	2
236	к своему	3	2
237	по своему	3	2
238	о чем	1	2
239	в течение	9	2
240	его жизни	6	2
241	а потом	1	2
242	другого человека	1	2
243	но это	3	2
244	видно что	5	2
245	это был	5	2
246	в результате	2	2
247	нас нет	2	2
248	собственно говоря	3	2
249	интерес к	1	2
250	бы в	1	2
251	тем более	2	2
252	хотя бы	2	2
253	только что	2	2
254	во время	3	2
255	о своем	1	2
256	в свою	1	2
257	в своих	5	2
258	по поводу	12	2
259	как на	2	2
260	отношения к	1	1
261	одним из	2	1
262	также и	10	1
263	с с	1	1
264	его матери	1	1
265	котором уже	1	1
266	которого в	1	1
267	с кем	1	1
268	к своей	2	1
269	это и	2	1
270	так у	1	1
271	чего не	1	1
272	из его	4	1
273	он уже	4	1
274	ведь и	1	1
275	видеть в	1	1
276	сказать с	1	1
277	ему принадлежат	1	1
278	если я	1	1
279	их жизни	1	1
280	ни у	1	1
281	случае это	1	1
282	вопрос о	1	1
283	всех без	1	1
284	но она	3	1
285	на себя	3	1
286	и многочисленные	1	1
287	после первого	2	1
288	в некотором	1	1
289	мы и	4	1
290	это время	3	1
291	характером но	1	1
292	и самого	1	1
293	иное как	1	1
294	сам а	1	1
295	на своих	1	1
296	во всех	1	1
297	бы она	1	1
298	между началом	1	1
299	отец как	1	1
300	он относится	1	1
301	в сторону	1	1
302	свою жизнь	1	1
303	в общем	3	1
304	и воображения	1	1
305	него с	1	1
306	сидел в	1	1
307	отношение к	3	1
308	не просто	1	1
309	за пределы	3	1
310	относится к	1	1
311	него только	1	1
312	другой день	1	1
313	в одной	1	1
314	своей жизни	2	1
315	что касается	3	1
316	им в	1	1
317	кто не	2	1
318	и как	4	1
319	и проявляет	1	1
320	его к	2	1
321	более или	3	1
322	себе не	1	1
323	же пока	1	1
324	то в	1	1
325	для которого	1	1
326	в которой	4	1
327	так или	1	1
328	не могла	1	1
329	после этого	1	1
330	на жизнь	1	1
331	в формах	1	1
332	из него	1	1
333	никому не	1	1
334	на этом	2	1
335	он об	1	1
336	поскольку она	1	1
337	он внимательно	1	1
338	жизнь которая	1	1
339	здесь мы	3	1
340	есть не	1	1
341	которая как	2	1
342	этом смысле	4	1
343	отца и	3	1
344	истории и	1	1
345	добрых и	1	1
346	в это	2	1
347	поведения и	1	1
348	ни в	2	1
349	но уже	1	1
350	называет его	1	1
351	но мы	2	1
352	жениться на	1	1
353	все было	2	1
354	и особенно	4	1
355	уже была	1	1
356	всю жизнь	3	1
357	и вопреки	1	1
358	в я	4	1
359	убеждения и	1	1
360	жизни но	1	1
361	и ничего	1	1
362	не мог	3	1
363	между ними	1	1
364	на первый	2	1
365	или менее	3	1
366	человек и	1	1
367	м м	15	1
368	человека как	3	1
369	и без	1	1
370	это делает	2	1
371	всяком случае	2	1
372	она в	1	1
373	от времени	1	1
374	как будет	1	1
375	мысли и	4	1
376	своей встречи	1	1
377	мир и	1	1
378	есть его	1	1
379	их в	1	1
380	и относительно	1	1
381	пустым местом	4	1
382	для нее	2	1
383	вместе со	1	1
384	новое и	1	1
385	связи с	1	1
386	раз и	3	1
387	называл себя	1	1
388	в отношении	3	1
389	вплоть до	1	1
390	к такой	1	1
391	с которой	1	1
392	она не	1	1
393	иной раз	6	1
394	на кладбище	1	1
395	дело не	2	1
396	и притом	3	1
397	было не	1	1
398	время как	1	1
399	чтобы стать	1	1
400	что иное	1	1
401	чем не	2	1
402	нам и	1	1
403	виде в	2	1
404	того и	2	1
405	с нами	1	1
406	более что	2	1
407	и после	1	1
408	всей жизни	3	1
409	и теперь	4	1
410	свидетельствуют о	3	1
411	не по	2	1
412	знакомых и	2	1
413	только с	1	1
414	в каком	2	1
415	настоящего времени	1	1
416	детей в	1	1
417	если у	1	1
418	что можно	1	1
419	не могут	1	1
420	пристального внимания	1	1
421	есть только	1	1
422	и вполне	1	1
423	же самое	1	1
424	только еще	1	1
425	не хотел	1	1
426	уже имела	1	1
427	в полной	2	1
428	как мы	9	1
429	характера по	1	1
430	что человек	1	1
431	и о	2	1
432	с ее	1	1
433	что все	2	1
434	на другой	1	1
435	только со	1	1
436	то время	2	1
437	как содержание	1	1
438	не с	1	1
439	ясно что	2	1
440	было в	1	1
441	особенно в	1	1
442	которая была	1	1
443	во многом	2	1
444	когда его	1	1
445	глубоко и	2	1
446	еще в	4	1
447	жизнь и	3	1
448	не имели	2	1
449	уж во	1	1
450	произведения как	1	1
451	роль принадлежит	1	1
452	настаивать на	1	1
453	тех кто	1	1
454	таким же	1	1
455	на что	2	1
456	с того	2	1
457	времени в	2	1
458	это была	3	1
459	это было	6	1
460	к нему	4	1
461	которого не	1	1
462	со второй	1	1
463	и во	1	1
464	прямым свидетелем	1	1
465	этот момент	2	1
466	и пустая	1	1
467	который и	1	1
468	во всей	1	1
469	в другой	1	1
470	по разным	1	1
471	человеческую жизнь	1	1
472	говорит в	1	1
473	с той	1	1
474	но с	1	1
475	интереса к	2	1
476	время когда	1	1
477	одной из	2	1
478	которым он	1	1
479	с каждым	1	1
480	ли он	1	1
481	и кажется	2	1
482	как нечто	1	1
483	течение всей	4	1
484	и так	3	1
485	по мнению	1	1
486	мы будем	2	1
487	так что	10	1
488	того же	6	1
489	и искусно	1	1
490	толстой в	1	1
491	ни одного	1	1
492	вернуться к	1	1
493	в дом	1	1
494	еще одной	1	1
495	этом в	1	1
496	в одном	1	1
497	конце жизни	1	1
498	не для	1	1
499	но что	3	1
500	что толстой	1	1
501	заметить что	1	1
502	тем что	2	1
503	него уже	1	1
504	для того	2	1
505	из множества	2	1
506	о невозможности	1	1
507	в последние	1	1
508	даже не	2	1
509	как сам	1	1
510	а мы	1	1
511	в обращении	1	1
512	прав так	1	1
513	этого человека	1	1
514	а именно	2	1
515	содержание своего	1	1
516	это все	1	1
517	же о	2	1
518	или о	2	1
519	что не	1	1
520	выступает в	1	1
521	на этот	6	1
522	у такого	1	1
523	однако и	1	1
524	у его	1	1
525	человеческой жизни	1	1
526	с которым	2	1
527	его как	1	1
528	и с	14	1
529	на эту	1	1
530	когда она	1	1
531	из многочисленных	2	1
532	об ее	1	1
533	за нею	1	1
534	что мы	2	1
535	как именно	1	1
536	с помощью	1	1
537	уже давно	1	1
538	нет никаких	1	1
539	вместе с	3	1
540	и потому	6	1
541	всей его	2	1
542	же с	11	1
543	в историю	1	1
544	например когда	1	1
545	без другого	1	1
546	он говорит	2	1
547	к жизни	2	1
548	не удалось	1	1
549	что же	5	1
550	одно без	1	1
551	него есть	1	1
552	на свете	1	1
553	и называл	1	1
554	и собственного	1	1
555	много лет	1	1
556	о своих	1	1
557	и от	5	1
558	о его	2	1
559	все это	5	1
560	этом и	2	1
561	которых он	2	1
562	еще одна	1	1
563	в бога	1	1
564	в связи	3	1
565	был его	1	1
566	не существует	1	1
567	котором он	1	1
568	или в	1	1
569	это он	1	1
570	и среди	1	1
571	том виде	1	1
572	а все	1	1
573	только у	1	1
574	каждый год	1	1
575	когда он	5	1
576	по одной	1	1
577	и н	3	1
578	в этих	1	1
579	мы должны	2	1
580	было тогда	1	1
581	в современных	1	1
582	или не	1	1
583	хотя в	1	1
584	в о	1	1
585	всего на	2	1
586	не своим	1	1
587	отношением к	2	1
588	и сейчас	2	1
589	земли к	1	1
590	жизни а	1	1
591	почему он	1	1
592	с такой	1	1
593	одновременно и	1	1
594	по которой	1	1
595	не что	1	1
596	из этого	2	1
597	время не	1	1
598	где он	2	1
599	просто не	2	1
600	суждений о	2	1
601	к другим	1	1
602	ее в	1	1
603	у людей	1	1
604	к этому	6	1
605	тайны и	1	1
606	во всяком	2	1
