N	2gram	Propp_Russ_2	Myshleni
162	приводит нас	2	3
163	и от	3	3
164	совершенно не	2	3
165	в виде	4	3
166	они представляют	2	2
167	ли мы	1	2
168	одним из	2	2
169	переход от	2	2
170	относятся к	1	2
171	ту же	1	2
172	что эти	1	2
173	эту же	1	2
174	мы имеем	6	2
175	что если	1	2
176	они могут	1	2
177	место в	1	2
178	мы и	1	2
179	в ней	1	2
180	видели что	4	2
181	какой степени	1	2
182	отличие от	3	2
183	не просто	1	2
184	стороны и	1	2
185	по пути	1	2
186	животных и	1	2
187	из этих	2	2
188	во многих	9	2
189	остановиться на	1	2
190	вообще не	1	2
191	к выводу	1	2
192	как оно	2	2
193	в нем	1	2
194	том чтобы	2	2
195	то как	1	2
196	но вместе	2	2
197	подобно тому	3	2
198	здесь мы	2	2
199	а затем	4	2
200	входит в	1	2
201	не соответствует	1	2
202	далеко не	4	2
203	качестве средства	1	2
204	в избе	4	2
205	такой же	1	2
206	и тогда	1	2
207	таким же	1	2
208	в отличие	3	2
209	собой и	1	2
210	для объяснения	2	2
211	их в	4	2
212	том же	4	2
213	что этот	1	2
214	остаются на	1	2
215	но они	1	2
216	не имеет	3	2
217	того как	2	2
218	свою силу	1	2
219	что на	2	2
220	не совсем	2	2
221	когда мы	2	2
222	что при	2	2
223	и это	1	2
224	и которая	1	2
225	свою очередь	1	2
226	на нем	1	2
227	и сами	1	2
228	здесь не	1	2
229	данном случае	7	2
230	оно все	1	2
231	еще не	6	2
232	что такие	2	2
233	же кругу	1	2
234	выводу что	1	2
235	и здесь	1	2
236	настоящее время	1	2
237	а также	4	2
238	может не	1	2
239	в приведенных	2	2
240	связь между	2	2
241	к нему	4	2
242	в другой	1	2
243	в него	2	2
244	в современной	1	2
245	что здесь	3	2
246	но так	1	2
247	этого комплекса	1	2
248	вопроса о	1	2
249	угол в	1	2
250	от других	1	2
251	в данной	1	2
252	для него	1	2
253	тогда как	2	2
254	случае не	1	2
255	только на	1	2
256	с той	1	2
257	а с	2	2
258	показывает что	8	2
259	прежде всего	2	2
260	также с	1	2
261	под влиянием	1	2
262	состояла в	2	2
263	в данном	6	2
264	что это	3	2
265	тому как	3	2
266	а потом	1	2
267	как только	1	2
268	из ряда	1	2
269	в настоящее	1	2
270	первое что	1	2
271	а в	9	2
272	в свою	1	2
273	это в	2	2
274	в таком	4	2
275	равным образом	1	1
276	в силе	1	1
277	например в	1	1
278	человека и	1	1
279	себе этот	1	1
280	которые наблюдаются	1	1
281	на самом	2	1
282	он может	1	1
283	в приведенном	1	1
284	и есть	1	1
285	тех форм	1	1
286	нас на	1	1
287	на две	2	1
288	и должен	1	1
289	прав когда	2	1
290	сравнительное исследование	1	1
291	а как	1	1
292	который в	1	1
293	мы не	6	1
294	что между	1	1
295	та же	2	1
296	вопрос о	4	1
297	так чтобы	2	1
298	время как	1	1
299	совпадает с	1	1
300	говорить о	1	1
301	что иное	2	1
302	которое в	2	1
303	стороны его	1	1
304	проявляет себя	1	1
305	иное как	2	1
306	которое он	1	1
307	во всех	3	1
308	их так	1	1
309	как правило	1	1
310	относятся и	1	1
311	совсем не	2	1
312	и сл	4	1
313	не входит	1	1
314	значение и	1	1
315	только тогда	3	1
316	не все	4	1
317	если в	1	1
318	большое значение	1	1
319	отличаются от	1	1
320	относится к	1	1
321	тем больше	1	1
322	если она	2	1
323	независимо от	1	1
324	что именно	1	1
325	в различные	1	1
326	что касается	1	1
327	совершается на	1	1
328	этом же	1	1
329	в этот	10	1
330	но эта	1	1
331	смысла слова	1	1
332	только два	1	1
333	не оставляет	1	1
334	более подробно	1	1
335	ряду с	1	1
336	что к	1	1
337	только один	1	1
338	но на	1	1
339	так сказать	1	1
340	связанные с	2	1
341	в статье	1	1
342	момента когда	1	1
343	чтобы они	2	1
344	образом на	1	1
345	различные формы	1	1
346	он должен	1	1
347	характер в	2	1
348	ступень развития	1	1
349	и по	3	1
350	что она	3	1
351	сложности как	1	1
352	но все	1	1
353	в одну	1	1
354	главным образом	3	1
355	поэтому мы	1	1
356	а по	1	1
357	на этой	1	1
358	с другими	3	1
359	известно что	1	1
360	должен был	3	1
361	связанным с	1	1
362	своем исследовании	1	1
363	и находит	1	1
364	для них	2	1
365	сущность ее	1	1
366	которые с	2	1
367	не всегда	3	1
368	связаны в	1	1
369	и настоящих	1	1
370	это обстоятельство	1	1
371	и становится	1	1
372	нужно чтобы	1	1
373	не во	1	1
374	нас не	2	1
375	в такой	1	1
376	бы к	1	1
377	не столько	2	1
378	представление о	5	1
379	это подтверждается	1	1
380	в которых	4	1
381	своего рода	1	1
382	признает что	1	1
383	должны были	2	1
384	в основном	1	1
385	получили название	1	1
386	в одном	1	1
387	выше мы	3	1
388	свет на	1	1
389	но он	3	1
390	тем не	2	1
391	не играют	1	1
392	и таким	1	1
393	то их	1	1
394	этом не	1	1
395	что есть	1	1
396	с развитием	2	1
397	того момента	1	1
398	стоит в	1	1
399	в таких	3	1
400	с которой	1	1
401	этого же	1	1
402	в то	2	1
403	как о	1	1
404	означает что	1	1
405	эти формы	1	1
406	и притом	1	1
407	на него	1	1
408	представления могут	1	1
409	с и	1	1
410	когда они	2	1
411	вытекает из	1	1
412	и других?	1	1
413	ничего не	1	1
414	именно с	1	1
415	однако такое	1	1
416	борьба между	1	1
417	и после	3	1
418	представление об	1	1
419	так например	1	1
420	до того	1	1
421	только с	1	1
422	у нас	4	1
423	такие же	3	1
424	каждую из	1	1
425	в момент	2	1
426	во все	1	1
427	известные из	1	1
428	и другим	1	1
429	в поле	19	1
430	теории в	1	1
431	время они	1	1
432	совпадают с	1	1
433	вывод что	2	1
434	без всякого	1	1
435	то время	2	1
436	указывали на	1	1
437	так на	1	1
438	этих существ	1	1
439	так в	2	1
440	и совершенно	1	1
441	до самого	1	1
442	который он	1	1
443	характер этих	1	1
444	мог бы	1	1
445	на которую	1	1
446	это сходство	1	1
447	своему происхождению	1	1
448	том как	1	1
449	высокой ступени	1	1
450	фаза в	1	1
451	для этого	5	1
452	мы рассмотрим	4	1
453	образом в	2	1
454	из других	1	1
455	находится в	1	1
456	говорят что	1	1
457	более высокой	1	1
458	в глаза	2	1
459	или на	8	1
460	после того	2	1
461	с того	1	1
462	можно сказать	1	1
463	в различных	1	1
464	видели также	1	1
465	приводят нас	1	1
466	совершаемые с	1	1
467	основной формой	1	1
468	ее от	2	1
469	и остаются	1	1
470	этот момент	1	1
471	в форме	2	1
472	того в	2	1
473	также в	2	1
474	научной литературе	2	1
475	и следовательно	1	1
476	если это	1	1
477	может иметь	1	1
478	полагая что	1	1
479	это приводит	1	1
480	указывает что	1	1
481	на которой	1	1
482	силу их	1	1
483	с ними	1	1
484	на другие	1	1
485	мы увидим	1	1
486	и действительно	1	1
487	должен быть	2	1
488	по времени	1	1
489	и так	1	1
490	верно и	1	1
491	и ее	2	1
492	состоит не	1	1
493	по этому	2	1
494	сильнее чем	1	1
495	же и	1	1
496	уже не	4	1
497	тем сильнее	1	1
498	при первом	1	1
499	одно из	2	1
500	не будут	1	1
501	на глаза	1	1
502	в конце	1	1
503	моментов в	2	1
504	чтобы она	1	1
505	и молодые	1	1
506	как его	1	1
507	она будет	1	1
508	не всякое	1	1
509	как раз	1	1
510	в других	15	1
511	указание на	1	1
512	встречаемся с	1	1
513	они становятся	1	1
514	представляют собой	7	1
515	без всякой	1	1
516	и даже	1	1
517	даже не	1	1
518	это составляет	1	1
519	и связывание	1	1
520	и обратно	1	1
521	которая по	1	1
522	с другим	2	1
523	как у	1	1
524	связаны с	3	1
525	здесь в	2	1
526	по своим	1	1
527	участвующих в	1	1
528	на которые	1	1
529	имеет место	1	1
530	и затем	1	1
531	близко к	1	1
532	связано с	2	1
533	то и	4	1
534	основные формы	1	1
535	целым рядом	1	1
536	на которых	1	1
537	не на	1	1
538	эта теория	4	1
539	вперед и	1	1
540	нет никаких	2	1
541	имея в	1	1
542	и наша	1	1
543	на который	1	1
544	как эти	1	1
545	и потому	1	1
546	или по	1	1
547	кругу явлений	1	1
548	из которых	2	1
549	этих случаях	4	1
550	о чем	4	1
551	предположить что	4	1
552	в область	1	1
553	той и	1	1
554	в течение	2	1
555	и древним	1	1
556	эти слова	1	1
557	в тех	1	1
558	как средство	2	1
559	изучение этих	1	1
560	исходя из	1	1
561	многих других	1	1
562	в состоянии	1	1
563	из первого	1	1
564	палку в	1	1
565	быть не	1	1
566	одно общее	1	1
567	не касается	1	1
568	на пути	1	1
569	но это	1	1
570	все это	10	1
571	при всем	1	1
572	например из	1	1
573	мертвых и	2	1
574	тем и	2	1
575	или в	7	1
576	и другими	1	1
577	нас нет	1	1
578	хотя и	1	1
579	представлениями о	2	1
580	из себя	1	1
581	у них	2	1
582	тем более	1	1
583	рассматривается как	2	1
584	с ним	1	1
585	же в	6	1
586	в целях	2	1
587	что сила	4	1
588	в период	1	1
589	от первого	1	1
590	но если	3	1
591	в точности	1	1
592	всех других	1	1
593	одновременно и	1	1
594	не что	2	1
595	из этого	2	1
596	содержится в	1	1
597	части ее	1	1
598	из своей	1	1
599	время не	1	1
600	ее в	8	1
601	в своих	2	1
602	очень редко	1	1
603	он тем	1	1
