N	2gram	Berdyaev_N_1	Problemy
232	распадению на	1	1
233	тоже не	1	1
234	с их	2	1
235	если есть	1	1
236	все слова	1	1
237	что она	2	1
238	в ее	3	1
239	человек не	1	1
240	политики и	2	1
241	одному из	1	1
242	высшей степени	6	1
243	и еще	1	1
244	в силу	1	1
245	это конечно	1	1
246	от нее	1	1
247	в одну	2	1
248	что все	2	1
249	этом он	1	1
250	а по	1	1
251	знает что	1	1
252	выходит за	1	1
253	который и	1	1
254	и мы	4	1
255	свою противоположность	1	1
256	лишь на	1	1
257	она становится	1	1
258	в них	4	1
259	в высшей	6	1
260	не всегда	1	1
261	очень сложное	1	1
262	духовной жизни	2	1
263	менее чем	1	1
264	во время	1	1
265	в такой	1	1
266	что вся	1	1
267	место в	2	1
268	мы в	1	1
269	не столько	1	1
270	и тенденции	1	1
271	но во	1	1
272	обращение к	2	1
273	в предчувствии	1	1
274	по всем	1	1
275	не должна	1	1
276	и вся	1	1
277	и очень	1	1
278	дня и	3	1
279	есть прежде	1	1
280	мысли в	2	1
281	человека вот	1	1
282	и отдельных	1	1
283	и имеет	1	1
284	не достигается	1	1
285	и весь	2	1
286	а во	1	1
287	в более	1	1
288	как будто	2	1
289	в области	1	1
290	и небытия	1	1
291	в мировой	2	1
292	когда мы	2	1
293	человека в	1	1
294	должны быть	1	1
295	значительной степени	1	1
296	не способен	1	1
297	он узнает	1	1
298	бы он	1	1
299	в переходе	1	1
300	все еще	1	1
301	но сама	1	1
302	того чтобы	2	1
303	как не	8	1
304	не хочу	1	1
305	будет сказать	1	1
306	в средневековой	1	1
307	значение становится	1	1
308	роль в	2	1
309	шекспира и	1	1
310	стремиться к	2	1
311	миру а	1	1
312	стремится быть	1	1
313	на нее	1	1
314	не с	1	1
315	во многом	1	1
316	еще в	1	1
317	начинается в	1	1
318	совершенно невозможно	1	1
319	в эпоху	9	1
320	типа не	1	1
321	и отдает	1	1
322	стремление к	2	1
323	смысле и	1	1
324	силы и	2	1
325	не был	1	1
326	это я	1	1
327	это должно	1	1
328	в значительной	1	1
329	других людей	1	1
330	на всех	1	1
331	и быстро	3	1
332	нем не	1	1
333	века и	2	1
334	и она	1	1
335	как некогда	1	1
336	может принадлежать	1	1
337	сторон жизни	1	1
338	всей нашей	1	1
339	направлена на	1	1
340	для себя	1	1
341	изнутри и	1	1
342	и жизни	1	1
343	с одной	2	1
344	она оказалась	1	1
345	в эти	1	1
346	переходит в	1	1
347	и хочет	1	1
348	и у	1	1
349	вопроса о	1	1
350	отнести к	1	1
351	него и	1	1
352	а это	1	1
353	он стремится	1	1
354	к своим	1	1
355	замечательно что	1	1
356	всяком случае	1	1
357	про него	1	1
358	которые могут	1	1
359	вопрос для	1	1
360	в последние	1	1
361	жизни в	3	1
362	одной стороны	2	1
363	это есть	7	1
364	оно лишь	1	1
365	лишь те	1	1
366	нельзя сказать	1	1
367	в каких	1	1
368	к которому	1	1
369	было и	1	1
370	что не	1	1
371	для решения	1	1
372	связано с	1	1
373	не ставит	2	1
374	еще достаточно	1	1
375	ничем не	1	1
376	не на	1	1
377	есть лишь	4	1
378	воспринимаются как	1	1
379	дамы и	1	1
380	и ему	1	1
381	как ни	1	1
382	может иметь	1	1
383	уже давно	1	1
384	все более	1	1
385	к лицу	3	1
386	особого типа	1	1
387	и особенно	1	1
388	до этого	1	1
389	и потому	4	1
390	как это	2	1
391	мы говорим	2	1
392	конечно есть	1	1
393	не знал	2	1
394	в речах	1	1
395	лицом к	3	1
396	но сам	1	1
397	в мир	1	1
398	формы жизни	1	1
399	в это	1	1
400	и формы	2	1
401	будет и	2	1
402	глубины и	2	1
403	совершается в	1	1
404	жизнью в	2	1
405	мира и	2	1
406	а к	1	1
407	человека на	1	1
408	проявляется уже	1	1
409	нет ничего	1	1
410	к этой	1	1
411	все они	2	1
412	мы переходим	1	1
413	не есть	3	1
414	в свою	1	1
415	на их	1	1
416	средние века	7	1
417	от всех	1	1
418	но можно	1	1
419	жизни а	1	1
420	значение все	1	1
421	на это	1	1
422	можно назвать	2	1
423	и вместе	1	1
424	всегда была	1	1
425	свое и	1	1
426	значение они	1	1
427	который не	1	1
428	как на	1	1
