N	2gram	Propp_Russ_1	Analitik
347	слова а	1	1
348	если они	1	1
349	по этой	1	1
350	с первым	1	1
351	в образе	2	1
352	с собой	4	1
353	что нам	1	1
354	здесь он	1	1
355	две части	1	1
356	является по	1	1
357	и здесь	2	1
358	двери и	1	1
359	второй половине	1	1
360	но мы	1	1
361	и что	4	1
362	говорилось о	2	1
363	отличаются от	1	1
364	в центральной	1	1
365	к нему	1	1
366	с его	1	1
367	от них	3	1
368	комедии и	1	1
369	и ф	1	1
370	этом ряду	1	1
371	них в	2	1
372	с а	1	1
373	что здесь	1	1
374	рассуждение о	1	1
375	что очень	1	1
376	сразу же	1	1
377	мы видим	2	1
378	тот же	1	1
379	в основном	3	1
380	нуждается в	1	1
381	в какой	2	1
382	на природу	1	1
383	к их	1	1
384	после нее	1	1
385	который в	1	1
386	и ее	1	1
387	одни и	1	1
388	этот вопрос	2	1
389	тем временем	1	1
390	уже в	1	1
391	то и	1	1
392	бога а	1	1
393	же явления	1	1
394	в начале	1	1
395	его и	2	1
396	представить себе	1	1
397	изображается в	1	1
398	слова в	3	1
399	так как	15	1
400	к ним	3	1
401	может служить	1	1
402	себе и	1	1
403	составных частей	1	1
404	дело и	1	1
405	в текстах	1	1
406	своем значении	1	1
407	имеет тот	1	1
408	нам не	1	1
409	и из	3	1
410	как у	1	1
411	детали этого	1	1
412	в свою	3	1
413	еще и	1	1
414	ниже что	1	1
415	себя и	2	1
416	обратиться к	1	1
417	противном случае	1	1
418	не означает	2	1
419	ниже в	1	1
420	выступают в	1	1
421	на смерть	1	1
422	возвращаясь к	1	1
423	долгое время	1	1
424	или с	1	1
425	ближе к	1	1
426	прямо на	1	1
427	если не	1	1
428	в связи	4	1
429	было в	1	1
430	но оно	1	1
431	смысла не	1	1
432	границы между	1	1
433	и потому	2	1
434	относятся к	2	1
435	но такое	1	1
436	обратил внимание	1	1
437	целом ряде	1	1
438	для обозначения	2	1
439	который мы	1	1
440	это приводит	1	1
441	в тех	4	1
442	и всей	2	1
443	ко всему	1	1
444	друг с	1	1
445	исходя из	1	1
446	довольно много	2	1
447	и мотивы	1	1
448	рассказывает об	1	1
449	к понятию	1	1
450	этот не	1	1
451	на которой	1	1
452	только для	2	1
453	и носит	1	1
454	между прочим	2	1
455	с этими	1	1
456	перед нами	1	1
457	случае он	1	1
458	не является	1	1
459	случаях когда	1	1
460	и сама	1	1
461	прежде чем	1	1
462	именно здесь	1	1
463	как на	1	1
464	для нас	6	1
465	от него	1	1
466	или нет	1	1
467	и как	2	1
468	мы должны	2	1
469	зрения в	1	1
470	будто бы	6	1
471	но это	4	1
472	же в	1	1
473	в равной	2	1
474	себя на	1	1
475	быть использованы	2	1
476	слово в	1	1
477	с ней	2	1
478	другой в	1	1
479	из рамок	1	1
480	не что	2	1
481	в отдельности	2	1
482	у которых	2	1
483	значение в	1	1
484	точно так	1	1
