N	2gram	Bakhtin_fo_1	slovoVRo
347	пор не	1	2
348	это очень	1	2
349	всяком случае	1	2
350	на мир	1	2
351	со всеми	3	2
352	же и	2	2
353	уже в	2	2
354	на протяжении	1	2
355	его и	2	2
356	цели и	1	2
357	широты и	1	2
358	для того	5	2
359	то что	6	2
360	не было	7	2
361	именно как	4	2
362	до сих	3	2
363	именно в	3	2
364	действующих лиц	1	2
365	них и	1	2
366	которых мы	1	2
367	испытания героя	1	2
368	более того	3	2
369	изображения в	1	2
370	для романа	1	2
371	с которым	1	2
372	как о	1	2
373	в одно	3	2
374	в связи	5	2
375	но оно	2	2
376	вместе с	3	2
377	эта идея	1	2
378	в данном	2	2
379	человека правда	1	2
380	тот факт	1	2
381	и нет	2	2
382	сих пор	3	2
383	например у	3	2
384	роман но	1	2
385	в более	2	2
386	известной степени	1	2
387	включает в	1	2
388	она может	1	2
389	в точном	2	2
390	всем этим	3	2
391	или в	3	2
392	в результате	6	2
393	и ни	1	2
394	романе как	3	2
395	все они	1	2
396	жизни в	8	2
397	не знает	3	2
398	и внутренне	1	2
399	и роман	1	2
400	исключительно велико	1	2
401	они не	3	2
402	и наиболее	1	1
403	смысле слова	2	1
404	и автобиографических	1	1
405	и шире	1	1
406	нем нет	2	1
407	женщины и	1	1
408	в движение	3	1
409	и изображения	2	1
410	так резко	1	1
411	наших дней	1	1
412	того же	8	1
413	он может	1	1
414	идет о	1	1
415	в средние	1	1
416	слова эта	1	1
417	и есть	1	1
418	между двумя	6	1
419	мы говорим	1	1
420	из самых	1	1
421	его же	1	1
422	по преимуществу	3	1
423	и до	5	1
424	когда это	1	1
425	иметь место	1	1
426	и за	1	1
427	всей ее	1	1
428	а как	3	1
429	есть не	3	1
430	со всех	1	1
431	миру и	1	1
432	моментах в	1	1
433	все снова	1	1
434	нам в	1	1
435	место в	2	1
436	для раскрытия	2	1
437	конца xviii	1	1
438	само слово	1	1
439	индивидуального человека	1	1
440	для наших	1	1
441	не знают	1	1
442	жанров в	1	1
443	самого героя	1	1
444	влияние которого	1	1
445	момент в	2	1
446	и быта	1	1
447	и определяется	2	1
448	между собой	4	1
449	он сам	1	1
450	первый план	1	1
451	ее значение	2	1
452	в широком	2	1
453	в органическом	1	1
454	этой почве	1	1
455	в сатирах	1	1
456	процесс этот	1	1
457	сохраняет свое	1	1
458	но конечно	2	1
459	а следовательно	1	1
460	и освобождения	1	1
461	и разных	1	1
462	друг к	2	1
463	важная особенность	2	1
464	совсем не	2	1
465	то он	1	1
466	к ним	2	1
467	его во	1	1
468	и чужой	1	1
469	вступают в	1	1
470	испытание морального	1	1
471	процессе рождения	1	1
472	внешних и	1	1
473	истории романа	5	1
474	характер и	7	1
475	образе его	1	1
476	граничащего с	1	1
477	его на	2	1
478	конкретное единство	1	1
479	не сливается	1	1
480	могли бы	1	1
481	п наконец	1	1
482	увидим что	1	1
483	и свою	1	1
484	них но	1	1
485	этой идеи	1	1
486	романе эти	2	1
487	в самом	8	1
488	та же	1	1
489	в целом	2	1
490	момент его	2	1
491	только два	2	1
492	сил в	1	1
493	выражение в	2	1
494	и самый	1	1
495	в этой	1	1
496	совершенно чужды	1	1
497	прямой и	1	1
498	нами в	1	1
499	но его	1	1
500	и те	3	1
501	сливаются с	1	1
502	на то	1	1
503	благородный человек	1	1
504	человек не	1	1
505	дело здесь	1	1
506	этот процесс	5	1
507	именно этим	1	1
508	смыслом и	1	1
509	вообще не	3	1
510	в исторических	2	1
511	немой регистр	1	1
512	не завершается	1	1
513	сосредоточенность на	1	1
514	не знающий	1	1
515	по самому	2	1
516	время и	4	1
517	он ни	1	1
518	и только	1	1
519	политического человека	1	1
520	говорили в	1	1
521	культур в	1	1
522	и еще	2	1
523	как часто	1	1
524	романа все	1	1
525	речи в	2	1
526	значение может	1	1
527	в корне	1	1
528	риторических и	1	1
529	широком смысле	2	1
530	и сам	1	1
531	характер в	2	1
532	поэтому оно	2	1
533	которого и	1	1
534	здесь для	1	1
535	кризиса и	2	1
536	не преодолевается	1	1
537	и по	2	1
538	них до	1	1
539	и приспособленности	1	1
540	без исключения	1	1
541	с собой	1	1
542	одно и	3	1
543	различным идеологическим	1	1
544	в каждом	1	1
545	типы и	2	1
546	в мире	1	1
547	об этом	2	1
548	к другу	2	1
549	них не	1	1
550	глубокий и	1	1
551	на этой	4	1
552	для своей	1	1
553	сказать в	1	1
554	это было	1	1
555	этого чужого	1	1
556	для нее	1	1
557	в последующем	4	1
558	моменты в	1	1
559	быту не	1	1
560	здесь нет	3	1
561	в социальном	1	1
562	но уже	1	1
563	о которых	1	1
564	соединение в	1	1
565	всего тот	1	1
566	и совершается	1	1
567	попадает в	2	1
568	испытания героев	1	1
569	этим и	1	1
570	рода и	1	1
571	пародия на	1	1
572	этого произведения	2	1
573	не изображается	1	1
574	отметить следующее	1	1
575	здесь конечно	2	1
576	в один	1	1
577	одного и	5	1
578	и косвенной	1	1
579	на первый	1	1
580	в эту	1	1
581	которая является	1	1
582	довлеет себе	2	1
583	в своей	2	1
584	лежат в	2	1
585	с идеей	1	1
586	его мире	2	1
587	самого человека	3	1
588	и действует	1	1
589	мы говорили	3	1
590	испытания на	1	1
591	и новый	1	1
592	роман этого	1	1
593	романа который	1	1
594	должны были	1	1
595	дан в	2	1
596	своему существу	1	1
597	основе ее	1	1
598	для изучения	1	1
599	где она	1	1
600	и существенных	1	1
601	силу и	1	1
602	есть именно	2	1
603	уже сказали	2	1
604	вещей и	1	1
605	романе барокко	2	1
606	в таких	1	1
607	произведений искусства	1	1
608	и единого	1	1
609	распадающийся на	1	1
610	на призванность	1	1
611	построении романа	1	1
612	касаемся здесь	1	1
613	его целом	2	1
614	до известной	1	1
615	xviii века	3	1
616	человека но	1	1
617	с которой	1	1
618	и время	2	1
619	аналогичные явления	1	1
620	самого начала	2	1
621	не о	2	1
622	этими двумя	3	1
623	здесь лишь	1	1
624	в романном	1	1
625	определенности и	1	1
626	на себе	1	1
627	любовной верности	1	1
628	они же	1	1
629	героев и	3	1
630	и имеет	1	1
631	и снова	1	1
632	дело не	1	1
633	во всякой	2	1
634	этому жанру	1	1
635	внешние и	2	1
636	их значение	1	1
637	и уже	3	1
638	следовательно и	1	1
639	элемент в	1	1
640	ничего не	9	1
641	это то	2	1
642	те моменты	2	1
643	фоне которого	2	1
644	это именно	1	1
645	и характер	2	1
646	в русском	1	1
647	по своей	1	1
648	самому своему	1	1
649	она имеет	1	1
650	лишь с	1	1
651	всей жизни	2	1
652	это слово	1	1
653	ним но	1	1
654	нам важно	1	1
655	достаточно указать	1	1
656	эти три	1	1
657	на самой	1	1
658	из существенных	1	1
659	не столь	2	1
660	есть к	1	1
661	от их	1	1
662	его лежит	1	1
663	xx века	1	1
664	к себе	4	1
665	романа так	2	1
666	во все	2	1
667	xiv и	1	1
668	как только	1	1
669	указать на	1	1
670	форме как	2	1
671	числе и	2	1
672	содержанием и	1	1
673	здесь они	1	1
674	протяжении всего	1	1
675	дело обстояло	1	1
676	на самый	1	1
677	не предполагает	1	1
678	совершенно иной	3	1
679	самую гущу	1	1
680	жанров и	1	1
681	быть конечно	2	1
682	морального реформатора	1	1
683	конца не	1	1
684	правда не	2	1
685	и это	4	1
686	и самое	1	1
687	как они	1	1
688	дошедшие до	1	1
689	также имеет	1	1
690	его использования	1	1
691	существенное значение	1	1
692	в виду	3	1
693	в окружающем	1	1
694	всего этого	2	1
695	точками зрения	1	1
696	с отрицательным	1	1
697	биологического здоровья	1	1
698	как по	2	1
699	сочетается с	2	1
700	и получает	1	1
701	чтобы быть	1	1
702	нет никакой	1	1
703	и этим	1	1
704	с самого	2	1
705	и бытовое	2	1
706	приводит к	1	1
707	и может	2	1
708	и иные	2	1
709	на том	1	1
710	мира может	1	1
711	становится лишь	1	1
712	необходимо учесть	1	1
713	и ту	1	1
714	и которые	1	1
715	игру с	1	1
716	почве романа	1	1
717	и романные	1	1
718	этим в	1	1
719	решающее значение	1	1
720	в риторических	1	1
721	особого отношения	1	1
722	одно из	3	1
723	и особенности	1	1
724	нас и	1	1
725	с человеком	1	1
726	но такая	1	1
727	не на	1	1
728	образом в	1	1
729	биографических и	1	1
730	романе только	1	1
731	жанрах и	1	1
732	отчасти уже	1	1
733	социальной и	1	1
734	предполагает нарочитое	1	1
735	за пределами	1	1
736	с другим	1	1
737	иное значение	1	1
738	романа мы	3	1
739	нас в	3	1
740	мы понимаем	1	1
741	и существуют	1	1
742	героев например	1	1
743	почве мы	2	1
744	апулей и	2	1
745	нем не	3	1
746	которой мы	1	1
747	затем в	1	1
748	неизменной на	1	1
749	опоры и	1	1
750	при изображении	1	1
751	когда оно	1	1
752	во всей	3	1
753	их удельный	1	1
754	иногда очень	3	1
755	века и	1	1
756	в ту	1	1
757	и нельзя	1	1
758	и следовательно	4	1
759	человека как	1	1
760	бытовые и	1	1
761	чужим миром	1	1
762	и перерождения	2	1
763	не зная	2	1
764	на те	1	1
765	того что	2	1
766	важны лишь	1	1
767	одну и	1	1
768	поэтому для	1	1
769	авантюрном романе	1	1
770	всякого рода	2	1
771	последующем развитии	2	1
772	важное значение	2	1
773	речи о	1	1
774	одной из	3	1
775	разновидностей европейского	1	1
776	проникнуть в	1	1
777	друг друга	3	1
778	целом с	2	1
779	уже говорили	3	1
780	не имеющих	1	1
781	до нас	5	1
782	между этими	4	1
783	и ее	3	1
784	их не	1	1
785	xix и	1	1
786	мир этих	1	1
787	вопрос об	1	1
788	два типа	1	1
789	иной характер	2	1
790	в качестве	3	1
791	чаще всего	1	1
792	греческого романа	26	1
793	у золя	1	1
794	с нею	1	1
795	только на	3	1
796	значение и	3	1
797	и добродетели	1	1
798	к известной	1	1
799	в больших	1	1
800	они могли	1	1
801	xvii веке	2	1
802	и обратно	1	1
803	но есть	1	1
804	мировую литературу	2	1
805	характерно слияние	1	1
806	характерно что	4	1
807	мир в	2	1
808	этими формами	1	1
809	принимает иной	1	1
810	сами по	1	1
811	в пространстве	5	1
812	и со	1	1
813	в конце	9	1
814	но повторяем	2	1
815	не для	2	1
816	с этими	2	1
817	на развитие	2	1
818	и конкретности	1	1
819	мы можем	1	1
820	наполняется различным	1	1
821	почвой для	1	1
822	жизни на	2	1
823	как раз	13	1
824	xvii и	1	1
825	тем что	2	1
826	и оценки	1	1
827	в других	9	1
828	и политического	1	1
829	героя его	1	1
830	эмансипированной женщины	1	1
831	формы к	1	1
832	эти противоречия	1	1
833	которые как	1	1
834	романе мы	2	1
835	чувствует себя	2	1
836	глубине и	1	1
837	на мировую	1	1
838	не были	2	1
839	говорим о	1	1
840	начинается это	1	1
841	всецело определяется	1	1
842	не обязательно	2	1
843	нашем случае	1	1
844	характерно для	1	1
845	об образе	1	1
846	на которые	1	1
847	мы еще	3	1
848	определенное освещение	1	1
849	что не	3	1
850	очень сложен	1	1
851	страданиями и	1	1
852	уже помимо	1	1
853	говорит о	1	1
854	должно быть	1	1
855	притом не	1	1
856	борьбе и	1	1
857	а на	1	1
858	а наоборот	1	1
859	с большей	2	1
860	самое слово	1	1
861	как ни	1	1
862	этим определяются	3	1
863	отнюдь не	5	1
864	определенность и	1	1
865	мира в	3	1
866	ближе к	1	1
867	xviii веках	1	1
868	романе конечно	1	1
869	сложный и	1	1
870	для этой	1	1
871	случаев жизни	1	1
872	мы находим	2	1
873	все более	1	1
874	вступает в	2	1
875	может строиться	1	1
876	в частности	6	1
877	все то	2	1
878	из форм	1	1
879	даже не	2	1
880	в иных	1	1
881	и приобретает	1	1
882	литературы но	1	1
883	нужно отнести	1	1
884	жанровых разновидностей	1	1
885	эпох и	1	1
886	этих романах	2	1
887	влияния на	2	1
888	ибо оно	1	1
889	этого типа	5	1
890	если они	2	1
891	всех других	1	1
892	рассуждения и	1	1
893	очень важно	1	1
894	в литературе	16	1
895	и всей	2	1
896	быть только	3	1
897	такие типы	1	1
898	да и	3	1
899	как испытание	2	1
900	вес в	2	1
901	об особенностях	1	1
902	особенно важное	1	1
903	с исключительной	2	1
904	конечно от	1	1
905	организационное значение	3	1
906	здоровья и	1	1
907	внешний характер	1	1
908	на немой	1	1
909	и разновидности	3	1
910	этого слова	1	1
911	романе с	1	1
912	в условиях	7	1
913	эти элементы	1	1
914	то перед	1	1
915	идеологическим содержанием	2	1
916	и петроний	2	1
917	этом и	1	1
918	в самую	1	1
919	однако не	1	1
920	себе все	1	1
921	которые были	1	1
922	более и	1	1
923	не является	2	1
924	сюжета и	2	1
925	судьбы и	4	1
926	и времени	3	1
927	слова но	1	1
928	живет и	1	1
929	тем и	1	1
930	но на	4	1
931	эту игру	1	1
932	и выражений	1	1
933	себя самого	1	1
934	в исторический	2	1
935	из различных	1	1
936	образ праведника	1	1
937	античная литература	2	1
938	и смысл	1	1
939	разной степени	1	1
940	но зато	1	1
941	замкнутость и	1	1
942	романом испытания	1	1
943	беседа с	2	1
944	же в	3	1
945	но всегда	1	1
946	еще вовсе	1	1
947	здесь только	2	1
948	образ человека	6	1
949	это изображение	1	1
950	его испытание	1	1
951	возможно лишь	1	1
952	средние века	1	1
953	они были	2	1
954	этой проблемы	2	1
955	и случаев	1	1
956	также в	1	1
957	речей и	1	1
958	романе достаточно	1	1
959	и верности	3	1
960	в последнем	1	1
961	были представителями	1	1
962	и xviii	1	1
963	на различные	1	1
964	роман барокко	1	1
965	человека опирается	1	1
966	на свет	1	1
967	борьба и	1	1
968	этого второго	1	1
969	конкретный и	1	1
970	событиях и	1	1
971	роман дает	1	1
972	в своих	1	1
973	пространстве и	1	1
974	вносит в	1	1
975	снова и	1	1
976	к этому	3	1
977	том числе	4	1
978	развитии романа	1	1
979	гораздо более	1	1
