N	2gram	Potebnia_M_3	Psycholo
185	место в	3	3
186	всякий раз	1	3
187	бы не	4	3
188	в то	10	3
189	того как	4	3
190	и конечно	1	3
191	на это	4	3
192	и о	2	3
193	из двух	3	3
194	каждого из	2	3
195	к тем	2	3
196	он был	1	3
197	из одного	1	3
198	эти два	1	3
199	здесь не	1	3
200	тот же	1	3
201	которое мы	2	3
202	был бы	2	3
203	ее не	1	3
204	к ним	1	3
205	тем что	7	3
206	такое же	3	3
207	что не	8	3
208	то и	6	3
209	в речи	2	3
210	это только	1	3
211	я говорю	1	3
212	это одно	1	3
213	который мы	1	3
214	только для	1	3
215	но это	6	3
216	все это	4	3
217	главным образом	1	3
218	такой степени	2	3
219	к этому	3	3
220	как на	5	3
221	в таком	3	3
222	отношения к	1	2
223	например в	6	2
224	что образ	1	2
225	увидим ниже	1	2
226	на самом	1	2
227	он может	1	2
228	бы для	1	2
229	что когда	1	2
230	по преимуществу	1	2
231	старались показать	1	2
232	поэзии и	1	2
233	той же	2	2
234	оно есть	3	2
235	с но	3	2
236	и столь	1	2
237	мы читаем	1	2
238	столь же	4	2
239	бы она	1	2
240	одним словом	2	2
241	заключается не	1	2
242	но как	2	2
243	очевидно что	5	2
244	и чем	1	2
245	заключено в	1	2
246	и я	1	2
247	в истории	1	2
248	в одной	1	2
249	что именно	4	2
250	это был	1	2
251	целый ряд	2	2
252	и наконец	2	2
253	со своей	2	2
254	думать что	5	2
255	человеке и	2	2
256	не могла	2	2
257	до самого	1	2
258	в силу	3	2
259	и вот	1	2
260	одной и	4	2
261	и по	4	2
262	так например	2	2
263	в нее	1	2
264	ту что	1	2
265	тем в	1	2
266	и может	3	2
267	в совершенно	1	2
268	показывает что	2	2
269	в эту	1	2
270	места в	1	2
271	от своего	1	2
272	и ее	1	2
273	как все	1	2
274	можно убедиться	1	2
275	и той	2	2
276	образом и	3	2
277	но он	1	2
278	друг другу	1	2
279	есть именно	1	2
280	и более	1	2
281	их в	2	2
282	в этих	1	2
283	или если	1	2
284	вместе и	5	2
285	ничего не	1	2
286	под этим	1	2
287	находятся в	1	2
288	в противоречие	1	2
289	к ней	5	2
290	развивается в	1	2
291	то это	6	2
292	не могут	5	2
293	когда мы	2	2
294	что оно	11	2
295	ли что	1	2
296	он видит	1	2
297	и которая	1	2
298	из всего	1	2
299	свою очередь	3	2
300	данном случае	1	2
301	только то	1	2
302	то время	4	2
303	в глаза	1	2
304	одного из	1	2
305	том как	3	2
306	для этого	1	2
307	со стороны	3	2
308	с ним	6	2
309	и та	2	2
310	но мы	2	2
311	той степени	1	2
312	мы старались	1	2
313	и который	1	2
314	в которую	1	2
315	что поэт	2	2
316	мы на	1	2
317	и следовательно	3	2
318	им так	1	2
319	что здесь	1	2
320	что только	6	2
321	что даже	4	2
322	должен был	1	2
323	согласно с	2	2
324	мы нашли	1	2
325	есть в	3	2
326	уже не	6	2
327	или не	1	2
328	в виде	2	2
329	одно из	5	2
330	для него	9	2
331	могло бы	1	2
332	иначе как	1	2
333	это верно	1	2
334	но что	2	2
335	заметить что	3	2
336	и вместе	3	2
337	к самому	1	2
338	это будет	1	2
339	свою мысль	2	2
340	еще и	1	2
341	а с	2	2
342	бы назвать	1	2
343	на время	1	2
344	действие которое	1	2
345	эти слова	2	2
346	к своему	2	2
347	в данном	1	2
348	есть только	5	2
349	смысле этого	7	2
350	что всякое	1	2
351	что же	2	2
352	о человеке	1	2
353	с здесь	2	2
354	чувства и	3	2
355	том смысле	3	2
356	быть не	2	2
357	этого слова	11	2
358	с этой	2	2
359	заставляет нас	2	2
360	не знаем	3	2
361	ко второй	1	2
362	развития и	1	2
363	поэзии в	1	2
364	вовсе нет	1	2
365	только что	8	2
366	со стихиями	1	2
367	же в	2	2
368	так же	3	2
369	его к	2	2
370	нам не	1	2
371	в море	1	2
372	была бы	4	2
373	можем не	1	2
374	указывают на	1	2
375	можно назвать	1	2
376	во всяком	1	2
377	действительно должна	1	1
378	а между	2	1
379	ли мы	1	1
380	а под	1	1
381	чтобы не	1	1
382	художественного произведения	5	1
383	переходит к	1	1
384	и потому	4	1
385	дело вовсе	1	1
386	нем же	1	1
387	словами и	1	1
388	это и	2	1
389	так у	2	1
390	и есть	3	1
391	нам кажется	2	1
392	в первом	3	1
393	он требует	1	1
394	и до	2	1
395	из его	1	1
396	и самое	2	1
397	них порознь	1	1
398	собою в	1	1
399	что мы	8	1
400	их и	1	1
401	видно уже	1	1
402	стороны чем	1	1
403	которую я	1	1
404	нашу мысль	1	1
405	что уже	2	1
406	из своих	1	1
407	случай где	1	1
408	что многие	1	1
409	минуты что	1	1
410	он как	2	1
411	не столько	2	1
412	одной только	1	1
413	отдельных частей	1	1
414	на свою	2	1
415	между этими	1	1
416	сложнее и	1	1
417	и другая	1	1
418	себе что	2	1
419	и он	1	1
420	не остается	1	1
421	чем больше	1	1
422	принадлежит и	1	1
423	еще не	5	1
424	не имел	1	1
425	это возможно	1	1
426	в чем	3	1
427	с его	1	1
428	природы и	2	1
429	сказать и	1	1
430	но не	7	1
431	не все	4	1
432	прибавим к	1	1
433	отношение к	2	1
434	то значение	1	1
435	отличие от	1	1
436	тут же	2	1
437	нет и	1	1
438	один и	1	1
439	относится к	4	1
440	которые не	1	1
441	что хотя	2	1
442	вызывает в	1	1
443	независимо от	5	1
444	что действительно	1	1
445	лишь изредка	1	1
446	к новому	1	1
447	все остальные	3	1
448	от нашего	4	1
449	в мысли	2	1
450	и слова	2	1
451	хотя и	1	1
452	и каждое	2	1
453	что действительность	1	1
454	а оно	1	1
455	имеет в	1	1
456	более или	3	1
457	в действительности	5	1
458	что сказанное	2	1
459	рассказывают что	1	1
460	что кажется	1	1
461	действие и	1	1
462	то в	1	1
463	под ним	2	1
464	же слово	2	1
465	впечатления от	1	1
466	только способ	1	1
467	кажется уже	1	1
468	имеет для	3	1
469	и тот	2	1
470	важности не	1	1
471	только один	2	1
472	заставит нас	2	1
473	подобным образом	1	1
474	стихотворный размер	1	1
475	вытекающее из	1	1
476	что одна	1	1
477	на его	2	1
478	что без	1	1
479	не следует	5	1
480	смотреть как	3	1
481	же именно	1	1
482	идет от	1	1
483	одним только	2	1
484	них уже	1	1
485	в понимании	1	1
486	не как	2	1
487	переходит от	1	1
488	именно из	1	1
489	в корне	1	1
490	том чтобы	2	1
491	теперь еще	1	1
492	подобно тому	2	1
493	образа и	3	1
494	заключает в	5	1
495	но все	2	1
496	этом последнем	2	1
497	не будет	3	1
498	правда что	1	1
499	вывести из	1	1
500	и сделал	1	1
501	его определение	1	1
502	том случае	1	1
503	только не	2	1
504	и с	2	1
505	слова или	1	1
506	с другими	5	1
507	есть не	7	1
508	это не	1	1
509	деле в	1	1
510	случаях и	1	1
511	без нее	2	1
512	каким выражается	1	1
513	в сложном	1	1
514	указанием на	3	1
515	в жизни	1	1
516	кажется что	1	1
517	в минуту	1	1
518	она и	1	1
519	все равно	4	1
520	в слове	32	1
521	не ради	1	1
522	и было	1	1
523	должно быть	5	1
524	и тогда	3	1
525	которые бы	2	1
526	еще раз	2	1
527	было не	1	1
528	или менее	3	1
529	о ком	1	1
530	и при	4	1
531	мысль и	1	1
532	что такое	2	1
533	таким же	1	1
534	представить себе	3	1
535	нас не	1	1
536	заключать в	1	1
537	не зависит	1	1
538	с к	2	1
539	во времена	2	1
540	в их	2	1
541	то для	2	1
542	и языка	1	1
543	на каждом	1	1
544	что до	1	1
545	мысли и	2	1
546	бы мы	2	1
547	но эта	1	1
548	силу того	1	1
549	общий смысл	1	1
550	есть еще	3	1
551	однако в	1	1
552	с такими	1	1
553	он сказал	1	1
554	бы быть	2	1
555	и вообще	3	1
556	даже в	2	1
557	своим героям	1	1
558	тем меньше	1	1
559	поэтического произведения	2	1
560	человек и	1	1
561	в таких	1	1
562	ничего нового	1	1
563	с которой	1	1
564	как зерно	1	1
565	ее души	1	1
566	как о	2	1
567	принадлежат к	1	1
568	и притом	2	1
569	ее с	1	1
570	на него	3	1
571	что каждое	2	1
572	достигает своего	1	1
573	не могло	1	1
574	он с	1	1
575	того и	1	1
576	возможно и	1	1
577	что ни	2	1
578	дополнением к	1	1
579	это то	1	1
580	требование и	1	1
581	это слово	4	1
582	следует из	1	1
583	не находим	1	1
584	с таким	2	1
585	не принадлежит	1	1
586	этом отношении	2	1
587	что на	1	1
588	этих образов	1	1
589	одним из	1	1
590	у меня	2	1
591	которого он	1	1
592	и оно	3	1
593	ни о	3	1
594	нам что	1	1
595	но напротив	1	1
596	относиться к	1	1
597	трава и	1	1
598	того о	1	1
599	с действием	1	1
600	не есть	17	1
601	все слова	1	1
602	что при	3	1
603	отказаться от	2	1
604	ничего общего	2	1
605	от той	1	1
606	в каждой	4	1
607	не ограничивается	1	1
608	значения и	1	1
609	служит только	1	1
610	только при	2	1
611	с каким	2	1
612	в собственном	2	1
613	знаем что	1	1
614	себе больше	1	1
615	мысль о	5	1
616	и говорит	1	1
617	к переменчивым	1	1
618	так и	11	1
619	не за	1	1
620	те же	6	1
621	не с	1	1
622	мог бы	1	1
623	и каждый	1	1
624	образа в	4	1
625	та и	1	1
626	в результате	1	1
627	остается только	2	1
628	без сомнения	4	1
629	смысле то	2	1
630	понятно что	1	1
631	этого мало	1	1
632	даны в	1	1
633	весьма мало	1	1
634	в словах	3	1
635	это внутреннее	1	1
636	по мере	4	1
637	нас и	1	1
638	но этого	1	1
639	и делается	1	1
640	не перед	1	1
641	не имеем	1	1
642	можно сказать	3	1
643	можно заметить	1	1
644	другому в	1	1
645	нас в	1	1
646	знает что	1	1
647	это было	3	1
648	нет это	1	1
649	мы понимаем	1	1
650	быть сама	1	1
651	образом если	1	1
652	этих слов	2	1
653	этому поводу	1	1
654	или иначе	1	1
655	не делать	1	1
656	что человек	2	1
657	в глазах	1	1
658	в форме	2	1
659	в другой	1	1
660	хлеба и	1	1
661	вслед за	3	1
662	следовало бы	1	1
663	разницы между	1	1
664	по содержанию	2	1
665	для ребенка	2	1
666	действительный если	1	1
667	в поэтическом	2	1
668	исследования мы	1	1
669	своего материала	1	1
670	особенно легко	1	1
671	каждом шагу	1	1
672	то все	1	1
673	сторону от	1	1
674	или же	4	1
675	всякое его	1	1
676	по этому	1	1
677	без этого	1	1
678	из которого	1	1
679	мысли что	4	1
680	только на	3	1
681	всеми остальными	3	1
682	мысли чтобы	1	1
683	себя и	4	1
684	в поэзии	1	1
685	в начале	3	1
686	но совершенно	1	1
687	за ним	3	1
688	известное количество	1	1
689	только одно	1	1
690	она действительно	1	1
691	поэзии есть	1	1
692	той которая	1	1
693	для меня	4	1
694	тому же	1	1
695	друг друга	3	1
696	меня то	2	1
697	должны будем	3	1
698	каждый из	1	1
699	или есть	2	1
700	не говорит	1	1
701	образом что	1	1
702	в других	2	1
703	указание на	2	1
704	смерти и	1	1
705	этом рассказе	1	1
706	на стороне	2	1
707	одном слове	1	1
708	не было	4	1
709	смотря по	2	1
710	со всем	1	1
711	с дело	1	1
712	как у	1	1
713	именно в	3	1
714	по своим	1	1
715	будет ли	2	1
716	чем он	1	1
717	когда мир	1	1
718	тому как	5	1
719	души и	2	1
720	что для	4	1
721	чувством и	1	1
722	быть названо	1	1
723	превращается в	1	1
724	от этого	2	1
725	зависит от	6	1
726	с конца	1	1
727	первый шаг	1	1
728	одна и	1	1
729	мы знаем	1	1
730	если не	4	1
731	этому что	1	1
732	как именно	1	1
733	бы оно	1	1
734	равно как	1	1
735	была уже	1	1
736	время с	1	1
737	перейти от	2	1
738	смысл что	1	1
739	животным и	1	1
740	могут понять	1	1
741	по одному	1	1
742	составляет ее	1	1
743	в разговоре	2	1
744	чем то	1	1
745	предположить что	1	1
746	в область	1	1
747	законам и	1	1
748	своими глазами	1	1
749	им с	1	1
750	быть только	4	1
751	в тот	1	1
752	для понимания	4	1
753	здесь все	1	1
754	это значит	1	1
755	форма и	1	1
756	будто мы	2	1
757	и там	1	1
758	бросается в	1	1
759	каждый раз	2	1
760	художественное произведение	6	1
761	и наши	1	1
762	нечто совершенно	1	1
763	отличается от	1	1
764	между прочим	1	1
765	это последнее	2	1
766	нисколько не	1	1
767	люди не	1	1
768	случае он	1	1
769	каждой из	3	1
770	не является	1	1
771	получает возможность	2	1
772	уже на	2	1
773	тем и	3	1
774	том виде	1	1
775	с как	1	1
776	что тогда	1	1
777	к одной	3	1
778	от него	2	1
779	собственно говоря	2	1
780	или нет	1	1
781	мы должны	4	1
782	что конечно	3	1
783	я думаю	2	1
784	этом можно	1	1
785	другой из	1	1
786	постоянного и	1	1
787	с он	1	1
788	отношении к	2	1
789	не горит	1	1
790	между ними	1	1
791	необходимое условие	1	1
792	и эта	1	1
793	только как	5	1
794	других случаях	1	1
795	нет но	1	1
796	почему он	1	1
797	в последнем	3	1
798	есть и	1	1
799	видели в	1	1
800	значение не	3	1
801	этим объясняется	1	1
802	что то	1	1
803	жизни и	2	1
804	разговоре с	1	1
805	случае если	1	1
806	это в	2	1
807	тем самым	7	1
808	поэзии то	1	1
809	все что	4	1
810	гораздо более	1	1
811	смысле что	1	1
